策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_rccny50000_rcfinal_addma_swk20_cap0.6_sp_gso_lot100_lrc2_RC_DIAG_FINAL50,182694153.05671787,m2,2011-11-01,2026-08-28,0.795020851709391,0.12208879705813956,1.429763998347126,0.8193428953722048,0.4477654326187924,0.331608936607662,0.20603132583026107,0.04964539007092199,141,0.3428963515944732,0.23138375984789028,0.1208555535066973,0.03316827490445862,0.4705544436060538,0.7348415677879993,0.7931119350189202,0.0,117,2016-12-30,0.5164061148445509,2,0.2955568390072967,0.23261818827233904,0.739728216762418,0.0,57,0.31966940789850595,0.41362505319753773,-0.33942016446440815,1.8313189316732084,0.7857142857142857,14,59.89805101890596,0.31946067683517065,0.3208568084130856,0.46406474858973423,0.739728216762418,2015-06-09~2016-02-03,2015-06-09,2016-02-03,0.43186222939197866,0.7675676334909043,1.0,0,1.9835217683506845,2018-03-26,0.3446000841821054,2018-03-26,0.3446000841821054,2018-03-26,1.642715698933121,257,6,5,0.675401037034222,1.0057718933105264,1.2560348112490143,1.4645989333336111,1.6186230985067445,1.7848947262092705,0.8083309878975513,0.10526315789473684,0.36964980544747084,8.380371027002441,135.98054474708172,1826,495,6.838512721206435,002128/601088/000933/000338/000651,3.8522776076075544,0.5755924306450959,990401.5038080001,0.3301338346026667,3.82%（同期超额 +28.12%）
