code,previous_quote,quote_date,event_dates,price_before,price_after,raw_return,gross_return,share_multiplier,net_cash_per_old_share,events_during_suspension,flag
600519,2007-07-12,2007-07-13,2007-07-13,114.37,114.49,0.001049226195680708,0.007169712337151246,1.0,0.7,0,action
600519,2008-06-13,2008-06-16,2008-06-16,149.49,144.5,-0.03338015920797388,-0.027787811893772107,1.0,0.836,0,action
600519,2009-06-30,2009-07-01,2009-07-01,148.01,145.65,-0.015944868589960026,-0.008134585500979563,1.0,1.156,0,action
600519,2010-07-02,2010-07-05,2010-07-05,127.68,125.81,-0.014645989974937379,-0.005364974937343336,1.0,1.185,0,action
600519,2011-06-30,2011-07-01,2011-07-01,212.63,191.63,-0.0987631096270517,0.00217749141701562,1.1,2.3,0,action
600519,2012-07-04,2012-07-05,2012-07-05,258.66,251.66,-0.027062553158586633,-0.011609835305033789,1.0,3.997,0,action
600519,2013-06-06,2013-06-07,2013-06-07,201.66,196.26,-0.026777744718833763,0.005053059605276244,1.0,6.419,0,action
600519,2014-06-24,2014-06-25,2014-06-25,163.57,142.23,-0.1304640215198386,-0.016769578773613736,1.1,4.374,0,action
600519,2015-07-16,2015-07-17,2015-07-17,251.59,228.29,-0.09261099407766604,0.015513335188203081,1.1,4.374,0,action
600519,2016-06-30,2016-07-01,2016-07-01,291.92,286.17,-0.019697177308851788,0.0014421759386133992,1.0,6.171,0,action
600519,2017-07-06,2017-07-07,2017-07-07,455.98,445.97,-0.0219527172244397,-0.007068292468968007,1.0,6.787,0,action
600519,2018-06-14,2018-06-15,2018-06-15,786.13,773.33,-0.016282294277027876,-0.0022909696869473084,1.0,10.999,0,action
600519,2019-06-27,2019-06-28,2019-06-28,996.35,984.0,-0.012395242635620085,0.0021970191197870914,1.0,14.539,0,action
600519,2020-06-23,2020-06-24,2020-06-24,1474.5,1460.01,-0.009827060020345835,0.001719226856561562,1.0,17.025,0,action
600519,2021-06-24,2021-06-25,2021-06-25,2068.05,2092.0,0.011580957907207257,0.020910036024273992,1.0,19.293,0,action
600519,2022-06-29,2022-06-30,2022-06-30,2030.0,2045.0,0.00738916256157629,0.01806650246305419,1.0,21.675,0,action
600519,2023-06-29,2023-06-30,2023-06-30,1713.71,1691.0,-0.013251950446691696,0.0018678772954583422,1.0,25.911,0,action
600519,2024-06-18,2024-06-19,2024-06-19,1521.5,1501.0,-0.013473545842918155,0.006819585934932704,1.0,30.876,0,action
600519,2024-12-19,2024-12-20,2024-12-20,1551.01,1522.0,-0.018703941302763982,-0.0033062327128773328,1.0,23.882,0,action
600519,2025-06-25,2025-06-26,2025-06-26,1435.86,1420.0,-0.011045645118604841,0.008227125207193042,1.0,27.673,0,action
600519,2025-12-18,2025-12-19,2025-12-19,1431.0,1410.0,-0.014675052410901501,0.0020663871418589164,1.0,23.957,0,action
600519,2026-06-25,2026-06-26,2026-06-26,1212.1,1168.63,-0.03586337760910796,-0.012742983252206797,1.0,28.02423,0,action
000651,2008-07-11,2008-07-14,2008-07-14,35.79,22.9,-0.36015646828723114,-0.031852472757753825,1.5,0.3,0,action
000651,2009-06-02,2009-06-03,2009-06-03,30.17,19.29,-0.36062313556513104,-0.03099105071262853,1.5,0.3,0,action
000651,2010-07-12,2010-07-13,2010-07-13,20.9,13.17,-0.36985645933014355,-0.0308612440191387,1.5,0.5,0,action
000651,2011-05-30,2011-05-31,2011-05-31,21.4,21.43,0.0014018691588786325,0.015420560747663625,1.0,0.3,0,action
000651,2012-07-05,2012-07-06,2012-07-06,21.5,21.44,-0.0027906976744185297,0.020465116279069884,1.0,0.5,0,action
000651,2013-07-10,2013-07-11,2013-07-11,25.88,25.43,-0.017387944358578045,0.021251931993817585,1.0,1.0,0,action
000651,2014-06-05,2014-06-06,2014-06-06,31.12,29.45,-0.05366323907455017,-0.005462724935732743,1.0,1.5,0,action
000651,2015-07-02,2015-07-03,2015-07-03,58.49,24.98,-0.5729184475978799,-0.0945460762523509,2.0,3.0,0,action
000651,2016-02-19,2016-09-02,2016-07-07,19.22,19.49,0.014047866805410925,0.09209157127991663,1.0,1.5,1,action
000651,2017-07-04,2017-07-05,2017-07-05,39.87,39.26,-0.015299724103335799,0.029847002758966568,1.0,1.8,0,action
000651,2019-02-22,2019-02-25,2019-02-25,44.96,46.08,0.02491103202846978,0.03825622775800719,1.0,0.6,0,action
000651,2019-08-05,2019-08-06,2019-08-06,52.98,50.93,-0.03869384673461673,-0.010381275953189828,1.0,1.5,0,action
000651,2020-06-10,2020-06-11,2020-06-11,61.33,58.92,-0.03929561389205927,-0.01972933311593006,1.0,1.2,0,action
000651,2020-11-11,2020-11-12,2020-11-12,65.81,66.37,0.008509345084333653,0.023704604163500953,1.0,1.0,0,action
000651,2021-08-20,2021-08-23,2021-08-23,46.1,44.99,-0.024078091106290667,0.04099783080260311,1.0,3.0,0,action
000651,2022-04-07,2022-04-08,2022-04-08,33.08,32.21,-0.02629987908101561,0.003929866989117459,1.0,1.0,0,action
000651,2022-08-04,2022-08-05,2022-08-05,32.16,30.73,-0.044465174129353136,0.01772388059701524,1.0,2.0,0,action
000651,2023-02-24,2023-02-27,2023-02-27,36.56,35.21,-0.036925601750547044,-0.009573304157549312,1.0,1.0,0,action
000651,2023-08-08,2023-08-09,2023-08-09,37.9,36.96,-0.024802110817941925,0.0015831134564643357,1.0,1.0,0,action
000651,2024-08-27,2024-08-28,2024-08-28,41.77,38.8,-0.07110366291596859,-0.014124970074215981,1.0,2.38,0,action
000651,2025-05-14,2025-05-15,2025-05-15,46.9,46.2,-0.01492537313432829,0.006396588486140775,1.0,1.0,0,action
000651,2025-08-28,2025-08-29,2025-08-29,47.25,42.6,-0.0984126984126984,-0.05608465608465607,1.0,2.0,0,action
000651,2026-01-22,2026-01-23,2026-01-23,40.85,39.43,-0.034761321909424714,-0.010281517747858016,1.0,1.0,0,action
000651,2026-08-26,2026-08-27,2026-08-27,41.58,39.27,-0.05555555555555547,-0.007455507455507382,1.0,2.0,0,action
300750,2019-07-19,2019-07-22,2019-07-22,72.5,73.08,0.008000000000000007,0.009959131034482871,1.0,0.142037,0,action
300750,2020-06-03,2020-06-04,2020-06-04,148.5,150.0,0.010101010101010166,0.011583353535353558,1.0,0.220128,0,action
300750,2021-07-02,2021-07-05,2021-07-05,519.59,519.27,-0.000615870205354363,-0.00015387517080789337,1.0,0.240048,0,action
300750,2022-09-27,2022-09-28,2022-09-28,429.5,416.79,-0.02959254947613499,-0.028072642607683274,1.0,0.6528,0,action
300750,2023-04-25,2023-04-26,2023-04-26,385.9,224.5,-0.418243068152371,0.05369266649391036,1.8,2.52,0,action
300750,2024-04-29,2024-04-30,2024-04-30,209.63,202.6,-0.033535276439440875,-0.009550159805371439,1.0,5.028,0,action
300750,2025-04-21,2025-04-22,2025-04-22,231.36,230.69,-0.0028959197786999624,0.01678336791147994,1.0,4.553,0,action
300750,2025-08-19,2025-08-20,2025-08-20,277.8,279.2,0.005039596832253412,0.008664506839452857,1.0,1.007,0,action
300750,2026-04-21,2026-04-22,2026-04-22,447.6,436.35,-0.025134048257372643,-0.009591152815013437,1.0,6.957,0,action
300750,2026-08-07,2026-08-10,2026-08-10,388.07,393.87,0.01494575720875102,0.01858169917798347,1.0,1.411,0,action
300308,2012-07-05,2012-07-06,2012-07-06,20.21,19.88,-0.016328550222662108,-0.006432459178624561,1.0,0.2,0,action
300308,2013-05-16,2013-05-17,2013-05-17,18.33,10.1,-0.44899072558647024,-0.0027277686852152927,1.8,0.1,0,action
300308,2014-06-19,2014-06-20,2014-06-20,12.88,12.87,-0.0007763975155280489,0.0009316770186333923,1.0,0.022,0,action
300308,2014-09-30,2014-10-08,2014-10-08,17.18,10.49,-0.389406286379511,0.09906868451688022,1.8,0.0,0,action
300308,2015-07-13,2015-07-14,2015-07-14,15.84,17.41,0.09911616161616155,0.09974747474747492,1.0,0.01,0,action
300308,2016-03-10,2016-09-30,2016-08-01,12.36,13.59,0.09951456310679618,0.10032362459546929,1.0,0.01,1,action
300308,2017-06-08,2017-06-09,2017-06-09,34.6,35.05,0.01300578034682065,0.013294797687861015,1.0,0.01,0,action
300308,2018-07-10,2018-07-11,2018-07-11,56.8,51.08,-0.10070422535211265,-0.10003521126760573,1.0,0.038,0,action
300308,2019-06-03,2019-06-04,2019-06-04,42.07,30.93,-0.2647967672926076,0.03220822438792492,1.4,0.123,0,action
300308,2020-07-01,2020-07-02,2020-07-02,61.86,61.79,-0.001131587455544758,0.00022631749110901822,1.0,0.084,0,action
