code,previous_quote,quote_date,event_dates,price_before,price_after,raw_return,gross_return,share_multiplier,net_cash_per_old_share,events_during_suspension,flag
300308,2021-06-08,2021-06-09,2021-06-09,39.8,39.53,-0.0067839195979898514,-0.003743718592964629,1.0,0.121,0,action
300308,2022-05-25,2022-05-26,2022-05-26,30.25,30.86,0.020165289256198315,0.027438016528925635,1.0,0.22,0,action
300308,2023-06-05,2023-06-06,2023-06-06,111.2,107.31,-0.034982014388489246,-0.03318345323741001,1.0,0.2,0,action
300308,2024-06-05,2024-06-06,2024-06-06,166.96,125.42,-0.24880210828941063,0.05437230474365107,1.4,0.45,0,action
300308,2025-06-18,2025-06-19,2025-06-19,125.06,128.3,0.02590756436910291,0.02990564529026085,1.0,0.5,0,action
300308,2025-10-10,2025-10-13,2025-10-13,390.0,376.99,-0.03335897435897428,-0.032333333333333325,1.0,0.4,0,action
300308,2026-04-29,2026-04-30,2026-04-30,846.0,857.5,0.013593380614657313,0.014775413711583862,1.0,1.0,0,action
600036,2007-07-03,2007-07-04,2007-07-04,24.42,23.93,-0.020065520065520093,-0.015151515151515138,1.0,0.12,0,action
600036,2008-07-25,2008-07-28,2008-07-28,25.0,24.74,-0.010400000000000076,0.0007999999999999119,1.0,0.28,0,action
600036,2009-07-02,2009-07-03,2009-07-03,22.98,18.59,-0.19103568320278508,0.05600522193211499,1.3,0.1,0,action
600036,2010-03-04,2010-03-15,2010-03-15,16.12,14.89,-0.076302729528536,-0.027593052109181393,1.13,-1.1505,0,action
600036,2010-06-30,2010-07-01,2010-07-01,13.01,12.81,-0.01537279016141424,0.000768639508070823,1.0,0.21,0,action
600036,2011-06-09,2011-06-10,2011-06-10,12.96,12.78,-0.01388888888888895,0.008487654320987525,1.0,0.29,0,action
600036,2012-06-06,2012-06-07,2012-06-07,11.68,11.25,-0.03681506849315064,-0.0008561643835616195,1.0,0.42,0,action
600036,2013-06-07,2013-06-13,2013-06-13,13.17,12.32,-0.06454062262718296,-0.016704631738800213,1.0,0.63,0,action
600036,2013-08-27,2013-09-05,2013-09-05,10.66,10.66,0.0,0.022362101313320837,1.174,-1.6164599999999998,0,action
600036,2014-07-10,2014-07-11,2014-07-11,10.26,9.69,-0.05555555555555558,0.004873294346978474,1.0,0.62,0,action
600036,2015-07-02,2015-07-03,2015-07-03,18.65,17.61,-0.05576407506702408,-0.019839142091152673,1.0,0.67,0,action
600036,2016-07-12,2016-07-13,2016-07-13,17.71,17.05,-0.037267080745341574,0.0016939582156973998,1.0,0.69,0,action
600036,2017-06-13,2017-06-14,2017-06-14,22.49,21.3,-0.05291240551356147,-0.020008892841262726,1.0,0.74,0,action
600036,2018-07-11,2018-07-12,2018-07-12,26.6,26.04,-0.021052631578947434,0.010526315789473495,1.0,0.84,0,action
600036,2019-07-11,2019-07-12,2019-07-12,35.9,35.4,-0.013927576601671321,0.012256267409470611,1.0,0.94,0,action
600036,2020-07-09,2020-07-10,2020-07-10,39.91,37.25,-0.06664996241543464,-0.03658231019794522,1.0,1.2,0,action
600036,2021-07-12,2021-07-13,2021-07-13,50.4,49.97,-0.008531746031746001,0.016329365079365,1.0,1.253,0,action
600036,2022-07-14,2022-07-15,2022-07-15,36.48,34.87,-0.044133771929824595,-0.0024122807017543657,1.0,1.522,0,action
600036,2023-07-12,2023-07-13,2023-07-13,33.2,31.85,-0.0406626506024097,0.011686746987951802,1.0,1.738,0,action
600036,2024-07-10,2024-07-11,2024-07-11,34.68,32.9,-0.051326412918108466,0.005536332179930881,1.0,1.972,0,action
600036,2025-07-10,2025-07-11,2025-07-11,48.24,45.64,-0.05389718076285244,-0.01243781094527363,1.0,2.0,0,action
600036,2026-01-15,2026-01-16,2026-01-16,40.11,38.72,-0.034654699576165515,-0.009399152331089566,1.0,1.013,0,action
600036,2026-07-09,2026-07-10,2026-07-10,37.55,36.88,-0.017842876165113042,0.008868175765645914,1.0,1.003,0,action
601318,2007-06-21,2007-06-22,2007-06-22,73.91,74.79,0.01190637261534322,0.014882965769178913,1.0,0.22,0,action
601318,2007-08-31,2007-09-03,2007-09-03,102.1,103.07,0.009500489715964733,0.011459353574926556,1.0,0.2,0,action
601318,2008-05-22,2008-05-23,2008-05-23,55.98,55.79,-0.0033940693104679287,0.005537692032868913,1.0,0.5,0,action
601318,2008-09-26,2008-10-06,2008-10-06,33.27,33.4,0.003907424105800805,0.009918845807033394,1.0,0.2,0,action
601318,2009-08-31,2009-09-01,2009-09-01,43.29,44.92,0.037653037653037735,0.04111804111804118,1.0,0.15,0,action
601318,2010-06-28,2010-09-02,2010-07-13,46.81,48.61,0.03845332193975648,0.04486220892971571,1.0,0.3,1,action
601318,2010-09-08,2010-09-09,2010-09-09,49.91,48.49,-0.028451212181927366,-0.025445802444399868,1.0,0.15,0,action
601318,2011-07-20,2011-07-21,2011-07-21,47.11,45.98,-0.023986414773933373,-0.015495648482275581,1.0,0.4,0,action
601318,2011-09-01,2011-09-02,2011-09-02,41.13,41.12,-0.00024313153416011257,0.0034038414782395776,1.0,0.15,0,action
601318,2012-07-13,2012-07-16,2012-07-16,45.0,43.57,-0.031777777777777794,-0.026222222222222258,1.0,0.25,0,action
601318,2012-09-25,2012-09-26,2012-09-26,40.63,40.35,-0.006891459512675335,-0.003199606202313632,1.0,0.15,0,action
601318,2013-05-17,2013-05-20,2013-05-20,40.45,40.86,0.010135970333745359,0.017552533992583275,1.0,0.3,0,action
601318,2013-09-09,2013-09-10,2013-09-10,37.61,38.16,0.01462377027386319,0.01994150491890445,1.0,0.2,0,action
601318,2014-06-26,2014-06-27,2014-06-27,39.7,38.87,-0.02090680100755682,-0.009571788413098248,1.0,0.45,0,action
601318,2014-09-11,2014-09-12,2014-09-12,43.02,42.88,-0.0032543003254300595,0.002556950255695023,1.0,0.25,0,action
601318,2015-07-24,2015-07-27,2015-07-27,80.62,36.56,-0.5465145125279087,-0.08682709005209621,2.0,0.5,0,action
601318,2015-09-08,2015-09-09,2015-09-09,29.76,30.22,0.015456989247311759,0.021505376344086002,1.0,0.18,0,action
601318,2016-07-04,2016-07-05,2016-07-05,32.44,32.07,-0.01140567200986431,-0.0006165228113439447,1.0,0.35,0,action
601318,2016-09-02,2016-09-05,2016-09-05,34.86,34.76,-0.002868617326448719,0.002868617326448719,1.0,0.2,0,action
601318,2017-07-10,2017-07-11,2017-07-11,51.13,51.23,0.0019557989438685475,0.012712693135145559,1.0,0.55,0,action
601318,2017-09-01,2017-09-04,2017-09-04,56.17,55.15,-0.018159159693786786,-0.009257610824283447,1.0,0.5,0,action
601318,2018-06-06,2018-06-07,2018-06-07,63.81,63.24,-0.008932769158439102,0.006738755680927966,1.0,1.0,0,action
601318,2018-09-05,2018-09-06,2018-09-06,62.8,61.32,-0.023566878980891715,-0.013694267515923508,1.0,0.62,0,action
601318,2019-05-22,2019-05-23,2019-05-23,77.64,75.44,-0.028335909325090225,-0.014167954662545168,1.0,1.1,0,action
601318,2019-09-03,2019-09-04,2019-09-04,88.25,88.3,0.0005665722379604166,0.009065155807365333,1.0,0.75,0,action
601318,2020-05-07,2020-05-08,2020-05-08,73.23,72.97,-0.003550457462788592,0.014201829851153702,1.0,1.3,0,action
601318,2020-09-15,2020-09-16,2020-09-16,79.91,78.6,-0.016393442622950838,-0.006382179952446609,1.0,0.8,0,action
601318,2021-04-21,2021-04-22,2021-04-22,75.62,74.37,-0.01653001851362068,0.0019836022216346283,1.0,1.4,0,action
601318,2021-10-22,2021-10-25,2021-10-25,54.29,53.21,-0.019893166328973977,-0.0036839196905507077,1.0,0.88,0,action
601318,2022-06-17,2022-06-20,2022-06-20,47.03,45.36,-0.0355092494152669,-0.0036147140123325983,1.0,1.5,0,action
601318,2022-10-19,2022-10-20,2022-10-20,41.27,40.01,-0.030530651805185438,-0.008238429852192919,1.0,0.92,0,action
601318,2023-06-13,2023-06-14,2023-06-14,49.63,48.05,-0.03183558331654257,-0.0016119282691920978,1.0,1.5,0,action
601318,2023-10-24,2023-10-25,2023-10-25,46.1,45.51,-0.012798264642082557,0.007375271149674623,1.0,0.93,0,action
601318,2024-07-25,2024-07-26,2024-07-26,42.57,41.09,-0.0347662673244068,0.00046981442330285006,1.0,1.5,0,action
601318,2024-10-17,2024-10-18,2024-10-18,57.0,57.18,0.0031578947368420263,0.01947368421052631,1.0,0.93,0,action
601318,2025-06-27,2025-06-30,2025-06-30,56.96,55.48,-0.025983146067415808,0.002457865168539186,1.0,1.62,0,action
601318,2025-10-23,2025-10-24,2025-10-24,58.75,57.88,-0.0148085106382978,0.0013617021276597363,1.0,0.95,0,action
601318,2026-06-09,2026-06-10,2026-06-10,53.93,53.22,-0.013165214166512174,0.019284257370665747,1.0,1.75,0,action
601318,2026-09-09,2026-09-10,2026-09-10,56.26,55.52,-0.013153217205829959,0.004265908282971909,1.0,0.98,0,action
