code,month_samples,spearman,rho_ci_low,rho_ci_high,cold_months,hot_months,cold_minus_hot,gap_ci_low,gap_ci_high,bootstrap_valid_gap,bootstrap_valid_rho,calendar_month_span,sample_count_divided_by_block_length
000300,188,-0.166247663463853,-0.4777535740245895,0.08044187938336377,22,15,0.16457000130666544,0.02088139109469878,0.34800810293677165,997,1000,188,15.666666666666666
600519,162,0.24976941954002144,-0.15074994931739064,0.4863299551709288,18,18,-0.012207861421038357,-0.6289603521453234,0.48910040350240314,996,1000,163,13.5
000651,143,-0.46122798239876733,-0.7184055753298534,-0.1729688942438915,15,2,0.3846393192762993,0.02768457960406745,1.0694024634859938,834,1000,163,11.916666666666666
300750,26,0.094017094017094,-0.3468495048316851,0.2426559294333718,5,0,,,,0,1000,26,2.1666666666666665
300308,91,-0.07806365817623753,-0.3866685228116478,0.21091117211052757,12,4,0.8355191292854317,-0.5888774223329863,2.2464697281141084,796,1000,91,7.583333333333333
600036,161,-0.15982579778085462,-0.4920506810222656,0.13591948499085837,15,16,0.05571534932943745,-0.019821803046691934,0.421294576401009,998,1000,163,13.416666666666666
601318,160,-0.20624970706959356,-0.4542600097995757,0.060054770617059106,20,14,0.27114856548169364,-0.14766419762545785,0.36481908799617185,998,1000,160,13.333333333333334
