code,variant,sampling,months,bin,bin_label,signals,complete,unmatured,missing_execution,missing_terminal,median_return,p25_return,p75_return,loss_rate,median_mdd,years,first,last
000300,valuation_only,daily,12,1,20–40,849,849,0,0,0,0.13094522899795202,-0.0908797613547011,0.23964775653499548,0.36160188457008247,-0.17913057850358427,14,2008-10-06,2025-07-31
000300,valuation_only,daily,12,2,40–60,673,672,1,0,0,0.10095672733337002,-0.025239850660529417,0.1919898255716449,0.31101190476190477,-0.16853770934022694,12,2008-06-02,2025-08-29
000300,valuation_only,daily,12,3,60–80,646,487,159,0,0,-0.04962081410271302,-0.1268417659841788,0.051007506882744136,0.6242299794661191,-0.26385398902667445,9,2008-05-05,2025-09-19
000300,valuation_only,daily,12,4,80–100,672,589,83,0,0,-0.08246321502318998,-0.18632549474823523,0.07639212497975745,0.6264855687606112,-0.2303415779756226,6,2015-04-01,2021-04-30
000300,valuation_only,month_end,12,0,0–20,81,81,0,0,0,0.08243653988334843,-0.08268850917665971,0.3138990782777269,0.345679012345679,-0.19292372574260508,11,2008-11-28,2025-06-30
000300,valuation_only,month_end,12,1,20–40,42,42,0,0,0,0.10930600117601086,-0.13347089680312396,0.21910394781274817,0.40476190476190477,-0.17783233765991419,14,2008-10-31,2025-07-31
000300,valuation_only,month_end,12,2,40–60,33,33,0,0,0,0.09206365076846512,-0.0191110859555913,0.2126292220304502,0.30303030303030304,-0.17094568255247744,12,2008-06-30,2025-08-29
000300,valuation_only,month_end,12,3,60–80,31,23,8,0,0,-0.006903063727605074,-0.1192612745594197,0.08457287900083554,0.5217391304347826,-0.26385398902667445,8,2008-05-30,2021-07-30
000300,valuation_only,month_end,12,4,80–100,33,29,4,0,0,-0.06580416165210279,-0.16620819992702807,0.04471980032716649,0.6551724137931034,-0.2303415779756226,6,2015-04-30,2021-04-30
000300,valuation_only,MA60_episode_first,12,0,0–20,973,973,0,0,0,0.038266079491966254,-0.07227061148071123,0.29383896191015224,0.4182939362795478,-0.16759154122425135,11,2008-11-03,2025-06-04
000300,valuation_only,MA60_episode_first,12,1,20–40,393,393,0,0,0,0.13673036940495353,-0.0659816007730829,0.26048427106219707,0.34096692111959287,-0.17186896031435017,14,2008-10-06,2025-07-01
000300,valuation_only,MA60_episode_first,12,2,40–60,369,368,1,0,0,0.11404409344888689,-0.02307322617674301,0.21862582460901825,0.30978260869565216,-0.2571330751757571,12,2008-06-02,2025-08-01
000300,valuation_only,MA60_episode_first,12,3,60–80,260,201,59,0,0,-0.035367912737430784,-0.13898296539697985,0.024812209652407047,0.6616915422885572,-0.26385398902667445,9,2008-05-05,2025-09-01
000300,valuation_only,MA60_episode_first,12,4,80–100,233,191,42,0,0,-0.02189567049078378,-0.1523405862652532,0.14378318531813794,0.5130890052356021,-0.23047027787255647,6,2015-04-01,2021-04-30
000300,valuation_only,MA60_episode_nonoverlap,12,0,0–20,9,9,0,0,0,0.03469506011878898,-0.07293293058669204,0.360704531263766,0.4444444444444444,-0.18981793898495702,9,2008-11-03,2024-08-01
000300,valuation_only,MA60_episode_nonoverlap,12,1,20–40,10,10,0,0,0,0.19941118237102995,0.05640316551517455,0.268631242153705,0.2,-0.16633173961458042,10,2008-10-06,2025-07-01
000300,valuation_only,MA60_episode_nonoverlap,12,2,40–60,8,7,1,0,0,0.021124383706694116,-0.07472473690517811,0.1960978274331625,0.2857142857142857,-0.25538618082141396,7,2008-06-02,2024-10-08
000300,valuation_only,MA60_episode_nonoverlap,12,3,60–80,8,7,1,0,0,-0.006283181635571289,-0.12247391984819106,0.02973816237897886,0.5714285714285714,-0.2285587357470158,7,2008-05-05,2025-09-01
000300,valuation_only,MA60_episode_nonoverlap,12,4,80–100,5,4,1,0,0,-0.08637554153070665,-0.20140274409304007,0.05813443812106878,0.5,-0.23113212952010936,4,2015-04-01,2020-09-01
000300,price_activity,daily,12,0,0–20,418,418,0,0,0,0.10898895475281678,-0.02463887565881287,0.16834825964882405,0.3157894736842105,-0.13741403314839806,9,2010-06-07,2024-01-17
000300,price_activity,daily,12,1,20–40,959,944,15,0,0,0.007761513983498558,-0.10163519412121147,0.18135512428123868,0.4851694915254237,-0.2087400969367439,14,2010-01-04,2025-06-24
000300,price_activity,daily,12,2,40–60,1227,1214,13,0,0,0.09175768873980261,-0.09755414901200873,0.24157512087978783,0.3896210873146623,-0.16759154122425135,16,2010-08-11,2025-07-10
000300,price_activity,daily,12,3,60–80,822,706,116,0,0,0.008809376018774406,-0.1313370369108153,0.15676000402594265,0.4915014164305949,-0.17094568255247744,14,2010-10-18,2025-07-29
000300,price_activity,daily,12,4,80–100,636,537,99,0,0,0.004645617243147493,-0.15036766361875586,0.1727526664169725,0.49534450651769085,-0.21172961571419147,9,2013-01-07,2025-09-19
000300,price_activity,month_end,12,0,0–20,21,21,0,0,0,0.10524319378074631,-0.02069058246776112,0.18616786061731694,0.2857142857142857,-0.1394417969289684,6,2010-06-30,2023-11-30
000300,price_activity,month_end,12,1,20–40,49,49,0,0,0,0.026594743367542417,-0.07928463306609856,0.20500581421919373,0.42857142857142855,-0.1953681366399691,14,2010-01-29,2025-05-30
000300,price_activity,month_end,12,2,40–60,60,59,1,0,0,0.06395371985061682,-0.1173557059912878,0.2166137319225302,0.3898305084745763,-0.1718708744754439,16,2010-08-31,2025-06-30
000300,price_activity,month_end,12,3,60–80,38,32,6,0,0,0.04341545219339915,-0.11136706007709848,0.11256546359559766,0.46875,-0.17094568255247744,12,2010-10-29,2025-02-28
000300,price_activity,month_end,12,4,80–100,32,27,5,0,0,-0.02992136876071716,-0.15344059048963515,0.16562290756763143,0.5555555555555556,-0.290913169089553,9,2013-01-31,2025-08-29
000300,price_activity,MA60_episode_first,12,0,0–20,380,380,0,0,0,0.10121148561662063,-0.028766633331844343,0.17117631448256848,0.32894736842105265,-0.1394417969289684,9,2010-06-07,2024-01-17
000300,price_activity,MA60_episode_first,12,1,20–40,720,705,15,0,0,0.023018622302634295,-0.08793195874638948,0.18783931683984378,0.45390070921985815,-0.2087400969367439,14,2010-01-04,2025-06-04
000300,price_activity,MA60_episode_first,12,2,40–60,616,603,13,0,0,0.09069803562524026,-0.08390655987404916,0.2761154122680247,0.38308457711442784,-0.16759154122425135,16,2010-08-11,2025-06-25
000300,price_activity,MA60_episode_first,12,3,60–80,280,224,56,0,0,-0.057554375832915505,-0.13557178504095344,0.10620508641740811,0.5892857142857143,-0.19292372574260508,14,2010-10-18,2025-07-11
000300,price_activity,MA60_episode_first,12,4,80–100,68,47,21,0,0,-0.15618757831453067,-0.20351600857036606,0.028854706645284556,0.723404255319149,-0.3108735503603287,9,2013-01-07,2025-07-30
000300,price_activity,MA60_episode_nonoverlap,12,0,0–20,6,6,0,0,0,0.08813628307522203,-0.05833146840454373,0.12435122487130756,0.3333333333333333,-0.17020333482728855,6,2010-06-07,2023-09-27
000300,price_activity,MA60_episode_nonoverlap,12,1,20–40,13,12,1,0,0,0.11366129474239639,-0.037282820544583345,0.20405059955859606,0.3333333333333333,-0.18476730792577728,12,2010-01-04,2025-05-16
000300,price_activity,MA60_episode_nonoverlap,12,2,40–60,14,13,1,0,0,0.034258571366140966,-0.10115128265958828,0.19240525445205536,0.46153846153846156,-0.2031120459156064,13,2010-08-11,2024-07-02
000300,price_activity,MA60_episode_nonoverlap,12,3,60–80,14,13,1,0,0,-0.05019840452554525,-0.13345510443982278,0.22224764298324406,0.5384615384615384,-0.1965178123432012,13,2010-10-18,2025-07-11
000300,price_activity,MA60_episode_nonoverlap,12,4,80–100,7,6,1,0,0,0.1049226220130175,-0.049179783558575635,0.17883627620980602,0.3333333333333333,-0.1817367875599057,6,2013-01-07,2024-09-30
000300,rank_48,daily,12,0,0–20,383,383,0,0,0,0.06889034681218131,-0.03674019372722975,0.19070023269065528,0.360313315926893,-0.1659651770983256,10,2010-06-01,2024-01-22
000300,rank_48,daily,12,1,20–40,1252,1246,6,0,0,0.046106033292542925,-0.08649189902555018,0.1942861180699671,0.43258426966292135,-0.18317038918811174,15,2010-01-04,2025-06-24
000300,rank_48,daily,12,2,40–60,1200,1181,19,0,0,0.03144635960108366,-0.11981962828705828,0.21091963726669616,0.4462320067739204,-0.16967814092208267,16,2010-01-12,2025-07-09
000300,rank_48,daily,12,3,60–80,756,669,87,0,0,0.09206365076846512,-0.06963130282395558,0.2006991550689632,0.37070254110612855,-0.17094568255247744,11,2013-01-24,2025-07-31
000300,rank_48,daily,12,4,80–100,471,340,131,0,0,-0.12888955554746495,-0.20508149691331176,0.04292420447609974,0.6588235294117647,-0.30034324343025365,8,2014-12-01,2025-09-19
000300,rank_48,month_end,12,0,0–20,16,16,0,0,0,0.09383986683204737,-0.003665102139437354,0.17318805844366336,0.25,-0.1688245108937368,7,2010-06-30,2023-12-29
000300,rank_48,month_end,12,1,20–40,64,64,0,0,0,0.030615615245732752,-0.09878067002063701,0.18637470286362856,0.453125,-0.18838128856548314,14,2010-01-29,2025-05-30
000300,rank_48,month_end,12,2,40–60,61,60,1,0,0,0.066797839937079,-0.09931395488825245,0.22204287491651153,0.36666666666666664,-0.164193030069531,15,2010-10-29,2025-06-30
000300,rank_48,month_end,12,3,60–80,37,33,4,0,0,0.09206365076846512,-0.05431722858525567,0.18545001149567586,0.3939393939393939,-0.17094568255247744,10,2013-01-31,2025-07-31
000300,rank_48,month_end,12,4,80–100,22,15,7,0,0,-0.13954295799437733,-0.212368612048503,-0.06675449806605149,0.8,-0.30034324343025365,8,2014-12-31,2025-08-29
000300,rank_48,MA60_episode_first,12,0,0–20,359,359,0,0,0,0.0806154695793575,-0.019401002347617324,0.1981049650566905,0.3231197771587744,-0.15899344621489264,10,2010-06-01,2024-01-22
000300,rank_48,MA60_episode_first,12,1,20–40,879,873,6,0,0,0.071567766750259,-0.07928463306609856,0.2084366320168145,0.413516609392898,-0.17186896031435017,15,2010-01-04,2025-06-04
000300,rank_48,MA60_episode_first,12,2,40–60,557,538,19,0,0,0.008224062434578405,-0.11290108198881074,0.22293772507691978,0.48698884758364314,-0.19292372574260508,16,2010-01-12,2025-06-25
000300,rank_48,MA60_episode_first,12,3,60–80,183,134,49,0,0,0.07287493593071115,-0.10937781993704213,0.1359268746931525,0.417910447761194,-0.17094568255247744,11,2013-01-24,2025-07-10
000300,rank_48,MA60_episode_first,12,4,80–100,77,47,30,0,0,-0.16206517258633724,-0.2046064048033197,-0.13604647870138842,0.8723404255319149,-0.30034324343025365,8,2014-12-01,2025-08-01
000300,rank_48,MA60_episode_nonoverlap,12,0,0–20,8,8,0,0,0,0.05753239927316922,0.007113406218199697,0.18873353602552478,0.25,-0.1556553786216593,8,2010-06-01,2023-09-25
000300,rank_48,MA60_episode_nonoverlap,12,1,20–40,13,12,1,0,0,-0.011381020274556175,-0.10283606029118603,0.18254282363642316,0.5,-0.20083191133967448,12,2010-01-04,2025-05-09
000300,rank_48,MA60_episode_nonoverlap,12,2,40–60,15,14,1,0,0,-0.027525802258733245,-0.12882461251648825,0.18577495770459568,0.5714285714285714,-0.20990160375237948,14,2010-01-12,2024-09-25
000300,rank_48,MA60_episode_nonoverlap,12,3,60–80,10,9,1,0,0,0.10914448046804881,-0.11672234020981642,0.1978093356215429,0.3333333333333333,-0.1517439594056199,9,2013-01-24,2025-07-10
000300,rank_48,MA60_episode_nonoverlap,12,4,80–100,5,4,1,0,0,0.14172923169215534,-0.009048818581306073,0.24028535670884915,0.25,-0.23113212952010936,4,2014-12-01,2024-10-08
000300,rank_72,daily,12,0,0–20,360,360,0,0,0,0.032341922549288915,-0.05481528118640208,0.16101780204783062,0.4083333333333333,-0.15899344621489264,10,2010-07-01,2024-09-18
000300,rank_72,daily,12,1,20–40,1320,1306,14,0,0,0.048645564521338835,-0.06831335750191045,0.20274089341066198,0.40505359877488517,-0.1837957150054782,15,2010-02-01,2025-06-30
000300,rank_72,daily,12,2,40–60,1184,1163,21,0,0,0.08083558719387884,-0.11927512613346464,0.22703023846503978,0.4204643164230438,-0.16759154122425135,16,2010-01-04,2025-07-22
000300,rank_72,daily,12,3,60–80,877,693,184,0,0,0.07837856422480982,-0.06103401028312505,0.18828893493342025,0.3578643578643579,-0.17094568255247744,11,2010-11-01,2025-08-29
000300,rank_72,daily,12,4,80–100,321,297,24,0,0,-0.14945134581317987,-0.21816760746851926,-0.09830863059357486,0.8855218855218855,-0.2913185764877413,6,2015-01-05,2025-09-19
000300,rank_72,month_end,12,0,0–20,16,16,0,0,0,0.04524061475720831,-0.05265821303019025,0.16448177889194,0.375,-0.17341008445374173,6,2011-09-30,2023-12-29
000300,rank_72,month_end,12,1,20–40,67,67,0,0,0,0.03463648712392309,-0.0842991491333333,0.20054925327823514,0.40298507462686567,-0.1837957150054782,15,2010-02-26,2025-06-30
000300,rank_72,month_end,12,2,40–60,59,58,1,0,0,0.10613495683969076,-0.10224413414714703,0.2278930224724418,0.3620689655172414,-0.16079451891481067,15,2010-01-29,2025-04-30
000300,rank_72,month_end,12,3,60–80,43,34,9,0,0,0.048398978546235094,-0.05320565124931251,0.14543023981700626,0.38235294117647056,-0.17094568255247744,10,2014-09-30,2025-08-29
000300,rank_72,month_end,12,4,80–100,15,13,2,0,0,-0.148237536151814,-0.21816760746851926,-0.1138251601338891,1.0,-0.2913185764877413,4,2015-01-30,2021-02-26
000300,rank_72,MA60_episode_first,12,0,0–20,337,337,0,0,0,0.05223922651488899,-0.03504464116680417,0.16315776064136966,0.36795252225519287,-0.15385330678199538,10,2010-07-01,2024-09-18
000300,rank_72,MA60_episode_first,12,1,20–40,905,891,14,0,0,0.08089302167949941,-0.062191268202859806,0.23919803081621105,0.3838383838383838,-0.17186896031435017,15,2010-02-01,2025-06-04
000300,rank_72,MA60_episode_first,12,2,40–60,519,501,18,0,0,0.028080307405470517,-0.10549603315482836,0.2483002020393923,0.469061876247505,-0.19292372574260508,16,2010-01-04,2025-07-01
000300,rank_72,MA60_episode_first,12,3,60–80,235,165,70,0,0,-0.029099855773309646,-0.14686951888107114,0.11688606880182961,0.5393939393939394,-0.24262633502974695,11,2010-11-01,2025-07-23
000300,rank_72,MA60_episode_first,12,4,80–100,54,52,2,0,0,-0.15506787150028695,-0.19911750406514098,-0.12248061095634344,0.9615384615384616,-0.30034324343025365,6,2015-01-05,2025-09-01
000300,rank_72,MA60_episode_nonoverlap,12,0,0–20,8,8,0,0,0,0.1262655702539931,0.007113406218199697,0.27310736700796767,0.25,-0.1616187559672233,8,2010-07-01,2023-09-25
000300,rank_72,MA60_episode_nonoverlap,12,1,20–40,12,11,1,0,0,0.026381244916813484,-0.09329598115052534,0.18036645436886467,0.45454545454545453,-0.2087400969367439,11,2010-02-01,2024-07-05
000300,rank_72,MA60_episode_nonoverlap,12,2,40–60,14,13,1,0,0,-0.04969868384339682,-0.11101795094868416,0.20404708324342113,0.5384615384615384,-0.21172961571419147,13,2010-01-04,2024-09-26
000300,rank_72,MA60_episode_nonoverlap,12,3,60–80,10,9,1,0,0,0.13041048103314012,-0.14865134697154725,0.21191308630416872,0.4444444444444444,-0.2619654243158889,9,2010-11-01,2024-10-08
000300,rank_72,MA60_episode_nonoverlap,12,4,80–100,4,4,0,0,0,0.01159728241741087,-0.018395003858391712,0.04212133752103192,0.5,-0.20064363026405002,4,2015-01-05,2025-09-01
000300,main,daily,3,0,0–20,405,405,0,0,0,0.029424999583346434,-0.05968519174945619,0.08824867055050323,0.43209876543209874,-0.08876023562695501,10,2010-07-01,2024-09-18
000300,main,daily,3,1,20–40,1298,1292,6,0,0,0.0026564198591711996,-0.06100015026417205,0.08453837012613696,0.4907120743034056,-0.09719262484943947,15,2010-02-01,2025-06-30
000300,main,daily,3,2,40–60,1162,1143,19,0,0,-0.011726866272386727,-0.0647160334169461,0.035301839528477874,0.5695538057742782,-0.08710747281342635,16,2010-01-04,2025-07-17
000300,main,daily,3,3,60–80,791,765,26,0,0,0.03210913088512113,-0.021261639518674214,0.10072201769327993,0.3568627450980392,-0.0676869041645759,13,2010-11-02,2026-06-15
000300,main,daily,3,4,80–100,406,390,16,0,0,0.012919386585556691,-0.08579228249397858,0.05404505670064397,0.4076923076923077,-0.0887793319575021,7,2015-01-05,2026-06-18
000300,main,month_end,3,0,0–20,22,22,0,0,0,0.018057858813246952,-0.05152366644879017,0.08203433130088439,0.4090909090909091,-0.09032587978243695,7,2011-05-31,2023-12-29
000300,main,month_end,3,1,20–40,65,65,0,0,0,0.003415414407161199,-0.07270280876829072,0.08817688553056136,0.49230769230769234,-0.09719262484943947,15,2010-02-26,2025-06-30
000300,main,month_end,3,2,40–60,54,53,1,0,0,-0.0062397778231103596,-0.06567379840821719,0.043560627938407315,0.5471698113207547,-0.08645778559149042,15,2010-01-29,2025-04-30
000300,main,month_end,3,3,60–80,39,38,1,0,0,0.026396138348159348,-0.023284299659611374,0.11100496205610783,0.39473684210526316,-0.0652592943661024,11,2013-01-31,2026-05-29
000300,main,month_end,3,4,80–100,20,19,1,0,0,0.012915643486424377,-0.0793309791898536,0.045112331665064676,0.3684210526315789,-0.08109229539282847,7,2015-01-30,2026-02-27
000300,main,MA60_episode_first,3,0,0–20,383,383,0,0,0,0.031167813894334095,-0.06823092053254254,0.09018103389635856,0.4360313315926893,-0.09067269559507685,10,2010-07-01,2024-09-18
000300,main,MA60_episode_first,3,1,20–40,881,875,6,0,0,-1.2375165517997111e-05,-0.05992025813933499,0.08466495625551729,0.5005714285714286,-0.09934750332109077,15,2010-02-01,2025-06-04
000300,main,MA60_episode_first,3,2,40–60,522,503,19,0,0,-0.0006564895204821397,-0.04764145078130616,0.05493591806743181,0.5029821073558648,-0.08645778559149042,16,2010-01-04,2025-07-01
000300,main,MA60_episode_first,3,3,60–80,198,172,26,0,0,0.030346034466491756,-0.0287198418962141,0.09504564297599499,0.32558139534883723,-0.05524188859955825,13,2010-11-02,2026-06-12
000300,main,MA60_episode_first,3,4,80–100,71,67,4,0,0,-0.013423913941536969,-0.1384179336128027,0.03335522552672032,0.5223880597014925,-0.09180564130152091,7,2015-01-05,2026-06-16
000300,main,MA60_episode_nonoverlap,3,0,0–20,17,17,0,0,0,0.04345797862516343,-0.050130651674717086,0.1333156320398945,0.35294117647058826,-0.08876023562695501,9,2010-07-01,2024-08-28
000300,main,MA60_episode_nonoverlap,3,1,20–40,33,32,1,0,0,0.0025916004289904815,-0.062052132972319346,0.07536381460392816,0.5,-0.10058774763689843,15,2010-02-01,2025-05-08
000300,main,MA60_episode_nonoverlap,3,2,40–60,33,32,1,0,0,0.01222373610670291,-0.059144199328643315,0.054082355139627225,0.46875,-0.07878765458340092,16,2010-01-04,2025-04-08
000300,main,MA60_episode_nonoverlap,3,3,60–80,20,20,0,0,0,0.023059932256481508,-0.055155361476721315,0.06031319723902945,0.45,-0.07290337495049043,13,2010-11-02,2026-06-09
000300,main,MA60_episode_nonoverlap,3,4,80–100,10,10,0,0,0,0.017057718338274408,-0.04759346561442229,0.05767691491860921,0.3,-0.06616759005300665,7,2015-01-05,2026-06-02
000300,valuation_only,daily,3,0,0–20,1632,1632,0,0,0,0.006606490340152482,-0.05446579783031552,0.11024542956488137,0.48284313725490197,-0.08876023562695501,11,2008-11-03,2025-06-30
000300,valuation_only,daily,3,1,20–40,849,849,0,0,0,0.02233465375753374,-0.04102081114465694,0.11460936051490767,0.3945818610129564,-0.09495436365500975,14,2008-10-06,2025-07-31
000300,valuation_only,daily,3,2,40–60,673,672,1,0,0,-0.019402315599617748,-0.09667188800677379,0.03604510128707866,0.5758928571428571,-0.11470642422207145,12,2008-06-02,2025-08-29
000300,valuation_only,daily,3,3,60–80,646,631,15,0,0,0.006230154042005331,-0.05698853648966146,0.04836102966510969,0.45166402535657685,-0.07600853945818631,10,2008-05-05,2026-04-30
000300,valuation_only,daily,3,4,80–100,672,621,51,0,0,0.011889398670406504,-0.06861058570310452,0.06636211673650694,0.46537842190016104,-0.06066868146034421,7,2015-04-01,2026-06-18
000300,valuation_only,month_end,3,0,0–20,81,81,0,0,0,0.013720329683929222,-0.06567379840821719,0.12615104715830405,0.4691358024691358,-0.08868568641794683,11,2008-11-28,2025-06-30
000300,valuation_only,month_end,3,1,20–40,42,42,0,0,0,0.02947844133665123,-0.04595332863758245,0.1416753328705888,0.40476190476190477,-0.09978615944171071,14,2008-10-31,2025-07-31
000300,valuation_only,month_end,3,2,40–60,33,33,0,0,0,-0.016988801407436638,-0.086931475408349,0.015638335409196458,0.5757575757575758,-0.11470642422207145,12,2008-06-30,2025-08-29
000300,valuation_only,month_end,3,3,60–80,31,31,0,0,0,0.005212169033841807,-0.04517459463300777,0.054380622660837874,0.45161290322580644,-0.07600853945818631,10,2008-05-30,2026-04-30
000300,valuation_only,month_end,3,4,80–100,33,30,3,0,0,0.01358073183641928,-0.06591628893270687,0.06306719091341317,0.4666666666666667,-0.08842316581456428,7,2015-04-30,2026-05-29
000300,valuation_only,MA60_episode_first,3,0,0–20,973,973,0,0,0,0.008700524127959408,-0.057732430100325915,0.10060693302710377,0.48201438848920863,-0.09662437698232884,11,2008-11-03,2025-06-04
000300,valuation_only,MA60_episode_first,3,1,20–40,393,393,0,0,0,0.04082067261080802,-0.0012309555039854425,0.11133581091335176,0.2595419847328244,-0.09495436365500975,14,2008-10-06,2025-07-01
000300,valuation_only,MA60_episode_first,3,2,40–60,369,368,1,0,0,-0.04869411628350617,-0.15321678430483088,0.019202461896179246,0.6956521739130435,-0.11470642422207145,12,2008-06-02,2025-08-01
000300,valuation_only,MA60_episode_first,3,3,60–80,260,245,15,0,0,-0.008154596392191849,-0.07745282682136656,0.04959921900494435,0.5142857142857142,-0.1005791699519748,10,2008-05-05,2026-04-14
000300,valuation_only,MA60_episode_first,3,4,80–100,233,194,39,0,0,0.00559112890925717,-0.07383866206617032,0.04909869448874943,0.4742268041237113,-0.04691850046591639,7,2015-04-01,2026-06-12
000300,valuation_only,MA60_episode_nonoverlap,3,0,0–20,24,24,0,0,0,-0.014888565498798856,-0.04350044143857887,0.08446779328445408,0.5416666666666666,-0.09834359605743703,10,2008-11-03,2025-05-07
000300,valuation_only,MA60_episode_nonoverlap,3,1,20–40,19,19,0,0,0,0.005143950193111202,-0.05551072624795139,0.08506378308399165,0.47368421052631576,-0.09838952380671917,14,2008-10-06,2025-07-01
000300,valuation_only,MA60_episode_nonoverlap,3,2,40–60,18,17,1,0,0,-0.03957444480910188,-0.04696539269835576,-0.007404089928132795,0.7647058823529411,-0.10229182457477914,11,2008-06-02,2025-08-01
000300,valuation_only,MA60_episode_nonoverlap,3,3,60–80,14,13,1,0,0,0.010427664825289451,-0.07972526781181799,0.01614891795076412,0.46153846153846156,-0.1005791699519748,9,2008-05-05,2026-03-05
000300,valuation_only,MA60_episode_nonoverlap,3,4,80–100,10,9,1,0,0,0.002559752108216795,-0.030405298195991803,0.033506311042625025,0.4444444444444444,-0.09937943557237594,7,2015-04-01,2026-05-06
000300,price_activity,daily,3,0,0–20,418,418,0,0,0,0.019124769123750718,-0.04486428335536191,0.0739502246965918,0.41866028708133973,-0.08876023562695501,9,2010-06-07,2024-01-17
000300,price_activity,daily,3,1,20–40,959,944,15,0,0,-0.023878363650560896,-0.09352740233464296,0.08019997114612104,0.5476694915254238,-0.10460017171146929,14,2010-01-04,2025-06-24
000300,price_activity,daily,3,2,40–60,1227,1214,13,0,0,0.01066730327574772,-0.041884899998504144,0.07012925674215398,0.45057660626029655,-0.07981872525703926,16,2010-08-11,2025-07-10
000300,price_activity,daily,3,3,60–80,822,796,26,0,0,-0.003312935170225295,-0.04883167989066986,0.04810057623768055,0.5238693467336684,-0.08388588751991921,15,2010-10-18,2026-06-15
000300,price_activity,daily,3,4,80–100,636,623,13,0,0,0.019062552208586103,-0.04663631661759132,0.11198998206988331,0.37881219903691815,-0.08109229539282847,10,2013-01-07,2026-06-18
