security_code,security_name,ex_dividend_date,cash_per_share,share_ratio,plan,report_date,plan_notice_date,progress,rights_ratio,rights_price
000651,格力电器,2019-02-25,0.600000,0.000000,"10派6.00元(含税,扣税后5.40元)",2018-06-30,2018-08-31,实施分配,,
000651,格力电器,2019-08-06,1.500000,0.000000,"10派15.00元(含税,扣税后13.50元)",2018-12-31,2019-04-29,实施分配,,
000651,格力电器,2020-06-11,1.200000,0.000000,"10派12.00元(含税,扣税后10.80元)",2019-12-31,2020-04-30,实施分配,,
000651,格力电器,2020-11-12,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2020-06-30,2020-08-31,实施分配,,
000651,格力电器,2021-08-23,3.000000,0.000000,"10派30.00元(含税,扣税后27.00元)",2020-12-31,2021-04-29,实施分配,,
000651,格力电器,2022-04-08,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2021-06-30,2022-02-14,实施分配,,
000651,格力电器,2022-08-05,2.000000,0.000000,"10派20.00元(含税,扣税后18.00元)",2021-12-31,2022-04-30,实施分配,,
000651,格力电器,2023-02-27,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2022-06-30,2022-12-13,实施分配,,
000651,格力电器,2023-08-09,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2022-12-31,2023-04-29,实施分配,,
000651,格力电器,2024-08-28,2.380000,0.000000,"10派23.80元(含税,扣税后21.42元)",2023-12-31,2024-04-30,实施分配,,
000651,格力电器,2025-05-15,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2024-06-30,2025-01-01,实施分配,,
000651,格力电器,2025-08-29,2.000000,0.000000,"10派20.00元(含税,扣税后18.00元)",2024-12-31,2025-04-28,实施分配,,
000651,格力电器,2026-01-23,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2025-09-30,2025-10-31,实施分配,,
000651,格力电器,2026-08-27,2.000000,0.000000,"10派20.00元(含税,扣税后18.00元)",2025-12-31,2026-04-29,实施分配,,
300308,中际旭创,,1.200000,0.000000,10派12.00元(含税),2026-06-30,2026-03-31,董事会决议通过,,
300308,中际旭创,2012-07-06,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2011-12-31,2012-04-25,实施分配,,
300308,中际旭创,2013-05-17,0.100000,0.800000,"10转8.00派1.00元(含税,扣税后0.90元)",2012-12-31,2013-03-19,实施分配,,
300308,中际旭创,2014-06-20,0.022000,0.000000,"10派0.22元(含税,扣税后0.198元)",2013-12-31,2014-04-25,实施分配,,
300308,中际旭创,2014-10-08,0.000000,0.800000,10转8.00,2014-06-30,2014-07-02,实施分配,,
300308,中际旭创,2015-07-14,0.010000,0.000000,"10派0.10元(含税,扣税后0.09元)",2014-12-31,2015-04-25,实施分配,,
300308,中际旭创,2016-08-01,0.010000,0.000000,"10派0.10元(含税,扣税后0.09元)",2015-12-31,2016-04-23,实施分配,,
300308,中际旭创,2017-06-09,0.010000,0.000000,"10派0.10元(含税,扣税后0.09元)",2016-12-31,2017-04-21,实施分配,,
300308,中际旭创,2018-07-11,0.038000,0.000000,"10派0.38元(含税,扣税后0.342元)",2017-12-31,2018-04-12,实施分配,,
300308,中际旭创,2019-06-04,0.123000,0.400000,"10转4.00派1.23元(含税,扣税后1.107元)",2018-12-31,2019-04-24,实施分配,,
300308,中际旭创,2020-07-02,0.084000,0.000000,"10派0.84元(含税,扣税后0.756元)",2019-12-31,2020-04-24,实施分配,,
300308,中际旭创,2021-06-09,0.121000,0.000000,"10派1.21元(含税,扣税后1.089元)",2020-12-31,2021-04-27,实施分配,,
300308,中际旭创,2022-05-26,0.220000,0.000000,"10派2.20元(含税,扣税后1.98元)",2021-12-31,2022-04-25,实施分配,,
300308,中际旭创,2023-06-06,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2022-12-31,2023-04-24,实施分配,,
300308,中际旭创,2024-06-06,0.450000,0.400000,"10转4股派4.50元(含税,扣税后4.05元)",2023-12-31,2024-04-22,实施分配,,
300308,中际旭创,2025-06-19,0.500000,0.000000,"10派5.00元(含税,扣税后4.50元)",2024-12-31,2025-04-21,实施分配,,
300308,中际旭创,2025-10-13,0.400000,0.000000,"10派4.00元(含税,扣税后3.60元)",2025-06-30,2025-08-27,实施分配,,
300308,中际旭创,2026-04-30,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2025-12-31,2026-03-31,实施分配,,
300750,宁德时代,2019-07-22,0.142037,0.000000,"10派1.42037元(含税,扣税后1.278333元)",2018-12-31,2019-04-25,实施分配,,
300750,宁德时代,2020-06-04,0.220128,0.000000,"10派2.201281元(含税,扣税后1.981153元)",2019-12-31,2020-04-25,实施分配,,
300750,宁德时代,2021-07-05,0.240048,0.000000,"10派2.40048元(含税,扣税后2.160432元)",2020-12-31,2021-04-28,实施分配,,
300750,宁德时代,2022-09-28,0.652800,0.000000,"10派6.528元(含税,扣税后5.8752元)",2022-06-30,2022-08-24,实施分配,,
300750,宁德时代,2023-04-26,2.520000,0.800000,"10转8.00派25.20元(含税,扣税后22.68元)",2022-12-31,2023-03-10,实施分配,,
300750,宁德时代,2024-04-30,5.028,0.000000,按实施公告每股实派5.028元（含税）,2023-12-31,2024-03-16,实施分配,0,0
300750,宁德时代,2025-04-22,4.553000,0.000000,"10派45.53元(含税,扣税后40.977元)",2024-12-31,2025-03-15,实施分配,,
300750,宁德时代,2025-08-20,1.007000,0.000000,"10派10.07元(含税,扣税后9.063元)",2025-06-30,2025-07-31,实施分配,,
300750,宁德时代,2026-04-22,6.957000,0.000000,"10派69.57元(含税,扣税后62.613元)",2025-12-31,2026-03-10,实施分配,,
300750,宁德时代,2026-08-10,1.411000,0.000000,"10派14.11元(含税,扣税后12.699元)",2026-06-30,2026-03-10,实施分配,,
600036,招商银行,2003-07-16,0.120000,0.000000,"10派1.20元(含税,扣税后0.96元)",2002-12-31,2003-07-08,实施分配,,
600036,招商银行,2004-05-11,0.092000,0.200000,"10转2.00派0.92元(含税,扣税后0.74元)",2003-12-31,2004-02-18,实施分配,,
600036,招商银行,2005-06-20,0.110000,0.500000,"10转5.00派1.10元(含税,扣税后0.99元)",2004-12-31,2005-03-31,实施分配,,
600036,招商银行,2006-06-16,0.080000,0.000000,"10派0.80元(含税,扣税后0.72元)",2005-12-31,2006-04-12,实施分配,,
600036,招商银行,2007-07-04,0.120000,0.000000,"10派1.20元(含税,扣税后1.08元)",2006-12-31,2007-04-17,实施分配,,
600036,招商银行,2008-07-28,0.280000,0.000000,"10派2.80元(含税,扣税后2.52元)",2007-12-31,2008-03-19,实施分配,,
600036,招商银行,2009-07-03,0.100000,0.300000,"10送3.00派1.00元(含税,扣税后0.60元)",2008-12-31,2009-04-25,实施分配,,
600036,,2010-03-15,0.000000,0.000000,10配1.3股@8.85元（新浪）,,2010-03-02,配股实施,0.130000,8.8500
600036,招商银行,2010-07-01,0.210000,0.000000,"10派2.10元(含税,扣税后1.89元)",2009-12-31,2010-04-14,实施分配,,
600036,招商银行,2011-06-10,0.290000,0.000000,"10派2.90元(含税,扣税后2.61元)",2010-12-31,2011-04-01,实施分配,,
600036,招商银行,2012-06-07,0.420000,0.000000,"10派4.20元(含税,扣税后3.78元)",2011-12-31,2012-03-29,实施分配,,
600036,招商银行,2013-06-13,0.630000,0.000000,"10派6.30元(含税,扣税后5.67元)",2012-12-31,2013-03-29,实施分配,,
600036,,2013-09-05,0.000000,0.000000,10配1.74股@9.29元（新浪）,,2013-08-23,配股实施,0.174000,9.2900
600036,招商银行,2014-07-11,0.620000,0.000000,"10派6.20元(含税,扣税后5.58元)",2013-12-31,2014-03-29,实施分配,,
600036,招商银行,2015-07-03,0.670000,0.000000,"10派6.70元(含税,扣税后6.03元)",2014-12-31,2015-03-19,实施分配,,
600036,招商银行,2016-07-13,0.690000,0.000000,"10派6.90元(含税,扣税后6.21元)",2015-12-31,2016-03-31,实施分配,,
600036,招商银行,2017-06-14,0.740000,0.000000,"10派7.40元(含税,扣税后6.66元)",2016-12-31,2017-03-25,实施分配,,
600036,招商银行,2018-07-12,0.840000,0.000000,"10派8.40元(含税,扣税后7.56元)",2017-12-31,2018-03-24,实施分配,,
600036,招商银行,2019-07-12,0.940000,0.000000,"10派9.40元(含税,扣税后8.46元)",2018-12-31,2019-03-23,实施分配,,
600036,招商银行,2020-07-10,1.200000,0.000000,"10派12.00元(含税,扣税后10.80元)",2019-12-31,2020-03-21,实施分配,,
600036,招商银行,2021-07-13,1.253000,0.000000,"10派12.53元(含税,扣税后11.277元)",2020-12-31,2021-03-20,实施分配,,
600036,招商银行,2022-07-15,1.522000,0.000000,"10派15.22元(含税,扣税后13.698元)",2021-12-31,2022-03-19,实施分配,,
600036,招商银行,2023-07-13,1.738000,0.000000,"10派17.38元(含税,扣税后15.642元)",2022-12-31,2023-03-25,实施分配,,
600036,招商银行,2024-07-11,1.972000,0.000000,"10派19.72元(含税,扣税后17.748元)",2023-12-31,2024-03-26,实施分配,,
600036,招商银行,2025-07-11,2.000000,0.000000,"10派20.00元(含税,扣税后18.00元)",2024-12-31,2025-03-26,实施分配,,
600036,招商银行,2026-01-16,1.013000,0.000000,"10派10.13元(含税,扣税后9.117元)",2025-06-30,2025-12-30,实施分配,,
600036,招商银行,2026-07-10,1.003000,0.000000,10派10.03元(含税),2025-12-31,2026-03-28,实施分配,,
600519,贵州茅台,2002-07-25,0.600000,0.100000,"10转1.00派6.00元(含税,扣税后4.80元)",2001-12-31,2002-07-18,实施分配,,
600519,贵州茅台,2003-07-14,0.200000,0.100000,"10送1.00派2.00元(含税,扣税后1.40元)",2002-12-31,2003-07-08,实施分配,,
600519,贵州茅台,2004-07-01,0.300000,0.300000,"10转3.00派3.00元(含税,扣税后2.40元)",2003-12-31,2004-03-26,实施分配,,
600519,贵州茅台,2005-08-05,0.500000,0.200000,"10转2.00派5.00元(含税,扣税后4.50元)",2004-12-31,2005-04-23,实施分配,,
600519,贵州茅台,2006-05-19,0.300000,1.000000,"10转10.00派3.00元(含税,扣税后2.70元)",2005-12-31,2006-04-05,实施分配,,
600519,贵州茅台,2007-07-13,0.700000,0.000000,"10派7.00元(含税,扣税后6.30元)",2006-12-31,2007-04-03,实施分配,,
600519,贵州茅台,2008-06-16,0.836000,0.000000,"10派8.36元(含税,扣税后7.524元)",2007-12-31,2008-03-13,实施分配,,
600519,贵州茅台,2009-07-01,1.156000,0.000000,"10派11.56元(含税,扣税后10.404元)",2008-12-31,2009-03-25,实施分配,,
600519,贵州茅台,2010-07-05,1.185000,0.000000,"10派11.85元(含税,扣税后10.665元)",2009-12-31,2010-04-02,实施分配,,
600519,贵州茅台,2011-07-01,2.300000,0.100000,"10送1.00派23.00元(含税,扣税后20.60元)",2010-12-31,2011-03-21,实施分配,,
600519,贵州茅台,2012-07-05,3.997000,0.000000,"10派39.97元(含税,扣税后35.973元)",2011-12-31,2012-04-11,实施分配,,
600519,贵州茅台,2013-06-07,6.419000,0.000000,"10派64.19元(含税,扣税后57.771元)",2012-12-31,2013-03-29,实施分配,,
600519,贵州茅台,2014-06-25,4.374000,0.100000,"10送1.00派43.74元(含税,扣税后39.266元)",2013-12-31,2014-03-25,实施分配,,
600519,贵州茅台,2015-07-17,4.374000,0.100000,"10送1.00派43.74元(含税,扣税后39.266元)",2014-12-31,2015-04-21,实施分配,,
600519,贵州茅台,2016-07-01,6.171000,0.000000,"10派61.71元(含税,扣税后55.539元)",2015-12-31,2016-03-24,实施分配,,
600519,贵州茅台,2017-07-07,6.787000,0.000000,"10派67.87元(含税,扣税后61.083元)",2016-12-31,2017-04-15,实施分配,,
600519,贵州茅台,2018-06-15,10.999000,0.000000,"10派109.99元(含税,扣税后98.991元)",2017-12-31,2018-03-28,实施分配,,
600519,贵州茅台,2019-06-28,14.539000,0.000000,"10派145.39元(含税,扣税后130.851元)",2018-12-31,2019-03-29,实施分配,,
600519,贵州茅台,2020-06-24,17.025000,0.000000,"10派170.25元(含税,扣税后153.225元)",2019-12-31,2020-04-22,实施分配,,
600519,贵州茅台,2021-06-25,19.293000,0.000000,"10派192.93元(含税,扣税后173.637元)",2020-12-31,2021-03-31,实施分配,,
600519,贵州茅台,2022-06-30,21.675000,0.000000,"10派216.75元(含税,扣税后195.075元)",2021-12-31,2022-03-31,实施分配,,
600519,贵州茅台,2023-06-30,25.911000,0.000000,"10派259.11元(含税,扣税后233.199元)",2022-12-31,2023-03-31,实施分配,,
600519,贵州茅台,2024-06-19,30.876000,0.000000,"10派308.76元(含税,扣税后277.884元)",2023-12-31,2024-04-03,实施分配,,
600519,贵州茅台,2024-12-20,23.882000,0.000000,"10派238.82元(含税,扣税后214.938元)",2024-09-30,2024-11-09,实施分配,,
600519,贵州茅台,2025-06-26,27.673000,0.000000,"10派276.73元(含税,扣税后249.057元)",2024-12-31,2025-04-03,实施分配,,
600519,贵州茅台,2025-12-19,23.957000,0.000000,"10派239.57元(含税,扣税后215.613元)",2025-09-30,2025-11-06,实施分配,,
600519,贵州茅台,2026-06-26,28.024230,0.000000,10派280.2423元(含税),2025-12-31,2026-04-17,实施分配,,
601318,中国平安,2007-06-22,0.220000,0.000000,"10派2.20元(含税,扣税后1.98元)",2006-12-31,2007-04-12,实施分配,,
601318,中国平安,2007-09-03,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2007-06-30,2007-08-17,实施分配,,
601318,中国平安,2008-05-23,0.500000,0.000000,"10派5.00元(含税,扣税后4.50元)",2007-12-31,2008-03-20,实施分配,,
601318,中国平安,2008-10-06,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2008-06-30,2008-08-16,实施分配,,
601318,中国平安,2009-09-01,0.150000,0.000000,"10派1.50元(含税,扣税后1.35元)",2009-06-30,2009-08-15,实施分配,,
601318,中国平安,2010-07-13,0.300000,0.000000,"10派3.00元(含税,扣税后2.70元)",2009-12-31,2010-04-17,实施分配,,
601318,中国平安,2010-09-09,0.150000,0.000000,"10派1.50元(含税,扣税后1.35元)",2010-06-30,2010-08-25,实施分配,,
601318,中国平安,2011-07-21,0.400000,0.000000,"10派4.00元(含税,扣税后3.60元)",2010-12-31,2011-03-30,实施分配,,
601318,中国平安,2011-09-02,0.150000,0.000000,"10派1.50元(含税,扣税后1.35元)",2011-06-30,2011-08-18,实施分配,,
601318,中国平安,2012-07-16,0.250000,0.000000,"10派2.50元(含税,扣税后2.25元)",2011-12-31,2012-03-16,实施分配,,
601318,中国平安,2012-09-26,0.150000,0.000000,"10派1.50元(含税,扣税后1.35元)",2012-06-30,2012-08-24,实施分配,,
601318,中国平安,2013-05-20,0.300000,0.000000,"10派3.00元(含税,扣税后2.70元)",2012-12-31,2013-03-15,实施分配,,
601318,中国平安,2013-09-10,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2013-06-30,2013-08-30,实施分配,,
601318,中国平安,2014-06-27,0.450000,0.000000,"10派4.50元(含税,扣税后4.05元)",2013-12-31,2014-03-14,实施分配,,
601318,中国平安,2014-09-12,0.250000,0.000000,"10派2.50元(含税,扣税后2.25元)",2014-06-30,2014-08-20,实施分配,,
601318,中国平安,2015-07-27,0.500000,1.000000,"10转10股派5.00元(含税,扣税后4.50元)",2014-12-31,2015-03-20,实施分配,,
601318,中国平安,2015-09-09,0.180000,0.000000,"10派1.80元(含税,扣税后1.62元)",2015-06-30,2015-08-21,实施分配,,
601318,中国平安,2016-07-05,0.350000,0.000000,"10派3.50元(含税,扣税后3.15元)",2015-12-31,2016-03-16,实施分配,,
601318,中国平安,2016-09-05,0.200000,0.000000,"10派2.00元(含税,扣税后1.80元)",2016-06-30,2016-08-18,实施分配,,
601318,中国平安,2017-07-11,0.550000,0.000000,"10派5.50元(含税,扣税后4.95元)",2016-12-31,2017-03-23,实施分配,,
601318,中国平安,2017-09-04,0.500000,0.000000,"10派5.00元(含税,扣税后4.50元)",2017-06-30,2017-08-18,实施分配,,
601318,中国平安,2018-06-07,1.000000,0.000000,"10派10.00元(含税,扣税后9.00元)",2017-12-31,2018-03-21,实施分配,,
601318,中国平安,2018-09-06,0.620000,0.000000,"10派6.20元(含税,扣税后5.58元)",2018-06-30,2018-08-22,实施分配,,
601318,中国平安,2019-05-23,1.100000,0.000000,"10派11.00元(含税,扣税后9.90元)",2018-12-31,2019-03-13,实施分配,,
601318,中国平安,2019-09-04,0.750000,0.000000,"10派7.50元(含税,扣税后6.75元)",2019-06-30,2019-08-16,实施分配,,
601318,中国平安,2020-05-08,1.300000,0.000000,"10派13.00元(含税,扣税后11.70元)",2019-12-31,2020-02-21,实施分配,,
601318,中国平安,2020-09-16,0.800000,0.000000,"10派8.00元(含税,扣税后7.20元)",2020-06-30,2020-08-28,实施分配,,
601318,中国平安,2021-04-22,1.400000,0.000000,"10派14.00元(含税,扣税后12.60元)",2020-12-31,2021-02-04,实施分配,,
601318,中国平安,2021-10-25,0.880000,0.000000,"10派8.80元(含税,扣税后7.92元)",2021-06-30,2021-08-27,实施分配,,
601318,中国平安,2022-06-20,1.500000,0.000000,"10派15.00元(含税,扣税后13.50元)",2021-12-31,2022-03-18,实施分配,,
601318,中国平安,2022-10-20,0.920000,0.000000,"10派9.20元(含税,扣税后8.28元)",2022-06-30,2022-08-24,实施分配,,
601318,中国平安,2023-06-14,1.500000,0.000000,"10派15.00元(含税,扣税后13.50元)",2022-12-31,2023-03-16,实施分配,,
601318,中国平安,2023-10-25,0.930000,0.000000,"10派9.30元(含税,扣税后8.37元)",2023-06-30,2023-08-30,实施分配,,
601318,中国平安,2024-07-26,1.500000,0.000000,"10派15.00元(含税,扣税后13.50元)",2023-12-31,2024-03-22,实施分配,,
601318,中国平安,2024-10-18,0.930000,0.000000,"10派9.30元(含税,扣税后8.37元)",2024-06-30,2024-08-23,实施分配,,
601318,中国平安,2025-06-30,1.620000,0.000000,"10派16.20元(含税,扣税后14.58元)",2024-12-31,2025-03-20,实施分配,,
601318,中国平安,2025-10-24,0.950000,0.000000,"10派9.50元(含税,扣税后8.55元)",2025-06-30,2025-08-27,实施分配,,
601318,中国平安,2026-06-10,1.750000,0.000000,"10派17.50元(含税,扣税后15.75元)",2025-12-31,2026-03-27,实施分配,,
601318,中国平安,2026-09-10,0.980000,0.000000,"10派9.80元(含税,扣税后8.82元)",2026-06-30,2026-08-21,实施分配,,
