security_code,security_name,effective_date,change_reason,total_shares,limited_shares,unlimited_shares,shares_delta,source,retrieved_at_utc
300750,宁德时代,2023-09-21,高管股份变动,4397223887,507511536,3889712351,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199044+00:00
300750,宁德时代,2023-09-25,股权激励限售流通股上市,4397223887,504188534,3893035353,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199042+00:00
300750,宁德时代,2023-11-14,限制性股票,4398257697,504188534,3894069163,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199039+00:00
300750,宁德时代,2023-11-21,限制性股票,4399041236,504188534,3894852702,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199036+00:00
300750,宁德时代,2023-12-31,股份性质变更,4399041236,504186743,3894854493,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199033+00:00
300750,宁德时代,2024-03-15,高管股份变动,4399041236,504188534,3894852702,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199030+00:00
300750,宁德时代,2024-06-16,高管股份变动,4399041236,504186744,3894854492,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199027+00:00
300750,宁德时代,2024-06-17,回购,4398807222,503952730,3894854492,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199024+00:00
300750,宁德时代,2024-09-20,限制性股票,4402375669,504118394,3898257275,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199022+00:00
300750,宁德时代,2024-09-24,股权激励限售流通股上市,4402375669,500910125,3901465544,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199019+00:00
300750,宁德时代,2024-10-29,自主行权,4402375684,500910125,3901465559,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199016+00:00
300750,宁德时代,2024-11-13,自主行权,4402375685,500910125,3901465560,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199013+00:00
300750,宁德时代,2024-11-19,限制性股票,4403466458,500910125,3902556333,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199010+00:00
300750,宁德时代,2025-02-21,回购,4403394911,500838578,3902556333,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199007+00:00
300750,宁德时代,2025-05-20,首发H股上市,4538973511,500838578,4038134933,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199004+00:00
300750,宁德时代,2025-05-23,H股超额配售,4559310211,500838578,4058471633,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.199001+00:00
300750,宁德时代,2025-06-11,自主行权,4559310311,500838578,4058471733,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198998+00:00
300750,宁德时代,2025-06-30,高管股份变动,4559310311,151268317,4408041994,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198995+00:00
300750,宁德时代,2025-08-10,自主行权,4559310331,151268317,4408042014,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198992+00:00
300750,宁德时代,2025-08-26,自主行权,4559313125,151268317,4408044808,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198989+00:00
300750,宁德时代,2025-08-27,自主行权,4559314625,151268317,4408046308,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198987+00:00
300750,宁德时代,2025-08-31,自主行权,4559321525,151268317,4408053208,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198983+00:00
300750,宁德时代,2025-09-03,自主行权,4559652372,151268317,4408384055,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198980+00:00
300750,宁德时代,2025-09-04,自主行权,4559760640,151268317,4408492323,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198978+00:00
300750,宁德时代,2025-09-10,自主行权,4559858525,151268317,4408590208,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198975+00:00
300750,宁德时代,2025-09-15,"其他变动原因,自主行权",4561508951,152918741,4408590210,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198972+00:00
300750,宁德时代,2025-09-16,"自主行权,限制性股票",4561652423,151311100,4410341323,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198969+00:00
300750,宁德时代,2025-09-30,自主行权,4562854001,151311100,4411542901,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198966+00:00
300750,宁德时代,2025-10-31,自主行权,4563082670,151311100,4411771570,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198963+00:00
300750,宁德时代,2025-11-13,自主行权,4563236247,151311100,4411925147,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198960+00:00
300750,宁德时代,2025-11-17,"高管股份变动,自主行权",4563273748,151311099,4411962649,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198957+00:00
300750,宁德时代,2025-11-20,限制性股票,4563574130,151311099,4412263031,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198954+00:00
300750,宁德时代,2025-11-30,自主行权,4563608023,151311099,4412296924,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198951+00:00
300750,宁德时代,2025-12-02,自主行权,4563608365,151311099,4412297266,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198949+00:00
300750,宁德时代,2025-12-18,自主行权,4563612260,151311099,4412301161,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198946+00:00
300750,宁德时代,2025-12-31,"高管股份变动,自主行权",4563803488,151314830,4412488658,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198943+00:00
300750,宁德时代,2026-01-31,自主行权,4563849720,151314830,4412534890,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198940+00:00
300750,宁德时代,2026-02-09,自主行权,4563858928,151314830,4412544098,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198937+00:00
300750,宁德时代,2026-02-28,自主行权,4563868956,151314830,4412554126,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198934+00:00
300750,宁德时代,2026-03-27,自主行权,4564057679,151314830,4412742849,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198931+00:00
300750,宁德时代,2026-03-31,自主行权,4564063229,151314830,4412748399,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198928+00:00
300750,宁德时代,2026-04-15,自主行权,4564080128,151314830,4412765298,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198925+00:00
300750,宁德时代,2026-04-29,自主行权,4564107821,151314830,4412792991,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198923+00:00
300750,宁德时代,2026-04-30,配售H股上市,4626492821,151314830,4475177991,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198920+00:00
300750,宁德时代,2026-05-31,自主行权,4626627170,151314830,4475312340,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198917+00:00
300750,宁德时代,2026-06-30,"高管股份变动,自主行权",4626650861,148273600,4478377261,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198911+00:00
300750,宁德时代,2026-07-24,自主行权,4626654919,148273600,4478381319,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198908+00:00
300750,宁德时代,2026-08-31,自主行权,4626770410,148273600,4478496810,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198905+00:00
300750,宁德时代,2026-09-10,"高管股份变动,自主行权",4626811693,148313896,4478497797,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198902+00:00
300750,宁德时代,2026-09-16,限制性股票,4627234532,148332303,4478902229,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198898+00:00
300750,宁德时代,2026-09-21,自主行权,4627240569,148332303,4478908266,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.198889+00:00
600036,招商银行,2002-03-27,上市前股本,4206818030,,0,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883277+00:00
600036,招商银行,2002-04-09,首发A股上市,5706818030,,600000000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883274+00:00
600036,招商银行,2002-07-10,法人配售上市,5706818030,,653655400,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883272+00:00
600036,招商银行,2002-08-12,法人配售上市,5706818030,,787446405,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883269+00:00
600036,招商银行,2002-12-10,法人配售上市,5706818030,,1070200000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883266+00:00
600036,招商银行,2003-04-10,战略配售上市,5706818030,,1500000000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883263+00:00
600036,招商银行,2004-05-11,转增股上市,6848181636,,1800000000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883260+00:00
600036,招商银行,2005-06-10,债转股上市,6848245415,,1800063779,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883257+00:00
600036,招商银行,2005-06-20,转增股上市,10272368123,,2700095669,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883254+00:00
600036,招商银行,2005-06-30,债转股上市,10272376305,,2700103851,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883252+00:00
600036,招商银行,2005-09-30,债转股上市,10305887828,,2733615374,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883249+00:00
600036,招商银行,2005-12-15,债转股上市,10372738197,,2800465743,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883246+00:00
600036,招商银行,2005-12-30,债转股上市,10374343814,,2802071360,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883243+00:00
600036,招商银行,2006-01-24,债转股上市,11307833586,,3735561132,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883240+00:00
600036,招商银行,2006-02-27,"送股上市,转增股上市",12279063413,7573629579,4705433834,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883238+00:00
600036,招商银行,2006-03-31,债转股上市,12279328860,7573629579,4705699281,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883235+00:00
600036,招商银行,2006-06-30,债转股上市,12279828963,7573629579,4706199384,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883232+00:00
600036,招商银行,2006-09-21,债转股上市,12281848883,7573629579,4708219304,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883229+00:00
600036,招商银行,2006-09-22,增发H股上市,14481848883,7353629579,7128219304,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883226+00:00
600036,招商银行,2006-09-29,债转股上市,14482562430,7353629579,7128932851,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883224+00:00
600036,招商银行,2006-10-05,A股超额配售,14702562430,7331629579,7370932851,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883221+00:00
600036,招商银行,2006-12-29,债转股上市,14703259274,7331629579,7371629695,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883218+00:00
600036,招商银行,2007-03-30,债转股上市,14703421227,7331629579,7371791648,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883215+00:00
600036,招商银行,2007-06-29,债转股上市,14703777780,7331629579,7372148201,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883212+00:00
600036,招商银行,2007-09-28,债转股上市,14704427398,7331629579,7372797819,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883209+00:00
600036,招商银行,2007-12-28,债转股上市,14705064834,7331629579,7373435255,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883207+00:00
600036,招商银行,2008-02-27,股改限售流通股上市,14705064834,4799233254,9905831580,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883204+00:00
600036,招商银行,2008-03-31,债转股上市,14707169355,4799233254,9907936101,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883201+00:00
600036,招商银行,2008-06-30,债转股上市,14707174055,4799233254,9907940801,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883198+00:00
600036,招商银行,2008-09-26,债转股上市,14707179277,4799233254,9907946023,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883194+00:00
600036,招商银行,2008-12-31,债转股上市,14707184674,4799233254,9907951420,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883192+00:00
600036,招商银行,2009-03-02,股改限售流通股上市,14707184674,0,14707184674,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883189+00:00
600036,招商银行,2009-03-31,债转股上市,14707193033,0,14707193033,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883186+00:00
600036,招商银行,2009-04-30,债转股上市,14707194773,0,14707194773,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883183+00:00
600036,招商银行,2009-05-27,债转股上市,14707196340,0,14707196340,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883180+00:00
600036,招商银行,2009-06-25,债转股上市,14707203828,0,14707203828,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883177+00:00
600036,招商银行,2009-07-03,送股上市,19119364976,0,19119364976,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883174+00:00
600036,招商银行,2009-07-31,债转股上市,19119389851,0,19119389851,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883171+00:00
600036,招商银行,2009-08-10,债转股上市,19119390982,0,19119390982,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883169+00:00
600036,招商银行,2009-08-27,债转股上市,19119393242,0,19119393242,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883166+00:00
600036,招商银行,2009-09-18,债转股上市,19119401385,0,19119401385,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883163+00:00
600036,招商银行,2009-09-29,债转股上市,19119409751,0,19119409751,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883160+00:00
600036,招商银行,2009-09-30,债转股上市,19119410429,0,19119410429,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883157+00:00
600036,招商银行,2009-10-30,债转股上市,19119435981,0,19119435981,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883151+00:00
600036,招商银行,2009-11-10,债转股上市,19119490016,0,19119490016,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883148+00:00
600036,招商银行,2010-03-15,配售A股上市,21126730885,0,21126730885,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883145+00:00
600036,招商银行,2010-04-09,配售A股上市,21576608885,0,21576608885,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883142+00:00
600036,招商银行,2013-09-05,配售A股上市,24539422429,0,24539422429,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883138+00:00
600036,招商银行,2013-10-02,配售H股上市,25219845601,0,25219845601,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:01.883129+00:00
600519,贵州茅台,2001-07-31,上市前股本,185000000,,0,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202237+00:00
600519,贵州茅台,2001-08-27,首发A股上市,250000000,,71500000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202234+00:00
600519,贵州茅台,2002-07-25,转增股上市,275000000,,78650000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202231+00:00
600519,贵州茅台,2003-07-14,送股上市,302500000,,86515000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202228+00:00
600519,贵州茅台,2004-07-01,转增股上市,393250000,,112469500,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202225+00:00
600519,贵州茅台,2005-08-05,转增股上市,471900000,,134963400,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202223+00:00
600519,贵州茅台,2006-05-09,股份性质变更,471900000,,134963400,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202220+00:00
600519,贵州茅台,2006-05-19,转增股上市,943800000,,269926800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202217+00:00
600519,贵州茅台,2007-05-25,股改限售流通股上市,943800000,535869034,407930966,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202214+00:00
600519,贵州茅台,2008-05-26,股改限售流通股上市,943800000,488679034,455120966,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202211+00:00
600519,贵州茅台,2009-05-25,股改限售流通股上市,943800000,0,943800000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202208+00:00
600519,贵州茅台,2011-07-01,送股上市,1038180000,0,1038180000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202206+00:00
600519,贵州茅台,2014-06-25,送股上市,1141998000,0,1141998000,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202203+00:00
600519,贵州茅台,2015-07-17,送股上市,1256197800,0,1256197800,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202200+00:00
600519,贵州茅台,2025-09-01,回购,1252270215,0,1252270215,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202196+00:00
600519,贵州茅台,2026-05-28,回购,1250081601,0,1250081601,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.202187+00:00
601318,中国平安,2007-02-02,上市前股本,6195053334,3636409636,2558643698,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616767+00:00
601318,中国平安,2007-03-01,首发A股上市,7345053334,4211409636,3133643698,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616763+00:00
601318,中国平安,2007-06-01,网下配售股份上市,7345053334,3981409636,3363643698,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616760+00:00
601318,中国平安,2008-03-03,"首发限售股份上市,战略配售上市",7345053334,859823040,6485230294,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616757+00:00
601318,中国平安,2010-03-01,首发限售股份上市,7345053334,0,7345053334,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616754+00:00
601318,中国平安,2010-05-06,增发H股上市,7644142092,0,7644142092,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616752+00:00
601318,中国平安,2011-06-17,增发H股上市,7916142092,0,7916142092,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616749+00:00
601318,中国平安,2014-06-26,债转股上市,7916148463,0,7916148463,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616746+00:00
601318,中国平安,2014-06-30,债转股上市,7916148535,0,7916148535,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616743+00:00
601318,中国平安,2014-09-03,债转股上市,7916205253,0,7916205253,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616740+00:00
601318,中国平安,2014-09-30,债转股上市,7916209848,0,7916209848,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616737+00:00
601318,中国平安,2014-12-07,债转股上市,7916216352,0,7916216352,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616735+00:00
601318,中国平安,2014-12-08,增发H股上市,8510272352,0,8510272352,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616732+00:00
601318,中国平安,2014-12-31,债转股上市,8892169892,,8892169892,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616729+00:00
601318,中国平安,2015-01-09,债转股上市,9140120705,,9140120705,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616726+00:00
601318,中国平安,2015-07-27,转增股上市,18280241410,,18280241410,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616722+00:00
601318,中国平安,2023-06-16,回购,18210234607,,18210234607,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616719+00:00
601318,中国平安,2025-09-03,回购,18107641995,,18107641995,,eastmoney:RPT_F10_EH_EQUITY,2026-09-22T12:30:02.616710+00:00
