security_code,security_name,report_date,notice_date,parent_netprofit,total_operate_income,basic_eps,deduct_basic_eps,bps,weightavg_roe,gross_margin,op_cashflow_ps,netprofit_yoy,revenue_yoy,netprofit_qoq,revenue_qoq,source,retrieved_at_utc
000651,格力电器,2015-03-31,2015-04-30,2775358656.61,25093631873.37,0.46,,15.603749823142,5.55,32.2160743904,7.699423012028,23.0941704808,0.3338143007,-35.8687,-37.2441,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:27+00:00
300308,中际旭创,2015-03-31,2015-04-25,-3833260.06,19188020.43,-0.02,,2.515390825922,-0.7,15.8513487678,0.115015017212,-182.6685471116,-49.9799990463,-180.9606,-50.3856,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:27+00:00
600036,招商银行,2015-03-31,2015-04-29,17220000000,50747000000,0.68,0.68,13.13699444885,5.33,,1.14,15.2224824356,24.1638325463,70.377,24.2703,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:27+00:00
600519,贵州茅台,2015-03-31,2015-04-21,4364901720.89,8760367928.22,3.47,,50.600422273874,7.85,93.2142042403,1.849069481207,17.9898880595,15.5456181689,-6.2617,-12.7797,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:27+00:00
601318,中国平安,2015-03-31,2015-04-30,19964000000,175457000000,1.09,,34.434026258206,6.6,,3.35,84.6979369044,33.7793738658,162.961,48.0375,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:27+00:00
000651,格力电器,2015-06-30,2015-08-31,5720753670.87,51610345165.17,0.95,1.73,13.669103885727,12.1,28.0890660032,9.89280951253,0.045482535,-12.4211992206,6.1266,5.6711,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:48+00:00
300308,中际旭创,2015-06-30,2015-08-26,-5104862.12,43076710.47,-0.02,-0.02,2.498533134732,-0.94,28.1802055625,0.0853,-70.5266025428,-25.9663650598,66.8271,24.4979,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:48+00:00
600036,招商银行,2015-06-30,2015-08-26,32976000000,104135000000,1.31,1.3,13.16712926249,10.2,,12.74,8.2635674185,23.5877047235,-8.5017,5.2042,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:48+00:00
600519,贵州茅台,2015-06-30,2015-08-28,7888232276.17,16185651569.47,6.28,6.28,53.681657552877,13.75,92.6110396417,4.2922039647,9.1063863856,10.7420023417,-19.2804,-15.24,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:48+00:00
601318,中国平安,2015-06-30,2015-08-21,34649000000,337909000000,1.9,1.89,18.28,11,,13.57,62.1992322816,42.9782174531,-26.4426,-7.4121,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:40:48+00:00
000651,格力电器,2015-09-30,2015-10-31,9952721455.33,83675114800.17,1.65,,7.469381134064,21.65,32.1264467323,6.146446001988,1.2737130142,-16.341031885,43.6808,20.9229,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:26+00:00
300308,中际旭创,2015-09-30,2015-10-24,-5320542.4,69286288.53,-0.02,,2.488287583075,1.54,27.1519512289,-0.287779143265,-255.0823801503,-13.469898002,83.0387,9.7154,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:26+00:00
600036,招商银行,2015-09-30,2015-10-30,48500000000,156224000000,1.92,1.91,13.836716891356,14.625,,6.98,5.8859488254,24.9522103226,-1.4725,-2.4331,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:26+00:00
600519,贵州茅台,2015-09-30,2015-10-23,11424637743.71,23734319250.48,9.09,,47.642248422597,19.69,92.4529303142,9.093626280081,6.8389227316,7.0402894681,0.3711,1.6617,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:26+00:00
601318,中国平安,2015-09-30,2015-10-28,48276000000,473206000000,2.64,,17.961542669584,15.3,,9.36,52.3526998454,37.4160761993,-7.2046,-16.7157,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:26+00:00
000651,格力电器,2015-12-31,2016-04-29,12532442817.66,100564453646.56,2.08,2.05,7.899518288885,27.24,32.4597052701,7.377055710716,-11.4638307369,-28.171014851,-39.042,-47.3274,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
300308,中际旭创,2015-12-31,2016-04-23,5593969,121409937.4,0.03,0.001,2.537869292137,1.02,27.1477069718,0.124846556283,-31.4926884273,2.2432131003,5160.505,98.8725,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
300750,宁德时代,2015-12-31,2017-11-10,930646375.1,5702884874.34,0.7755,0.7334,2.664028514376,130.37,38.6415456241,1.412129420536,1609.9375814073,557.9343108424,,,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
600036,招商银行,2015-12-31,2016-03-31,57696000000,201471000000,2.29,2.26,14.31,17.09,,15.88,3.1925739121,21.4683202402,-40.7627,-13.1352,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
600519,贵州茅台,2015-12-31,2016-03-24,15503090276.38,33446859045.58,12.34,12.43,50.888465525883,26.23,92.2278940527,13.880250500136,0.9986182944,3.8167338566,15.3276,28.6656,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
601318,中国平安,2015-12-31,2016-03-16,54203000000,619990000000,2.98,2.96,18.28,17.1,,7.46,37.9948573029,33.9412636482,-56.5055,8.4902,eastmoney RPT_LICO_FN_CPD,2026-08-08T07:41:43+00:00
000651,格力电器,2016-03-31,2016-04-30,3159816132.99,25097989317.08,0.53,,8.426696270197,6.43,33.2511505691,1.016937098425,13.8525330939,0.0173647391,22.4867,48.6026,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:09+00:00
300308,中际旭创,2016-03-31,2016-04-23,-6497167.93,10325244.47,-0.03,,2.506124504469,-0.79,32.8785283473,0.006248123659,-69.4945771563,-46.1891105043,-159.5278,-80.1909,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:09+00:00
600036,招商银行,2016-03-31,2016-04-29,18350000000,58252000000,0.73,0.72,15.033306899286,4.96,,-11.38,6.5621370499,14.7890515696,99.5433,28.7422,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:09+00:00
600519,贵州茅台,2016-03-31,2016-04-21,4889271595.32,10250867583.69,3.89,,54.7833846204,7.37,92.3413667773,5.91948523949,12.0133260257,17.0141216406,19.8806,5.5426,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:09+00:00
601318,中国平安,2016-03-31,2016-04-27,20700000000,208857000000,1.16,,19.020404814004,6.1,,6.68,3.6866359447,19.0360031233,249.2492,42.2887,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:09+00:00
000651,格力电器,2016-06-30,2016-08-19,6402469985.64,50091306364.92,1.06,1.17,7.465849037507,12.62,35.6938353709,1.904152820347,11.9165472592,-2.9432835518,2.6216,-0.4171,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:29+00:00
300308,中际旭创,2016-06-30,2016-08-26,5321776.27,56687969.87,0.02,-0.028,2.55943256939,0.97,27.9142468081,0.12091091913,204.2491676543,31.5977224154,281.9092,349.023,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:29+00:00
600036,招商银行,2016-06-30,2016-08-19,35231000000,112919000000,1.4,1.38,14.995122918319,9.535,,-11.91,6.8383066473,8.4352043021,-8.0054,-6.1543,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:29+00:00
600519,贵州茅台,2016-06-30,2016-08-27,8802637138.02,18737617091.82,7.01,7,51.726655756355,12.88,91.881424877,10.829474692592,11.5920123779,15.7668383716,-19.9602,-17.2095,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:29+00:00
601318,中国平安,2016-06-30,2016-08-18,40776000000,376657000000,2.28,2.27,19.909628008753,11.6,,3.7,17.6830500159,11.4669925927,-3.0145,-19.6579,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:35:29+00:00
000651,格力电器,2016-09-30,2016-10-31,11229059260.85,83770760393.52,1.87,,8.269163274774,21.13,34.1202715137,2.354204987521,12.8240080992,0.1143059004,48.8469,34.7538,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:11+00:00
300308,中际旭创,2016-09-30,2016-10-19,4149692.71,82639681.04,0.02,,2.544651480389,0.67,28.0061946861,0.166070751416,177.993790821,19.2727779093,-109.917,-44.0246,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:11+00:00
600036,招商银行,2016-09-30,2016-10-29,52142000000,160291000000,2.07,2.04,15.718120539255,13.77,,-14.25,7.5092783505,2.6033131913,0.1777,-13.3444,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:11+00:00
600519,贵州茅台,2016-09-30,2016-10-29,12465577764.14,27532735151.02,9.92,,54.643277314735,18.45,91.6438556127,25.899848440819,9.1113612859,16.0038965536,-6.3992,3.6335,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:11+00:00
601318,中国平安,2016-09-30,2016-10-28,56508000000,546118000000,3.17,,20.753719912473,15.7,,-0.95,17.0519512801,15.4080886548,-21.6378,0.9899,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:11+00:00
000651,格力电器,2016-12-31,2017-04-27,15463625768.05,110113101850.23,2.57,2.59,8.971842142582,30.44,32.7018330366,2.470182328346,23.3887598215,9.4950530306,-13.1497,-21.7851,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
300308,中际旭创,2016-12-31,2017-04-21,10054131.54,131620384.91,0.05,0.003,2.572937140643,1.82,30.5592142718,0.156629207938,79.7316277584,8.4098943865,603.7558,88.7379,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
300750,宁德时代,2016-12-31,2017-11-10,2851821419.26,14878985098.12,1.8736,1.8307,25.253702515254,69.55,43.7004484032,3.438858241775,206.4344841996,160.9027786107,,,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
600036,招商银行,2016-12-31,2017-03-25,62081000000,209720000000,2.46,2.42,15.95,16.27,,-4.78,7.6001802551,4.0943857925,-41.2276,2.8751,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
600519,贵州茅台,2016-12-31,2017-04-15,16718362734.16,40155084412.93,13.31,13.5,58.027595481579,24.44,91.2251366006,29.813178821878,7.8389046062,20.0563686958,16.103,43.5154,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
601318,中国平安,2016-12-31,2017-03-23,62394000000,712453000000,3.5,3.45,20.98,17.4,,12.77,15.111709684,14.9136276392,-62.5858,-1.8447,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:36:30+00:00
000651,格力电器,2017-03-31,2017-04-29,4014536499.66,30035264556.37,0.67,,9.619208728202,7.19,34.3699601645,1.459197960785,27.049686776,19.6719951424,-4.2312,14.019,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
300308,中际旭创,2017-03-31,2017-04-21,-4381527.36,14564576.12,-0.02,,2.552743756794,-0.8,31.6030775772,0.019132180752,32.5625040447,41.0579300308,-174.2073,-70.2647,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
300750,宁德时代,2017-03-31,2018-05-22,-11687915.1,1454385691.84,-0.0189,-0.2107,,-0.07,37.7565840823,,,,,,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
600036,招商银行,2017-03-31,2017-04-28,19977000000,57179000000,0.79,0.79,17.69,4.86,,-8.5,8.8664850136,-1.8419968413,100.9961,17.1154,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
600519,贵州茅台,2017-03-31,2017-04-25,6123119324.13,13913411369.3,4.87,,62.90232964042,8.06,91.15613799,4.863067819861,25.2358189713,35.7291102993,43.979,10.2284,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
601318,中国平安,2017-03-31,2017-04-28,23053000000,265755000000,1.29,,22.509682713348,5.8,,-2.34,11.3671497585,27.2425630934,291.6582,59.7036,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:20+00:00
000651,格力电器,2017-06-30,2017-08-31,9452483299.68,70020658614.1,1.57,1.5,8.720173217558,16.14,31.9372979446,0.604604793664,47.63807282,39.7860501062,35.4564,33.1282,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
300308,中际旭创,2017-06-30,2017-08-29,3968770.57,70587680.36,0.02,0.01,2.582554384781,0.71,33.9505678297,0.04903155745,-25.423949286,24.5196829625,290.5796,284.6532,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
300750,宁德时代,2017-06-30,2017-11-10,1811112197.17,6294695149,0.9499,0.2919,11.576500165469,10.52,37.4933522875,-0.316922183422,,,16087.6503,232.8078,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
600036,招商银行,2017-06-30,2017-08-19,39259000000,112878000000,1.56,1.55,16.62874702617,9.555,,-2.22,11.4331128835,-0.0363092128,-3.479,-2.6001,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
600519,贵州茅台,2017-06-30,2017-07-28,11250860929.71,25493896745.03,8.96,8.98,60.199620822676,14.33,89.6187462679,5.520914310119,27.8123902338,36.0573045126,-16.2561,-16.7675,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
601318,中国平安,2017-06-30,2017-08-18,43427000000,463762000000,2.43,2.43,23.292122538293,10.6,,-0.78,6.5013733569,23.1258147333,-11.621,-25.4179,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:37:42+00:00
000651,格力电器,2017-09-30,2017-10-31,15460708932.03,112026571754.41,2.57,,9.745100207169,25.1,31.3731378274,0.953982357648,37.6848102132,33.7299210705,10.487,5.0531,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
300308,中际旭创,2017-09-30,2017-10-30,126303886.66,1139473206.22,0.47,,8.918178349633,9.75,27.3229166829,0.017074219762,2943.6925210301,1278.8451163896,1365.0389,1807.937,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
300750,宁德时代,2017-09-30,2018-10-26,2570510205.15,11970899899.45,1.33,,,,35.696863166,,,,-61.8128,17.2695,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
600036,招商银行,2017-09-30,2017-10-28,58805000000,166263000000,2.33,2.32,17.368556701031,13.995,,-7.64,12.778566223,3.7257238398,1.3692,-4.5943,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
600519,贵州茅台,2017-09-30,2017-10-26,19983846984.1,44487374571.44,15.91,,67.151989539832,24.97,89.9331183962,18.139473893514,60.3122403326,61.5799314068,70.3086,64.0128,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
601318,中国平安,2017-09-30,2017-10-28,66318000000,663002000000,3.72,,24.522975929978,15.7,,0.44,17.3603737524,21.4027005153,12.354,0.5648,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:26+00:00
000651,格力电器,2017-12-31,2018-04-26,22400484001.26,150019551611.75,3.72,3.52,10.90722228084,37.44,32.8577137378,2.715893231527,44.8591962665,36.2413274088,15.5227,-9.5533,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
300308,中际旭创,2017-12-31,2018-04-12,161505416.37,2357083470.26,0.5,0.82,8.453727206375,7.96,26.7947504617,0.089387952999,1506.3586966955,1690.8194630123,-71.2253,13.914,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
300750,宁德时代,2017-12-31,2018-03-12,3877954869.7,19996860806.33,2.0084,1.2304,12.633758507675,18.99,36.2890642082,1.252669212598,35.9816867743,34.3966720476,96.3925,41.3966,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
600036,招商银行,2017-12-31,2018-03-24,70150000000,220897000000,2.78,2.77,17.69,16.54,,-0.22,12.9975354778,5.329486935,-41.9574,4.067,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
600519,贵州茅台,2017-12-31,2018-03-28,27079360255.74,61062756866.16,21.56,21.67,72.800257116324,32.95,89.7961961538,17.634990352737,61.9737571575,52.0673104263,-18.7504,-12.7312,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
601318,中国平安,2017-12-31,2018-03-21,89088000000,890882000000,4.99,5,25.89,20.7,,6.8,42.7829599,25.044318713,-0.5286,14.372,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:38:47+00:00
000651,格力电器,2018-03-31,2018-04-27,5581624396.63,40025469795.17,0.93,,11.789241169149,8.18,30.8577538275,2.387016757336,39.0353381294,33.2615856273,-19.5832,5.3496,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
300308,中际旭创,2018-03-31,2018-04-27,147766656.23,1398598185.75,0.31,,8.813673089908,3.62,24.2871016137,-0.093439197115,3472.4919209451,9502.73868753,319.7734,14.8642,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
300750,宁德时代,2018-03-31,2018-05-22,413347159.22,3711641230.77,0.21,0.1382,12.856949489224,1.66,32.7618095655,-1.672384280162,3636.5345802349,155.2033653517,-70.5049,-53.7546,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
600036,招商银行,2018-03-31,2018-04-28,22674000000,61296000000,0.9,0.89,18.322006344171,4.9925,,-2.13,13.5,7.2001958761,99.859,11.0555,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
600519,贵州茅台,2018-03-31,2018-04-28,8506906678.2,18395256845.96,6.77,,79.571821757823,8.89,91.3055168258,3.928920037489,38.9309309174,32.2124125975,19.8914,10.9794,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
601318,中国平安,2018-03-31,2018-04-27,25702000000,311221000000,1.44,,27.456126914661,5.3,,7.84,11.4909122457,17.1082387914,12.8766,36.2373,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:39:41+00:00
000651,格力电器,2018-06-30,2018-08-31,12806200463.35,92004691581.78,2.13,2.1,13.019787775742,17.8,30.0265260771,1.485964407369,35.4797470394,31.3964955526,29.435,29.8654,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
300308,中际旭创,2018-06-30,2018-08-08,316903848.73,2825560443.68,0.67,0.67,9.178389125327,7.6,25.1183905932,0.468464401087,7884.9374797697,3902.9087643474,14.4624,2.028,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
300750,宁德时代,2018-06-30,2018-08-24,910954288,9359580668.12,0.4659,0.3566,14.186306112849,3.63,31.2836037342,0.506954219137,-49.7019406405,48.6899753931,20.3848,52.1682,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
600036,招商银行,2018-06-30,2018-08-25,44756000000,126146000000,1.77,1.77,18.503172085646,9.81,,-2.6,14.0018849181,11.7542833856,-2.6109,5.7981,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
600519,贵州茅台,2018-06-30,2018-08-02,15764185782.66,35251464783.33,12.55,12.64,74.349498789737,15.87,90.942146304,14.118024217357,40.1153732247,38.2741333578,-14.6896,-8.3666,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
601318,中国平安,2018-06-30,2018-08-22,58095000000,536300000000,3.26,3.26,28.230415754923,11.6,,7.79,33.7762221659,15.6412125185,26.033,-27.7305,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:04+00:00
000651,格力电器,2018-09-30,2018-10-31,21118435752.02,150050038682.05,3.51,,14.409786151145,27.76,30.1534010402,2.50572315163,36.5942263376,33.9414715028,15.055,11.6703,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
300308,中际旭创,2018-09-30,2018-10-30,481473705.5,4202821091.03,1.01,,9.543147087351,11.29,26.0302047795,0.651057512557,281.2026044742,268.8389571679,-2.7004,-3.483,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
300750,宁德时代,2018-09-30,2018-10-26,2378500010.06,19135923760.37,1.1731,,14.715739019363,8.61,31.2785838409,2.584685971182,-7.4697309003,59.8536778446,194.9206,73.0957,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
600036,招商银行,2018-09-30,2018-10-31,67380000000,188221000000,2.66,2.64,20.07,14.3,,-6.93,14.5820933594,13.2067868377,2.4545,-4.2791,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
600519,贵州茅台,2018-09-30,2018-10-29,24733552720.33,54969266451.42,19.69,,81.491647823074,24.93,91.1238376368,22.465638703984,23.7677247029,23.5614980227,23.5913,16.9765,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
601318,中国平安,2018-09-30,2018-10-30,79397000000,752478000000,4.45,,28.883315098468,15.7,,8.9,19.7216441992,13.495585232,-34.2389,-3.8866,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:40:51+00:00
000651,格力电器,2018-12-31,2019-04-29,26202787681.42,200023997743.87,4.36,4.25,15.181379772671,33.36,30.2281692815,4.478390421604,16.9742032357,33.3319527987,-38.8329,-13.9053,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
300308,中际旭创,2018-12-31,2019-04-24,623115980.05,5156314239.9,1.36,1.28,10.046110638178,14.32,27.2742316086,1.388170084645,285.8173887014,118.7582368193,-13.9318,-30.7689,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
300750,宁德时代,2018-12-31,2019-04-25,3387035207.64,29611265434.22,1.6412,1.5158,15.005931568155,11.75,32.7881336333,5.155433255577,-12.6592412381,48.0795696935,-31.2774,7.1499,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
600036,招商银行,2018-12-31,2019-03-23,80560000000,248555000000,3.13,3.11,20.07,16.57,,-1.42,14.8396293656,12.5207675976,-41.7433,-2.8047,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
600519,贵州茅台,2018-12-31,2019-03-29,35203625263.22,77199384110.22,28.02,28.33,89.825475201477,34.46,91.1420128768,32.944839106325,30.0016873765,26.4262998794,16.7315,12.7414,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
601318,中国平安,2018-12-31,2019-03-13,107404000000,976832000000,6.02,6.03,30.44,20.9,,11.57,20.5594468391,9.6477423497,31.4759,4.9777,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:41:14+00:00
000651,格力电器,2019-03-31,2019-04-30,5671869041.09,41006119447.79,0.94,,15.540919877829,6.14,30.5895927617,1.285498566324,1.6168168627,2.4500640658,11.5554,-17.945,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
300308,中际旭创,2019-03-31,2019-04-24,99499938.81,875646836.85,0.22,,12.572950712095,2.06,28.1058645772,-0.277814633094,-32.6641467375,-37.3911073408,-29.7527,-8.1643,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
300750,宁德时代,2019-03-31,2019-04-27,1047233226.95,9981855666.38,0.4821,,15.592766301716,3.12,28.709299731,2.267340204797,153.3544028526,168.9337424002,3.8371,-4.7109,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
600036,招商银行,2019-03-31,2019-04-30,25240000000,68739000000,1,0.99,21.093616177637,4.8625,,-6.84,11.3169268766,12.1427173062,91.5023,13.9308,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
600519,贵州茅台,2019-03-31,2019-04-25,11221431345.08,22480525254.69,8.93,,98.756619412986,9.47,92.111252545,0.946674229632,31.9096561131,22.2082705501,7.1763,1.1264,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
601318,中国平安,2019-03-31,2019-04-30,45517000000,378161000000,2.55,,32.772374179431,7.9,,8.98,77.0951676912,21.5088313449,62.5201,67.05,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:06+00:00
000651,格力电器,2019-06-30,2019-08-31,13750194088.89,98341074327.32,2.29,2.23,15.366659349769,14.95,31.0230011081,2.735505889589,7.3713794208,6.8870213427,42.4279,39.8205,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
300308,中际旭创,2019-06-30,2019-08-24,207314057.36,2035202680.96,0.28,0.27,9.057507572807,3.67,28.4466276581,0.140892134814,-34.5814012071,-27.971716708,8.356,32.4228,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
300750,宁德时代,2019-06-30,2019-08-24,2102435142.7,20263844170.44,0.9674,0.8368,15.756826427393,6.15,29.7925562506,3.315782764549,130.7948017146,116.5037611082,0.7609,3.0068,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
600036,招商银行,2019-06-30,2019-08-24,50612000000,138301000000,2.01,1.99,21.166574147502,9.735,,-2.18,13.0842792028,9.6356602667,0.523,1.1973,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
600519,贵州茅台,2019-06-30,2019-07-18,19951025609.22,41172681309.94,15.88,15.95,91.350974852854,16.21,91.8668016966,19.174464520181,26.5591885574,16.7970793923,-22.2061,-16.8518,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
601318,中国平安,2019-06-30,2019-08-16,97676000000,639155000000,5.48,4.91,34.208260393873,16.3,,10.21,68.1315087357,19.178631363,14.5924,-30.9834,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:42:30+00:00
000651,格力电器,2019-09-30,2019-10-31,22117496367.02,156676295995.05,3.68,,16.754797484034,23.02,30.1627350284,5.440683234292,4.7307510212,4.416031726,3.5772,1.7446,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
300308,中际旭创,2019-09-30,2019-10-30,357884535.76,3283913790.73,0.5,,9.439015613113,5.53,28.3001401104,0.345007507761,-25.6689344253,-21.8640594115,39.6575,7.6887,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
300750,宁德时代,2019-09-30,2019-10-26,3464305267.56,32855706536.08,1.6002,,16.728816580377,9.87,29.0795787475,4.675299286103,45.6508409883,71.6964748999,29.0625,22.4652,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
600036,招商银行,2019-09-30,2019-10-31,77239000000,207730000000,3.05,3.03,22.298176050753,14.3925,,-2.13,14.6319382606,10.3649433379,4.9464,-0.1912,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
600519,贵州茅台,2019-09-30,2019-10-16,30454855385.44,63508663046.7,24.24,,99.71217638922,24.92,91.4894388784,21.744507084816,23.1317462954,15.534856378,20.3244,19.4939,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
601318,中国平安,2019-09-30,2019-10-25,129567000000,892751000000,7.29,,35.076422319475,21.4,,18.61,63.1887854705,18.6414752325,-38.8581,-2.8345,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:16+00:00
000651,格力电器,2019-12-31,2020-04-30,24696641368.84,200508333611.34,4.11,4.02,18.310921069543,25.72,27.5815391959,4.636795538112,-5.75,0.2421388798,-69.1759,-24.8618,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
300308,中际旭创,2019-12-31,2020-04-24,513487200.53,4757677023.35,0.73,0.61,9.711939251486,8.29,27.1120105522,0.798493462726,-17.59,-7.7310496995,3.3421,18.0228,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
300750,宁德时代,2019-12-31,2020-04-25,4560307432.71,45788020642.41,2.0937,1.7975,17.268152995348,12.78,29.0583867639,6.100324391821,34.64,54.6304082955,-19.5223,2.7037,eastmoney RPT_LICO_FN_CPD,2026-08-30T19:43:44+00:00
