security_code,first_sig_year,trigger_year,last_sig_year,why,peak_revenue_yi
000959,2002,2016,2025,T2 营收3.3倍·毛利率11.6%≥首签10.8%,1329.8
601238,2012,2016,2024,T2 营收3.8倍·毛利率20.0%≥首签8.3%,1297.1
601012,2014,2016,2023,T2 营收3.1倍·毛利率27.5%≥首签17.0%,1295.0
300498,2015,2016,2025,T1 滚动三年ROE中位35.0%(首签年19.5%),1056.5
600221,2006,2016,2025,T2 营收3.2倍·毛利率22.9%≥首签18.3%,723.9
600487,2010,2016,2025,T2 营收3.7倍·毛利率21.1%≥首签18.6%,668.5
601877,2010,2016,2025,T2 营收3.2倍·毛利率29.9%≥首签25.9%,645.2
300207,2011,2016,2025,T1 滚动三年ROE中位20.1%(首签年18.8%),632.5
000807,2005,2016,2025,T2 营收3.4倍·毛利率14.2%≥首签10.0%,600.4
002468,2010,2016,2025,T2 营收8.6倍·毛利率19.9%≥首签18.2%,555.9
000553,2014,2016,2022,T2 营收7.0倍·毛利率32.4%≥首签30.0%,373.8
000488,2002,2016,2022,T2 营收5.1倍·毛利率30.0%≥首签28.4%,330.2
002156,2007,2016,2025,T2 营收4.1倍·毛利率18.0%≥首签16.1%,279.2
600577,2004,2016,2025,T2 营收5.9倍·毛利率11.2%≥首签10.5%,246.7
600409,2007,2016,2025,T2 营收4.1倍·毛利率24.9%≥首签24.8%,236.8
601636,2011,2016,2025,T2 营收3.4倍·毛利率29.3%≥首签21.7%,157.4
600373,2010,2016,2024,T2 营收4.1倍·毛利率39.4%≥首签36.0%,133.1
601360,2012,2016,2025,T2 营收5.0倍·毛利率69.4%≥首签24.5%,131.3
600545,2015,2016,2019,T1 滚动三年ROE中位20.9%(首签年8.8%),92.2
300296,2014,2016,2019,T1 滚动三年ROE中位21.2%(首签年11.5%),90.5
600258,2003,2016,2019,T2 营收7.5倍·毛利率94.5%≥首签43.2%,85.4
300100,2012,2016,2025,T2 营收3.1倍·毛利率28.0%≥首签27.9%,66.9
300033,2015,2016,2025,T1 滚动三年ROE中位49.6%(首签年5.2%),60.3
002147,2015,2016,2016,T1 滚动三年ROE中位23.4%(首签年16.3%),37.4
002292,2011,2016,2025,T2 营收3.2倍·毛利率49.4%≥首签36.8%,36.4
600167,2015,2016,2024,T1 滚动三年ROE中位21.9%(首签年16.9%),36.0
300267,2011,2016,2017,T2 营收4.4倍·毛利率43.5%≥首签40.9%,28.3
002317,2009,2016,2025,T2 营收3.1倍·毛利率69.5%≥首签61.6%,26.8
002366,2014,2016,2018,T1 滚动三年ROE中位24.6%(首签年5.9%),24.7
300010,2013,2016,2025,T2 营收3.0倍·毛利率45.9%≥首签40.8%,21.6
600381,2014,2016,2016,T1 滚动三年ROE中位22.4%(首签年--),20.6
300113,2014,2016,2025,T1 滚动三年ROE中位23.6%(首签年12.2%),19.8
002343,2010,2016,2017,T1 滚动三年ROE中位21.6%(首签年19.0%),16.7
000892,2015,2016,2018,T1 滚动三年ROE中位20.2%(首签年10.3%),15.7
600647,2009,2016,2009,T1 滚动三年ROE中位25.3%(首签年14.9%),5.9
600998,2010,2017,2025,T2 营收3.5倍·毛利率8.4%≥首签6.6%,1613.9
002714,2015,2017,2025,T2 营收3.3倍·毛利率29.8%≥首签24.6%,1441.4
000938,2014,2017,2025,T2 营收3.5倍·毛利率22.0%≥首签4.6%,967.5
600546,2003,2017,2025,T2 营收27.8倍·毛利率15.5%≥首签12.0%,954.1
002203,2008,2017,2025,T2 营收3.8倍·毛利率5.7%≥首签5.4%,875.5
600528,2002,2017,2025,T2 营收3.6倍·毛利率20.4%≥首签14.9%,795.7
002202,2007,2017,2025,T2 营收8.1倍·毛利率30.2%≥首签29.8%,730.2
600256,2002,2017,2025,T2 营收3.4倍·毛利率37.8%≥首签21.3%,614.8
600655,2008,2017,2024,T2 营收4.0倍·毛利率25.7%≥首签14.6%,581.5
002600,2016,2017,2025,T1 滚动三年ROE中位27.6%(首签年2.7%),514.3
002078,2006,2017,2025,T2 营收3.5倍·毛利率26.0%≥首签16.4%,407.3
002466,2015,2017,2025,T1 滚动三年ROE中位35.7%(首签年3.7%),405.0
600056,2008,2017,2025,T2 营收9.9倍·毛利率14.7%≥首签14.6%,393.1
002340,2013,2017,2025,T2 营收3.1倍·毛利率19.9%≥首签16.6%,371.2
600141,2009,2017,2025,T2 营收5.0倍·毛利率16.8%≥首签15.4%,303.1
000418,2009,2017,2020,T1 滚动三年ROE中位21.1%(首签年14.9%)｜T2 营收3.2倍·毛利率25.3%≥首签22.4%,236.4
600518,2010,2017,2018,T2 营收5.3倍·毛利率38.6%≥首签36.5%,216.4
600491,2004,2017,2022,T2 营收3.2倍·毛利率8.4%≥首签8.4%,214.3
002470,2010,2017,2018,T2 营收3.6倍·毛利率16.1%≥首签12.6%,198.3
002251,2008,2017,2020,T2 营收3.3倍·毛利率21.5%≥首签19.7%,197.3
600966,2004,2017,2025,T2 营收6.0倍·毛利率24.0%≥首签18.9%,191.6
600705,2011,2017,2025,T2 营收3.2倍·毛利率53.7%≥首签53.5%,190.8
600703,2010,2017,2024,T2 营收9.7倍·毛利率48.8%≥首签47.4%,161.1
001696,2005,2017,2025,T2 营收3.2倍·毛利率16.5%≥首签12.2%,124.0
002314,2009,2017,2023,T2 营收3.8倍·毛利率45.3%≥首签25.4%,121.5
002097,2007,2017,2021,T2 营收3.4倍·毛利率32.4%≥首签26.8%,114.1
000910,2009,2017,2022,T1 滚动三年ROE中位20.6%(首签年10.4%),87.5
600422,2002,2017,2024,T2 营收11.6倍·毛利率45.0%≥首签44.6%,84.3
600012,2003,2017,2025,T2 营收3.2倍·毛利率58.6%≥首签54.8%,77.0
002372,2010,2017,2025,T2 营收3.1倍·毛利率46.7%≥首签38.1%,69.5
002583,2011,2017,2022,T2 营收4.3倍·毛利率47.0%≥首签45.2%,69.3
002002,2015,2017,2021,T1 滚动三年ROE中位21.9%(首签年15.4%),65.4
600087,2005,2017,2025,T1 滚动三年ROE中位20.8%(首签年15.5%),64.8
002206,2008,2017,2025,T2 营收3.0倍·毛利率22.6%≥首签18.8%,59.0
002636,2011,2017,2021,T1 滚动三年ROE中位21.9%(首签年18.7%),58.9
002293,2009,2017,2025,T2 营收4.1倍·毛利率45.2%≥首签39.1%,57.6
600393,2015,2017,2017,T2 营收6.0倍·毛利率44.6%≥首签43.2%,56.0
300355,2014,2017,2018,T2 营收3.4倍·毛利率32.5%≥首签31.2%,55.8
002439,2012,2017,2023,T2 营收3.1倍·毛利率65.2%≥首签60.7%,45.1
600230,2012,2017,2018,T1 滚动三年ROE中位28.1%(首签年8.2%),44.3
300145,2012,2017,2019,T2 营收3.6倍·毛利率44.7%≥首签36.1%,43.6
000055,2016,2017,2022,T1 滚动三年ROE中位38.8%(首签年8.4%),42.0
000036,2002,2017,2025,T1 滚动三年ROE中位34.5%(首签年12.8%),39.7
600285,2007,2017,2025,T2 营收3.6倍·毛利率73.1%≥首签49.5%,38.5
002424,2010,2017,2024,T2 营收3.0倍·毛利率63.3%≥首签52.3%,38.3
002195,2014,2017,2023,T2 营收4.9倍·毛利率89.4%≥首签51.4%,37.7
600621,2011,2017,2024,T2 营收4.1倍·毛利率52.5%≥首签41.3%,36.5
002626,2011,2017,2025,T2 营收3.6倍·毛利率47.8%≥首签45.8%,36.2
002212,2008,2017,2025,T2 营收3.7倍·毛利率24.8%≥首签15.8%,35.4
002681,2013,2017,2024,T2 营收3.0倍·毛利率27.9%≥首签26.2%,32.1
002327,2009,2017,2025,T2 营收3.3倍·毛利率49.6%≥首签43.0%,31.8
002016,2009,2017,2023,T2 营收5.4倍·毛利率57.0%≥首签46.1%,31.1
002610,2011,2017,2014,T2 营收3.2倍·毛利率17.5%≥首签15.0%,30.0
600197,2007,2017,2025,T2 营收3.0倍·毛利率47.7%≥首签41.5%,23.0
300297,2014,2017,2018,T2 营收4.2倍·毛利率55.0%≥首签41.6%,22.8
600512,2003,2017,2004,T2 营收3.5倍·毛利率13.3%≥首签12.5%,11.9
002067,2007,2017,2007,T2 营收4.7倍·毛利率19.9%≥首签19.3%,11.3
600346,2015,2018,2025,T2 营收3.2倍·毛利率12.7%≥首签10.1%,2364.0
601225,2014,2018,2025,T1 滚动三年ROE中位22.9%(首签年11.5%),1841.4
000708,2007,2018,2025,T2 营收12.2倍·毛利率16.3%≥首签8.1%,1140.2
600782,2007,2018,2025,T1 滚动三年ROE中位29.9%(首签年14.7%)｜T2 营收7.5倍·毛利率14.4%≥首签11.2%,1049.1
600332,2006,2018,2025,T2 营收4.1倍·毛利率23.8%≥首签17.4%,776.6
600985,2014,2018,2025,T1 滚动三年ROE中位23.2%(首签年8.8%),735.9
002110,2007,2018,2025,T2 营收3.2倍·毛利率28.7%≥首签10.2%,627.5
002171,2007,2018,2025,T2 营收4.9倍·毛利率8.0%≥首签6.2%,605.8
601699,2006,2018,2025,T2 营收3.2倍·毛利率38.9%≥首签31.1%,543.0
600569,2002,2018,2021,T1 滚动三年ROE中位25.1%(首签年14.7%),525.7
000629,2002,2018,2024,T1 滚动三年ROE中位22.3%(首签年11.0%),525.6
002221,2014,2018,2024,T2 营收3.7倍·毛利率5.0%≥首签4.6%,489.4
000617,2007,2018,2025,T2 营收33.3倍·毛利率26.2%≥首签20.8%,390.2
002602,2017,2018,2025,T2 营收3.6倍·毛利率52.9%≥首签29.6%,379.0
000401,2009,2018,2025,T2 营收4.5倍·毛利率35.8%≥首签31.8%,363.4
600567,2016,2018,2023,T1 滚动三年ROE中位21.5%(首签年3.5%),330.3
300428,2017,2018,2025,T1 滚动三年ROE中位20.5%(首签年17.8%),321.2
000009,2009,2018,2025,T2 营收3.6倍·毛利率37.0%≥首签34.2%,320.3
000830,2008,2018,2025,T1 滚动三年ROE中位26.6%(首签年10.2%)｜T2 营收3.1倍·毛利率28.3%≥首签15.2%,317.9
603501,2017,2018,2025,T2 营收4.0倍·毛利率24.3%≥首签20.5%,288.5
002064,2007,2018,2025,T1 滚动三年ROE中位20.5%(首签年10.2%),283.7
600708,2005,2018,2022,T2 营收17.6倍·毛利率31.3%≥首签29.8%,258.8
600657,2010,2018,2023,T2 营收4.5倍·毛利率34.9%≥首签33.8%,258.6
002916,2017,2018,2025,T1 滚动三年ROE中位20.4%(首签年18.5%),236.5
002422,2010,2018,2025,T2 营收4.1倍·毛利率59.6%≥首签41.1%,218.1
601137,2011,2018,2025,T2 营收3.1倍·毛利率15.1%≥首签10.3%,207.5
600176,2007,2018,2025,T2 营收3.1倍·毛利率45.1%≥首签33.1%,201.9
002745,2015,2018,2024,T2 营收4.6倍·毛利率26.0%≥首签21.0%,189.7
002008,2007,2018,2025,T1 滚动三年ROE中位21.3%(首签年18.9%),187.6
600298,2010,2018,2025,T2 营收3.2倍·毛利率36.3%≥首签33.8%,167.3
002082,2006,2018,2024,T2 营收3.8倍·毛利率3.6%≥首签3.3%,166.9
600626,2002,2018,2025,T2 营收4.3倍·毛利率10.8%≥首签9.1%,163.3
600486,2009,2018,2025,T2 营收5.6倍·毛利率26.6%≥首签21.6%,158.1
300413,2016,2018,2025,T2 营收3.0倍·毛利率37.0%≥首签21.2%,153.6
000926,2007,2018,2022,T2 营收3.2倍·毛利率30.5%≥首签28.4%,151.4
600132,2002,2018,2025,T1 滚动三年ROE中位28.3%(首签年7.2%),148.1
002482,2010,2018,2019,T2 营收3.4倍·毛利率14.6%≥首签12.3%,144.0
000683,2007,2018,2025,T2 营收6.5倍·毛利率41.3%≥首签40.2%,132.6
002307,2009,2018,2022,T2 营收4.4倍·毛利率10.3%≥首签10.1%,123.2
600516,2010,2018,2022,T1 滚动三年ROE中位44.1%(首签年14.7%)｜T2 营收3.6倍·毛利率75.1%≥首签32.9%,116.5
600510,2002,2018,2022,T2 营收6.7倍·毛利率32.8%≥首签25.7%,115.5
600848,2014,2018,2024,T2 营收5.7倍·毛利率64.1%≥首签52.6%,112.8
300080,2010,2018,2022,T2 营收5.8倍·毛利率49.9%≥首签21.6%,112.5
002368,2010,2018,2022,T2 营收3.1倍·毛利率22.2%≥首签15.8%,105.0
603108,2015,2018,2023,T2 营收3.7倍·毛利率27.5%≥首签27.2%,104.9
002373,2016,2018,2021,T2 营收3.1倍·毛利率32.9%≥首签30.6%,102.8
002511,2010,2018,2023,T2 营收3.2倍·毛利率34.1%≥首签30.1%,98.0
600566,2012,2018,2025,T2 营收3.8倍·毛利率84.8%≥首签83.6%,96.5
600777,2017,2018,2025,T2 营收3.1倍·毛利率55.3%≥首签52.0%,93.6
600971,2004,2018,2024,T2 营收9.0倍·毛利率45.8%≥首签44.0%,91.4
600250,2003,2018,2004,T1 滚动三年ROE中位23.7%(首签年--),87.7
603338,2016,2018,2025,T1 滚动三年ROE中位20.1%(首签年17.5%),85.8
600639,2005,2018,2025,T2 营收3.4倍·毛利率51.9%≥首签50.0%,65.9
002154,2008,2018,2025,T2 营收3.3倍·毛利率61.1%≥首签48.7%,52.5
000011,2003,2018,2023,T2 营收3.1倍·毛利率49.3%≥首签38.9%,49.1
600622,2009,2018,2021,T2 营收4.5倍·毛利率57.0%≥首签44.3%,48.2
002020,2013,2018,2025,T2 营收3.0倍·毛利率64.9%≥首签41.0%,41.6
300176,2017,2018,2018,T1 滚动三年ROE中位30.3%(首签年8.1%),34.4
300349,2014,2018,2023,T2 营收3.5倍·毛利率48.7%≥首签42.1%,31.7
600763,2015,2018,2025,T1 滚动三年ROE中位23.4%(首签年17.9%),29.1
300194,2015,2018,2024,T2 营收3.8倍·毛利率61.7%≥首签44.2%,27.8
300459,2016,2018,2022,T2 营收3.0倍·毛利率70.9%≥首签42.3%,27.3
600641,2007,2018,2024,T2 营收3.0倍·毛利率55.0%≥首签40.5%,26.8
002507,2012,2018,2025,T1 滚动三年ROE中位23.8%(首签年13.9%),25.5
300166,2014,2018,2021,T2 营收3.2倍·毛利率49.4%≥首签48.3%,24.7
002383,2013,2018,2021,T2 营收3.7倍·毛利率44.3%≥首签42.4%,23.0
300367,2014,2018,2018,T2 营收3.5倍·毛利率57.4%≥首签53.8%,22.5
002038,2011,2018,2023,T2 营收3.5倍·毛利率79.3%≥首签75.4%,21.7
002677,2015,2018,2024,T1 滚动三年ROE中位25.7%(首签年14.6%),21.6
603669,2015,2018,2021,T2 营收3.0倍·毛利率87.9%≥首签60.0%,16.7
000952,2007,2018,2020,T1 滚动三年ROE中位20.8%(首签年2.7%),8.4
600751,2016,2019,2021,T2 营收8.7倍·毛利率7.3%≥首签6.8%,3364.7
601155,2015,2019,2025,T2 营收3.6倍·毛利率32.6%≥首签26.8%,1682.3
000063,2002,2019,2025,T2 营收8.2倍·毛利率37.2%≥首签36.2%,1339.0
300014,2013,2019,2025,T2 营收6.2倍·毛利率29.7%≥首签28.7%,614.7
000027,2002,2019,2025,T2 营收5.4倍·毛利率31.1%≥首签28.6%,434.3
002371,2011,2019,2025,T2 营收3.5倍·毛利率40.5%≥首签33.4%,393.5
000736,2018,2019,2022,T1 滚动三年ROE中位21.7%(首签年19.1%),384.7
002541,2011,2019,2025,T2 营收3.0倍·毛利率14.2%≥首签14.1%,235.4
600398,2013,2019,2025,T2 营收3.1倍·毛利率39.5%≥首签36.8%,219.7
000035,2002,2019,2021,T2 营收5.9倍·毛利率15.2%≥首签9.6%,218.7
600496,2007,2019,2025,T2 营收3.3倍·毛利率15.2%≥首签13.9%,208.4
002533,2010,2019,2025,T2 营收3.0倍·毛利率15.4%≥首签12.6%,203.2
002299,2009,2019,2025,T2 营收10.1倍·毛利率34.5%≥首签20.9%,200.9
300476,2015,2019,2025,T2 营收3.0倍·毛利率25.8%≥首签24.4%,192.9
002276,2009,2019,2025,T2 营收6.6倍·毛利率16.8%≥首签16.3%,192.4
600499,2010,2019,2025,T2 营收3.1倍·毛利率23.2%≥首签19.8%,173.9
603019,2014,2019,2025,T2 营收3.4倍·毛利率22.1%≥首签21.4%,149.6
002444,2010,2019,2025,T2 营收3.5倍·毛利率32.6%≥首签29.9%,148.0
002637,2011,2019,2025,T2 营收3.4倍·毛利率16.3%≥首签14.1%,131.3
600408,2004,2019,2021,T1 滚动三年ROE中位26.5%(首签年18.9%),129.9
002707,2014,2019,2019,T2 营收3.0倍·毛利率9.7%≥首签8.8%,126.8
000048,2018,2019,2025,T1 滚动三年ROE中位55.0%(首签年0.8%),124.2
600388,2009,2019,2025,T2 营收3.2倍·毛利率22.2%≥首签19.7%,118.8
002124,2008,2019,2020,T2 营收5.7倍·毛利率13.7%≥首签13.5%,107.6
002043,2017,2019,2025,T1 滚动三年ROE中位20.8%(首签年17.6%),94.3
000672,2012,2019,2025,T2 营收3.5倍·毛利率48.8%≥首签14.7%,83.1
002208,2011,2019,2023,T2 营收3.2倍·毛利率55.3%≥首签34.9%,79.0
002233,2008,2019,2023,T2 营收3.1倍·毛利率37.7%≥首签28.1%,77.1
300284,2012,2019,2022,T2 营收5.1倍·毛利率38.3%≥首签36.8%,70.3
300138,2011,2019,2025,T2 营收3.0倍·毛利率17.8%≥首签15.1%,69.9
002803,2018,2019,2025,T1 滚动三年ROE中位28.6%(首签年17.0%),67.2
000885,2010,2019,2025,T1 滚动三年ROE中位21.4%(首签年11.2%),66.1
300158,2011,2019,2021,T2 营收3.4倍·毛利率64.8%≥首签53.2%,50.9
600750,2002,2019,2025,T2 营收3.7倍·毛利率66.7%≥首签57.3%,45.5
603818,2015,2019,2019,T2 营收3.4倍·毛利率43.6%≥首签37.6%,42.8
300251,2011,2019,2025,T2 营收4.1倍·毛利率44.8%≥首签40.9%,40.4
300209,2016,2019,2019,T2 营收5.3倍·毛利率48.9%≥首签41.3%,38.7
600668,2018,2019,2022,T1 滚动三年ROE中位20.3%(首签年13.9%),38.1
300601,2017,2019,2025,T1 滚动三年ROE中位25.5%(首签年12.5%),36.5
002458,2011,2019,2023,T2 营收4.7倍·毛利率65.4%≥首签40.2%,35.8
002325,2009,2019,2017,T2 营收3.1倍·毛利率19.6%≥首签13.9%,35.5
603638,2017,2019,2025,T1 滚动三年ROE中位24.2%(首签年17.1%),32.0
300255,2012,2019,2022,T2 营收3.6倍·毛利率73.1%≥首签49.3%,29.7
300009,2014,2019,2025,T2 营收3.2倍·毛利率78.0%≥首签71.0%,28.7
002869,2017,2019,2020,T2 营收4.6倍·毛利率47.9%≥首签43.3%,28.6
300294,2015,2019,2025,T2 营收5.1倍·毛利率64.6%≥首签64.1%,27.6
002397,2010,2019,2024,T2 营收3.0倍·毛利率41.1%≥首签40.6%,26.0
002661,2012,2019,2015,T2 营收3.0倍·毛利率24.6%≥首签23.9%,18.2
300327,2016,2019,2023,T1 滚动三年ROE中位20.5%(首签年8.4%),16.0
300572,2018,2019,2020,T1 滚动三年ROE中位20.3%(首签年16.6%),9.7
002912,2018,2019,2025,T1 滚动三年ROE中位20.1%(首签年18.4%),9.5
002594,2011,2020,2025,T2 营收3.2倍·毛利率19.4%≥首签17.2%,8039.6
002493,2010,2020,2025,T2 营收6.8倍·毛利率19.7%≥首签16.3%,3264.8
000877,2009,2020,2023,T2 营收39.4倍·毛利率28.3%≥首签26.4%,1700.3
600039,2011,2020,2025,T2 营收3.3倍·毛利率14.7%≥首签11.6%,1351.5
600068,2007,2020,2022,T2 营收9.4倍·毛利率17.8%≥首签16.8%,1126.1
002567,2011,2020,2024,T2 营收3.2倍·毛利率13.4%≥首签9.2%,265.4
601216,2011,2020,2025,T2 营收4.0倍·毛利率31.4%≥首签30.5%,252.4
000517,2010,2020,2023,T1 滚动三年ROE中位23.2%(首签年13.8%),223.3
300244,2013,2020,2025,T2 营收10.5倍·毛利率38.2%≥首签37.1%,202.8
300677,2018,2020,2025,T2 营收7.3倍·毛利率69.0%≥首签24.9%,162.4
002812,2016,2020,2025,T2 营收3.7倍·毛利率42.6%≥首签28.8%,136.3
002318,2009,2020,2025,T2 营收3.1倍·毛利率28.3%≥首签18.4%,120.6
002030,2012,2020,2023,T2 营收9.2倍·毛利率70.2%≥首签55.4%,120.5
002607,2011,2020,2025,T2 营收3.1倍·毛利率59.2%≥首签8.4%,112.0
601100,2011,2020,2025,T2 营收6.9倍·毛利率44.1%≥首签43.4%,109.4
603606,2014,2020,2025,T1 滚动三年ROE中位23.5%(首签年12.5%)｜T2 营收3.2倍·毛利率30.6%≥首签13.0%,108.4
600475,2005,2020,2023,T2 营收3.9倍·毛利率18.2%≥首签18.2%,105.1
603301,2018,2020,2024,T2 营收7.3倍·毛利率47.0%≥首签31.4%,104.0
603986,2016,2020,2025,T2 营收3.0倍·毛利率37.1%≥首签26.7%,92.0
002641,2011,2020,2023,T2 营收3.0倍·毛利率25.6%≥首签20.3%,88.8
300676,2017,2020,2023,T2 营收4.0倍·毛利率60.1%≥首签56.9%,84.0
002614,2011,2020,2021,T2 营收3.7倍·毛利率34.4%≥首签19.0%,79.3
300347,2014,2020,2024,T2 营收5.1倍·毛利率47.4%≥首签47.3%,73.8
600702,2007,2020,2025,T2 营收3.0倍·毛利率75.9%≥首签41.3%,70.9
603313,2016,2020,2020,T2 营收3.8倍·毛利率33.9%≥首签33.6%,65.3
601975,2019,2020,2025,T1 滚动三年ROE中位20.8%(首签年12.9%),64.8
600846,2017,2020,2025,T1 滚动三年ROE中位20.1%(首签年9.9%),63.5
300482,2016,2020,2024,T2 营收5.1倍·毛利率69.0%≥首签68.5%,56.8
300418,2015,2020,2023,T2 营收3.0倍·毛利率71.8%≥首签61.0%,54.2
002838,2018,2020,2024,T2 营收3.2倍·毛利率27.8%≥首签17.5%,53.0
603678,2015,2020,2025,T2 营收3.4倍·毛利率31.8%≥首签28.3%,47.3
002414,2015,2020,2025,T2 营收5.3倍·毛利率59.2%≥首签45.4%,46.2
603707,2017,2020,2025,T1 滚动三年ROE中位22.5%(首签年19.1%),39.9
603505,2018,2020,2025,T1 滚动三年ROE中位23.6%(首签年12.3%),38.9
000911,2007,2020,2010,T1 滚动三年ROE中位47.2%(首签年11.8%),38.8
601222,2011,2020,2019,T2 营收3.4倍·毛利率35.2%≥首签27.9%,35.9
300552,2019,2020,2021,T1 滚动三年ROE中位32.4%(首签年5.1%),33.5
300529,2016,2020,2025,T2 营收3.6倍·毛利率85.2%≥首签83.9%,26.8
300702,2018,2020,2020,T1 滚动三年ROE中位28.5%(首签年12.6%),25.9
603267,2019,2020,2025,T1 滚动三年ROE中位20.8%(首签年16.6%),25.0
300206,2014,2020,2025,T2 营收4.4倍·毛利率59.4%≥首签54.9%,23.2
603360,2018,2020,2025,T1 滚动三年ROE中位20.7%(首签年19.5%),17.2
300659,2019,2020,2021,T1 滚动三年ROE中位22.9%(首签年16.6%),12.7
300559,2019,2020,2023,T1 滚动三年ROE中位20.5%(首签年17.7%),6.0
601919,2007,2021,2025,T2 营收3.4倍·毛利率42.3%≥首签26.4%,3910.6
000906,2010,2021,2025,T1 滚动三年ROE中位21.7%(首签年4.9%),2355.0
600248,2012,2021,2025,T1 滚动三年ROE中位23.8%(首签年18.5%),1893.7
000100,2004,2021,2025,T2 营收4.1倍·毛利率19.9%≥首签18.5%,1842.1
600459,2016,2021,2025,T2 营收3.5倍·毛利率3.2%≥首签2.5%,556.8
600623,2011,2021,2025,T2 营收3.7倍·毛利率17.4%≥首签12.0%,496.9
002648,2011,2021,2025,T2 营收8.8倍·毛利率31.7%≥首签29.9%,460.7
600711,2016,2021,2025,T2 营收3.2倍·毛利率9.7%≥首签6.9%,452.4
600295,2010,2021,2025,T2 营收3.1倍·毛利率35.4%≥首签32.9%,364.7
601666,2006,2021,2025,T2 营收3.6倍·毛利率27.6%≥首签27.2%,360.4
601677,2011,2021,2025,T2 营收3.7倍·毛利率12.8%≥首签9.2%,351.4
002080,2008,2021,2025,T2 营收18.8倍·毛利率30.0%≥首签28.7%,302.0
300772,2019,2021,2025,T2 营收3.2倍·毛利率17.4%≥首签17.1%,294.0
603260,2017,2021,2024,T2 营收3.1倍·毛利率52.8%≥首签38.7%,266.9
603128,2012,2021,2025,T2 营收3.3倍·毛利率10.0%≥首签5.9%,246.7
603939,2015,2021,2025,T2 营收5.4倍·毛利率40.3%≥首签39.2%,244.3
600595,2006,2021,2025,T2 营收5.1倍·毛利率21.4%≥首签16.3%,230.7
300769,2019,2021,2022,T2 营收4.7倍·毛利率28.8%≥首签21.3%,225.6
002539,2011,2021,2025,T2 营收4.6倍·毛利率18.5%≥首签16.5%,217.7
603368,2014,2021,2025,T2 营收3.0倍·毛利率11.4%≥首签8.9%,211.8
000012,2007,2021,2025,T2 营收3.3倍·毛利率34.9%≥首签30.5%,181.9
002185,2010,2021,2025,T2 营收10.4倍·毛利率24.6%≥首签23.1%,172.1
600885,2012,2021,2025,T2 营收3.3倍·毛利率34.6%≥首签32.5%,172.0
603882,2017,2021,2023,T1 滚动三年ROE中位44.2%(首签年16.8%)｜T2 营收3.1倍·毛利率47.3%≥首签41.0%,154.8
002850,2017,2021,2025,T2 营收3.1倍·毛利率26.2%≥首签23.6%,152.1
600075,2007,2021,2024,T2 营收3.0倍·毛利率26.6%≥首签24.8%,142.6
002164,2017,2021,2017,T1 滚动三年ROE中位42.0%(首签年1.1%),128.7
601918,2007,2021,2025,T2 营收3.4倍·毛利率44.9%≥首签34.4%,128.4
000739,2014,2021,2025,T1 滚动三年ROE中位20.2%(首签年10.7%),120.2
002281,2011,2021,2025,T2 营收3.1倍·毛利率24.2%≥首签21.0%,119.3
002932,2020,2021,2023,T1 滚动三年ROE中位55.8%(首签年15.6%),105.3
600748,2004,2021,2021,T2 营收16.8倍·毛利率49.1%≥首签48.8%,100.6
002274,2008,2021,2024,T2 营收3.2倍·毛利率27.3%≥首签17.3%,94.1
002791,2016,2021,2024,T1 滚动三年ROE中位20.2%(首签年16.6%),88.1
002130,2015,2021,2025,T2 营收3.3倍·毛利率32.5%≥首签30.6%,84.5
600995,2008,2021,2025,T2 营收8.0倍·毛利率35.5%≥首签30.6%,82.6
300638,2018,2021,2025,T2 营收3.3倍·毛利率24.1%≥首签23.2%,81.9
002382,2018,2021,2021,T2 营收3.1倍·毛利率47.0%≥首签40.6%,81.1
002049,2015,2021,2025,T2 营收4.3倍·毛利率59.5%≥首签41.2%,75.8
300363,2015,2021,2025,T2 营收3.0倍·毛利率41.4%≥首签32.6%,70.3
002245,2013,2021,2024,T2 营收4.5倍·毛利率20.4%≥首签13.8%,67.6
688289,2020,2021,2025,T1 滚动三年ROE中位39.0%(首签年7.3%),64.5
300639,2018,2021,2023,T1 滚动三年ROE中位20.7%(首签年11.8%),56.0
603456,2014,2021,2025,T2 营收3.2倍·毛利率33.3%≥首签28.0%,55.2
601016,2014,2021,2025,T2 营收3.4倍·毛利率59.1%≥首签51.8%,52.4
300142,2012,2021,2025,T2 营收6.4倍·毛利率88.6%≥首签88.1%,50.9
002191,2007,2021,2021,T2 营收3.5倍·毛利率32.2%≥首签27.3%,50.7
300782,2019,2021,2024,T2 营收3.1倍·毛利率57.7%≥首签52.5%,46.3
300850,2020,2021,2025,T1 滚动三年ROE中位23.1%(首签年16.9%),46.3
002832,2016,2021,2025,T2 营收3.2倍·毛利率76.7%≥首签62.3%,43.1
002605,2018,2021,2025,T1 滚动三年ROE中位25.6%(首签年8.3%),43.1
603010,2016,2021,2022,T1 滚动三年ROE中位27.9%(首签年15.2%)｜T2 营收3.4倍·毛利率32.7%≥首签25.1%,41.1
300463,2015,2021,2024,T2 营收3.7倍·毛利率57.9%≥首签57.0%,39.8
300661,2017,2021,2025,T2 营收4.2倍·毛利率55.5%≥首签43.4%,39.0
300705,2017,2021,2025,T2 营收3.0倍·毛利率78.5%≥首签51.9%,31.1
002901,2017,2021,2025,T2 营收3.4倍·毛利率84.4%≥首签83.1%,26.0
002287,2010,2021,2025,T2 营收3.4倍·毛利率85.0%≥首签74.0%,24.2
