effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2005-04-30,2016-04-30,2005,000022,深赤湾A,,
2024-04-30,,2024,000063,中兴通讯,,
2014-04-30,2015-03-10,2014,000333,美的集团,,
2015-03-10,2015-03-25,2015,000333,美的集团,,
2015-03-25,2015-03-31,2015,000333,美的集团,,
2015-03-31,2015-04-30,2015,000333,美的集团,,
2015-04-30,2016-03-17,2015,000333,美的集团,,
2016-03-17,2016-03-24,2016,000333,美的集团,,
2016-03-24,2016-03-30,2016,000333,美的集团,,
2016-03-30,2016-03-31,2016,000333,美的集团,,
2016-03-31,2016-04-08,2016,000333,美的集团,,
2016-04-08,2016-04-30,2016,000333,美的集团,,
2016-04-30,2017-03-15,2016,000333,美的集团,,
2017-03-15,2017-03-20,2017,000333,美的集团,,
2017-03-20,2017-03-27,2017,000333,美的集团,,
2017-03-27,2017-03-30,2017,000333,美的集团,,
2017-03-30,2017-03-31,2017,000333,美的集团,,
2017-03-31,2017-04-12,2017,000333,美的集团,,
2017-04-12,2017-04-15,2017,000333,美的集团,,
2017-04-15,2017-04-19,2017,000333,美的集团,,
2017-04-19,2017-04-20,2017,000333,美的集团,,
2017-04-20,2017-04-22,2017,000333,美的集团,,
2017-04-22,2017-04-24,2017,000333,美的集团,,
2017-04-24,2017-04-28,2017,000333,美的集团,,
2017-04-28,2017-04-30,2017,000333,美的集团,,
2017-04-30,2018-03-24,2017,000333,美的集团,,
2018-03-24,2018-04-16,2018,000333,美的集团,,
2018-04-16,2018-04-18,2018,000333,美的集团,,
2018-04-18,2018-04-19,2018,000333,美的集团,,
2018-04-19,2018-04-25,2018,000333,美的集团,,
2018-04-25,2018-04-28,2018,000333,美的集团,,
2018-04-28,2018-04-30,2018,000333,美的集团,,
2018-04-30,2019-01-17,2018,000333,美的集团,,
2019-01-17,2019-03-13,2019,000333,美的集团,,
2019-03-13,2019-03-15,2019,000333,美的集团,,
2019-03-15,2019-03-22,2019,000333,美的集团,,
2019-03-22,2019-03-23,2019,000333,美的集团,,
2019-03-23,2019-03-25,2019,000333,美的集团,,
2019-03-25,2019-03-26,2019,000333,美的集团,,
2019-03-26,2019-03-28,2019,000333,美的集团,,
2019-03-28,2019-03-29,2019,000333,美的集团,,
2019-03-29,2019-04-18,2019,000333,美的集团,,
2019-04-18,2019-04-20,2019,000333,美的集团,,
2019-04-20,2019-04-23,2019,000333,美的集团,,
2019-04-23,2019-04-25,2019,000333,美的集团,,
2019-04-25,2019-04-26,2019,000333,美的集团,,
2019-04-26,2019-04-27,2019,000333,美的集团,,
2019-04-27,2019-04-30,2019,000333,美的集团,,
2019-04-30,2020-03-21,2019,000333,美的集团,,
2020-03-21,2020-03-25,2020,000333,美的集团,,
2020-03-25,2020-03-26,2020,000333,美的集团,,
2020-03-26,2020-03-27,2020,000333,美的集团,,
2020-03-27,2020-03-28,2020,000333,美的集团,,
2020-03-28,2020-03-30,2020,000333,美的集团,,
2020-03-30,2020-03-31,2020,000333,美的集团,,
2020-03-31,2020-04-02,2020,000333,美的集团,,
2020-04-02,2020-04-10,2020,000333,美的集团,,
2020-04-10,2020-04-16,2020,000333,美的集团,,
2020-04-16,2020-04-22,2020,000333,美的集团,,
2020-04-22,2020-04-27,2020,000333,美的集团,,
2020-04-27,2020-04-29,2020,000333,美的集团,,
2020-04-29,2020-04-30,2020,000333,美的集团,,
2020-04-30,2021-04-01,2020,000333,美的集团,,
