security_code,security_name_current,year,signals,evidence,is_delisted,resolution,original_source,detected_at_utc,in_judgment_queue
400201,海投5,2017,A,年报营收0.97亿<三季报累计1.49亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400204,柏龙3,2014,A,年报营收3.36亿<三季报累计4.12亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400204,柏龙3,2015,A,年报营收3.13亿<三季报累计4.52亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400204,柏龙3,2016,A,年报营收4.18亿<三季报累计4.51亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400204,柏龙3,2017,A,年报营收5.98亿<三季报累计6.26亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400206,R爱迪1,2019,B,FY 加权ROE 22.71 与归母净利 -3.00亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400207,R鸿达1,2012,B,Q3 加权ROE -10.63 与归母净利 0.54亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400209,新海宜3,2019,A,年报营收2.65亿<三季报累计5.20亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400209,新海宜3,2021,B,FY 加权ROE -2.26 与归母净利 0.20亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400210,博天5,2021,A,年报营收11.48亿<三季报累计12.74亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400211,R星源1,2004,A,年报营收0.49亿<三季报累计0.58亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400211,R星源1,2006,A+B,年报营收3.31亿<三季报累计3.44亿；FY 加权ROE 7.98 与归母净利 -0.65亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400211,R星源1,2019,A,年报营收5.53亿<三季报累计5.69亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400215,商业城5,2023,A,年报营收1.01亿<三季报累计1.57亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400218,R新纺1,2020,B,FY 加权ROE 5.52 与归母净利 -2.37亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400218,R新纺1,2022,A,年报营收21.83亿<三季报累计26.60亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400220,同达5,1998,B,FY 加权ROE 53.34 与归母净利 -0.26亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400220,同达5,2003,B,FY 加权ROE -141.76 与归母净利 0.14亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400220,同达5,2019,A,年报营收0.03亿<三季报累计0.15亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400221,太安堂3,2022,A,年报营收6.46亿<三季报累计6.98亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400222,R园城1,2006,B,FY 加权ROE -39.32 与归母净利 0.19亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400222,R园城1,2010,A,年报营收0.84亿<三季报累计1.02亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400229,R越博1,2022,A,年报营收1.42亿<三季报累计1.46亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400242,巴安3,2017,A,年报营收9.10亿<三季报累计10.23亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400242,巴安3,2019,A,年报营收7.92亿<三季报累计9.55亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400242,巴安3,2020,A,年报营收4.29亿<三季报累计4.94亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400242,巴安3,2021,A,年报营收1.36亿<三季报累计3.23亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400243,R超华1,2023,A,年报营收6.77亿<三季报累计7.61亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400246,新纶3,2016,B,FY 加权ROE 3.42 与归母净利 -0.29亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400247,航高5,2021,A,年报营收7.19亿<三季报累计7.80亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400248,R通达1,2022,A,年报营收5.73亿<三季报累计16.58亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400251,海印5,2024,B,Q1 加权ROE 4.48 与归母净利 -0.20亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400252,R美尚1,2020,B,H1 加权ROE -3.64 与归母净利 0.40亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400258,博信3,2001,B,FY 加权ROE -30.2 与归母净利 0.12亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400259,津信科3,2004,B,FY 加权ROE 7.93 与归母净利 -0.32亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400259,津信科3,2005,A,年报营收1.52亿<三季报累计2.55亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400259,津信科3,2023,A,年报营收5.40亿<三季报累计5.71亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400261,伊立浦3,2021,A,年报营收6.15亿<三季报累计6.41亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400263,R旭蓝1,2006,B,FY 加权ROE 1.4 与归母净利 -0.05亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400263,R旭蓝1,2023,A,年报营收14.89亿<三季报累计15.26亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400264,R东方1,2023,A,年报营收52.58亿<三季报累计55.87亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400268,R产融1,2006,A,年报营收1.53亿<三季报累计4.36亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400271,龙宇5,2020,A,年报营收49.58亿<三季报累计72.30亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400271,龙宇5,2021,A,年报营收39.36亿<三季报累计53.10亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400275,R工智1,2006,B,FY 加权ROE 1.89 与归母净利 -0.12亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400277,R恒立1,1998,B,FY 加权ROE 14.75 与归母净利 -0.04亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400278,R九有1,2012,B,FY 加权ROE -125.98 与归母净利 6.14亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400278,R九有1,2014,B,Q1 加权ROE -1.8 与归母净利 0.06亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400278,R九有1,2020,B,FY 加权ROE -221.22 与归母净利 0.20亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400278,R九有1,2024,B,H1 加权ROE -143.57 与归母净利 0.11亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400279,中程3,2020,A,年报营收2.89亿<三季报累计5.44亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400280,锦州港A3,2018,A,年报营收38.01亿<三季报累计43.63亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400280,锦州港A3,2019,A,年报营收30.85亿<三季报累计57.20亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400282,R紫天1,2023,A,年报营收21.88亿<三季报累计22.90亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400283,高鸿3,2017,B,FY 加权ROE 5.66 与归母净利 -1.27亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400283,高鸿3,2018,A,年报营收70.21亿<三季报累计80.82亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400283,高鸿3,2019,A,年报营收57.76亿<三季报累计75.49亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400284,R元成1,2022,A,年报营收2.94亿<三季报累计3.36亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400284,R元成1,2023,A,年报营收2.74亿<三季报累计2.83亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400285,R广道1,2022,B,FY 加权ROE -11.01 与归母净利 0.63亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400285,R广道1,2023,A,年报营收0.05亿<三季报累计2.11亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400285,R广道1,2024,A,年报营收0.52亿<三季报累计1.15亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400291,立方3,2022,A,年报营收3.75亿<三季报累计3.90亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400292,精伦5,2025,A,年报营收1.10亿<三季报累计2.29亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
400293,万方3,2014,B,H1 加权ROE -4.63 与归母净利 0.04亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420016,金田B3,2001,A,年报营收0.37亿<三季报累计1.68亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420016,金田B3,2016,B,H1 加权ROE -193.36 与归母净利 16.17亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420032,R石化B1,2003,A,年报营收0.00亿<三季报累计3.80亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420058,R深实B1,2004,A,年报营收0.18亿<三季报累计0.32亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420058,R深实B1,2005,A,年报营收0.00亿<三季报累计0.02亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420073,上普B5,2007,A,年报营收4.97亿<三季报累计6.19亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420079,神州城B3,2010,B,Q1 加权ROE 2.8 与归母净利 -0.04亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420079,神州城B3,2021,A,年报营收0.20亿<三季报累计0.75亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420079,神州城B3,2022,A,年报营收-0.01亿<三季报累计0.00亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420085,东沣B5,2003,A,年报营收5.24亿<三季报累计5.63亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420085,东沣B5,2014,A,年报营收3.23亿<三季报累计3.41亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420153,海创B3,2009,B,Q3 加权ROE -2.74 与归母净利 0.19亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420273,凌云B5,2002,A,年报营收0.83亿<三季报累计3.74亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420273,凌云B5,2003,A,年报营收1.61亿<三季报累计1.84亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420280,锦州港B3,2018,A,年报营收38.01亿<三季报累计43.63亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
420280,锦州港B3,2019,A,年报营收30.85亿<三季报累计57.20亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430066,南北天地,2025,B,FY 加权ROE -1695.5 与归母净利 0.11亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430077,ST道隆,2017,B,Q1 加权ROE 18.83 与归母净利 -0.08亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430091,智感科技,2014,B,FY 加权ROE 4.68 与归母净利 -0.06亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430140,新眼光,2019,A,年报营收2.08亿<三季报累计2.15亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430140,新眼光,2021,A,年报营收1.45亿<三季报累计2.03亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430144,煦联得,2016,B,FY 加权ROE 3.16 与归母净利 -0.03亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430148,ST科能腾,2025,B,H1 加权ROE 18.15 与归母净利 -0.59亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430239,ST信诺达,2022,B,FY 加权ROE -50.78 与归母净利 0.05亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430576,ST泰信,2020,B,FY 加权ROE 54.01 与归母净利 -0.01亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430576,ST泰信,2023,B,FY 加权ROE 780.73 与归母净利 -0.01亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430635,展唐科技,2019,B,Q3 加权ROE 1.54 与归母净利 -0.03亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430635,展唐科技,2022,B,FY 加权ROE -9.67 与归母净利 0.02亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430686,华盛控股,2022,B,FY 加权ROE -83.34 与归母净利 0.80亿 符号矛盾,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430719,九鼎集团,2020,A,年报营收12.08亿<三季报累计14.82亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
430719,九鼎集团,2021,A,年报营收13.32亿<三季报累计23.73亿,N,out_of_universe,,2026-08-11T16:35:39+00:00,N
600015,华夏银行,2005,A,年报营收76.31亿<三季报累计99.56亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600016,民生银行,2005,A,年报营收128.26亿<三季报累计172.47亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600019,宝钢股份,2015,B,FY 加权ROE -4.52 与归母净利 9.44亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600027,华电国际,2022,B,FY 加权ROE -2.07 与归母净利 1.16亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600054,黄山旅游,2002,B,FY 加权ROE -1.33 与归母净利 0.26亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600057,厦门象屿,2006,B,FY 加权ROE 3.87 与归母净利 -1.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600074,退市保千,2017,A,年报营收28.46亿<三季报累计29.61亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600076,康欣新材,2011,B,Q3 加权ROE 29.4 与归母净利 -0.14亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600077,*ST宋都,2009,B,FY 加权ROE 18.94 与归母净利 -0.26亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600077,*ST宋都,2011,B,Q3 加权ROE -3.69 与归母净利 1.00亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600083,*ST博信,2001,B,FY 加权ROE -30.2 与归母净利 0.12亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600086,退市金钰,2003,A,年报营收0.38亿<三季报累计0.59亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600086,退市金钰,2004,A,年报营收0.33亿<三季报累计0.76亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600090,退市济堂,2003,A,年报营收4.84亿<三季报累计5.68亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600090,退市济堂,2019,A,年报营收45.00亿<三季报累计81.61亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600090,退市济堂,2020,A,年报营收8.94亿<三季报累计26.35亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600093,退市易见,2004,B,FY 加权ROE 1.15 与归母净利 -0.07亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2015,A,年报营收8.30亿<三季报累计17.03亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2016,A+B,年报营收42.59亿<三季报累计110.85亿；FY 加权ROE 10.22 与归母净利 -4.61亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2017,A+B,年报营收39.59亿<三季报累计101.21亿；FY 加权ROE 12.66 与归母净利 -6.35亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2018,A+B,年报营收40.36亿<三季报累计124.01亿；FY 加权ROE 11.78 与归母净利 -13.52亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2019,A,年报营收43.59亿<三季报累计99.23亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600093,退市易见,2020,A,年报营收13.76亿<三季报累计72.27亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600094,大名城,2011,B,Q1 加权ROE -6.1 与归母净利 0.10亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600097,开创国际,2000,B,FY 加权ROE -45.1942 与归母净利 0.01亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600108,亚盛集团,2004,A,年报营收6.69亿<三季报累计8.74亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600109,国金证券,2006,B,FY 加权ROE -12.257 与归母净利 0.75亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600117,西宁特钢,2013,B,FY 加权ROE -2.49 与归母净利 0.91亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600120,浙江东方,2024,A,年报营收15.73亿<三季报累计75.10亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600120,浙江东方,2025,A,年报营收16.31亿<三季报累计59.88亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600129,太极集团,2012,B,Q1 加权ROE 2.91 与归母净利 -0.13亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600136,ST明诚,2002,A,年报营收1.10亿<三季报累计1.20亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600136,ST明诚,2006,B,FY 加权ROE -30.06 与归母净利 0.33亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600136,ST明诚,2021,A,年报营收14.55亿<三季报累计15.10亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600136,ST明诚,2022,A,年报营收7.41亿<三季报累计8.66亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600137,浪莎股份,1998,B,FY 加权ROE 8.84 与归母净利 -0.05亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600137,浪莎股份,2007,B,FY 加权ROE -334.77 与归母净利 2.99亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600139,*ST西源,2018,A,年报营收1.83亿<三季报累计2.10亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600145,退市新亿,2008,A,年报营收2.25亿<三季报累计2.61亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600145,退市新亿,2016,B,Q1 加权ROE 3.97 与归母净利 -0.02亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600145,退市新亿,2018,A,年报营收0.13亿<三季报累计0.16亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600145,退市新亿,2020,A,年报营收0.03亿<三季报累计0.10亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600146,退市环球,2006,A,年报营收0.88亿<三季报累计0.93亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600149,廊坊发展,2007,A+B,年报营收0.25亿<三季报累计0.71亿；FY 加权ROE -1.73 与归母净利 0.07亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600155,华创云信,2005,B,FY 加权ROE 4.473 与归母净利 -2.98亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600159,大龙地产,2003,A,年报营收0.16亿<三季报累计0.33亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600179,安通控股,2014,B,FY 加权ROE 25.05 与归母净利 -3.06亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600179,安通控股,2020,B,FY 加权ROE -275.38 与归母净利 12.93亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600180,*ST瑞茂,2006,A,年报营收6.13亿<三季报累计6.61亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600185,珠免集团,2007,B,FY 加权ROE 57.82 与归母净利 -0.66亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600185,珠免集团,2024,B,Q1 加权ROE -1.63 与归母净利 0.21亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600186,莲花控股,2008,B,FY 加权ROE -24.04 与归母净利 0.12亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600186,莲花控股,2011,B,FY 加权ROE 1.34 与归母净利 -4.59亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600187,*ST国中,2007,B,H1 加权ROE -408.8 与归母净利 4.21亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600189,泉阳泉,2021,B,Q1 加权ROE 1.06 与归母净利 -0.16亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600190,退市锦港,2018,A,年报营收38.01亿<三季报累计43.63亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600190,退市锦港,2019,A,年报营收30.85亿<三季报累计57.20亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600191,华资实业,2005,A,年报营收6.56亿<三季报累计7.13亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600193,退市创兴,2005,B,H1 加权ROE 2.51 与归母净利 -0.04亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600193,退市创兴,2017,A+B,年报营收0.25亿<三季报累计0.26亿；FY 加权ROE 14.61 与归母净利 -0.78亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600193,退市创兴,2024,A,年报营收0.22亿<三季报累计0.46亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600199,金种子酒,2024,B,Q1 加权ROE -1.63 与归母净利 0.18亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600203,福日电子,2002,B,H1 加权ROE 2.04 与归母净利 -0.04亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600217,中再资环,2010,B,FY 加权ROE -4.3876 与归母净利 3.02亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600217,中再资环,2013,B,FY 加权ROE 35.49 与归母净利 -1.17亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600219,南山铝业,2006,A,年报营收23.35亿<三季报累计33.91亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600221,海航控股,2021,B,FY 加权ROE -17.16 与归母净利 47.21亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600221,海航控股,2022,B,FY 加权ROE 3039.37 与归母净利 -202.47亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600225,退市卓朗,2004,B,FY 加权ROE 7.93 与归母净利 -0.32亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600225,退市卓朗,2005,A,年报营收1.52亿<三季报累计2.55亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600225,退市卓朗,2023,A,年报营收5.40亿<三季报累计5.71亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600228,返利科技,2019,B,FY 加权ROE 14.3 与归母净利 -0.06亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600228,返利科技,2020,B,Q3 加权ROE -7.18 与归母净利 0.83亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600234,科新发展,2023,A,年报营收0.70亿<三季报累计0.74亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600242,退市中昌,2005,A,年报营收0.06亿<三季报累计0.08亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600242,退市中昌,2019,A,年报营收22.71亿<三季报累计23.55亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600247,*ST成城,2015,B,Q1 加权ROE 40.31 与归母净利 -0.06亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600248,陕建股份,2007,B,FY 加权ROE -215.0 与归母净利 0.07亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600249,两面针,2005,B,FY 加权ROE 1.04 与归母净利 -0.34亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600250,南京商旅,2009,B,FY 加权ROE -9.77 与归母净利 0.32亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600270,外运发展,2007,A,年报营收28.54亿<三季报累计58.49亿,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600272,开开实业,2004,A,年报营收18.87亿<三季报累计20.40亿,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600286,S*ST国瓷,2016,B,FY 加权ROE -501.23 与归母净利 4.38亿 符号矛盾,Y,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,N
600287,苏豪时尚,2012,B,FY 加权ROE 2.28 与归母净利 -0.59亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600287,苏豪时尚,2014,B,FY 加权ROE 4.41 与归母净利 -0.12亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
600287,苏豪时尚,2015,B,FY 加权ROE 6.24 与归母净利 -0.44亿 符号矛盾,N,overridden,sina vFD_FinancialGuideLine,2026-08-11T16:35:39+00:00,Y
