effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2000-01-01,2099-12-31,2026,600519,贵州茅台,,
2000-01-01,2099-12-31,2026,000858,五粮液,,
2000-01-01,2099-12-31,2026,600809,山西汾酒,,
2000-01-01,2099-12-31,2026,000568,泸州老窖,,
2000-01-01,2099-12-31,2026,002304,洋河股份,,
2000-01-01,2099-12-31,2026,600132,重庆啤酒,,
2000-01-01,2099-12-31,2026,600600,青岛啤酒,,
2000-01-01,2099-12-31,2026,000423,东阿阿胶,,
2000-01-01,2099-12-31,2026,000538,云南白药,,
2000-01-01,2099-12-31,2026,000999,华润三九,,
2000-01-01,2099-12-31,2026,600085,同仁堂,,
2000-01-01,2099-12-31,2026,600436,片仔癀,,
2000-01-01,2099-12-31,2026,600285,羚锐制药,,
2000-01-01,2099-12-31,2026,600750,华润江中,,
2000-01-01,2099-12-31,2026,600993,马应龙,,
2000-01-01,2099-12-31,2026,000333,美的集团,,
2000-01-01,2099-12-31,2026,000651,格力电器,,
2000-01-01,2099-12-31,2026,002032,苏泊尔,,
2000-01-01,2099-12-31,2026,600690,海尔智家,,
2000-01-01,2099-12-31,2026,000895,双汇发展,,
2000-01-01,2099-12-31,2026,600887,伊利股份,,
2000-01-01,2099-12-31,2026,603288,海天味业,,
2000-01-01,2099-12-31,2026,603156,养元饮品,,
2000-01-01,2099-12-31,2026,603195,公牛集团,,
2000-01-01,2099-12-31,2026,603031,安孚科技,,
2000-01-01,2099-12-31,2026,300146,汤臣倍健,,
2000-01-01,2099-12-31,2026,301498,乖宝宠物,,
2000-01-01,2099-12-31,2026,300866,安克创新,,
2000-01-01,2099-12-31,2026,603129,春风动力,,
2000-01-01,2099-12-31,2026,605499,东鹏饮料,,
2000-01-01,2099-12-31,2026,689009,九号公司,,
2000-01-01,2099-12-31,2026,603529,爱玛科技,,
2000-01-01,2099-12-31,2026,002372,伟星新材,,
2000-01-01,2099-12-31,2026,601899,紫金矿业,,
2000-01-01,2099-12-31,2026,600900,长江电力,,
2000-01-01,2099-12-31,2026,601088,中国神华,,
2000-01-01,2099-12-31,2026,600938,中国海油,,
2000-01-01,2099-12-31,2026,603993,洛阳钼业,,
2000-01-01,2099-12-31,2026,000408,藏格矿业,,
2000-01-01,2099-12-31,2026,000792,盐湖股份,,
2000-01-01,2099-12-31,2026,000960,锡业股份,,
2000-01-01,2099-12-31,2026,002460,赣锋锂业,,
2000-01-01,2099-12-31,2026,002466,天齐锂业,,
