effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2003-04-30,2004-04-30,2003,000778,新兴铸管,,1
2003-04-30,2004-04-30,2003,600000,浦发银行,,2
2003-04-30,2004-04-30,2003,600006,东风股份,,3
2003-04-30,2004-04-30,2003,600009,上海机场,,4
2003-04-30,2004-04-30,2003,600016,民生银行,,5
2003-04-30,2004-04-30,2003,600036,招商银行,,6
2003-04-30,2004-04-30,2003,600085,同仁堂,,7
2003-04-30,2004-04-30,2003,600188,兖矿能源,,8
2003-04-30,2004-04-30,2003,600276,恒瑞医药,,9
2003-04-30,2004-04-30,2003,600519,贵州茅台,,10
2003-04-30,2004-04-30,2003,600717,天津港,,11
2004-04-30,2005-04-30,2004,000778,新兴铸管,,1
2004-04-30,2005-04-30,2004,600000,浦发银行,,2
2004-04-30,2005-04-30,2004,600006,东风股份,,3
2004-04-30,2005-04-30,2004,600009,上海机场,,4
2004-04-30,2005-04-30,2004,600016,民生银行,,5
2004-04-30,2005-04-30,2004,600028,中国石化,,6
2004-04-30,2005-04-30,2004,600036,招商银行,,7
2004-04-30,2005-04-30,2004,600085,同仁堂,,8
2004-04-30,2005-04-30,2004,600188,兖矿能源,,9
2004-04-30,2005-04-30,2004,600276,恒瑞医药,,10
2004-04-30,2005-04-30,2004,600519,贵州茅台,,11
2004-04-30,2005-04-30,2004,600585,海螺水泥,,12
2004-04-30,2005-04-30,2004,600660,福耀玻璃,,13
2004-04-30,2005-04-30,2004,600717,天津港,,14
2005-04-30,2006-04-30,2005,000778,新兴铸管,,1
2005-04-30,2006-04-30,2005,000792,盐湖股份,,2
2005-04-30,2006-04-30,2005,000933,神火股份,,3
2005-04-30,2006-04-30,2005,600000,浦发银行,,4
2005-04-30,2006-04-30,2005,600006,东风股份,,5
2005-04-30,2006-04-30,2005,600009,上海机场,,6
2005-04-30,2006-04-30,2005,600016,民生银行,,7
2005-04-30,2006-04-30,2005,600028,中国石化,,8
2005-04-30,2006-04-30,2005,600036,招商银行,,9
2005-04-30,2006-04-30,2005,600085,同仁堂,,10
2005-04-30,2006-04-30,2005,600188,兖矿能源,,11
2005-04-30,2006-04-30,2005,600276,恒瑞医药,,12
2005-04-30,2006-04-30,2005,600519,贵州茅台,,13
2005-04-30,2006-04-30,2005,600585,海螺水泥,,14
2005-04-30,2006-04-30,2005,600660,福耀玻璃,,15
2005-04-30,2006-04-30,2005,600717,天津港,,16
2006-04-30,2007-04-30,2006,000778,新兴铸管,,1
2006-04-30,2007-04-30,2006,000792,盐湖股份,,2
2006-04-30,2007-04-30,2006,000933,神火股份,,3
2006-04-30,2007-04-30,2006,600000,浦发银行,,4
2006-04-30,2007-04-30,2006,600006,东风股份,,5
2006-04-30,2007-04-30,2006,600009,上海机场,,6
2006-04-30,2007-04-30,2006,600015,华夏银行,,7
2006-04-30,2007-04-30,2006,600016,民生银行,,8
2006-04-30,2007-04-30,2006,600028,中国石化,,9
2006-04-30,2007-04-30,2006,600036,招商银行,,10
2006-04-30,2007-04-30,2006,600085,同仁堂,,11
2006-04-30,2007-04-30,2006,600188,兖矿能源,,12
2006-04-30,2007-04-30,2006,600276,恒瑞医药,,13
2006-04-30,2007-04-30,2006,600519,贵州茅台,,14
2006-04-30,2007-04-30,2006,600585,海螺水泥,,15
2006-04-30,2007-04-30,2006,600660,福耀玻璃,,16
2006-04-30,2007-04-30,2006,600900,长江电力,,17
2007-04-30,2008-04-30,2007,000778,新兴铸管,,1
2007-04-30,2008-04-30,2007,000792,盐湖股份,,2
2007-04-30,2008-04-30,2007,000933,神火股份,,3
2007-04-30,2008-04-30,2007,600000,浦发银行,,4
2007-04-30,2008-04-30,2007,600009,上海机场,,5
2007-04-30,2008-04-30,2007,600015,华夏银行,,6
2007-04-30,2008-04-30,2007,600016,民生银行,,7
2007-04-30,2008-04-30,2007,600028,中国石化,,8
2007-04-30,2008-04-30,2007,600036,招商银行,,9
2007-04-30,2008-04-30,2007,600085,同仁堂,,10
2007-04-30,2008-04-30,2007,600188,兖矿能源,,11
2007-04-30,2008-04-30,2007,600276,恒瑞医药,,12
2007-04-30,2008-04-30,2007,600519,贵州茅台,,13
2007-04-30,2008-04-30,2007,600585,海螺水泥,,14
2007-04-30,2008-04-30,2007,600660,福耀玻璃,,15
2007-04-30,2008-04-30,2007,600900,长江电力,,16
2007-04-30,2008-04-30,2007,601988,中国银行,,17
2008-04-30,2009-04-30,2008,000778,新兴铸管,,1
2008-04-30,2009-04-30,2008,000792,盐湖股份,,2
2008-04-30,2009-04-30,2008,000933,神火股份,,3
2008-04-30,2009-04-30,2008,002142,宁波银行,,4
2008-04-30,2009-04-30,2008,600000,浦发银行,,5
2008-04-30,2009-04-30,2008,600009,上海机场,,6
2008-04-30,2009-04-30,2008,600015,华夏银行,,7
2008-04-30,2009-04-30,2008,600016,民生银行,,8
2008-04-30,2009-04-30,2008,600028,中国石化,,9
2008-04-30,2009-04-30,2008,600036,招商银行,,10
2008-04-30,2009-04-30,2008,600188,兖矿能源,,11
2008-04-30,2009-04-30,2008,600276,恒瑞医药,,12
2008-04-30,2009-04-30,2008,600519,贵州茅台,,13
2008-04-30,2009-04-30,2008,600585,海螺水泥,,14
2008-04-30,2009-04-30,2008,600660,福耀玻璃,,15
