effective_from,effective_to,screen_year,security_code,security_name,avg_roe_3y,rank
2009-04-30,2010-04-30,2009,000022,,,1
2009-04-30,2010-04-30,2009,000423,东阿阿胶,,2
2009-04-30,2010-04-30,2009,000538,云南白药,,3
2009-04-30,2010-04-30,2009,000568,泸州老窖,,4
2009-04-30,2010-04-30,2009,000651,格力电器,,5
2009-04-30,2010-04-30,2009,000858,五 粮 液,,6
2009-04-30,2010-04-30,2009,000869,张  裕Ａ,,7
2009-04-30,2010-04-30,2009,000895,双汇发展,,8
2009-04-30,2010-04-30,2009,001872,招商港口,,9
2009-04-30,2010-04-30,2009,002024,ST易购,,10
2009-04-30,2010-04-30,2009,002128,电投能源,,11
2009-04-30,2010-04-30,2009,002294,信立泰,,12
2009-04-30,2010-04-30,2009,600031,三一重工,,13
2009-04-30,2010-04-30,2009,600161,天坛生物,,14
2009-04-30,2010-04-30,2009,600309,万华化学,,15
2009-04-30,2010-04-30,2009,600406,国电南瑞,,16
2009-04-30,2010-04-30,2009,600415,小商品城,,17
2009-04-30,2010-04-30,2009,600570,恒生电子,,18
2009-04-30,2010-04-30,2009,600588,用友网络,,19
2009-04-30,2010-04-30,2009,600809,山西汾酒,,20
2009-04-30,2010-04-30,2009,600993,马应龙,,21
2010-04-30,2011-04-30,2010,000022,,,1
2010-04-30,2011-04-30,2010,000423,东阿阿胶,,2
2010-04-30,2011-04-30,2010,000538,云南白药,,3
2010-04-30,2011-04-30,2010,000568,泸州老窖,,4
2010-04-30,2011-04-30,2010,000651,格力电器,,5
2010-04-30,2011-04-30,2010,000661,长春高新,,6
2010-04-30,2011-04-30,2010,000858,五 粮 液,,7
2010-04-30,2011-04-30,2010,000869,张  裕Ａ,,8
2010-04-30,2011-04-30,2010,000895,双汇发展,,9
2010-04-30,2011-04-30,2010,000963,华东医药,,10
2010-04-30,2011-04-30,2010,000999,华润三九,,11
2010-04-30,2011-04-30,2010,001872,招商港口,,12
2010-04-30,2011-04-30,2010,002024,ST易购,,13
2010-04-30,2011-04-30,2010,002128,电投能源,,14
2010-04-30,2011-04-30,2010,002294,信立泰,,15
2010-04-30,2011-04-30,2010,600031,三一重工,,16
2010-04-30,2011-04-30,2010,600161,天坛生物,,17
2010-04-30,2011-04-30,2010,600309,万华化学,,18
2010-04-30,2011-04-30,2010,600406,国电南瑞,,19
2010-04-30,2011-04-30,2010,600415,小商品城,,20
2010-04-30,2011-04-30,2010,600570,恒生电子,,21
2010-04-30,2011-04-30,2010,600588,用友网络,,22
2010-04-30,2011-04-30,2010,600809,山西汾酒,,23
2010-04-30,2011-04-30,2010,600993,马应龙,,24
2011-04-30,2012-04-30,2011,000022,,,1
2011-04-30,2012-04-30,2011,000423,东阿阿胶,,2
2011-04-30,2012-04-30,2011,000513,丽珠集团,,3
2011-04-30,2012-04-30,2011,000538,云南白药,,4
2011-04-30,2012-04-30,2011,000568,泸州老窖,,5
2011-04-30,2012-04-30,2011,000651,格力电器,,6
2011-04-30,2012-04-30,2011,000661,长春高新,,7
2011-04-30,2012-04-30,2011,000858,五 粮 液,,8
2011-04-30,2012-04-30,2011,000869,张  裕Ａ,,9
2011-04-30,2012-04-30,2011,000895,双汇发展,,10
2011-04-30,2012-04-30,2011,000915,华特达因,,11
2011-04-30,2012-04-30,2011,000963,华东医药,,12
2011-04-30,2012-04-30,2011,000999,华润三九,,13
2011-04-30,2012-04-30,2011,001872,招商港口,,14
2011-04-30,2012-04-30,2011,002024,ST易购,,15
2011-04-30,2012-04-30,2011,002038,双鹭药业,,16
2011-04-30,2012-04-30,2011,002128,电投能源,,17
2011-04-30,2012-04-30,2011,002294,信立泰,,18
2011-04-30,2012-04-30,2011,600031,三一重工,,19
2011-04-30,2012-04-30,2011,600161,天坛生物,,20
2011-04-30,2012-04-30,2011,600309,万华化学,,21
2011-04-30,2012-04-30,2011,600406,国电南瑞,,22
2011-04-30,2012-04-30,2011,600415,小商品城,,23
2011-04-30,2012-04-30,2011,600570,恒生电子,,24
2011-04-30,2012-04-30,2011,600588,用友网络,,25
2011-04-30,2012-04-30,2011,600809,山西汾酒,,26
2011-04-30,2012-04-30,2011,600993,马应龙,,27
2011-04-30,2012-04-30,2011,601888,中国中免,,28
2012-04-30,2013-04-30,2012,000022,,,1
2012-04-30,2013-04-30,2012,000423,东阿阿胶,,2
2012-04-30,2013-04-30,2012,000513,丽珠集团,,3
2012-04-30,2013-04-30,2012,000538,云南白药,,4
2012-04-30,2013-04-30,2012,000568,泸州老窖,,5
2012-04-30,2013-04-30,2012,000651,格力电器,,6
2012-04-30,2013-04-30,2012,000661,长春高新,,7
2012-04-30,2013-04-30,2012,000858,五 粮 液,,8
