signal,year,N,mean20,win20,excess20,excess_win20,days_with_signal
dry_pullback_vol_up(ma=60),2005,0,,,,,
dry_pullback_vol_up(ma=60),2006,0,,,,,
dry_pullback_vol_up(ma=60),2007,0,,,,,
dry_pullback_vol_up(ma=60),2008,5,0.15810367465019226,0.8,-0.044516224414110184,0.0,5
dry_pullback_vol_up(ma=60),2009,375,0.13891279697418213,0.7946666666666666,-0.004803497809916735,0.3626666666666667,107
dry_pullback_vol_up(ma=60),2010,343,-0.007540630642324686,0.4110787172011662,-0.014554918743669987,0.33527696793002915,97
dry_pullback_vol_up(ma=60),2011,145,-0.07469017058610916,0.1724137931034483,-0.0260457843542099,0.3103448275862069,79
dry_pullback_vol_up(ma=60),2012,248,-0.013635478913784027,0.375,-0.0029505472630262375,0.4435483870967742,97
dry_pullback_vol_up(ma=60),2013,903,-0.0025501768104732037,0.4174972314507198,-0.008228447288274765,0.37652270210409744,189
dry_pullback_vol_up(ma=60),2014,648,0.02781946212053299,0.5509259259259259,0.0009287989232689142,0.41975308641975306,164
dry_pullback_vol_up(ma=60),2015,542,-0.020461851730942726,0.48154981549815495,-0.010609415359795094,0.4225092250922509,87
dry_pullback_vol_up(ma=60),2016,599,-0.004004825372248888,0.4373956594323873,-0.002925420878455043,0.41235392320534225,145
dry_pullback_vol_up(ma=60),2017,434,-0.022054297849535942,0.37557603686635943,-0.0002354483731323853,0.46543778801843316,151
dry_pullback_vol_up(ma=60),2018,202,-0.0640977993607521,0.27722772277227725,-0.02262384071946144,0.39603960396039606,100
dry_pullback_vol_up(ma=60),2019,441,0.01772868074476719,0.5260770975056689,0.007209005765616894,0.4512471655328798,149
dry_pullback_vol_up(ma=60),2020,698,0.011083983816206455,0.4484240687679083,0.007947410456836224,0.41117478510028654,171
dry_pullback_vol_up(ma=60),2021,508,0.013351119123399258,0.46062992125984253,-0.004830516409128904,0.39960629921259844,183
dry_pullback_vol_up(ma=60),2022,381,-0.028754977509379387,0.3779527559055118,-0.017200777307152748,0.3963254593175853,139
dry_pullback_vol_up(ma=60),2023,533,-0.011859292164444923,0.4146341463414634,-0.006410988513380289,0.3883677298311445,180
dry_pullback_vol_up(ma=60),2024,327,-0.013076572678983212,0.3333333333333333,0.008929022587835789,0.4648318042813456,107
dry_pullback_vol_up(ma=60),2025,598,0.030140334740281105,0.5016722408026756,0.0010905240196734667,0.3762541806020067,188
dry_pullback_vol_up(ma=60),2026,219,-0.057551439851522446,0.2557077625570776,-0.023335197940468788,0.2968036529680365,83
dry_pullback_vol_up(ma=20),2005,0,,,,,
dry_pullback_vol_up(ma=20),2006,0,,,,,
dry_pullback_vol_up(ma=20),2007,0,,,,,
dry_pullback_vol_up(ma=20),2008,23,-0.04057668522000313,0.30434782608695654,-0.03125286474823952,0.34782608695652173,14
dry_pullback_vol_up(ma=20),2009,416,0.07015813887119293,0.6850961538461539,-0.0054947067983448505,0.3894230769230769,143
dry_pullback_vol_up(ma=20),2010,257,-0.004947679582983255,0.43190661478599224,-0.009203310124576092,0.3424124513618677,94
dry_pullback_vol_up(ma=20),2011,138,-0.04985031113028526,0.2463768115942029,-0.0024629835970699787,0.42028985507246375,72
dry_pullback_vol_up(ma=20),2012,183,-0.009980335831642151,0.36065573770491804,0.0016773964744061232,0.4426229508196721,98
dry_pullback_vol_up(ma=20),2013,579,0.01663689687848091,0.4680483592400691,0.00669789919629693,0.4317789291882556,152
dry_pullback_vol_up(ma=20),2014,519,0.042017169296741486,0.6069364161849711,0.0030756110791116953,0.43545279383429675,157
dry_pullback_vol_up(ma=20),2015,371,0.057885099202394485,0.6954177897574124,-0.027675211429595947,0.3638814016172507,104
dry_pullback_vol_up(ma=20),2016,321,-0.017141757532954216,0.3925233644859813,-0.014019454829394817,0.35514018691588783,123
dry_pullback_vol_up(ma=20),2017,328,-0.023628907278180122,0.32621951219512196,-0.007512805517762899,0.4146341463414634,136
dry_pullback_vol_up(ma=20),2018,161,-0.06895436346530914,0.21739130434782608,-0.011806728318333626,0.391304347826087,87
dry_pullback_vol_up(ma=20),2019,284,-0.03908051922917366,0.3767605633802817,-0.010549375787377357,0.44014084507042256,116
dry_pullback_vol_up(ma=20),2020,299,0.01441245898604393,0.4983277591973244,-0.0031692557968199253,0.411371237458194,133
dry_pullback_vol_up(ma=20),2021,324,0.024268291890621185,0.4845679012345679,0.006820696406066418,0.4660493827160494,158
dry_pullback_vol_up(ma=20),2022,310,-0.0028006311040371656,0.432258064516129,-0.008856874890625477,0.42258064516129035,106
dry_pullback_vol_up(ma=20),2023,353,-0.010289540514349937,0.4164305949008499,0.007657885085791349,0.45609065155807366,149
dry_pullback_vol_up(ma=20),2024,315,-0.03144040331244469,0.33015873015873015,-0.019111135974526405,0.39365079365079364,112
dry_pullback_vol_up(ma=20),2025,339,0.04122548922896385,0.5722713864306784,0.00998725462704897,0.4218289085545723,144
dry_pullback_vol_up(ma=20),2026,53,-0.06607720255851746,0.22641509433962265,-0.023160919547080994,0.22641509433962265,28
any,2005,0,,,,,
any,2006,0,,,,,
any,2007,0,,,,,
any,2008,67119,-0.016341160982847214,0.43527168164007213,-6.990684475738362e-09,0.44598399856970455,126
any,2009,159365,0.07701628655195236,0.7048975621999811,8.377900040379416e-10,0.413045524425062,244
any,2010,171051,0.014858691021800041,0.5394706841819107,-5.519626089522944e-09,0.427223459669923,242
any,2011,209353,-0.021169036626815796,0.4026739526063634,2.120511322090124e-09,0.4377200231188471,244
any,2012,232940,0.009461973793804646,0.4836095131793595,-1.2036586172214925e-09,0.4298188374688761,243
any,2013,228486,0.01644550822675228,0.5268812968847106,7.679948899053102e-10,0.4091497947357825,238
any,2014,225986,0.036358680576086044,0.6154850300461091,-1.7724248457806624e-10,0.42966820953510393,245
any,2015,200877,0.04756607115268707,0.6171239116474261,9.5235925812176e-09,0.42134739168745056,244
any,2016,224969,0.009505299851298332,0.5037005098480235,5.532073021896622e-09,0.4247296294156084,244
any,2017,230122,-0.010136781260371208,0.43357871042316687,3.5847433355051805e-10,0.44246530101424464,244
any,2018,232917,-0.026863165199756622,0.36437872718607917,9.007858903231636e-10,0.4584637445957144,243
any,2019,239719,0.02039865218102932,0.5185863448454232,4.872424241852968e-09,0.416533524668466,244
any,2020,237538,0.010523051954805851,0.46071365423637484,3.854235264277861e-10,0.4119004117235979,243
any,2021,238658,0.02125992439687252,0.5118663526887848,3.0609261791880726e-09,0.4251816406741027,243
any,2022,238762,-0.0019954119343310595,0.4509092736700145,-3.762580469413024e-09,0.4319489701041204,242
any,2023,240311,-0.010733187198638916,0.40156713591970405,-6.667080776345813e-10,0.4425848171744115,242
any,2024,238702,0.011191902682185173,0.45174317768598504,1.2085633604996815e-09,0.435044532513343,242
any,2025,240016,0.032134514302015305,0.5720493633757749,2.034369561698668e-09,0.39919838677421504,243
any,2026,140248,-0.009883583523333073,0.41843020934344877,-1.8903760778954393e-09,0.412697507272831,143
