signal,H,N,days,dw_mean,dw_excess,mean,median,win,p_ge_2,p_ge_5,mean_excess,excess_win,mkt_mean,mfe_ge_2,mfe_ge_3,mfe_ge_5,mfe_ge_10,mfe_mean
"oversold_ma(ma=20,dev=-0.05)",3,2561042,5142,0.0015016337856650352,-0.0004517860943451524,0.002556013409048319,0.0028247833251953125,0.5206966539400759,0.34318570331919585,0.15672566088334358,0.0010254343505948782,0.45986477379129276,0.0015305790584534407,0.6316198641021896,0.4962929151493806,0.30007590660364025,0.09093993772847146,0.04173089936375618
"oversold_ma(ma=20,dev=-0.05)",5,2561042,5142,0.001964620081707835,-0.001552885863929987,0.004665786400437355,0.0038546323776245117,0.5239035517574487,0.3839249805352665,0.2150597295944385,0.0014505649451166391,0.4560694436092809,0.003215221455320716,0.7136536612831809,0.599006576229519,0.41201393807676717,0.16040775590560405,0.056083984673023224
"oversold_ma(ma=20,dev=-0.05)",10,2561042,5142,0.003330237464979291,-0.004229721613228321,0.009147745557129383,0.004724740982055664,0.5210754060261409,0.4231082504699259,0.2914540253537427,0.0023290168028324842,0.4527918714335806,0.006818728521466255,0.794424300733842,0.7092082050977688,0.5547183529204128,0.28867859254162953,0.08292863517999649
"oversold_ma(ma=20,dev=-0.05)",20,2561042,5142,0.009924601763486862,-0.005535983480513096,0.024328723549842834,0.01250004768371582,0.5415186474880146,0.4739867600765626,0.37456902307732554,0.004992210306227207,0.4541998920751788,0.019336514174938202,0.8484683187546319,0.789361908160819,0.676676915099401,0.4459395824043495,0.12578129768371582
"oversold_ma(ma=20,dev=-0.05)",60,2561042,5142,0.03684572875499725,-0.010604403913021088,0.050665438175201416,0.0151786208152771,0.5327499509965085,0.48935159985662086,0.42559083373095796,0.005673017352819443,0.43437436793305223,0.04499242082238197,0.8868776849423008,0.8582752645212378,0.8000575546984392,0.6585834984354024,0.25057369470596313
"oversold_ma(ma=20,dev=-0.15)",3,264758,4217,3.977129381382838e-05,-0.0014906583819538355,0.009526854380965233,0.012461066246032715,0.5670272475241541,0.45604665392547156,0.2962705565082075,0.0040002549067139626,0.4966799870070026,0.00552659947425127,0.7583982353696583,0.6631414348197222,0.4972767583982354,0.22374394730281993,0.06500318646430969
"oversold_ma(ma=20,dev=-0.15)",5,264758,4217,-0.0004258831904735416,-0.003298671916127205,0.017729343846440315,0.01781177520751953,0.5814253015961747,0.48979445380309566,0.3514228087536543,0.007363881915807724,0.5062018900278745,0.010365461930632591,0.8168402843351287,0.7420096843154881,0.6032829980586044,0.3310230474622108,0.08747982233762741
"oversold_ma(ma=20,dev=-0.15)",10,264758,4217,-0.0030948028434067965,-0.00844621378928423,0.03522198647260666,0.030334770679473877,0.5941312443816618,0.5324636082762372,0.4370783885661623,0.012992260046303272,0.5191306778265434,0.02222972735762596,0.8634564394654741,0.8129763784286027,0.7134930766964549,0.4812810188927247,0.12803557515144348
"oversold_ma(ma=20,dev=-0.15)",20,264758,4217,-0.0008567794575355947,-0.01112935971468687,0.07513211667537689,0.0656014084815979,0.6604635176274183,0.6144667960930359,0.5392736007977096,0.02339519001543522,0.532161445546499,0.05173692852258682,0.8724759969481565,0.842678974761858,0.7801652830131668,0.6219642088246625,0.19045163691043854
"oversold_ma(ma=20,dev=-0.15)",60,264758,4217,0.01187322661280632,-0.024190116673707962,0.09701734781265259,0.07121658325195312,0.6166763610542457,0.5855007214135173,0.5368714070962917,0.021927667781710625,0.4833130632502134,0.07508967816829681,0.8848835540380272,0.8706441353991192,0.8406544844726127,0.7586701818264227,0.3450348973274231
