signal,year,N,mean20,win20,excess20,excess_win20,days_with_signal
"oversold_ma(ma=20,dev=-0.05)",2005,55320,0.0135060278698802,0.5182031814895155,0.009348017163574696,0.5233911785972524,236
"oversold_ma(ma=20,dev=-0.05)",2006,24634,0.07778552174568176,0.7565153852399124,-0.002039961516857147,0.4135341398067711,240
"oversold_ma(ma=20,dev=-0.05)",2007,37855,0.0624082013964653,0.6153744551578392,0.00877274852246046,0.490291903315282,226
"oversold_ma(ma=20,dev=-0.05)",2008,106249,-0.0024652951397001743,0.4781597944451242,0.007315095979720354,0.4854633925966362,236
"oversold_ma(ma=20,dev=-0.05)",2009,33663,0.10462814569473267,0.7931556902236877,0.005468816962093115,0.4370971095861926,203
"oversold_ma(ma=20,dev=-0.05)",2010,48203,0.029472485184669495,0.5731800925253615,0.004580349661409855,0.4580627761757567,230
"oversold_ma(ma=20,dev=-0.05)",2011,84577,-0.005535229574888945,0.47350934651264526,0.005288280081003904,0.48245977038674814,243
"oversold_ma(ma=20,dev=-0.05)",2012,78074,0.04018578305840492,0.5997899428747087,0.0065451133996248245,0.47060481082050365,232
"oversold_ma(ma=20,dev=-0.05)",2013,78150,0.037481870502233505,0.604721689059501,0.0022272495552897453,0.4250031989763276,234
"oversold_ma(ma=20,dev=-0.05)",2014,59058,0.044895630329847336,0.6672085068915303,-0.0012293767649680376,0.4291543905990721,245
"oversold_ma(ma=20,dev=-0.05)",2015,78219,0.060969699174165726,0.6043672253544535,0.010626978240907192,0.4629821398892852,244
"oversold_ma(ma=20,dev=-0.05)",2016,110688,0.024813147261738777,0.5615333188782885,0.006500165909528732,0.4520273200346921,244
"oversold_ma(ma=20,dev=-0.05)",2017,104655,-0.009354173205792904,0.4610004299842339,0.0012696153717115521,0.4624432659691367,244
"oversold_ma(ma=20,dev=-0.05)",2018,174500,0.020227238535881042,0.5480630372492836,0.008913381025195122,0.49435530085959883,243
"oversold_ma(ma=20,dev=-0.05)",2019,132618,0.030576087534427643,0.5346031458776335,0.008622415363788605,0.45353571913314933,244
"oversold_ma(ma=20,dev=-0.05)",2020,158659,0.01379746850579977,0.49642314649657443,-0.0036501423455774784,0.4019563970527988,243
"oversold_ma(ma=20,dev=-0.05)",2021,162141,0.02622370421886444,0.5458273971419937,0.00016706019232515246,0.42583307121579367,243
"oversold_ma(ma=20,dev=-0.05)",2022,244451,0.018080851063132286,0.5340743134615935,0.005896017886698246,0.4551464301639183,242
"oversold_ma(ma=20,dev=-0.05)",2023,158064,-0.00023425370454788208,0.4577133313088369,0.0003955037100240588,0.43826551270371494,242
"oversold_ma(ma=20,dev=-0.05)",2024,260962,0.030860481783747673,0.5032801710593879,0.00634651118889451,0.46428981997378926,242
"oversold_ma(ma=20,dev=-0.05)",2025,169387,0.06023458018898964,0.6778442265345038,0.0049811056815087795,0.4192293387331968,243
"oversold_ma(ma=20,dev=-0.05)",2026,200915,0.00571835320442915,0.4830500460393699,0.009507999755442142,0.4701440907846602,143
"oversold_ma(ma=20,dev=-0.15)",2005,5046,0.08357344567775726,0.683115338882283,0.04083957150578499,0.6728101466508125,169
"oversold_ma(ma=20,dev=-0.15)",2006,975,0.12395364046096802,0.8215384615384616,0.011164955794811249,0.5456410256410257,131
"oversold_ma(ma=20,dev=-0.15)",2007,8038,0.09511519968509674,0.6792734511072406,0.02356702648103237,0.5293605374471262,121
"oversold_ma(ma=20,dev=-0.15)",2008,33558,0.0254062432795763,0.540199058346743,0.017055582255125046,0.5199952321354073,206
"oversold_ma(ma=20,dev=-0.15)",2009,3243,0.11975018680095673,0.8584643848288621,0.010787553153932095,0.4816527906259636,91
