security_code,security_name,report_date,notice_date,parent_netprofit,total_operate_income,basic_eps,deduct_basic_eps,bps,weightavg_roe,gross_margin,op_cashflow_ps,netprofit_yoy,revenue_yoy,netprofit_qoq,revenue_qoq,superseded_at,original_url,correction_url,reviewed_at,note
000858,五粮液,2025-03-31,2025-04-26,14860265752.48,36940356116.35,3.828,,38.166024899377,10.56,77.7423814745,4.083050694925,5.8,6.0501679287,114.6696,73.7585,2026-04-30,http://static.cninfo.com.cn/finalpage/2025-04-26/1223311586.PDF,http://static.cninfo.com.cn/finalpage/2026-04-30/1225273122.PDF,2026-09-23,公司 2026/第011号前期会计差错更正公告（2026-04-30）：2025 年部分业务收入确认调整；原列报数取原定期报告与更正公告「原列报金额」列
000858,五粮液,2025-06-30,2025-08-28,19491942398.53,52770984383.52,5.0216,5.0184,36.190261475579,13.63,76.8278154095,8.021607691573,2.28,4.1915903704,-68.8318,-57.1454,2026-04-30,http://static.cninfo.com.cn/finalpage/2025-08-28/1224596951.PDF,http://static.cninfo.com.cn/finalpage/2026-04-30/1225273122.PDF,2026-09-23,公司 2026/第011号前期会计差错更正公告（2026-04-30）：2025 年部分业务收入确认调整；原列报数取原定期报告与更正公告「原列报金额」列
000858,五粮液,2025-09-30,2025-10-31,21511276550.29,60945321083.57,5.542,,36.710492820207,15.37,74.9255159955,7.277264571939,-13.72,-10.2631222720,-56.4017,-48.3638,2026-04-30,http://static.cninfo.com.cn/finalpage/2025-10-31/1224774300.PDF,http://static.cninfo.com.cn/finalpage/2026-04-30/1225273122.PDF,2026-09-23,公司 2026/第011号前期会计差错更正公告（2026-04-30）：2025 年部分业务收入确认调整；原列报数取原定期报告与更正公告「原列报金额」列
