security_code,security_name,fiscal_year,report_date,line,line_label,statement_amount,notes_total,cash_like_amount,items,unit,status,announcement_date,title,url,extracted_at_utc
002041,登海种业,2017,2017-12-31,OTHER_CURRENT_ASSET,其他流动资产,2322552244.45,2322552244.45,2316901201.18,东登海种业股份有限公司2017年年度报告全文98项目期末余额期初余额银行理财产品:2316901201.18,1.0,ok,2018-04-20,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-04-20/1204668180.PDF,2026-09-23T16:05:45+00:00
002041,登海种业,2017,2017-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,6155140.00,6155140.00,0.00,,1.0,ok,2018-04-20,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-04-20/1204668180.PDF,2026-09-23T16:05:45+00:00
002041,登海种业,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,1835638400.00,1835638400.00,1835638400.00,单位：元项目期末余额期初余额结构性存款:1091000000.00;银行理财产品:744638400.00,1.0,ok,2019-03-22,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-03-22/1205925542.PDF,2026-09-23T16:05:45+00:00
002041,登海种业,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,5695377.00,5695377.00,0.00,,1.0,ok,2019-03-22,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-03-22/1205925542.PDF,2026-09-23T16:05:45+00:00
002041,登海种业,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,17144772.26,17144772.26,0.00,,1.0,ok,2025-04-23,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223212722.PDF,2026-09-23T16:05:45+00:00
002041,登海种业,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,74826521.15,74826521.15,0.00,,1.0,ok,2025-04-23,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223212722.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,28349863.09,28349863.09,0.00,,1.0,ok,2020-04-02,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-02/1207448766.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,92428892.29,92428892.29,0.00,,1.0,ok,2020-04-02,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-02/1207448766.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,43557829.92,43557829.92,0.00,,1.0,ok,2023-03-30,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216262395.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,591789953.38,591789953.38,515263068.50,项目年末余额年初余额期限一年以上大额存单:515263068.50,1.0,ok,2023-03-30,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-30/1216262395.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2023,2023-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,206809917.85,206809917.85,206809917.85,项目年末余额年初余额一年内到期的大额存单:206809917.85,1.0,ok,2024-04-18,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-18/1219653695.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,719728087.19,719243249.44,708876164.42,期限不超过一年的大额存单:708876164.42,1.0,ok,2024-04-18,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-18/1219653695.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,698232938.50,698232938.50,666725306.81,项目年末余额年初余额期限一年以上大额存单:666725306.81,1.0,ok,2024-04-18,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-18/1219653695.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2024,2024-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,344775454.08,344775454.08,344775454.08,项目年末余额年初余额一年内到期的大额存单:344775454.08,1.0,ok,2025-04-23,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223222891.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,370656511.32,370656511.32,356129452.05,期限不超过一年的大额存单:356129452.05,1.0,ok,2025-04-23,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223222891.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,2271868125.22,2271868125.22,2226131874.63,项目年末余额年初余额期限一年以上大额存单:2226131874.63,1.0,ok,2025-04-23,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-23/1223222891.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2025,2025-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,1077511218.85,1077511218.85,1077511218.85,项目年末余额年初余额一年内到期的大额存单:1077511218.85,1.0,ok,2026-04-21,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-21/1225133393.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2025,2025-12-31,OTHER_CURRENT_ASSET,其他流动资产,413125935.52,413125935.52,321016767.12,初始期限不超过一年的大额存单:321016767.12,1.0,ok,2026-04-21,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-21/1225133393.PDF,2026-09-23T16:05:45+00:00
002049,紫光国微,2025,2025-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1698399466.90,1698399466.90,1605975081.62,项目年末余额年初余额期限一年以上大额存单:1605975081.62,1.0,ok,2026-04-21,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-21/1225133393.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2014,2014-12-31,OTHER_CURRENT_ASSET,其他流动资产,433641799.52,433371196.50,400000000.00,单位：元项目期末余额期初余额银行理财产品:400000000.00,1.0,ok,2015-03-13,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-13/1200695450.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2014,2014-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3400000.00,3400000.00,0.00,,1.0,ok,2015-03-13,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-13/1200695450.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2015,2015-12-31,OTHER_CURRENT_ASSET,其他流动资产,493988859.97,493988859.97,456000000.00,单位：元项目期末余额期初余额银行理财产品:456000000.00,1.0,ok,2016-04-15,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-15/1202180084.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2015,2015-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3400000.00,3400000.00,0.00,,1.0,ok,2016-04-15,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-15/1202180084.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2016,2016-12-31,OTHER_CURRENT_ASSET,其他流动资产,471089106.11,344878658.62,321427000.00,单位：元项目期末余额期初余额银行理财产品:321427000.00,1.0,ok,2017-03-20,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-20/1203174269.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2016,2016-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,3400000.00,3400000.00,0.00,,1.0,ok,2017-03-20,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-03-20/1203174269.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2017,2017-12-31,OTHER_CURRENT_ASSET,其他流动资产,1646692796.53,1646692796.53,1597400000.00,单位：元项目期末余额期初余额银行理财产品:1597400000.00,1.0,ok,2018-04-16,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-04-16/1204627906.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,2097861658.08,2097861658.08,2022000000.00,单位：元项目期末余额期初余额银行理财产品:2022000000.00,1.0,ok,2019-04-03,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-03/1205988008.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,75933253.28,75933253.28,0.00,,1.0,ok,2020-04-29,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-29/1207656472.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,179238257.09,179238257.09,0.00,,1.0,ok,2020-04-29,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-29/1207656472.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,150460488.01,150460488.01,0.00,,1.0,ok,2021-03-27,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-27/1209462148.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,251509127.08,251509.00,0.00,,1.0,total_mismatch,2021-03-27,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-03-27/1209462148.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,185985696.06,185985696.06,0.00,,1.0,ok,2022-03-25,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-25/1212667588.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,328609958.16,328609.00,0.00,,1.0,total_mismatch,2022-03-25,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-03-25/1212667588.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,157025076.05,157025076.05,0.00,,1.0,ok,2023-04-29,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-29/1216687189.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,457305626.59,457305626.59,0.00,,1.0,ok,2023-04-29,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-29/1216687189.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,251073584.56,251073584.56,0.00,,1.0,ok,2024-04-30,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-30/1219912907.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,564023136.83,564023136.83,0.00,,1.0,ok,2024-04-30,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-30/1219912907.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,1720539931.75,1720539931.75,1499928200.00,中信证券本金保障型收益凭证:1099929200.00;国债逆回购:399999000.00,1.0,ok,2025-03-27,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-27/1222913178.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,311120963.93,311120963.93,0.00,,1.0,ok,2025-03-27,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-03-27/1222913178.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2025,2025-12-31,OTHER_CURRENT_ASSET,其他流动资产,1328401890.79,1328401890.79,1041536040.96,中信证券本金保障型收益凭证:651096800.00;国债逆回购:390439240.96,1.0,ok,2026-03-24,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-24/1225026522.PDF,2026-09-23T16:05:45+00:00
002050,三花智控,2025,2025-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,288184285.97,292248877.97,0.00,,1.0,ok,2026-03-24,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-24/1225026522.PDF,2026-09-23T16:05:45+00:00
002063,远光软件,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,461149296.35,461149296.35,460000000.00,国债逆回购:460000000.00,1.0,ok,2021-04-30,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-04-30/1209869243.PDF,2026-09-23T16:05:45+00:00
002063,远光软件,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,794821811.59,794821811.59,793500000.00,国债逆回购:793500000.00,1.0,ok,2022-04-22,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-22/1213028619.PDF,2026-09-23T16:05:45+00:00
002063,远光软件,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,570307637.52,570307637.52,570012000.00,国债逆回购:570012000.00,1.0,ok,2023-03-31,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-03-31/1216279556.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2011,2011-12-31,OTHER_CURRENT_ASSET,其他流动资产,138115339.14,138115339.14,0.00,,1.0,ok,2012-04-23,2011年年度报告,http://static.cninfo.com.cn/finalpage/2012-04-23/60871116.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2014,2014-12-31,OTHER_CURRENT_ASSET,其他流动资产,38883086.35,38883086.35,0.00,,1.0,ok,2015-03-27,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-27/1200747326.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2014,2014-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,202480019.00,202480019.00,0.00,,1.0,ok,2015-03-27,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-03-27/1200747326.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,64110576.64,53250750.73,0.00,,1.0,total_mismatch,2019-04-23,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-23/1206070558.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,257415637.07,257415637.07,0.00,,1.0,ok,2019-04-23,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-23/1206070558.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,137362187.04,137362187.04,0.00,,1.0,ok,2020-04-24,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-24/1207588261.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,463523385.51,463523385.51,0.00,,1.0,ok,2020-04-24,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-24/1207588261.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,130081834.18,130081834.18,0.00,,1.0,ok,2021-04-28,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-04-28/1209834245.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,640091647.44,640091647.44,0.00,,1.0,rows_mismatch,2021-04-28,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-04-28/1209834245.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,149502996.96,149502996.96,0.00,,1.0,ok,2022-04-15,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-15/1212922664.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1652567260.22,1652567260.22,0.00,,1.0,ok,2022-04-15,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-15/1212922664.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,396111768.77,396111768.77,0.00,,1.0,ok,2023-04-26,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-26/1216579436.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1563400156.59,1563400156.59,0.00,,1.0,ok,2023-04-26,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-26/1216579436.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,394294373.63,394294373.63,0.00,,1.0,ok,2024-04-26,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-26/1219821555.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1262839308.22,1262839308.22,0.00,,1.0,ok,2024-04-26,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-26/1219821555.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,480796808.01,480796808.01,0.00,,1.0,ok,2025-04-25,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-25/1223271311.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,1280438619.72,1280438619.72,0.00,,1.0,ok,2025-04-25,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-25/1223271311.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2025,2025-12-31,OTHER_CURRENT_ASSET,其他流动资产,781281341.68,648011301.34,0.00,,1.0,total_mismatch,2026-04-15,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-15/1225102909.PDF,2026-09-23T16:05:45+00:00
002128,电投能源,2025,2025-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,2698577570.88,1444977570.88,0.00,,1.0,total_mismatch,2026-04-15,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-15/1225102909.PDF,2026-09-23T16:05:45+00:00
002130,沃尔核材,2015,2015-12-31,OTHER_CURRENT_ASSET,其他流动资产,6721327.91,6721327.91,0.00,,1.0,ok,2016-04-12,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-12/1202163816.PDF,2026-09-23T16:05:45+00:00
002130,沃尔核材,2015,2015-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,61202652.42,61202652.42,0.00,,1.0,ok,2016-04-12,2015年年度报告,http://static.cninfo.com.cn/finalpage/2016-04-12/1202163816.PDF,2026-09-23T16:05:45+00:00
002130,沃尔核材,2016,2016-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,1474662.45,1474662.45,0.00,,1.0,ok,2017-04-11,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-04-11/1203275527.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2016,2016-12-31,OTHER_CURRENT_ASSET,其他流动资产,89098207.73,89098207.73,5000000.00,理财产品:5000000.00,1.0,ok,2017-04-11,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-04-11/1203275527.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2016,2016-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,20011931.36,20011931.36,0.00,,1.0,ok,2017-04-11,2016年年度报告,http://static.cninfo.com.cn/finalpage/2017-04-11/1203275527.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2017,2017-12-31,OTHER_CURRENT_ASSET,其他流动资产,118295863.28,118295863.28,0.00,,1.0,ok,2018-04-27,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-04-27/1204802996.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2017,2017-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,31445124.15,31445124.15,0.00,,1.0,ok,2018-04-27,2017年年度报告,http://static.cninfo.com.cn/finalpage/2018-04-27/1204802996.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,88776075.89,88776075.89,0.00,,1.0,ok,2019-04-30,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-30/1206162610.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,46689943.27,46689943.27,0.00,,1.0,ok,2019-04-30,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-04-30/1206162610.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,92685268.48,92685268.48,0.00,,1.0,ok,2020-04-21,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-21/1207540204.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,58031169.65,58031169.65,0.00,,1.0,ok,2020-04-21,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-04-21/1207540204.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,101998594.94,101998594.94,0.00,,1.0,ok,2021-02-09,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-02-09/1209260140.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,65461058.60,65461.00,0.00,,1.0,total_mismatch,2021-02-09,2020年年度报告,http://static.cninfo.com.cn/finalpage/2021-02-09/1209260140.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,96368027.46,96368027.46,0.00,,1.0,ok,2022-04-12,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-12/1212886183.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,83299308.68,84799308.68,0.00,,1.0,ok,2022-04-12,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-04-12/1212886183.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2022,2022-12-31,NONCURRENT_ASSET_1YEAR,一年内到期的非流动资产,28500000.00,28500000.00,0.00,,1.0,ok,2023-04-15,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-15/1216413310.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,98695588.30,98695588.30,0.00,,1.0,ok,2023-04-15,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-15/1216413310.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2022,2022-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,47849010.39,255890996.68,0.00,,1.0,total_mismatch,2023-04-15,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-04-15/1216413310.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2023,2023-12-31,OTHER_CURRENT_ASSET,其他流动资产,122110679.20,122110679.20,10000000.00,大额存单:10000000.00,1.0,ok,2024-04-23,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-23/1219737579.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2023,2023-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,39572776.32,39793261.28,0.00,,1.0,ok,2024-04-23,2023年年度报告,http://static.cninfo.com.cn/finalpage/2024-04-23/1219737579.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2024,2024-12-31,OTHER_CURRENT_ASSET,其他流动资产,148349720.93,148349720.93,0.00,,1.0,ok,2025-04-26,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320624.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2024,2024-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,112643183.15,113065080.96,0.00,,1.0,ok,2025-04-26,2024年年度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223320624.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2025,2025-12-31,OTHER_CURRENT_ASSET,其他流动资产,197141583.18,197141583.18,0.00,,1.0,ok,2026-04-01,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067232.PDF,2026-09-23T16:05:46+00:00
002130,沃尔核材,2025,2025-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,172232372.52,172704567.23,0.00,,1.0,ok,2026-04-01,2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067232.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2014,2014-12-31,OTHER_CURRENT_ASSET,其他流动资产,68512079.08,68512079.08,60000000.00,单位：元项目期末余额期初余额理财产品:60000000.00,1.0,ok,2015-02-27,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-02-27/1200653699.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2014,2014-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,17667836.97,17667836.97,0.00,,1.0,ok,2015-02-27,2014年年度报告,http://static.cninfo.com.cn/finalpage/2015-02-27/1200653699.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2018,2018-12-31,OTHER_CURRENT_ASSET,其他流动资产,37058940.39,37058940.39,0.00,,1.0,ok,2019-02-28,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-02-28/1205855624.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2018,2018-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,77012401.79,77012401.79,0.00,,1.0,ok,2019-02-28,2018年年度报告,http://static.cninfo.com.cn/finalpage/2019-02-28/1205855624.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2019,2019-12-31,OTHER_CURRENT_ASSET,其他流动资产,87427075.19,87427075.19,0.00,,1.0,ok,2020-03-17,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-03-17/1207378377.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2019,2019-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,57110609.62,57110609.62,0.00,,1.0,ok,2020-03-17,2019年年度报告,http://static.cninfo.com.cn/finalpage/2020-03-17/1207378377.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2020,2020-12-31,OTHER_CURRENT_ASSET,其他流动资产,103810953.97,103810953.97,0.00,,1.0,ok,2021-02-27,2020年年度报告（已取消）,http://static.cninfo.com.cn/finalpage/2021-02-27/1209311853.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2020,2020-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,60948354.78,60948.00,0.00,,1.0,total_mismatch,2021-02-27,2020年年度报告（已取消）,http://static.cninfo.com.cn/finalpage/2021-02-27/1209311853.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2021,2021-12-31,OTHER_CURRENT_ASSET,其他流动资产,175873911.92,175873911.92,0.00,,1.0,ok,2022-02-26,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-02-26/1212459134.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2021,2021-12-31,OTHER_NONCURRENT_ASSET,其他非流动资产,109316977.02,109316.00,0.00,,1.0,total_mismatch,2022-02-26,2021年年度报告,http://static.cninfo.com.cn/finalpage/2022-02-26/1212459134.PDF,2026-09-23T16:05:46+00:00
002138,顺络电子,2022,2022-12-31,OTHER_CURRENT_ASSET,其他流动资产,119840474.20,119840474.20,0.00,,1.0,ok,2023-02-28,2022年年度报告,http://static.cninfo.com.cn/finalpage/2023-02-28/1215991883.PDF,2026-09-23T16:05:46+00:00
