market,security_code,security_name,period,notice_date,report_currency,revenue,operating_income,pretax,income_tax,interest_expense,total_equity,parent_equity,minority_equity,interest_debt,cash_like,capex,dep_amort,cfo,shares,buybacks,dividends_paid,period_type,report_label,evidence_url,source
US,TSM,台积电,2025-12-31,2026-01-15,TWD,3809054000000,1936092000000,2041663000000,326266000000,0,5460795000000,5419596000000,41199000000,993154000000,3068594000000,1272411000000,688096000000,2274976000000,25931000000,0,466779000000,annual,年报（FY2025）,https://investor.tsmc.com/english/quarterly-results/2025/q4,TSMC official 2025Q4 financial statements
US,TSM,台积电,2026-06-30,2026-07-16,TWD,4440492000000,2491157000000,2667962000000,431209000000,0,6474471000000,6432518000000,41953000000,982447000000,3518013000000,0,0,,25932000000,0,0,ttm,二季报（2026Q2）,https://investor.tsmc.com/english/quarterly-results/2026/q2,TSMC official 2026Q2 financial statements TTM
US,ASML,阿斯麦,2026-06-28,2026-07-15,EUR,35327500000,12513400000,12614900000,2217100000,0,21825400000,21825400000,0,1984400000,7581500000,1445600000,1036000000,11486900000,385300000,3949700000,2894200000,ttm,二季报（2026Q2）,https://www.asml.com/en/news/press-releases/2026/q2-2026-financial-results,ASML official US GAAP Q2 2026 financial statements TTM
US,PDD,拼多多,2026-06-30,2026-08-24,CNY,450775713000,98553131000,114781295000,22639756000,0,447787000000,447787000000,0,0,456414000000,0,601483000,111894690000,5907000000,0,0,ttm,二季报（2026Q2）,https://pinduoduo.gcs-web.com/news-releases/news-release-details/pdd-holdings-announces-second-quarter-2026-unaudited-financial,PDD official Q2 2026 unaudited results TTM
US,GLW,康宁,2026-06-30,2026-07-28,USD,16964000000,2598275000,,,0,12349000000,11812000000,537000000,8973000000,1755000000,0,0,,871000000,0,0,ttm,二季报（2026Q2）,https://investor.corning.com/news-and-events/news/news-details/2026/Cornings-Strong-Second-Quarter-2026-Financial-Results1-Demonstrate-Progress-on-Recently-Upgraded-Springboard-Plan/default.aspx,Corning official Q2 2026 release TTM plus latest filed Q1 balance
