策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_EBDS0220141101ex5,579789634.6892233,m3,2014-11-03,2026-08-28,1.289978822997236,0.5325530669896544,3.4973961610523054,1.3125045349801285,0.4801601778550372,0.5430457716074726,0.43962687471876216,0.0,105,0.6353214325850456,0.48978948916427245,0.28347013806058463,0.07951356957935762,0.5522356091290346,1.1544081326108775,1.2900129694490359,0.0,81,2019-11=0.2834701381;2019-12=0.2556595152;2020-01=0.2656083988;2020-02=0.2335181516;2020-03=0.0867754456;2020-04=0.08994268189;2020-05=0.07951356958;2020-06=0.1194597945;2020-07=0.2803991643;2020-08=0.4066068384;2020-09=0.3875440511;2020-10=0.3774353936;2020-11=0.4179201296;2020-12=0.432591486;2021-01=0.6752533349;2021-02=0.6829002627;2021-03=0.6088078464;2021-04=0.645274346;2021-05=0.6856503196;2021-06=0.6695027498;2021-07=0.6712950393;2021-08=0.6997878479;2021-09=0.7107545525;2021-10=0.6576872934;2021-11=0.6353214326;2021-12=0.6737893719;2022-01=0.6288137209;2022-02=0.6375052783;2022-03=0.6609386458;2022-04=0.6707307928;2022-05=0.6628700894;2022-06=0.646703604;2022-07=0.6006948408;2022-08=0.536926689;2022-09=0.5380824604;2022-10=0.4897894892;2022-11=0.4778004005;2022-12=0.4777974572;2023-01=0.4087612548;2023-02=0.4383422407;2023-03=0.4644233941;2023-04=0.4906192178;2023-05=0.4996148199;2023-06=0.4914643808;2023-07=0.4935980773;2023-08=0.483759243;2023-09=0.5250475432;2023-10=0.625240575;2023-11=0.6465285526;2023-12=0.6830101367;2024-01=0.6591846416;2024-02=0.6158446205;2024-03=0.6187143927;2024-04=0.6312522096;2024-05=0.6810978902;2024-06=0.6621291039;2024-07=0.6423754599;2024-08=0.6288227468;2024-09=0.6807671697;2024-10=0.6516759464;2024-11=0.6324710955;2024-12=0.5771975595;2025-01=0.586102702;2025-02=0.6052889064;2025-03=0.7613807206;2025-04=0.7204146556;2025-05=0.7401502726;2025-06=0.7554800301;2025-07=0.6423860456;2025-08=0.6758206029;2025-09=0.7660304558;2025-10=0.7279407663;2025-11=0.6724243855;2025-12=0.6582690439;2026-01=0.7338706028;2026-02=0.7714199915;2026-03=0.7704521878;2026-04=0.8052425022;2026-05=0.7272110339;2026-06=0.6917010239;2026-07=0.7113090967,2020-05-29,0.691302068034977,2,0.5398190001393184,0.3834638760940563,0.5522356091290346,0.0,21,0.4414137466702728,0.573797258142416,-0.2962792237753685,1.6873805742137247,0.7272727272727273,11,192.26321156307444,0.5612407481104598,0.5629929699538823,0.44401733669038435,0.7280021423527573,2015-06-15~2016-01-28,2015-06-15,2016-01-28,0.7709328248631824,1.1673075484862452,1.0,0,1.515364214234868,2015-08-25,0.1421204303307432,2015-08-25,0.14212043033074317,2015-08-25,-1.8189894035458565e-12,2016-06-30,0,1.6307004509794163,199,7,6.0,0.6064755880677578,0.7266752726881711,0.9979632892307041,1.2918192081926705,1.5939364522418287,2.050284285460537,0.5638260869565217,0.0,0.35175879396984927,13.564251365092867,154.5075376884422,1765,460,5.720776642321248,600309/688516/002466/600585/601225,3.8903999989800297,0.5421930878143102,1925680.1795332022,0.6418933931777341,5.46%（同期超额 +50.66%）
