group,arm,start,peak,trough,base_drawdown,peak_to_trough_loss,delta_fixed_loss,worst_loss_from_fixed_peak,base_recovery,recovered_after_base_trough
A,BASE,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.49071422682846266,0.0,0.49071422682846266,2019-04-04,2019-04-04
A,BASE,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.4768718767891782,0.0,0.4768718767891782,2017-06-13,2017-06-13
A,BASE,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.45711640312714785,0.0,0.45711640312714785,2014-12-03,2014-12-03
A,BASE,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.42396546688086145,0.0,0.42396546688086145,2020-07-20,2020-07-20
A,BASE,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.27648975435402134,0.0,0.27648975435402134,2019-11-25,2019-11-25
A,BASE,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.2637401299986125,0.0,0.2637401299986125,2022-04-12,2022-04-12
A,BASE,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.25731994179477,0.0,0.25731994179477,2024-09-30,2024-09-30
A,BASE,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.4910206159542475,0.0,0.4910206159542475,2019-04-04,2019-04-04
A,BASE,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.45677413897356434,0.0,0.45677413897356434,2017-03-16,2017-03-16
A,BASE,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.4239766686612507,0.0,0.4239766686612507,2020-07-20,2020-07-20
A,BASE,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.3874363770399345,0.0,0.3874363770399345,2014-09-05,2014-09-05
A,BASE,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.2793066433771263,0.0,0.2793066433771263,2022-04-08,2022-04-08
A,BASE,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.27653532215966026,0.0,0.27653532215966026,2019-11-25,2019-11-25
A,BASE,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.24934972365231356,0.0,0.24934972365231356,2020-02-17,2020-02-17
A,P20,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.32819902867107165,-0.16251519815739102,0.32819902867107165,2019-04-04,2019-04-02
A,P20,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.29762675982712605,-0.17924511696205214,0.34221979096200716,2017-06-13,2017-02-10
A,P20,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.38273449685922833,-0.07438190626791952,0.38273449685922833,2014-12-03,2014-12-10
A,P20,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.16529045958000788,-0.2586750073008536,0.17393734949546458,2020-07-20,2020-05-11
A,P20,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.16698973803145267,-0.10950001632256867,0.16765619251207764,2019-11-25,2019-11-04
A,P20,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.1743104690770223,-0.08942966092159021,0.1743104690770223,2022-04-12,2022-03-29
A,P20,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.23588008301289531,-0.02143985878187471,0.23588008301289531,2024-09-30,2024-09-30
A,P20,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.24963865820218434,-0.24138195775206317,0.24963865820218434,2019-04-04,2019-04-01
A,P20,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.3650136507223063,-0.09176048825125804,0.3650136507223063,2017-03-16,2017-06-13
A,P20,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.22012374630124532,-0.2038529223600054,0.22012374630124532,2020-07-20,2020-07-17
A,P20,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.2933623885740665,-0.09407398846586801,0.2933623885740665,2014-09-05,2014-12-02
A,P20,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.1915176831975769,-0.0877889601795494,0.1915176831975769,2022-04-08,2022-03-29
A,P20,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.15583820323177522,-0.12069711892788504,0.1570590946529058,2019-11-25,2019-09-06
A,P20,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.14174380643843565,-0.10760591721387791,0.14174380643843565,2020-02-17,2020-02-27
A,P24,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.3906095006879916,-0.10010472614047106,0.3906095006879916,2019-04-04,2019-04-03
A,P24,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.4586962950370007,-0.018175581752177483,0.4586962950370007,2017-06-13,2017-06-26
A,P24,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.4046269774813944,-0.05248942564575343,0.4046269774813944,2014-12-03,2014-12-01
A,P24,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.263908131604339,-0.16005733527652244,0.263908131604339,2020-07-20,2020-07-13
A,P24,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.20513541629542198,-0.07135433805859936,0.21061209304888595,2019-11-25,2019-11-22
A,P24,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.23739803437211116,-0.02634209562650136,0.23739803437211116,2022-04-12,2022-06-14
A,P24,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.27213194195673496,0.014812000161964933,0.27213194195673496,2024-09-30,2024-10-08
A,P24,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.390550022344646,-0.10047059360960153,0.390550022344646,2019-04-04,2019-04-03
A,P24,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.4379432935386701,-0.018830845434894217,0.4379432935386701,2017-03-16,2017-06-12
A,P24,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.26610966217140153,-0.1578670064898492,0.26610966217140153,2020-07-20,2020-07-17
A,P24,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.325695789096096,-0.06174058794383852,0.325695789096096,2014-09-05,2013-02-05
A,P24,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.23259723530329746,-0.04670940807382884,0.23259723530329746,2022-04-08,2022-06-10
A,P24,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.20534475809726427,-0.07119056406239599,0.21139962504420495,2019-11-25,2019-11-21
A,P24,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.17220358442306738,-0.07714613922924618,0.17220358442306738,2020-02-17,2020-03-02
A,P28,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.4504468272021437,-0.04026739962631898,0.4504468272021437,2019-04-04,2019-04-04
A,P28,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.49140514268116764,0.014533265891989444,0.4947658269182541,2017-06-13,2017-06-29
A,P28,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.4279430553584864,-0.02917334776866143,0.4279430553584864,2014-12-03,2014-08-04
A,P28,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.37874791767975946,-0.04521754920110199,0.37874791767975946,2020-07-20,2020-07-20
A,P28,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.25146729924627553,-0.02502245510774581,0.2545713482108878,2019-11-25,2019-11-25
A,P28,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.2864995120541557,0.022759382055543176,0.2864995120541557,2022-04-12,2023-03-03
A,P28,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.2556277790831326,-0.0016921627116374127,0.2556277790831326,2024-09-30,2024-09-30
A,P28,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.44994163328038106,-0.04107898267386645,0.44994163328038106,2019-04-04,2019-04-04
A,P28,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.4724253454538705,0.015651206480306157,0.4803357111904689,2017-03-16,2017-06-29
A,P28,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.37865690496906745,-0.04531976369218327,0.37865690496906745,2020-07-20,2020-07-20
A,P28,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.353555569508906,-0.03388080753102851,0.353555569508906,2014-09-05,2013-01-30
A,P28,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.2837506078169192,0.004443964439792891,0.2837506078169192,2022-04-08,2023-03-16
A,P28,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.25137151303363037,-0.02516380912602989,0.2545510715861724,2019-11-25,2019-11-25
A,P28,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.22031348313098165,-0.029036240521331913,0.22031348313098165,2020-02-17,2020-02-17
A,V25,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.24648811248915892,-0.24422611433930375,0.24648811248915892,2019-04-04,2019-04-01
A,V25,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.30916669296493293,-0.16770518382424526,0.32057270494074297,2017-06-13,2017-03-15
A,V25,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.3824367298337771,-0.07467967329337077,0.3824367298337771,2014-12-03,2014-12-01
A,V25,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.2857926950428731,-0.13817277183798837,0.2857926950428731,2020-07-20,2020-08-24
A,V25,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.16004463044658968,-0.11644512390743167,0.16004463044658968,2019-11-25,2019-11-04
A,V25,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.2544024044894124,-0.00933772550920009,0.2544024044894124,2022-04-12,2022-04-14
A,V25,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.22260076521523275,-0.03471917657953727,0.22260076521523275,2024-09-30,2025-05-30
A,V25,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.24737627916331473,-0.24364433679093278,0.24737627916331473,2019-04-04,2019-03-29
A,V25,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.36741805037323516,-0.08935608860032918,0.3708983111102174,2017-03-16,2017-06-13
A,V25,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.2839572986338177,-0.14001937002743303,0.2839572986338177,2020-07-20,2020-11-11
A,V25,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.29082379428192107,-0.09661258275801343,0.29082379428192107,2014-09-05,2014-07-31
A,V25,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.25405584248507374,-0.02525080089205256,0.25405584248507374,2022-04-08,2022-06-10
A,V25,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.16238395936488736,-0.11415136279477289,0.16238395936488736,2019-11-25,2019-11-04
A,V25,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.1646455053569701,-0.08470421829534347,0.1646455053569701,2020-02-17,2020-02-17
A,V30,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.24665737636428697,-0.2440568504641757,0.24665737636428697,2019-04-04,2019-03-29
A,V30,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.33376687299093066,-0.14310500379824753,0.33376687299093066,2017-06-13,2017-02-22
A,V30,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.39637887583310294,-0.06073752729404491,0.39637887583310294,2014-12-03,2014-12-02
A,V30,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.2690994629418729,-0.15486600393898853,0.2690994629418729,2020-07-20,2020-07-20
A,V30,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.16486948224499287,-0.11162027210902847,0.16486948224499287,2019-11-25,2019-09-05
A,V30,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.15197938694815882,-0.11176074305045369,0.15197938694815882,2022-04-12,2022-02-11
A,V30,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.23717660441201505,-0.020143337382754978,0.23717660441201505,2024-09-30,2024-10-08
A,V30,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.24653813087684462,-0.2444824850774029,0.24653813087684462,2019-04-04,2019-03-29
A,V30,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.32273392616734653,-0.1340402128062178,0.32273392616734653,2017-03-16,2017-02-22
A,V30,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.29690784933047154,-0.12706881933077918,0.29690784933047154,2020-07-20,2020-11-16
A,V30,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.31162548403225543,-0.07581089300767907,0.31162548403225543,2014-09-05,2014-08-20
A,V30,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.16671706007121423,-0.11258958330591207,0.16671706007121423,2022-04-08,2023-03-03
A,V30,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.1667413804986595,-0.10979394166100076,0.1667413804986595,2019-11-25,2019-09-05
A,V30,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.16824051413083096,-0.0811092095214826,0.16824051413083096,2020-02-17,2020-02-14
A,V35,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.33024339576410866,-0.160470831064354,0.33024339576410866,2019-04-04,2019-04-01
A,V35,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.3038010807538486,-0.1730707960353296,0.33160639997325136,2017-06-13,2017-02-22
A,V35,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.4111749976480369,-0.045941405479110964,0.4111749976480369,2014-12-03,2014-12-02
A,V35,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.286479323601206,-0.13748614327965547,0.286479323601206,2020-07-20,2020-07-20
A,V35,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.172038255943206,-0.10445149841081536,0.17535376953492587,2019-11-25,2019-09-04
A,V35,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.1886866671811519,-0.07505346281746061,0.1886866671811519,2022-04-12,2022-04-14
A,V35,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.2583207324924215,0.0010007906976514658,0.2583207324924215,2024-09-30,2025-06-03
A,V35,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.33343656285445455,-0.15758405309979295,0.33343656285445455,2019-04-04,2019-04-01
A,V35,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.3683080041828629,-0.08846613479070142,0.37179035207660815,2017-03-16,2017-03-16
A,V35,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.28648215066755756,-0.13749451799369317,0.28648215066755756,2020-07-20,2020-07-20
A,V35,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.3357194244114988,-0.051716952628435675,0.3357194244114988,2014-09-05,2013-01-31
A,V35,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.16806367614492312,-0.11124296723220317,0.16806367614492312,2022-04-08,2022-06-28
A,V35,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.1720055290918322,-0.10452979306782806,0.17533863853900056,2019-11-25,2019-09-04
A,V35,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.1656540702314533,-0.08369565342086027,0.1656540702314533,2020-02-17,2020-02-14
A,V30L60,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.24853293792710285,-0.24218128890135981,0.24853293792710285,2019-04-04,2019-03-29
A,V30L60,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.33709307128124844,-0.13977880550792976,0.33709307128124844,2017-06-13,2017-03-16
A,V30L60,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.39637887583310294,-0.06073752729404491,0.39637887583310294,2014-12-03,2014-12-02
A,V30L60,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.22174239656277228,-0.20222307031808917,0.22174239656277228,2020-07-20,2020-07-09
A,V30L60,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.1656433687131985,-0.11084638564082283,0.1656433687131985,2019-11-25,2019-09-06
A,V30L60,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.18521100805855073,-0.07852912194006179,0.18521100805855073,2022-04-12,2022-12-06
A,V30L60,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.26197178650115527,0.004651844706385244,0.26197178650115527,2024-09-30,2024-12-30
A,V30L60,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.24740738513362914,-0.24361323082061836,0.24740738513362914,2019-04-04,2019-03-27
A,V30L60,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.34255840586602493,-0.11421573310753941,0.34255840586602493,2017-03-16,2017-04-06
A,V30L60,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.2366841338717638,-0.18729253478948693,0.2366841338717638,2020-07-20,2020-07-13
A,V30L60,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.31162548403225543,-0.07581089300767907,0.31162548403225543,2014-09-05,2013-01-31
A,V30L60,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.18221809736738037,-0.09708854600974592,0.18221809736738037,2022-04-08,2022-07-05
A,V30L60,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.16745756076932938,-0.10907776139033087,0.16745756076932938,2019-11-25,2019-09-05
A,V30L60,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.22267536679588296,-0.026674356856430603,0.22267536679588296,2020-02-17,2020-11-09
A,V30F080,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.2567912957636539,-0.23392293106480877,0.2567912957636539,2019-04-04,2019-03-29
A,V30F080,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.3344947316875728,-0.14237714510160537,0.3369197016097225,2017-06-13,2017-03-14
A,V30F080,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.39368571251250073,-0.06343069061464712,0.39368571251250073,2014-12-03,2014-12-08
A,V30F080,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.2704811593732672,-0.15348430750759423,0.2704811593732672,2020-07-20,2020-11-16
A,V30F080,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.14479172087317105,-0.1316980334808503,0.14935872157794106,2019-11-25,2019-09-05
A,V30F080,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.13728476933320533,-0.1264553606654072,0.13728476933320533,2022-04-12,2022-02-11
A,V30F080,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.25375704390364273,-0.0035628978911272924,0.25375704390364273,2024-09-30,2025-06-03
A,V30F080,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.258942249149383,-0.2320783668048645,0.258942249149383,2019-04-04,2019-03-29
A,V30F080,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.325269707169207,-0.13150443180435734,0.32772432348224056,2017-03-16,2017-02-22
A,V30F080,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.2715543142500052,-0.15242235441124552,0.2715543142500052,2020-07-20,2020-11-12
A,V30F080,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.31162548403225543,-0.07581089300767907,0.31162548403225543,2014-09-05,2013-12-04
A,V30F080,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.1381487114263178,-0.1411579319508085,0.1381487114263178,2022-04-08,2022-02-10
A,V30F080,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.14810663538415103,-0.12842868677550923,0.15243591779718102,2019-11-25,2019-09-05
A,V30F080,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.14533726823684812,-0.10401245541546544,0.14533726823684812,2020-02-17,2020-02-14
A,F100,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.31775406583734045,-0.1729601609911222,0.31775406583734045,2019-04-04,2019-04-02
A,F100,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.37153639619486034,-0.10533548059431785,0.37506602212454965,2017-06-13,2017-11-17
A,F100,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.3824367298337771,-0.07467967329337077,0.3824367298337771,2014-12-03,2014-12-10
A,F100,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.16640758515990595,-0.2575578817209555,0.17454188862875242,2020-07-20,2020-05-11
A,F100,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.16366623316304585,-0.1128235211909755,0.1646134723684498,2019-11-25,2019-09-06
A,F100,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.1815196627674025,-0.08222046723121001,0.1815196627674025,2022-04-12,2022-03-29
A,F100,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.08080319089378563,-0.1765167509009844,0.08080319089378563,2024-09-30,2024-09-25
A,F100,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.3177550252458228,-0.17326559070842473,0.3177550252458228,2019-04-04,2019-04-02
A,F100,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.3674676153510573,-0.08930652362250702,0.3709672826226619,2017-03-16,2017-11-16
A,F100,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.16646319676691212,-0.2575134718943386,0.1745852007571399,2020-07-20,2020-05-11
A,F100,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.29082379428192107,-0.09661258275801343,0.29082379428192107,2014-09-05,2014-12-02
A,F100,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.17775131197537142,-0.10155533140175488,0.17775131197537142,2022-04-08,2022-03-29
A,F100,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.1636013625440058,-0.11293395961565444,0.16454494111115103,2019-11-25,2019-09-06
A,F100,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.14161291332305637,-0.1077368103292572,0.14161291332305637,2020-02-17,2020-02-27
A,F120,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.3926123494207977,-0.09810187740766496,0.3926123494207977,2019-04-04,2019-04-03
A,F120,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.4093915133291647,-0.06748036346001351,0.4128398659873861,2017-06-13,2017-07-07
A,F120,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.40323749652351426,-0.05387890660363359,0.40323749652351426,2014-12-03,2014-12-04
A,F120,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.26935265208030745,-0.154612814800554,0.26935265208030745,2020-07-20,2020-07-17
A,F120,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.20551566595280846,-0.07097408840121289,0.2120254483163505,2019-11-25,2019-11-19
A,F120,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.22289116862273362,-0.0408489613758789,0.22289116862273362,2022-04-12,2022-04-08
A,F120,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.15960229487168986,-0.09771764692308016,0.15960229487168986,2024-09-30,2024-09-30
A,F120,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.3927881143959804,-0.09823250155826713,0.3927881143959804,2019-04-04,2019-04-03
A,F120,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.41034116893461736,-0.046432970038946975,0.4137884974659022,2017-03-16,2017-07-07
A,F120,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.26955271097032907,-0.15442395769092165,0.26955271097032907,2020-07-20,2020-07-17
A,F120,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.3186535968356813,-0.06878278020425321,0.3186535968356813,2014-09-05,2014-09-02
A,F120,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.18172942371646494,-0.09757721966066135,0.18172942371646494,2022-04-08,2022-03-29
A,F120,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.20566969973968707,-0.07086562241997318,0.2121985826736109,2019-11-25,2019-11-19
A,F120,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.17322189784544417,-0.07612782580686939,0.17322189784544417,2020-02-17,2020-03-02
A,F140,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.4456723949982919,-0.04504183183017074,0.4456723949982919,2019-04-04,2019-04-04
A,F140,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.44080887873025976,-0.03606299805891844,0.4441806483188644,2017-06-13,2017-06-29
A,F140,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.42604540255302203,-0.031071000574125818,0.42604540255302203,2014-12-03,2014-12-01
A,F140,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.3402141532468099,-0.08375131363405153,0.3402141532468099,2020-07-20,2020-07-20
A,F140,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.2365078031651321,-0.03998195118888925,0.24139078677815418,2019-11-25,2019-11-25
A,F140,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.26294305153378483,-0.000797078464827683,0.26294305153378483,2022-04-12,2023-03-02
A,F140,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.2251122355377192,-0.03220770625705083,0.2251122355377192,2024-09-30,2024-09-30
A,F140,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.44513905667082254,-0.045881559283424966,0.44513905667082254,2019-04-04,2019-04-04
A,F140,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.4502557570744562,-0.006518381899108139,0.4535733186650993,2017-03-16,2017-07-03
A,F140,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.3395010908941919,-0.08447557776705883,0.3395010908941919,2020-07-20,2020-07-20
A,F140,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.34875319241837277,-0.03868318462156173,0.34875319241837277,2014-09-05,2013-02-05
A,F140,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.28925477175651015,0.009948128379383858,0.28925477175651015,2022-04-08,2023-04-17
A,F140,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.2367008309201778,-0.03983449123948246,0.24129397415705078,2019-11-25,2019-11-25
A,F140,2011-11-01,2020-01-14,2020-02-03,0.24934972365231356,0.20304138384811388,-0.04630833980419968,0.20304138384811388,2020-02-17,2020-03-05
A,P24V30,2009-11-01,2018-07-30,2019-01-03,0.49071422682846266,0.3287857338300193,-0.16192849299844336,0.3287857338300193,2019-04-04,2019-04-01
A,P24V30,2009-11-01,2015-04-22,2016-05-26,0.4768718767891782,0.3917695809074715,-0.0851022958817067,0.3951634071125686,2017-06-13,2017-06-26
A,P24V30,2009-11-01,2011-03-28,2012-11-15,0.45711640312714785,0.3955549617771771,-0.06156144134997077,0.3955549617771771,2014-12-03,2014-12-01
A,P24V30,2009-11-01,2020-03-05,2020-03-23,0.42396546688086145,0.2359390708260246,-0.18802639605483684,0.2359390708260246,2020-07-20,2020-07-13
A,P24V30,2009-11-01,2019-04-08,2019-06-05,0.27648975435402134,0.16624695795622768,-0.11024279639779366,0.16990804377160085,2019-11-25,2019-09-05
A,P24V30,2009-11-01,2021-09-13,2021-11-10,0.2637401299986125,0.17565307555265885,-0.08808705444595366,0.17565307555265885,2022-04-12,2023-01-13
A,P24V30,2009-11-01,2024-07-02,2024-09-11,0.25731994179477,0.26940686498830213,0.012086923193532106,0.26940686498830213,2024-09-30,2025-06-20
A,P24V30,2011-11-01,2018-07-30,2019-01-03,0.4910206159542475,0.33213801254387154,-0.15888260341037597,0.33213801254387154,2019-04-04,2019-04-01
A,P24V30,2011-11-01,2015-12-25,2016-05-26,0.45677413897356434,0.3490290940206232,-0.10774504495294113,0.35267050504867925,2017-03-16,2017-03-16
A,P24V30,2011-11-01,2020-03-05,2020-03-23,0.4239766686612507,0.23642195200425387,-0.18755471665699686,0.23642195200425387,2020-07-20,2020-07-13
A,P24V30,2011-11-01,2012-03-09,2012-11-15,0.3874363770399345,0.31062744198151404,-0.07680893505842046,0.31062744198151404,2014-09-05,2013-02-08
A,P24V30,2011-11-01,2021-09-13,2021-11-10,0.2793066433771263,0.18075096243251454,-0.09855568094461176,0.18075096243251454,2022-04-08,2023-03-02
A,P24V30,2011-11-01,2019-04-08,2019-06-05,0.27653532215966026,0.16631696989563027,-0.11021835226402998,0.17003215213814937,2019-11-25,2019-09-05
