group,bp,arm,metric,key,level,delta,better_count,unit
A,0,P24,Sharpe,Sharpe,1.201903427216883,-0.029216168247984564,3,ratio
A,0,P24,5年块中位,互不重叠5年块中位,0.55327067095153,-0.1357817694968993,0,fraction
A,0,P24,滚3中位,滚动3年年化中位,0.4127936558668638,-0.0984465956016708,0,fraction
A,0,P24,滚3回撤,滚动3年回撤中位,0.3256696869347317,-0.10476927946270315,14,fraction
A,0,P24,逐年中位,逐年收益中位,0.38040986023516987,-0.09398304779680666,2,fraction
A,0,P24,逐年最差,逐年最差,-0.2236202356222728,0.04183988334686772,13,fraction
A,0,P24,换手,年均换手,6.325110115247195,0.4194104314952716,3,ratio
A,0,P24,仓位,平均仓位,1.2988476229998458,-0.2250652133337564,14,fraction
A,0,P24,top1,单票权重中位,0.5538324603158558,-0.05478193492065059,,descriptive
A,0,P24,top1_p90,单票权重P90,0.6311674756796304,-0.09712793129316322,,descriptive
A,0,P24,top1_max,单票权重最大,0.7240411108764304,-0.23174154835750205,,descriptive
A,0,P24,top1_over60,单票超60%天数占比,0.27326196149140314,-0.28104500320585024,,descriptive
A,0,P24,top3,前三权重中位,1.143930767973898,-0.19756661724303903,,descriptive
A,0,P24,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,P24,rolling10_cagr,滚动10年年化中位,0.40402971915471664,-0.10134248782857158,,descriptive
A,0,P28,滚5中位,滚动5年年化中位,0.5159962757883606,-0.05981092795428822,1,fraction
A,0,P28,滚5P25,滚动5年年化P25,0.39870709692203155,-0.034874725199105505,1,fraction
A,0,P28,滚5最差,滚动5年年化最差,0.22981850320467145,-0.0007007927224966792,7,fraction
A,0,P28,滚5回撤,滚动5年回撤中位,0.4489843367134321,-0.04420609862233865,14,fraction
A,0,P28,滚5Calmar,滚动5年Calmar中位,1.1966598575848457,-0.06632191905856216,2,ratio
A,0,P28,滚5Sharpe,滚动5年Sharpe中位,1.2056216157967778,-0.04582731741151802,1,ratio
A,0,P28,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,P28,年化,年化,0.50662455357615,-0.02942650630786625,1,fraction
A,0,P28,最大回撤,最大回撤,0.47301340335076303,-0.025902598529177978,13,fraction
A,0,P28,Calmar,Calmar,1.0514404489189286,-0.008571530422550877,6,ratio
A,0,P28,Sharpe,Sharpe,1.223744902457927,-0.01674554721078725,2,ratio
A,0,P28,5年块中位,互不重叠5年块中位,0.6404111469622655,-0.0580161436289412,0,fraction
A,0,P28,滚3中位,滚动3年年化中位,0.4678049938570904,-0.0359491899136547,0,fraction
A,0,P28,滚3回撤,滚动3年回撤中位,0.39689664620707915,-0.022020537189108735,14,fraction
A,0,P28,逐年中位,逐年收益中位,0.47746471255656947,0.017343538830296712,8,fraction
A,0,P28,逐年最差,逐年最差,-0.25843937697112,0.013856388814729392,8,fraction
A,0,P28,换手,年均换手,6.4460854031073485,0.4852828672512768,1,ratio
A,0,P28,仓位,平均仓位,1.4594464569746157,-0.05723142028457184,14,fraction
A,0,P28,top1,单票权重中位,0.5845387778338869,-0.022451396271949642,,descriptive
A,0,P28,top1_p90,单票权重P90,0.6527503549349369,-0.0757304376621295,,descriptive
A,0,P28,top1_max,单票权重最大,0.7848962921567724,-0.1777652999062705,,descriptive
A,0,P28,top1_over60,单票超60%天数占比,0.41358210062730894,-0.15099934317638933,,descriptive
A,0,P28,top3,前三权重中位,1.2926357530172046,-0.05773428233498479,,descriptive
A,0,P28,positions,持仓数中位,6.0,0.0,,descriptive
A,0,P28,rolling10_cagr,滚动10年年化中位,0.4660924751411776,-0.0461468102160415,,descriptive
A,0,V25,滚5中位,滚动5年年化中位,0.34441512475793334,-0.21279738351886168,0,fraction
A,0,V25,滚5P25,滚动5年年化P25,0.28094417024853524,-0.14715266310953268,0,fraction
A,0,V25,滚5最差,滚动5年年化最差,0.16230476729993248,-0.0643137163836075,0,fraction
A,0,V25,滚5回撤,滚动5年回撤中位,0.2940412227344379,-0.19132983036452217,14,fraction
A,0,V25,滚5Calmar,滚动5年Calmar中位,1.1665283626527014,-0.05631133474634137,3,ratio
A,0,V25,滚5Sharpe,滚动5年Sharpe中位,1.0942895187929942,-0.12980868968717973,1,ratio
A,0,V25,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,V25,年化,年化,0.3438857180524376,-0.17785677642367015,0,fraction
A,0,V25,最大回撤,最大回撤,0.37899700269995024,-0.11634816584439406,14,fraction
A,0,V25,Calmar,Calmar,0.917216492380532,-0.17337579991497648,2,ratio
A,0,V25,Sharpe,Sharpe,1.1142678140919493,-0.11803357805051395,0,ratio
A,0,V25,5年块中位,互不重叠5年块中位,0.4349733529951898,-0.25473107327882366,0,fraction
A,0,V25,滚3中位,滚动3年年化中位,0.3361368690371094,-0.17036606478913063,0,fraction
A,0,V25,滚3回撤,滚动3年回撤中位,0.29093922656665194,-0.145461895650568,14,fraction
A,0,V25,逐年中位,逐年收益中位,0.347205252130395,-0.1434766668051103,0,fraction
A,0,V25,逐年最差,逐年最差,-0.2341917086027156,0.03998860557574607,12,fraction
A,0,V25,换手,年均换手,7.2264690888209735,1.2270136488041299,0,ratio
A,0,V25,仓位,平均仓位,1.0713906614535285,-0.44708151869947954,14,fraction
A,0,V25,top1,单票权重中位,0.5256265245755191,-0.08407729054160978,,descriptive
A,0,V25,top1_p90,单票权重P90,0.633040759940801,-0.0936461309658363,,descriptive
A,0,V25,top1_max,单票权重最大,0.6962369529948667,-0.24733430264935663,,descriptive
A,0,V25,top1_over60,单票超60%天数占比,0.2900116481900282,-0.2615309904820948,,descriptive
A,0,V25,top3,前三权重中位,0.9480295973732782,-0.3965099252647909,,descriptive
A,0,V25,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,V25,rolling10_cagr,滚动10年年化中位,0.3313380983648605,-0.18230530608556095,,descriptive
A,0,V30,滚5中位,滚动5年年化中位,0.3748226035800122,-0.19031834705771766,0,fraction
A,0,V30,滚5P25,滚动5年年化P25,0.3296059547594744,-0.11424665186382532,0,fraction
A,0,V30,滚5最差,滚动5年年化最差,0.21673212873312875,-0.03373367958292761,2,fraction
A,0,V30,滚5回撤,滚动5年回撤中位,0.3307252436655217,-0.1562701244708673,14,fraction
A,0,V30,滚5Calmar,滚动5年Calmar中位,1.1434513052434117,-0.07446589102856183,3,ratio
A,0,V30,滚5Sharpe,滚动5年Sharpe中位,1.154316718768568,-0.09806992136278736,0,ratio
A,0,V30,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,V30,年化,年化,0.3679131335316912,-0.1641624784283905,0,fraction
A,0,V30,最大回撤,最大回撤,0.3553650626027034,-0.14062751873404417,14,fraction
A,0,V30,Calmar,Calmar,1.018793969763737,-0.039540337789171986,3,ratio
A,0,V30,Sharpe,Sharpe,1.1432645506196941,-0.10404193967763775,0,ratio
A,0,V30,5年块中位,互不重叠5年块中位,0.4620198173860805,-0.23092397305967632,0,fraction
A,0,V30,滚3中位,滚动3年年化中位,0.3866742884798826,-0.13433543711140217,0,fraction
A,0,V30,滚3回撤,滚动3年回撤中位,0.3272725568730252,-0.09459568049389194,14,fraction
A,0,V30,逐年中位,逐年收益中位,0.4596877958980021,-0.09247687555522449,3,fraction
A,0,V30,逐年最差,逐年最差,-0.18196838108101732,0.07592541688116755,14,fraction
A,0,V30,换手,年均换手,7.253813641522184,1.2565321914865635,0,ratio
A,0,V30,仓位,平均仓位,1.1948106046226996,-0.3161580731712885,14,fraction
A,0,V30,top1,单票权重中位,0.537552404038285,-0.07195500309530539,,descriptive
A,0,V30,top1_p90,单票权重P90,0.6290129926566906,-0.09959762366986818,,descriptive
A,0,V30,top1_max,单票权重最大,0.7237297116979964,-0.24038871354374897,,descriptive
A,0,V30,top1_over60,单票超60%天数占比,0.3072556818181818,-0.2540291823828791,,descriptive
A,0,V30,top3,前三权重中位,0.9922464750901134,-0.3639743676011455,,descriptive
A,0,V30,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,V30,rolling10_cagr,滚动10年年化中位,0.37097765604735733,-0.15410174986200653,,descriptive
A,0,V35,滚5中位,滚动5年年化中位,0.4086646292899241,-0.14850080669661558,0,fraction
A,0,V35,滚5P25,滚动5年年化P25,0.35558048916412266,-0.07423633575824229,1,fraction
A,0,V35,滚5最差,滚动5年年化最差,0.2440972036275627,-0.011532044559050547,6,fraction
A,0,V35,滚5回撤,滚动5年回撤中位,0.32773677739387996,-0.1622580340311391,14,fraction
A,0,V35,滚5Calmar,滚动5年Calmar中位,1.3322990282079497,0.12950403972188684,13,ratio
A,0,V35,滚5Sharpe,滚动5年Sharpe中位,1.2160164998850291,-0.01928154040862695,3,ratio
A,0,V35,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,V35,年化,年化,0.4089047384696486,-0.13621136758387065,0,fraction
A,0,V35,最大回撤,最大回撤,0.3446828287437776,-0.14648241211283286,14,fraction
A,0,V35,Calmar,Calmar,1.1681264547638766,0.08571362304774344,10,ratio
A,0,V35,Sharpe,Sharpe,1.210208630250032,-0.04269859093628592,3,ratio
A,0,V35,5年块中位,互不重叠5年块中位,0.5037781406584374,-0.1822348014832999,0,fraction
A,0,V35,滚3中位,滚动3年年化中位,0.41502640130858415,-0.09336717458949473,0,fraction
A,0,V35,滚3回撤,滚动3年回撤中位,0.2988441941736505,-0.11224037878486615,14,fraction
A,0,V35,逐年中位,逐年收益中位,0.45261167576785943,-0.11121299560094833,4,fraction
A,0,V35,逐年最差,逐年最差,-0.1845608743359548,0.05886681321164855,12,fraction
A,0,V35,换手,年均换手,8.177561810864844,2.208069018462422,0,ratio
A,0,V35,仓位,平均仓位,1.2594250492147432,-0.250417058552302,14,fraction
A,0,V35,top1,单票权重中位,0.5198046357147372,-0.08683995876259765,,descriptive
A,0,V35,top1_p90,单票权重P90,0.6316508920060471,-0.0983214774851851,,descriptive
A,0,V35,top1_max,单票权重最大,0.7224561599251403,-0.23987319468683088,,descriptive
A,0,V35,top1_over60,单票超60%天数占比,0.3312082579376686,-0.221366320137482,,descriptive
A,0,V35,top3,前三权重中位,1.0058687110379987,-0.3182336663989892,,descriptive
A,0,V35,positions,持仓数中位,6.5,0.0,,descriptive
A,0,V35,rolling10_cagr,滚动10年年化中位,0.40789464301620415,-0.1105465685676481,,descriptive
A,0,V30L60,滚5中位,滚动5年年化中位,0.40924934386978973,-0.15849998599508486,0,fraction
A,0,V30L60,滚5P25,滚动5年年化P25,0.3446536285404491,-0.09237751135153116,1,fraction
A,0,V30L60,滚5最差,滚动5年年化最差,0.249911593993014,-0.00235291520046943,5,fraction
A,0,V30L60,滚5回撤,滚动5年回撤中位,0.33012738640183903,-0.15700341799507223,14,fraction
A,0,V30L60,滚5Calmar,滚动5年Calmar中位,1.279843264815553,0.030333825570679873,11,ratio
A,0,V30L60,滚5Sharpe,滚动5年Sharpe中位,1.221047030999786,-0.034222162907014964,5,ratio
A,0,V30L60,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,V30L60,年化,年化,0.39420970882684403,-0.1385088502527988,0,fraction
A,0,V30L60,最大回撤,最大回撤,0.36554276750569364,-0.13440370419196107,14,fraction
A,0,V30L60,Calmar,Calmar,1.0934658002440814,0.000793551536447834,7,ratio
A,0,V30L60,Sharpe,Sharpe,1.1939003111036262,-0.048559915815989174,1,ratio
A,0,V30L60,5年块中位,互不重叠5年块中位,0.4895260527597252,-0.2012482910011873,0,fraction
A,0,V30L60,滚3中位,滚动3年年化中位,0.39669221067862726,-0.1270769015489227,0,fraction
A,0,V30L60,滚3回撤,滚动3年回撤中位,0.2975848462155635,-0.12010829140097884,14,fraction
A,0,V30L60,逐年中位,逐年收益中位,0.39418645029207733,-0.13816235649844072,1,fraction
A,0,V30L60,逐年最差,逐年最差,-0.2145610580697319,0.05104589058296849,14,fraction
A,0,V30L60,换手,年均换手,6.3073315307310285,0.3407371098454366,1,ratio
A,0,V30L60,仓位,平均仓位,1.2456739086810154,-0.2665279095636076,14,fraction
A,0,V30L60,top1,单票权重中位,0.5418945909627108,-0.06499017793448497,,descriptive
A,0,V30L60,top1_p90,单票权重P90,0.6282987081426155,-0.1003179578431187,,descriptive
A,0,V30L60,top1_max,单票权重最大,0.7236267439101074,-0.2399773910473516,,descriptive
A,0,V30L60,top1_over60,单票超60%天数占比,0.30378400344217626,-0.2466618197681746,,descriptive
A,0,V30L60,top3,前三权重中位,0.9998353553639381,-0.34526213617707113,,descriptive
A,0,V30L60,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,V30L60,rolling10_cagr,滚动10年年化中位,0.3963486081609622,-0.12209743875375911,,descriptive
A,0,V30F080,滚5中位,滚动5年年化中位,0.3511501196976018,-0.21260935034473738,0,fraction
A,0,V30F080,滚5P25,滚动5年年化P25,0.3076406069291656,-0.1366134194476024,0,fraction
A,0,V30F080,滚5最差,滚动5年年化最差,0.22821611091580818,-0.03351528190180919,1,fraction
A,0,V30F080,滚5回撤,滚动5年回撤中位,0.2983335191505091,-0.189195670275285,14,fraction
A,0,V30F080,滚5Calmar,滚动5年Calmar中位,1.2040780004909202,-0.05598766632578589,2,ratio
A,0,V30F080,滚5Sharpe,滚动5年Sharpe中位,1.1740148056153705,-0.09868661738504148,0,ratio
A,0,V30F080,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,V30F080,年化,年化,0.34838480757310764,-0.19554884621675128,0,fraction
A,0,V30F080,最大回撤,最大回撤,0.3512565672475964,-0.14748725270064256,14,fraction
A,0,V30F080,Calmar,Calmar,1.0014553025781625,-0.12787522870259238,3,ratio
A,0,V30F080,Sharpe,Sharpe,1.1584995464284278,-0.11950906262406635,0,ratio
A,0,V30F080,5年块中位,互不重叠5年块中位,0.431650231958446,-0.26585861368697317,0,fraction
A,0,V30F080,滚3中位,滚动3年年化中位,0.3541130016632059,-0.15874683144666724,0,fraction
A,0,V30F080,滚3回撤,滚动3年回撤中位,0.29547661924809027,-0.14390641200792037,14,fraction
A,0,V30F080,逐年中位,逐年收益中位,0.3634306581986768,-0.13909778414988783,1,fraction
A,0,V30F080,逐年最差,逐年最差,-0.190813592435497,0.06458963081809388,14,fraction
A,0,V30F080,换手,年均换手,8.7986643408872,2.8952160336534596,0,ratio
A,0,V30F080,仓位,平均仓位,1.1413720620419063,-0.37126288958747933,14,fraction
A,0,V30F080,top1,单票权重中位,0.5025469656250698,-0.10216987574229908,,descriptive
A,0,V30F080,top1_p90,单票权重P90,0.6180707395080081,-0.11289467981925949,,descriptive
A,0,V30F080,top1_max,单票权重最大,0.6613574799987207,-0.2963361732904142,,descriptive
A,0,V30F080,top1_over60,单票超60%天数占比,0.2566819461970844,-0.28596168226011687,,descriptive
A,0,V30F080,top3,前三权重中位,0.9226164920522273,-0.43518756905221206,,descriptive
A,0,V30F080,positions,持仓数中位,6.0,0.0,,descriptive
A,0,V30F080,rolling10_cagr,滚动10年年化中位,0.35429767746171104,-0.168317130287561,,descriptive
A,0,F100,滚5中位,滚动5年年化中位,0.3228388038672333,-0.23803267696579222,0,fraction
A,0,F100,滚5P25,滚动5年年化P25,0.21528680644770348,-0.19585218173610064,0,fraction
A,0,F100,滚5最差,滚动5年年化最差,0.10820389059794056,-0.09854184385961795,0,fraction
A,0,F100,滚5回撤,滚动5年回撤中位,0.3177178495545451,-0.17375230041745027,14,fraction
A,0,F100,滚5Calmar,滚动5年Calmar中位,1.047796856983923,-0.15504773666764715,2,ratio
A,0,F100,滚5Sharpe,滚动5年Sharpe中位,1.0703931519588434,-0.1681177782144958,0,ratio
A,0,F100,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,F100,年化,年化,0.30544538537336585,-0.22632404735709244,0,fraction
A,0,F100,最大回撤,最大回撤,0.3699725025510588,-0.1285353650647208,14,fraction
A,0,F100,Calmar,Calmar,0.8347482974840121,-0.24707805684403256,0,ratio
A,0,F100,Sharpe,Sharpe,1.0615465680631653,-0.16053301085357946,0,ratio
A,0,F100,5年块中位,互不重叠5年块中位,0.4065333400908268,-0.2906956012810568,0,fraction
A,0,F100,滚3中位,滚动3年年化中位,0.2941956511836029,-0.20859796720775703,0,fraction
A,0,F100,滚3回撤,滚动3年回撤中位,0.27824400954672834,-0.16203316760290615,14,fraction
A,0,F100,逐年中位,逐年收益中位,0.3095606331723762,-0.16271544013741684,0,fraction
A,0,F100,逐年最差,逐年最差,-0.213438057061119,0.05199450706384484,14,fraction
A,0,F100,换手,年均换手,3.894459652349428,-2.076812767271709,14,ratio
A,0,F100,仓位,平均仓位,0.924107352763974,-0.5964038663416267,14,fraction
A,0,F100,top1,单票权重中位,0.5525537646378632,-0.05422163644583655,,descriptive
A,0,F100,top1_p90,单票权重P90,0.6650139850513731,-0.06196310209918754,,descriptive
A,0,F100,top1_max,单票权重最大,0.7411421757153955,-0.22167953192365125,,descriptive
A,0,F100,top1_over60,单票超60%天数占比,0.36403928724721685,-0.18749974873065656,,descriptive
A,0,F100,top3,前三权重中位,0.9123150950555667,-0.43057089820923133,,descriptive
A,0,F100,positions,持仓数中位,5.0,-2.0,,descriptive
A,0,F100,rolling10_cagr,滚动10年年化中位,0.2755533440993342,-0.23072141579476457,,descriptive
A,0,F120,滚5中位,滚动5年年化中位,0.4171823473737851,-0.13833694027623378,0,fraction
A,0,F120,滚5P25,滚动5年年化P25,0.28522479500359077,-0.12576091409736512,0,fraction
A,0,F120,滚5最差,滚动5年年化最差,0.15949226179387122,-0.07397479325968048,1,fraction
A,0,F120,滚5回撤,滚动5年回撤中位,0.3927171586944923,-0.10321397113579905,14,fraction
A,0,F120,滚5Calmar,滚动5年Calmar中位,1.1665929757595053,-0.0680733970668308,4,ratio
A,0,F120,滚5Sharpe,滚动5年Sharpe中位,1.186313419351959,-0.04476669530190369,2,ratio
A,0,F120,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,F120,年化,年化,0.37477850936865764,-0.14484615404341672,0,fraction
A,0,F120,最大回撤,最大回撤,0.4143089184107531,-0.07767545632379025,14,fraction
A,0,F120,Calmar,Calmar,0.933053118768613,-0.11923130550571115,1,ratio
A,0,F120,Sharpe,Sharpe,1.1386268362684047,-0.07350795612257899,1,ratio
A,0,F120,5年块中位,互不重叠5年块中位,0.5148308491643123,-0.18709760880889614,0,fraction
A,0,F120,滚3中位,滚动3年年化中位,0.36461085745785404,-0.13952017408846573,0,fraction
A,0,F120,滚3回撤,滚动3年回撤中位,0.318635794463845,-0.10615823713913874,14,fraction
A,0,F120,逐年中位,逐年收益中位,0.38073459197039594,-0.09660910229079389,0,fraction
A,0,F120,逐年最差,逐年最差,-0.23711362127658203,0.02707959148865252,12,fraction
A,0,F120,换手,年均换手,4.774745114634579,-1.2702896378039235,12,ratio
A,0,F120,仓位,平均仓位,1.0947696730875558,-0.42238112250471593,14,fraction
A,0,F120,top1,单票权重中位,0.570600779547511,-0.0370534624888364,,descriptive
A,0,F120,top1_p90,单票权重P90,0.6343820604534732,-0.0947731353023733,,descriptive
A,0,F120,top1_max,单票权重最大,0.732653493699963,-0.2316328908441695,,descriptive
A,0,F120,top1_over60,单票超60%天数占比,0.3202619698917394,-0.2346835640297357,,descriptive
A,0,F120,top3,前三权重中位,1.0576417166560463,-0.2994153513168577,,descriptive
A,0,F120,positions,持仓数中位,5.0,-1.5,,descriptive
A,0,F120,rolling10_cagr,滚动10年年化中位,0.36275411920701073,-0.13423351192870436,,descriptive
A,0,F140,滚5中位,滚动5年年化中位,0.3636684901469641,-0.19808008825088674,0,fraction
A,0,F140,滚5P25,滚动5年年化P25,0.2941037991529192,-0.14064089435618843,0,fraction
A,0,F140,滚5最差,滚动5年年化最差,0.17695854320317428,-0.061510656953807086,1,fraction
A,0,F140,滚5回撤,滚动5年回撤中位,0.4452859724972985,-0.049678528523627974,14,fraction
A,0,F140,滚5Calmar,滚动5年Calmar中位,0.9589864753184808,-0.30717667492077316,0,ratio
A,0,F140,滚5Sharpe,滚动5年Sharpe中位,1.0133717046791153,-0.2346030373059782,0,ratio
A,0,F140,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,F140,年化,年化,0.3740567488588491,-0.16465984335779937,0,fraction
A,0,F140,最大回撤,最大回撤,0.45100941766873814,-0.0443665996313955,14,fraction
A,0,F140,Calmar,Calmar,0.8332675669729114,-0.2395346243298873,0,ratio
A,0,F140,Sharpe,Sharpe,1.039671751481321,-0.19315738373613522,0,ratio
A,0,F140,5年块中位,互不重叠5年块中位,0.4736409367601381,-0.22026422629042602,0,fraction
A,0,F140,滚3中位,滚动3年年化中位,0.35442266336381034,-0.15994596172558273,0,fraction
A,0,F140,滚3回撤,滚动3年回撤中位,0.34877058053284965,-0.06864466305057404,14,fraction
A,0,F140,逐年中位,逐年收益中位,0.3859932048188465,-0.12619291493113854,0,fraction
A,0,F140,逐年最差,逐年最差,-0.27068490910595533,-0.010630490940714277,6,fraction
A,0,F140,换手,年均换手,5.662348940196486,-0.20991495172766372,11,ratio
A,0,F140,仓位,平均仓位,1.265270341584667,-0.2470542567070858,14,fraction
A,0,F140,top1,单票权重中位,0.5727631155280781,-0.034996635124630804,,descriptive
A,0,F140,top1_p90,单票权重P90,0.6355504059834458,-0.09300610150588717,,descriptive
A,0,F140,top1_max,单票权重最大,0.7830395144385075,-0.18099300027495852,,descriptive
A,0,F140,top1_over60,单票超60%天数占比,0.3396704464830282,-0.21610661165063938,,descriptive
A,0,F140,top3,前三权重中位,1.1624442682477016,-0.18780876774046074,,descriptive
A,0,F140,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,F140,rolling10_cagr,滚动10年年化中位,0.3409785382240229,-0.1643936687592653,,descriptive
A,0,P24V30,滚5中位,滚动5年年化中位,0.35979237788542484,-0.2001166061707783,0,fraction
A,0,P24V30,滚5P25,滚动5年年化P25,0.3025898594310389,-0.1230692502571803,0,fraction
A,0,P24V30,滚5最差,滚动5年年化最差,0.19814514365167202,-0.03364639416207882,0,fraction
A,0,P24V30,滚5回撤,滚动5年回撤中位,0.32352763471043694,-0.16960036189870747,14,fraction
A,0,P24V30,滚5Calmar,滚动5年Calmar中位,1.2742126187000553,0.0034846617128360124,7,ratio
A,0,P24V30,滚5Sharpe,滚动5年Sharpe中位,1.1724278755864335,-0.09010314566538813,0,ratio
A,0,P24V30,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,P24V30,年化,年化,0.3544377738369676,-0.17811226719370843,0,fraction
A,0,P24V30,最大回撤,最大回撤,0.3830309706510175,-0.11349289483432795,14,fraction
A,0,P24V30,Calmar,Calmar,0.9376266314003211,-0.13749832227868786,2,ratio
A,0,P24V30,Sharpe,Sharpe,1.1504632753082502,-0.10276247609495948,0,ratio
A,0,P24V30,5年块中位,互不重叠5年块中位,0.44662965541979743,-0.24634767253717998,0,fraction
A,0,P24V30,滚3中位,滚动3年年化中位,0.3537638388393377,-0.15057719209636156,0,fraction
A,0,P24V30,滚3回撤,滚动3年回撤中位,0.28648292340739534,-0.13447143845938797,14,fraction
A,0,P24V30,逐年中位,逐年收益中位,0.3729023630126195,-0.1670743483310092,0,fraction
A,0,P24V30,逐年最差,逐年最差,-0.20445740984290905,0.0592330316112733,14,fraction
A,0,P24V30,换手,年均换手,6.4172591117600035,0.39983118108922167,0,ratio
A,0,P24V30,仓位,平均仓位,1.1099103913490245,-0.41272460861893623,14,fraction
A,0,P24V30,top1,单票权重中位,0.5116139749965938,-0.09673678118852636,,descriptive
A,0,P24V30,top1_p90,单票权重P90,0.6161792029090175,-0.11238955082167279,,descriptive
A,0,P24V30,top1_max,单票权重最大,0.7225967458680675,-0.24128621162942593,,descriptive
A,0,P24V30,top1_over60,单票超60%天数占比,0.17206635934819897,-0.3791221241665428,,descriptive
A,0,P24V30,top3,前三权重中位,0.9925254229814704,-0.35852328816228507,,descriptive
A,0,P24V30,positions,持仓数中位,6.0,-1.0,,descriptive
A,0,P24V30,rolling10_cagr,滚动10年年化中位,0.35076662538857684,-0.16314790727133344,,descriptive
U1,0,BASE,滚5中位,滚动5年年化中位,0.5484227666197533,0.0,0,fraction
U1,0,BASE,滚5P25,滚动5年年化P25,0.40694232102212125,0.0,0,fraction
U1,0,BASE,滚5最差,滚动5年年化最差,0.1443950321569919,0.0,0,fraction
U1,0,BASE,滚5回撤,滚动5年回撤中位,0.46464667832615986,0.0,0,fraction
U1,0,BASE,滚5Calmar,滚动5年Calmar中位,1.1892483339419058,0.0,0,ratio
U1,0,BASE,滚5Sharpe,滚动5年Sharpe中位,1.2379268520727487,0.0,0,ratio
U1,0,BASE,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
U1,0,BASE,年化,年化,0.5227152576866999,0.0,0,fraction
U1,0,BASE,最大回撤,最大回撤,0.4689723187381341,0.0,0,fraction
U1,0,BASE,Calmar,Calmar,1.1121751270055227,0.0,0,ratio
U1,0,BASE,Sharpe,Sharpe,1.2327693029274212,0.0,0,ratio
U1,0,BASE,5年块中位,互不重叠5年块中位,0.6408527215205584,0.0,0,fraction
U1,0,BASE,滚3中位,滚动3年年化中位,0.48406994501668876,0.0,0,fraction
U1,0,BASE,滚3回撤,滚动3年回撤中位,0.4355807889670784,0.0,0,fraction
U1,0,BASE,逐年中位,逐年收益中位,0.5918983327262337,0.0,0,fraction
U1,0,BASE,逐年最差,逐年最差,-0.22078937454160952,0.0,0,fraction
U1,0,BASE,换手,年均换手,6.0644440841731875,0.0,0,ratio
U1,0,BASE,仓位,平均仓位,1.4934150592753155,0.0,0,fraction
U1,0,BASE,top1,单票权重中位,0.5980028129714369,0.0,,descriptive
U1,0,BASE,top1_p90,单票权重P90,0.7074824675429418,0.0,,descriptive
U1,0,BASE,top1_max,单票权重最大,0.8878166634346084,0.0,,descriptive
U1,0,BASE,top1_over60,单票超60%天数占比,0.49032624534920555,0.0,,descriptive
U1,0,BASE,top3,前三权重中位,1.3141528364407988,0.0,,descriptive
U1,0,BASE,positions,持仓数中位,7.0,0.0,,descriptive
U1,0,BASE,rolling10_cagr,滚动10年年化中位,0.4891316477077343,0.0,,descriptive
U1,0,P20,滚5中位,滚动5年年化中位,0.34585657341219456,-0.19081531626507475,0,fraction
U1,0,P20,滚5P25,滚动5年年化P25,0.26885463193718717,-0.1331999545236605,0,fraction
U1,0,P20,滚5最差,滚动5年年化最差,0.09297922453393326,-0.05078081946389246,0,fraction
U1,0,P20,滚5回撤,滚动5年回撤中位,0.34090054569251754,-0.12341896050914514,14,fraction
U1,0,P20,滚5Calmar,滚动5年Calmar中位,1.0137640948210955,-0.12786827915551147,3,ratio
U1,0,P20,滚5Sharpe,滚动5年Sharpe中位,1.0870636427946592,-0.1279911738010414,2,ratio
U1,0,P20,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
U1,0,P20,年化,年化,0.3385759983322465,-0.16460695261879288,0,fraction
U1,0,P20,最大回撤,最大回撤,0.3683786497661145,-0.10276694385968171,14,fraction
U1,0,P20,Calmar,Calmar,0.9266910854144437,-0.12918019627201882,0,ratio
U1,0,P20,Sharpe,Sharpe,1.101103544166513,-0.10207975957723292,0,ratio
U1,0,P20,5年块中位,互不重叠5年块中位,0.41906581064739046,-0.21668019652133014,0,fraction
U1,0,P20,滚3中位,滚动3年年化中位,0.3176595853816807,-0.16334140407790443,0,fraction
U1,0,P20,滚3回撤,滚动3年回撤中位,0.3122441205023127,-0.10552958750714542,14,fraction
U1,0,P20,逐年中位,逐年收益中位,0.40448946550687886,-0.16572395014130792,0,fraction
U1,0,P20,逐年最差,逐年最差,-0.1848677014354178,0.040393863108914685,14,fraction
U1,0,P20,换手,年均换手,5.763778150138315,-0.2386421370666283,10,ratio
U1,0,P20,仓位,平均仓位,1.0250629273562004,-0.4349854070046305,14,fraction
