group,bp,arm,metric,key,level,delta,better_count,unit
full,0,P24V30,最大回撤,最大回撤,0.3649460461442647,-0.09533927119590668,14,fraction
full,0,P24V30,Calmar,Calmar,0.7969877267116725,-0.1748633279007618,0,ratio
full,0,P24V30,Sharpe,Sharpe,0.9157485506832159,-0.10923051750818907,0,ratio
full,0,P24V30,5年块中位,互不重叠5年块中位,0.34992234657222165,-0.22625138909007914,0,fraction
full,0,P24V30,滚3中位,滚动3年年化中位,0.3186889809063057,-0.1516460120198697,0,fraction
full,0,P24V30,滚3回撤,滚动3年回撤中位,0.31549520730772196,-0.10727629101383357,14,fraction
full,0,P24V30,逐年中位,逐年收益中位,0.27911000705401856,-0.15011933476598283,0,fraction
full,0,P24V30,逐年最差,逐年最差,-0.06654658723088253,0.0943413541276183,14,fraction
full,0,P24V30,换手,年均换手,5.163302229966742,-1.0372789037745376,12,ratio
full,0,P24V30,仓位,平均仓位,1.0442949128419918,-0.530057509601678,14,fraction
full,0,P24V30,top1,单票权重中位,0.5388158880730799,-0.09411725123249126,,descriptive
full,0,P24V30,top1_p90,单票权重P90,0.6100207891089195,-0.12196468192211796,,descriptive
full,0,P24V30,top1_max,单票权重最大,0.665132374304492,-0.25815769740287836,,descriptive
full,0,P24V30,top1_over60,单票超60%天数占比,0.16642519827463786,-0.5400465709996952,,descriptive
full,0,P24V30,top3,前三权重中位,0.9629229211840211,-0.46891655500844803,,descriptive
full,0,P24V30,positions,持仓数中位,5.0,-1.5,,descriptive
full,0,P24V30,rolling10_cagr,滚动10年年化中位,0.307713000370917,-0.13435325949717514,,descriptive
A,0,BASE,滚5中位,滚动5年年化中位,0.5716653046477205,0.0,0,fraction
A,0,BASE,滚5P25,滚动5年年化P25,0.435654162480144,0.0,0,fraction
A,0,BASE,滚5最差,滚动5年年化最差,0.23395501055287726,0.0,0,fraction
A,0,BASE,滚5回撤,滚动5年回撤中位,0.48704956473451605,0.0,0,fraction
A,0,BASE,滚5Calmar,滚动5年Calmar中位,1.256792745207393,0.0,0,ratio
A,0,BASE,滚5Sharpe,滚动5年Sharpe中位,1.268716429323603,0.0,0,ratio
A,0,BASE,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,BASE,年化,年化,0.5344549070463096,0.0,0,fraction
A,0,BASE,最大回撤,最大回撤,0.49556579955411456,0.0,0,fraction
A,0,BASE,Calmar,Calmar,1.0744766354698938,0.0,0,ratio
A,0,BASE,Sharpe,Sharpe,1.2358502730557697,0.0,0,ratio
A,0,BASE,5年块中位,互不重叠5年块中位,0.6945666357586364,0.0,0,fraction
A,0,BASE,滚3中位,滚动3年年化中位,0.5148710777189652,0.0,0,fraction
A,0,BASE,滚3回撤,滚动3年回撤中位,0.42395829315654376,0.0,0,fraction
A,0,BASE,逐年中位,逐年收益中位,0.4774041236864266,0.0,0,fraction
A,0,BASE,逐年最差,逐年最差,-0.26048424841341095,0.0,0,fraction
A,0,BASE,换手,年均换手,5.943744071461713,0.0,0,ratio
A,0,BASE,仓位,平均仓位,1.521448150331919,0.0,0,fraction
A,0,BASE,top1,单票权重中位,0.606230446208066,0.0,,descriptive
A,0,BASE,top1_p90,单票权重P90,0.7277412953544399,0.0,,descriptive
A,0,BASE,top1_max,单票权重最大,0.9643711627623021,0.0,,descriptive
A,0,BASE,top1_over60,单票超60%天数占比,0.5588771603540192,0.0,,descriptive
A,0,BASE,top3,前三权重中位,1.343926939882991,0.0,,descriptive
A,0,BASE,positions,持仓数中位,7.0,0.0,,descriptive
A,0,BASE,rolling10_cagr,滚动10年年化中位,0.510435872226913,0.0,,descriptive
A,0,P20,滚5中位,滚动5年年化中位,0.3624490288451423,-0.19891260441271308,0,fraction
A,0,P20,滚5P25,滚动5年年化P25,0.2897926122639791,-0.14400432614264458,0,fraction
A,0,P20,滚5最差,滚动5年年化最差,0.15692605513836233,-0.0664515237628136,0,fraction
A,0,P20,滚5回撤,滚动5年回撤中位,0.31663466981642424,-0.173964377690344,14,fraction
A,0,P20,滚5Calmar,滚动5年Calmar中位,1.260602859191993,0.030085633883168872,9,ratio
A,0,P20,滚5Sharpe,滚动5年Sharpe中位,1.1360919029322272,-0.09197810233327741,1,ratio
A,0,P20,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,P20,年化,年化,0.3570442472716552,-0.17147537077400044,0,fraction
A,0,P20,最大回撤,最大回撤,0.37448221517171887,-0.12213193105334014,14,fraction
A,0,P20,Calmar,Calmar,0.936158346595273,-0.11502122990993069,1,ratio
A,0,P20,Sharpe,Sharpe,1.1348354700994188,-0.11022548241877639,0,ratio
A,0,P20,5年块中位,互不重叠5年块中位,0.44871031714675225,-0.23970298658845263,0,fraction
A,0,P20,滚3中位,滚动3年年化中位,0.3428751719211861,-0.1644392188888416,0,fraction
A,0,P20,滚3回撤,滚动3年回撤中位,0.27002839333857237,-0.145433170708418,14,fraction
A,0,P20,逐年中位,逐年收益中位,0.33825439205650065,-0.1269246178062427,0,fraction
A,0,P20,逐年最差,逐年最差,-0.17731844731552954,0.07627936298997579,14,fraction
A,0,P20,换手,年均换手,5.707746302817199,-0.40412951932234487,10,ratio
A,0,P20,仓位,平均仓位,1.0327654899353607,-0.4693696057922909,14,fraction
A,0,P20,top1,单票权重中位,0.5312670874874209,-0.07280383291659381,,descriptive
A,0,P20,top1_p90,单票权重P90,0.6561419990577743,-0.07234591172549759,,descriptive
A,0,P20,top1_max,单票权重最大,0.7215200071926785,-0.24091174799938292,,descriptive
A,0,P20,top1_over60,单票超60%天数占比,0.28436630701652843,-0.26363893037708974,,descriptive
A,0,P20,top3,前三权重中位,0.9657540450468967,-0.38536044729866553,,descriptive
A,0,P20,positions,持仓数中位,5.0,-2.0,,descriptive
A,0,P20,rolling10_cagr,滚动10年年化中位,0.3371811168305503,-0.1733249735177408,,descriptive
A,0,P24,滚5中位,滚动5年年化中位,0.4261698980368487,-0.13230899771956917,0,fraction
A,0,P24,滚5P25,滚动5年年化P25,0.3615438422354851,-0.0712683854780406,2,fraction
A,0,P24,滚5最差,滚动5年年化最差,0.23807048677452836,0.0016454646887099633,8,fraction
A,0,P24,滚5回撤,滚动5年回撤中位,0.39134514314018576,-0.10058273982104882,14,fraction
A,0,P24,滚5Calmar,滚动5年Calmar中位,1.2617559455305571,-0.02278183688613944,5,ratio
A,0,P24,滚5Sharpe,滚动5年Sharpe中位,1.1883691158954028,-0.0547424610405165,2,ratio
A,0,P24,负窗%,滚动5年为负的窗口占比,0.0,0.0,0,fraction
A,0,P24,年化,年化,0.4431558966896426,-0.0909810063369565,0,fraction
A,0,P24,最大回撤,最大回撤,0.436729453497585,-0.05717913821209991,14,fraction
A,0,P24,Calmar,Calmar,1.0420868504423266,-0.06509074131670306,4,ratio
