group,arm,bp,reference_bp,年化,最大回撤,滚动5年回撤中位,最低担保比例,滚动5年窗口年化,强平次数差
full,BASE,30,0,-0.019300510711571905,0.01279895076336357,-0.007702439392633265,0.0006243446974268929,-0.011915231400000018,0.0
full,P24,30,0,-0.013919248063879786,-0.0011790071716955564,0.0009274578073074635,0.01954623242615683,-0.01955942780000003,0.0
full,V30,30,0,-0.02611453581582801,0.010293759649533496,0.0013571379702083664,0.0001220356108324605,-0.023532220600000014,0.0
A,BASE,30,0,-0.018975871447983295,0.0034243372889778967,0.0030868744289535566,0.002982642348090425,-0.021065036250000016,0.0
A,P24,30,0,-0.01799739561458069,0.034246275040897944,0.0017502388506823174,-0.00040747956438091926,-0.015191333750000008,0.0
A,V30,30,0,-0.023587326762861904,0.008020817376420575,0.0006949212345304101,0.00026269143183976773,-0.01664497479999999,0.0
