group,arm,start,year,complete_year,return_
full,BASE,2011-05-01,2019,True,1.8926409945059235
full,BASE,2011-05-01,2020,True,0.06365283442093639
full,BASE,2011-05-01,2021,True,0.5421907968286637
full,BASE,2011-05-01,2022,True,0.17319429204997117
full,BASE,2011-05-01,2023,True,0.43988490277121484
full,BASE,2011-05-01,2024,True,0.38133257534140697
full,BASE,2011-05-01,2025,True,0.9363026945211641
full,BASE,2011-05-01,2026,False,0.4256514999948495
full,BASE,2011-11-01,2011,False,-0.03366652753999988
full,BASE,2011-11-01,2012,True,-0.011342934862946907
full,BASE,2011-11-01,2013,True,-0.029824058661249375
full,BASE,2011-11-01,2014,True,0.6615702347957695
full,BASE,2011-11-01,2015,True,0.32716458191869324
full,BASE,2011-11-01,2016,True,-0.1773753501132418
full,BASE,2011-11-01,2017,True,1.2185774332820078
full,BASE,2011-11-01,2018,True,-0.07876678444530849
full,BASE,2011-11-01,2019,True,1.8684998889248283
full,BASE,2011-11-01,2020,True,0.050780285216963206
full,BASE,2011-11-01,2021,True,0.5217631224913095
full,BASE,2011-11-01,2022,True,0.226447239823937
full,BASE,2011-11-01,2023,True,0.37495996017074207
full,BASE,2011-11-01,2024,True,0.560144288320364
full,BASE,2011-11-01,2025,True,1.034653890897931
full,BASE,2011-11-01,2026,False,0.47595789794401755
full,BASE,2012-05-01,2012,False,-0.0730834986232215
full,BASE,2012-05-01,2013,True,-0.11023028295928095
full,BASE,2012-05-01,2014,True,0.6169316063392185
full,BASE,2012-05-01,2015,True,0.41255633934446934
full,BASE,2012-05-01,2016,True,-0.17194462853599635
full,BASE,2012-05-01,2017,True,1.2222279393782833
full,BASE,2012-05-01,2018,True,-0.07748946702623871
full,BASE,2012-05-01,2019,True,1.8683629659055123
full,BASE,2012-05-01,2020,True,0.05177685467093851
full,BASE,2012-05-01,2021,True,0.5167656448591862
full,BASE,2012-05-01,2022,True,0.22872664912533658
full,BASE,2012-05-01,2023,True,0.37401903558221106
full,BASE,2012-05-01,2024,True,0.5499452401304112
full,BASE,2012-05-01,2025,True,1.0131483463012354
full,BASE,2012-05-01,2026,False,0.4397883001348839
full,BASE,2012-11-01,2012,False,0.21039587703401974
full,BASE,2012-11-01,2013,True,-0.09290256736263469
full,BASE,2012-11-01,2014,True,0.5723939457480176
full,BASE,2012-11-01,2015,True,0.5472502231052141
full,BASE,2012-11-01,2016,True,-0.1756353219035136
full,BASE,2012-11-01,2017,True,1.2016230392808134
full,BASE,2012-11-01,2018,True,-0.09582994540825929
full,BASE,2012-11-01,2019,True,1.8926505662851634
full,BASE,2012-11-01,2020,True,0.09478645973765709
full,BASE,2012-11-01,2021,True,0.5794305247053511
full,BASE,2012-11-01,2022,True,0.2631904449827118
full,BASE,2012-11-01,2023,True,0.3723777012401488
full,BASE,2012-11-01,2024,True,0.5364525485342084
full,BASE,2012-11-01,2025,True,0.9914831412802718
full,BASE,2012-11-01,2026,False,0.4068213257019049
full,BASE,2013-05-01,2013,False,-0.021377938536092822
full,BASE,2013-05-01,2014,True,0.41542558013338504
full,BASE,2013-05-01,2015,True,0.34143293834701605
full,BASE,2013-05-01,2016,True,-0.18356365489546111
full,BASE,2013-05-01,2017,True,1.3506203027511936
full,BASE,2013-05-01,2018,True,-0.06620828376633048
full,BASE,2013-05-01,2019,True,2.0126227407431116
full,BASE,2013-05-01,2020,True,0.1413199316928695
full,BASE,2013-05-01,2021,True,0.5583738544643246
full,BASE,2013-05-01,2022,True,0.14659139235703456
full,BASE,2013-05-01,2023,True,0.3815089330641417
full,BASE,2013-05-01,2024,True,0.49182546665427385
full,BASE,2013-05-01,2025,True,1.0941809056054361
full,BASE,2013-05-01,2026,False,0.6655729864053164
full,BASE,2013-11-01,2013,False,0.14538323124905173
full,BASE,2013-11-01,2014,True,0.312904542924761
full,BASE,2013-11-01,2015,True,0.26645044835321663
full,BASE,2013-11-01,2016,True,-0.18278067207530246
full,BASE,2013-11-01,2017,True,1.3626410218533427
full,BASE,2013-11-01,2018,True,-0.06616525844723686
full,BASE,2013-11-01,2019,True,2.008520120411968
full,BASE,2013-11-01,2020,True,0.13110450736116652
full,BASE,2013-11-01,2021,True,0.6362578773341705
full,BASE,2013-11-01,2022,True,0.0970662334335688
full,BASE,2013-11-01,2023,True,0.4169674631208111
full,BASE,2013-11-01,2024,True,0.5693996477182539
full,BASE,2013-11-01,2025,True,1.1099157369894086
full,BASE,2013-11-01,2026,False,0.5812428878676124
full,BASE,2014-05-01,2014,False,0.8467208006655877
full,BASE,2014-05-01,2015,True,0.3002161056374213
full,BASE,2014-05-01,2016,True,-0.030136546788998353
full,BASE,2014-05-01,2017,True,2.2245507006833565
full,BASE,2014-05-01,2018,True,-0.16909759450581796
full,BASE,2014-05-01,2019,True,2.124697625312234
full,BASE,2014-05-01,2020,True,0.24894525238531062
full,BASE,2014-05-01,2021,True,0.8425768724647169
full,BASE,2014-05-01,2022,True,0.15741803343689753
full,BASE,2014-05-01,2023,True,0.38275398986501075
full,BASE,2014-05-01,2024,True,0.4388067070798747
full,BASE,2014-05-01,2025,True,1.0876416678190974
full,BASE,2014-05-01,2026,False,0.6066397792689484
full,BASE,2014-11-01,2014,False,0.6014188941544474
full,BASE,2014-11-01,2015,True,0.2995973208364118
full,BASE,2014-11-01,2016,True,-0.15522110425648883
full,BASE,2014-11-01,2017,True,1.641411837705577
full,BASE,2014-11-01,2018,True,-0.15000697277961983
full,BASE,2014-11-01,2019,True,2.1132222311283964
full,BASE,2014-11-01,2020,True,0.16685950237490177
full,BASE,2014-11-01,2021,True,0.9658156688572412
full,BASE,2014-11-01,2022,True,0.2548925249365246
full,BASE,2014-11-01,2023,True,0.4195362871742818
full,BASE,2014-11-01,2024,True,0.5353013095117392
full,BASE,2014-11-01,2025,True,0.9759619528012737
full,BASE,2014-11-01,2026,False,0.5619159841304953
full,BASE,2015-05-01,2015,False,0.04071493096112144
full,BASE,2015-05-01,2016,True,-0.15462172988376321
full,BASE,2015-05-01,2017,True,1.6428620444766975
full,BASE,2015-05-01,2018,True,-0.1503481992257757
full,BASE,2015-05-01,2019,True,2.113445028203443
full,BASE,2015-05-01,2020,True,0.29462134716485755
full,BASE,2015-05-01,2021,True,1.0014751332224425
full,BASE,2015-05-01,2022,True,0.13940353792764526
full,BASE,2015-05-01,2023,True,0.4174248739709068
full,BASE,2015-05-01,2024,True,0.4969595620201934
full,BASE,2015-05-01,2025,True,0.9619960552777929
full,BASE,2015-05-01,2026,False,0.5979489131844389
full,BASE,2015-11-01,2015,False,0.060557547978363546
full,BASE,2015-11-01,2016,True,-0.1470210123330441
full,BASE,2015-11-01,2017,True,1.6402474134578835
full,BASE,2015-11-01,2018,True,-0.15106426833967002
full,BASE,2015-11-01,2019,True,2.1163393585355332
full,BASE,2015-11-01,2020,True,0.1377178364980134
full,BASE,2015-11-01,2021,True,0.8977519002959722
full,BASE,2015-11-01,2022,True,0.2596962999609025
full,BASE,2015-11-01,2023,True,0.4196509190197386
full,BASE,2015-11-01,2024,True,0.5449043085489351
full,BASE,2015-11-01,2025,True,0.9977862999889577
full,BASE,2015-11-01,2026,False,0.506720393254436
full,BASE,2016-05-01,2016,False,0.38890023606352253
full,BASE,2016-05-01,2017,True,1.4639729257800047
full,BASE,2016-05-01,2018,True,-0.06278819096822863
full,BASE,2016-05-01,2019,True,2.006660835131796
full,BASE,2016-05-01,2020,True,0.1794295294224657
full,BASE,2016-05-01,2021,True,0.589243721853796
full,BASE,2016-05-01,2022,True,0.15231636092450285
full,BASE,2016-05-01,2023,True,0.3910663561299097
full,BASE,2016-05-01,2024,True,0.5443505239357556
full,BASE,2016-05-01,2025,True,1.0998218338876375
full,BASE,2016-05-01,2026,False,0.6554548795022235
full,P20,2009-11-01,2009,False,0.011998127513333179
full,P20,2009-11-01,2010,True,0.2536862128891235
full,P20,2009-11-01,2011,True,-0.16030758224508068
full,P20,2009-11-01,2012,True,0.2091001793548335
full,P20,2009-11-01,2013,True,0.140301611446914
full,P20,2009-11-01,2014,True,0.31925375332539385
full,P20,2009-11-01,2015,True,0.1886699893528201
full,P20,2009-11-01,2016,True,-0.004077311583541521
full,P20,2009-11-01,2017,True,0.807330946963327
full,P20,2009-11-01,2018,True,0.012823238991298558
full,P20,2009-11-01,2019,True,0.9863475373923283
full,P20,2009-11-01,2020,True,0.006248442263410148
full,P20,2009-11-01,2021,True,0.39612562387943817
full,P20,2009-11-01,2022,True,0.006220172084159925
full,P20,2009-11-01,2023,True,0.24647655947820946
full,P20,2009-11-01,2024,True,0.2764751603992819
full,P20,2009-11-01,2025,True,0.665409596825054
full,P20,2009-11-01,2026,False,0.253001808323541
full,P20,2010-05-01,2010,False,0.29592923146662353
full,P20,2010-05-01,2011,True,-0.1597703518571072
full,P20,2010-05-01,2012,True,0.2109322518431107
full,P20,2010-05-01,2013,True,0.1445448600557533
full,P20,2010-05-01,2014,True,0.3597942174640143
full,P20,2010-05-01,2015,True,0.2385592535801444
full,P20,2010-05-01,2016,True,-0.019407133634775975
full,P20,2010-05-01,2017,True,0.781062198359914
full,P20,2010-05-01,2018,True,0.007803604435311584
full,P20,2010-05-01,2019,True,0.9472071807141631
full,P20,2010-05-01,2020,True,-0.017418237406997883
full,P20,2010-05-01,2021,True,0.3823060531277864
full,P20,2010-05-01,2022,True,0.014860570188448552
full,P20,2010-05-01,2023,True,0.25903345318401727
full,P20,2010-05-01,2024,True,0.21543390749292124
full,P20,2010-05-01,2025,True,0.6603533616243165
full,P20,2010-05-01,2026,False,0.1361424581833781
full,P20,2010-11-01,2010,False,0.009322805713333437
full,P20,2010-11-01,2011,True,-0.2073411159198928
full,P20,2010-11-01,2012,True,0.0718347197789968
full,P20,2010-11-01,2013,True,0.1440289830446575
full,P20,2010-11-01,2014,True,0.35083954510692594
full,P20,2010-11-01,2015,True,0.20032573482690386
full,P20,2010-11-01,2016,True,-0.0029770161572048037
full,P20,2010-11-01,2017,True,0.7833243037481703
full,P20,2010-11-01,2018,True,0.007383383895296802
full,P20,2010-11-01,2019,True,0.9888591651565237
full,P20,2010-11-01,2020,True,-0.03673922288167997
full,P20,2010-11-01,2021,True,0.3831769868137398
full,P20,2010-11-01,2022,True,-0.008229807120415877
full,P20,2010-11-01,2023,True,0.24148983284047554
full,P20,2010-11-01,2024,True,0.264180304664406
full,P20,2010-11-01,2025,True,0.5970402450959997
full,P20,2010-11-01,2026,False,0.18072963190343838
full,P20,2011-05-01,2011,False,-0.12881582288333282
full,P20,2011-05-01,2012,True,0.07193705988870458
full,P20,2011-05-01,2013,True,0.11811681894420634
full,P20,2011-05-01,2014,True,0.34777885303265266
full,P20,2011-05-01,2015,True,0.1968884321400468
full,P20,2011-05-01,2016,True,-0.007853609031205244
full,P20,2011-05-01,2017,True,0.7929396037258671
full,P20,2011-05-01,2018,True,0.01338717453663163
full,P20,2011-05-01,2019,True,0.9496281474312955
full,P20,2011-05-01,2020,True,-0.011309404941272416
full,P20,2011-05-01,2021,True,0.3326268300322086
full,P20,2011-05-01,2022,True,0.08203159989856679
full,P20,2011-05-01,2023,True,0.28639006645645027
full,P20,2011-05-01,2024,True,0.3432441560354871
full,P20,2011-05-01,2025,True,0.7161940616954141
full,P20,2011-05-01,2026,False,0.10798994288705388
full,P20,2011-11-01,2011,False,-0.03366652753999988
full,P20,2011-11-01,2012,True,0.07153477973881084
full,P20,2011-11-01,2013,True,0.11078626507113265
full,P20,2011-11-01,2014,True,0.381520600795739
full,P20,2011-11-01,2015,True,0.1880649738998641
full,P20,2011-11-01,2016,True,-0.011181096002983115
full,P20,2011-11-01,2017,True,0.7769641960061413
full,P20,2011-11-01,2018,True,0.006461701215543236
full,P20,2011-11-01,2019,True,0.9867008893008409
full,P20,2011-11-01,2020,True,-0.030919423767312715
full,P20,2011-11-01,2021,True,0.3848674075475196
full,P20,2011-11-01,2022,True,0.002087347485431268
full,P20,2011-11-01,2023,True,0.25110831931157085
full,P20,2011-11-01,2024,True,0.3015187314687131
full,P20,2011-11-01,2025,True,0.7419391067270986
full,P20,2011-11-01,2026,False,0.0808120922450728
full,P20,2012-05-01,2012,False,-0.06239852848286698
full,P20,2012-05-01,2013,True,-0.06370336413182376
full,P20,2012-05-01,2014,True,0.4263778970910024
full,P20,2012-05-01,2015,True,0.21621252607867958
full,P20,2012-05-01,2016,True,-0.0028378961178338047
full,P20,2012-05-01,2017,True,0.7804261757332425
full,P20,2012-05-01,2018,True,0.007878509600091954
full,P20,2012-05-01,2019,True,0.9492220193399783
full,P20,2012-05-01,2020,True,-0.014552123621737523
full,P20,2012-05-01,2021,True,0.313834416388278
full,P20,2012-05-01,2022,True,0.04741688071276595
full,P20,2012-05-01,2023,True,0.26523594316006704
full,P20,2012-05-01,2024,True,0.3403403657107429
full,P20,2012-05-01,2025,True,0.6758181644837582
full,P20,2012-05-01,2026,False,0.12742504165378055
full,P20,2012-11-01,2012,False,0.10135359241571362
full,P20,2012-11-01,2013,True,-0.005630022624916409
full,P20,2012-11-01,2014,True,0.43850473905805476
full,P20,2012-11-01,2015,True,0.19221135534857248
full,P20,2012-11-01,2016,True,-0.04357731018135269
full,P20,2012-11-01,2017,True,0.7796545088873792
full,P20,2012-11-01,2018,True,0.01428458176633618
full,P20,2012-11-01,2019,True,0.9470060802996845
full,P20,2012-11-01,2020,True,-0.011235775055381425
full,P20,2012-11-01,2021,True,0.30162724133428087
full,P20,2012-11-01,2022,True,-0.01099979754409619
full,P20,2012-11-01,2023,True,0.23440209208363938
full,P20,2012-11-01,2024,True,0.444779777330202
full,P20,2012-11-01,2025,True,0.7070609884865813
full,P20,2012-11-01,2026,False,0.10824705418580094
full,P20,2013-05-01,2013,False,-0.05234398055357037
full,P20,2013-05-01,2014,True,0.2885375269010535
full,P20,2013-05-01,2015,True,0.1988240096569156
full,P20,2013-05-01,2016,True,-0.006219210346473991
full,P20,2013-05-01,2017,True,0.8157974426721653
full,P20,2013-05-01,2018,True,0.008965373909892493
full,P20,2013-05-01,2019,True,0.9493453713981974
full,P20,2013-05-01,2020,True,-0.014221223394943139
full,P20,2013-05-01,2021,True,0.3238950300821417
full,P20,2013-05-01,2022,True,-0.010528472840986236
full,P20,2013-05-01,2023,True,0.25480110432276804
full,P20,2013-05-01,2024,True,0.20943459697641909
full,P20,2013-05-01,2025,True,0.7015945598866364
full,P20,2013-05-01,2026,False,0.15331710086876882
full,P20,2013-11-01,2013,False,0.09088242185666662
full,P20,2013-11-01,2014,True,0.28127340509952514
full,P20,2013-11-01,2015,True,0.19516183215525973
full,P20,2013-11-01,2016,True,-0.00637671171423404
full,P20,2013-11-01,2017,True,0.8209376949466314
full,P20,2013-11-01,2018,True,-0.01954409700548687
full,P20,2013-11-01,2019,True,0.9460765989930364
full,P20,2013-11-01,2020,True,0.035140422741521515
full,P20,2013-11-01,2021,True,0.3866960790861753
full,P20,2013-11-01,2022,True,0.0015553364866589536
full,P20,2013-11-01,2023,True,0.24588499170259226
full,P20,2013-11-01,2024,True,0.14845430118190417
full,P20,2013-11-01,2025,True,0.6693645330716984
full,P20,2013-11-01,2026,False,0.1629749574324484
full,P20,2014-05-01,2014,False,0.5422877235875925
full,P20,2014-05-01,2015,True,0.22146836372347556
full,P20,2014-05-01,2016,True,-0.03865919216837832
full,P20,2014-05-01,2017,True,0.778921800254019
full,P20,2014-05-01,2018,True,0.014166338810993384
full,P20,2014-05-01,2019,True,0.9473033593967153
full,P20,2014-05-01,2020,True,-0.015162540954100079
full,P20,2014-05-01,2021,True,0.3165040785746067
full,P20,2014-05-01,2022,True,-0.011003445034744264
full,P20,2014-05-01,2023,True,0.25487775627037346
full,P20,2014-05-01,2024,True,0.24523164571834255
full,P20,2014-05-01,2025,True,0.7384132781513462
full,P20,2014-05-01,2026,False,0.17815569244692653
full,P20,2014-11-01,2014,False,0.5128019448610235
full,P20,2014-11-01,2015,True,0.221304183027752
full,P20,2014-11-01,2016,True,-0.1554948486204294
full,P20,2014-11-01,2017,True,0.6314435446028264
full,P20,2014-11-01,2018,True,-0.1315838607307096
full,P20,2014-11-01,2019,True,0.9122933909880435
full,P20,2014-11-01,2020,True,-0.01832476384797499
full,P20,2014-11-01,2021,True,0.47152996992659335
full,P20,2014-11-01,2022,True,0.04312281228631498
full,P20,2014-11-01,2023,True,0.24580389976157635
full,P20,2014-11-01,2024,True,0.20358122779174614
full,P20,2014-11-01,2025,True,0.8256165494373133
full,P20,2014-11-01,2026,False,0.10522454034703288
full,P20,2015-05-01,2015,False,0.02138619542711062
full,P20,2015-05-01,2016,True,-0.045059774516486906
full,P20,2015-05-01,2017,True,1.1951397838168996
full,P20,2015-05-01,2018,True,0.02891425167815087
full,P20,2015-05-01,2019,True,0.94991541352227
full,P20,2015-05-01,2020,True,-0.014161613008007667
full,P20,2015-05-01,2021,True,0.32664585630924936
full,P20,2015-05-01,2022,True,-0.0013220086351075633
full,P20,2015-05-01,2023,True,0.25720215562606197
full,P20,2015-05-01,2024,True,0.20323160261158546
full,P20,2015-05-01,2025,True,0.7232037377658209
full,P20,2015-05-01,2026,False,0.1726660411354517
full,P20,2015-11-01,2015,False,0.03357834460605158
full,P20,2015-11-01,2016,True,-0.02940695730044296
full,P20,2015-11-01,2017,True,1.234104776878877
full,P20,2015-11-01,2018,True,0.027933149126842416
full,P20,2015-11-01,2019,True,0.987600237109933
full,P20,2015-11-01,2020,True,0.19898489993393564
full,P20,2015-11-01,2021,True,0.5263440248451519
full,P20,2015-11-01,2022,True,0.04061912438964077
full,P20,2015-11-01,2023,True,0.2374534337113241
full,P20,2015-11-01,2024,True,0.23478301888035036
full,P20,2015-11-01,2025,True,0.8017145636803704
full,P20,2015-11-01,2026,False,0.18960975259035884
full,P20,2016-05-01,2016,False,0.22455153100804326
full,P20,2016-05-01,2017,True,0.630966936993884
full,P20,2016-05-01,2018,True,-0.13143768010110213
full,P20,2016-05-01,2019,True,0.9070732524747134
full,P20,2016-05-01,2020,True,0.16259497839306047
full,P20,2016-05-01,2021,True,0.4754300787501369
full,P20,2016-05-01,2022,True,0.060737472963994676
full,P20,2016-05-01,2023,True,0.22305095326195645
full,P20,2016-05-01,2024,True,0.4160102774102765
full,P20,2016-05-01,2025,True,0.835204581985882
full,P20,2016-05-01,2026,False,0.19432187661518086
full,P24,2009-11-01,2009,False,0.011998127513333179
full,P24,2009-11-01,2010,True,0.32006086874976547
full,P24,2009-11-01,2011,True,-0.1915039200752423
full,P24,2009-11-01,2012,True,0.12641122439342634
full,P24,2009-11-01,2013,True,-0.05270771559138121
full,P24,2009-11-01,2014,True,0.5127687744248874
full,P24,2009-11-01,2015,True,0.26238487472574734
full,P24,2009-11-01,2016,True,-0.05305923594252915
full,P24,2009-11-01,2017,True,1.4655736645917075
full,P24,2009-11-01,2018,True,0.03594045107751298
full,P24,2009-11-01,2019,True,1.400164549978681
full,P24,2009-11-01,2020,True,0.057932963024145634
full,P24,2009-11-01,2021,True,0.5105288416958356
full,P24,2009-11-01,2022,True,-0.03411890002199569
full,P24,2009-11-01,2023,True,0.2172376547463526
full,P24,2009-11-01,2024,True,0.22498587011266635
full,P24,2009-11-01,2025,True,0.9917251190938752
full,P24,2009-11-01,2026,False,0.25722704364039406
full,P24,2010-05-01,2010,False,0.364601368150387
full,P24,2010-05-01,2011,True,-0.19564049983485365
full,P24,2010-05-01,2012,True,0.1273374797432918
full,P24,2010-05-01,2013,True,-0.04008395595412717
full,P24,2010-05-01,2014,True,0.48224578655094286
full,P24,2010-05-01,2015,True,0.3054926339170363
full,P24,2010-05-01,2016,True,0.006527937728916466
full,P24,2010-05-01,2017,True,1.3850037574457899
full,P24,2010-05-01,2018,True,0.03681932178017089
full,P24,2010-05-01,2019,True,1.4018548605818357
full,P24,2010-05-01,2020,True,0.059860442708702166
full,P24,2010-05-01,2021,True,0.5812073567386045
full,P24,2010-05-01,2022,True,-0.00445665362218195
full,P24,2010-05-01,2023,True,0.3669953960404244
full,P24,2010-05-01,2024,True,0.4179836177180143
full,P24,2010-05-01,2025,True,0.8837788132506561
full,P24,2010-05-01,2026,False,0.3881560137052318
full,P24,2010-11-01,2010,False,0.009322805713333437
full,P24,2010-11-01,2011,True,-0.22534345823558444
full,P24,2010-11-01,2012,True,0.0014603392085794642
full,P24,2010-11-01,2013,True,-0.025364779593618936
full,P24,2010-11-01,2014,True,0.5334411435336217
full,P24,2010-11-01,2015,True,0.28180567857735306
full,P24,2010-11-01,2016,True,-0.03894200184443486
full,P24,2010-11-01,2017,True,1.4233159774429867
full,P24,2010-11-01,2018,True,0.00801328875270002
full,P24,2010-11-01,2019,True,1.3942547282410809
full,P24,2010-11-01,2020,True,0.05963194989942111
full,P24,2010-11-01,2021,True,0.5255280218979201
full,P24,2010-11-01,2022,True,0.009038977530992032
full,P24,2010-11-01,2023,True,0.35375841954259046
full,P24,2010-11-01,2024,True,0.48435507474579165
full,P24,2010-11-01,2025,True,0.939207298959057
full,P24,2010-11-01,2026,False,0.3886710369095314
full,P24,2011-05-01,2011,False,-0.14467020879727044
full,P24,2011-05-01,2012,True,0.0006146821453241191
full,P24,2011-05-01,2013,True,-0.020403893564663877
full,P24,2011-05-01,2014,True,0.5210792734549934
full,P24,2011-05-01,2015,True,0.2725247979235914
full,P24,2011-05-01,2016,True,-0.0460545331531228
full,P24,2011-05-01,2017,True,1.4210723397948
full,P24,2011-05-01,2018,True,0.0028468738016189654
full,P24,2011-05-01,2019,True,1.3946016203496212
full,P24,2011-05-01,2020,True,0.09125783377882035
full,P24,2011-05-01,2021,True,0.5795403590745856
full,P24,2011-05-01,2022,True,-0.02764284727129407
full,P24,2011-05-01,2023,True,0.2081319904294836
full,P24,2011-05-01,2024,True,0.1889116518685683
full,P24,2011-05-01,2025,True,0.9854582836524843
full,P24,2011-05-01,2026,False,0.3313518213269808
full,P24,2011-11-01,2011,False,-0.03366652753999988
full,P24,2011-11-01,2012,True,0.0007064517178407836
full,P24,2011-11-01,2013,True,-0.02809543579033469
full,P24,2011-11-01,2014,True,0.5425953005548054
full,P24,2011-11-01,2015,True,0.2520038909907498
full,P24,2011-11-01,2016,True,-0.03554554515084585
full,P24,2011-11-01,2017,True,1.5154337311775699
full,P24,2011-11-01,2018,True,0.03522266564936127
full,P24,2011-11-01,2019,True,1.4004119830076314
full,P24,2011-11-01,2020,True,0.034171691719494746
full,P24,2011-11-01,2021,True,0.5938229198066065
full,P24,2011-11-01,2022,True,0.004554512757289242
full,P24,2011-11-01,2023,True,0.3629181746584462
full,P24,2011-11-01,2024,True,0.41762123500422144
full,P24,2011-11-01,2025,True,0.9071317091106066
full,P24,2011-11-01,2026,False,0.42994695619878986
full,P24,2012-05-01,2012,False,-0.08988741281284707
full,P24,2012-05-01,2013,True,-0.11230484585639933
full,P24,2012-05-01,2014,True,0.5229033950183923
full,P24,2012-05-01,2015,True,0.2516181808748992
full,P24,2012-05-01,2016,True,-0.06414107020547388
full,P24,2012-05-01,2017,True,1.1559063416346809
full,P24,2012-05-01,2018,True,0.011175567753386018
full,P24,2012-05-01,2019,True,1.432593570946834
full,P24,2012-05-01,2020,True,-0.053808586003311176
full,P24,2012-05-01,2021,True,0.5032146928816386
full,P24,2012-05-01,2022,True,0.01695711946336198
full,P24,2012-05-01,2023,True,0.3648320622895804
full,P24,2012-05-01,2024,True,0.25377677984830527
full,P24,2012-05-01,2025,True,0.7325626330193786
full,P24,2012-05-01,2026,False,0.12434944631347511
full,P24,2012-11-01,2012,False,0.1247389294733463
full,P24,2012-11-01,2013,True,-0.07586910858060847
full,P24,2012-11-01,2014,True,0.5023701523191
full,P24,2012-11-01,2015,True,0.2552949840341734
full,P24,2012-11-01,2016,True,0.007114942479178321
full,P24,2012-11-01,2017,True,1.5025755927005515
full,P24,2012-11-01,2018,True,0.004996558494790193
full,P24,2012-11-01,2019,True,1.4009549766790368
full,P24,2012-11-01,2020,True,0.12990895380297873
full,P24,2012-11-01,2021,True,0.6338489554535214
full,P24,2012-11-01,2022,True,0.025457660990035214
full,P24,2012-11-01,2023,True,0.3654806398898165
full,P24,2012-11-01,2024,True,0.48334666923040404
full,P24,2012-11-01,2025,True,0.8886503325817736
full,P24,2012-11-01,2026,False,0.34494710491096203
full,P24,2013-05-01,2013,False,-0.0874901495453001
full,P24,2013-05-01,2014,True,0.3426917803880152
full,P24,2013-05-01,2015,True,0.27633765603050975
full,P24,2013-05-01,2016,True,-0.0637841646336742
full,P24,2013-05-01,2017,True,1.5215224724119367
full,P24,2013-05-01,2018,True,0.011999175445312149
