nav_tag,arm,date,cap,exposure,active_sells,excess
RBV30U1S00020120501ex5,V30,2018-02-01,0.3,0.3035846279931506,4,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-02,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-05,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-06,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-07,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-08,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-09,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-12,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-13,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-14,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-22,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-23,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-26,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-27,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-02-28,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-01,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-02,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-05,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-06,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-07,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-08,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-09,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-12,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-13,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-14,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-15,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-16,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-19,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-20,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-21,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-22,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-23,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-26,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-27,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-28,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-29,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020120501ex5,V30,2018-03-30,0.3,0.3035846279931506,0,0.003584627993150624
RBV30U1S00020121101ex5,V30,2018-02-01,0.3,0.3040801304275376,4,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-02,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-05,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-06,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-07,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-08,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-09,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-12,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-13,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-14,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-22,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-23,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-26,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-27,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-02-28,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-01,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-02,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-05,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-06,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-07,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-08,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-09,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-12,0.3,0.3040801304275376,0,0.0040801304275375205
