nav_tag,arm,date,cap,exposure,active_sells,excess
RBV30U1S00020121101ex5,V30,2018-03-13,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-14,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-15,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-16,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-19,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-20,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-21,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-22,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-23,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-26,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-27,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-28,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-29,0.3,0.3040801304275376,0,0.0040801304275375205
RBV30U1S00020121101ex5,V30,2018-03-30,0.3,0.3040801304275376,0,0.0040801304275375205
RBV35U1S00020091101ex5,V35,2018-02-01,0.3,0.31337297239349854,5,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-02,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-05,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-06,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-07,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-08,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-09,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-12,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-13,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-14,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-22,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-23,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-26,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-27,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-02-28,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-01,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-02,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-05,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-06,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-07,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-08,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-09,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-12,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-13,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-14,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-15,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-16,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-19,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-20,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-21,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-22,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-23,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-26,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-27,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-28,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-29,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020091101ex5,V35,2018-03-30,0.3,0.31337297239349854,0,0.01337297239349855
RBV35U1S00020100501ex5,V35,2018-02-01,0.3,0.3137285436715413,5,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-02,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-05,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-06,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-07,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-08,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-09,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-12,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-13,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-14,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-22,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-23,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-26,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-27,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-02-28,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-01,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-02,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-05,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-06,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-07,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-08,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-09,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-12,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-13,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-14,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-15,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-16,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-19,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-20,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-21,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-22,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-23,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-26,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-27,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-28,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-29,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020100501ex5,V35,2018-03-30,0.3,0.3137285436715413,0,0.013728543671541305
RBV35U1S00020101101ex5,V35,2018-02-01,0.3,0.3113833399490967,5,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-02,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-05,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-06,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-07,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-08,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-09,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-12,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-13,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-14,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-22,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-23,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-26,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-27,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-02-28,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-01,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-02,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-05,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-06,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-07,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-08,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-09,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-12,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-13,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-14,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-15,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-16,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-19,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-20,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-21,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-22,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-23,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-26,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-27,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-28,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-29,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020101101ex5,V35,2018-03-30,0.3,0.3113833399490967,0,0.011383339949096849
RBV35U1S00020110501ex5,V35,2018-02-01,0.3,0.3085058054972765,5,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-02,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-05,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-06,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-07,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-08,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-09,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-12,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-13,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-14,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-22,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-23,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-26,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-27,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-02-28,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-01,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-02,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-05,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-06,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-07,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-08,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-09,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-12,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-13,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-14,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-15,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-16,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-19,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-20,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-21,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-22,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-23,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-26,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-27,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-28,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-29,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020110501ex5,V35,2018-03-30,0.3,0.3085058054972765,0,0.00850580549727653
RBV35U1S00020111101ex5,V35,2018-02-01,0.3,0.3091119059677751,5,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-02,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-05,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-06,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-07,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-08,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-09,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-12,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-13,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-14,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-22,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-23,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-26,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-27,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-02-28,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-01,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-02,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-05,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-06,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-07,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-08,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-09,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-12,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-13,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-14,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-15,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-16,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-19,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-20,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-21,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-22,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-23,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-26,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-27,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-28,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-29,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020111101ex5,V35,2018-03-30,0.3,0.3091119059677751,0,0.009111905967775114
RBV35U1S00020120501ex5,V35,2018-02-01,0.3,0.3137366722050032,5,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-02,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-05,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-06,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-07,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-08,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-09,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-12,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-13,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-14,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-22,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-23,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-26,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-27,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-02-28,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-01,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-02,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-05,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-06,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-07,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-08,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-09,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-12,0.3,0.3137366722050032,0,0.013736672205003186
RBV35U1S00020120501ex5,V35,2018-03-13,0.3,0.3137366722050032,0,0.013736672205003186
