策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_choprepeat-flatd0.02n3s0.005x4c5p0.005_cap0.6_sp_gso_lot100_lrc2_wjcfull20160501,538435699.1887596,m2,2016-05-03,2026-08-28,1.3348271019199094,0.6587951055385629,1.8803976565568925,1.1932211521302611,0.4397125147345339,0.6349536239611786,0.462741809607091,0.0,87,0.6432652235818221,0.5844977410650389,0.5334503011665157,0.47779690458550794,0.5498852820339435,1.1972864518406479,1.1997047023680905,0.0,63,2023-01-31,0.6503417784000173,2,0.6528964519918576,0.6503266064341438,0.5498852820339435,0.0,3,0.4941249899440243,0.7667322817709283,-0.15087670188569724,1.81593968097831,0.8888888888888888,9,178.4785663962532,0.6536138218263488,0.6562091067250855,0.4494032317701813,0.5498852820339435,2020-01-14~2020-03-23,2020-01-14,2020-03-23,1.1886366905634005,1.286752501138419,1.0,0,1.974872824787355,2020-03-23,0.3417297642241961,2020-03-23,0.3417297642241961,2020-03-23,1.6701200092117212,204,6,5,0.6256980754292097,0.7404896702553286,0.967177192769308,1.4652415950494915,1.6618990213094325,1.8895449165480886,0.712634515743324,0.0,0.37745098039215685,7.64404394504758,119.82352941176471,1537,434,5.835769882628576,000338/600309/002128/601088/600585,3.9966094866868396,0.5981838609136682,2372323.2321160003,0.7907744107053334,3.76%（同期超额 +61.60%）
