策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_EBDS03M1720121101,639349004.4829559,m3,2012-11-01,2026-08-28,1.0626038867974437,0.49271810194841675,2.0145828533571613,1.015374792216607,0.4435364462480035,0.47130355171945393,0.36301399527154654,0.0,129,0.49665785772952953,0.4156895502052105,0.38753363391736495,0.3272643237004862,0.45705891347691163,1.0418652104336128,1.0519371760361274,0.0,105,2017-11=0.4470904894;2017-12=0.4059052282;2018-01=0.4321927998;2018-02=0.4156895502;2018-03=0.4535724163;2018-04=0.4703122085;2018-05=0.4686853572;2018-06=0.5651588393;2018-07=0.583678314;2018-08=0.5553083932;2018-09=0.5272355479;2018-10=0.438168357;2018-11=0.414095519;2018-12=0.3965828546;2019-01=0.5090305427;2019-02=0.5732750331;2019-03=0.6406152943;2019-04=0.622010739;2019-05=0.5883950427;2019-06=0.6236766598;2019-07=0.5632989748;2019-08=0.554812015;2019-09=0.5395808918;2019-10=0.5561475417;2019-11=0.5771087881;2019-12=0.5709710093;2020-01=0.5310302346;2020-02=0.5202324886;2020-03=0.3875336339;2020-04=0.3572793292;2020-05=0.3533277987;2020-06=0.3410965796;2020-07=0.5199628066;2020-08=0.5192366394;2020-09=0.4890227223;2020-10=0.465286329;2020-11=0.5616064294;2020-12=0.5149806125;2021-01=0.5910307488;2021-02=0.6137333697;2021-03=0.6259818746;2021-04=0.6082459037;2021-05=0.6413844485;2021-06=0.6136800918;2021-07=0.5615472042;2021-08=0.6613118102;2021-09=0.6736155833;2021-10=0.561230727;2021-11=0.4934477475;2021-12=0.6430359353;2022-01=0.5965960148;2022-02=0.6214587428;2022-03=0.6070663572;2022-04=0.6061885101;2022-05=0.5831373187;2022-06=0.5331666591;2022-07=0.5063105725;2022-08=0.4316139619;2022-09=0.4509400897;2022-10=0.3915801252;2022-11=0.3878721166;2022-12=0.374039962;2023-01=0.3272643237;2023-02=0.3472270853;2023-03=0.3727946156;2023-04=0.3976435957;2023-05=0.402115268;2023-06=0.3961581534;2023-07=0.4013498513;2023-08=0.4012098068;2023-09=0.4116685447;2023-10=0.4748289877;2023-11=0.4956960178;2023-12=0.5108066268;2024-01=0.4789460426;2024-02=0.4635851045;2024-03=0.4200942126;2024-04=0.4624515699;2024-05=0.5264440322;2024-06=0.4685029329;2024-07=0.4230092431;2024-08=0.4076886522;2024-09=0.4966578577;2024-10=0.4708575589;2024-11=0.4148475128;2024-12=0.3423274512;2025-01=0.3989934445;2025-02=0.361882095;2025-03=0.4683735612;2025-04=0.3892504854;2025-05=0.4198267708;2025-06=0.4289656986;2025-07=0.3406467345;2025-08=0.4185909281;2025-09=0.5161864431;2025-10=0.5689694191;2025-11=0.4780453331;2025-12=0.5419293893;2026-01=0.7231359218;2026-02=0.6966874988;2026-03=0.648112693;2026-04=0.6630974512;2026-05=0.6193001356;2026-06=0.6097253092;2026-07=0.6937010734,2023-01-31,0.6276241388078334,2,0.479422600138939,0.38617857374234466,0.5480277137407752,0.0,45,0.4005992499783595,0.568462147268677,-0.12867197315382128,2.2148372649176875,0.7692307692307693,13,212.11633482765197,0.4739677054407909,0.47622403768470534,0.4450996942774377,0.5480277137407752,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.8648608337807243,1.0308600646787616,1.0,0,1.905630561417464,2021-11-16,0.31781110865842654,2021-11-16,0.31781110865842654,2021-11-16,0.0,2012-11-06,0,1.6567285854432787,224,7.0,6.0,0.621355965300387,0.750868066046193,0.9667800075172462,1.3987938247365186,1.6280131772144721,1.9625294010823586,0.6646813579511615,0.0,0.38392857142857145,9.065762465485113,177.31696428571428,1767,500,5.7989319684700025,002128/000651/601088/000933/000338,4.124132210949732,0.5519700723625254,2734434.9603752,0.9114783201250667,5.33%（同期超额 +42.07%）
