策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_EBDS03M1520151101,459087777.80831957,m3,2015-11-02,2026-08-28,1.372259964696325,0.7916467090749391,2.2000179623823444,1.171651381398797,0.43355957005265977,0.6066314729482376,0.46403551577393864,0.0,93,0.644497070897085,0.5535318749912814,0.5062504533988093,0.46160601834309145,0.5303498186328791,1.2440262546912861,1.1901711711756866,0.0,69,2020-11=0.4825986838;2020-12=0.4790461199;2021-01=0.6466138694;2021-02=0.6672126955;2021-03=0.7005925253;2021-04=0.7066047811;2021-05=0.7518997923;2021-06=0.7497355935;2021-07=0.6907230974;2021-08=0.8121115752;2021-09=0.8290673352;2021-10=0.7126423595;2021-11=0.6306424262;2021-12=0.7707877374;2022-01=0.7324443563;2022-02=0.7743394907;2022-03=0.7702911101;2022-04=0.7399370577;2022-05=0.726716123;2022-06=0.6651468865;2022-07=0.6199347198;2022-08=0.598981013;2022-09=0.5890104655;2022-10=0.5393046931;2022-11=0.5194897803;2022-12=0.5056133311;2023-01=0.4616060183;2023-02=0.4842040332;2023-03=0.5062504534;2023-04=0.5184200888;2023-05=0.5204417775;2023-06=0.5148821531;2023-07=0.5139516383;2023-08=0.5156772009;2023-09=0.5416089455;2023-10=0.6223307974;2023-11=0.6434157556;2023-12=0.6582878395;2024-01=0.6070717431;2024-02=0.5892465883;2024-03=0.5375347554;2024-04=0.5877177834;2024-05=0.6597690986;2024-06=0.6031418079;2024-07=0.5673344898;2024-08=0.5609054889;2024-09=0.6605678957;2024-10=0.6239023293;2024-11=0.5735654124;2024-12=0.4936718999;2025-01=0.5425049873;2025-02=0.5662523372;2025-03=0.7337585708;2025-04=0.6444970709;2025-05=0.6634569776;2025-06=0.6660913233;2025-07=0.553531875;2025-08=0.632108782;2025-09=0.7183002247;2025-10=0.7301962927;2025-11=0.6531793943;2025-12=0.6666662186;2026-01=0.7996047867;2026-02=0.7835894582;2026-03=0.7232487327;2026-04=0.7265199094;2026-05=0.6702661053;2026-06=0.6491153682;2026-07=0.7141882498,2023-01-31,0.7024556736074845,2,0.7106184124414745,0.5654974527929295,0.5303498186328791,0.0,9,0.5889841928176209,0.7170374610786994,-0.15625202049466802,2.053720155606317,0.8,10,152.02925926943985,0.5919164205635299,0.5939069320604371,0.4562077750015218,0.5303498186328791,2020-01-03~2020-03-23,2020-01-03,2020-03-23,1.1160867785141426,1.1902443494507435,1.0,0,1.8484197428807103,2020-03-23,0.29669654037887166,2020-03-23,0.2966965403788717,2020-03-23,-1.1641532182693481e-10,2022-07-01,0,1.6501252617059399,225,7.0,5.0,0.6326626182480091,0.7203185433510925,0.8371968184011569,1.4511463897337635,1.664200927917041,2.028293030602294,0.7446808510638298,0.0,0.3377777777777778,10.909718275349103,123.52888888888889,1612,464,6.85197196724491,002128/000338/601088/688516/600585,3.3838883037483685,0.4901983657251755,2077700.909834002,0.6925669699446673,2.83%（同期超额 +56.36%）
