策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_EBDS03M1220130501ex5,633692505.2251091,m3,2013-05-02,2026-08-28,1.0984117390904302,0.4701382322084339,2.1087513945432597,1.1337376019729946,0.48238019552508005,0.46923053998855746,0.38003981493000794,0.0,123,0.4986935327430555,0.3935854811102857,0.33269051808348027,0.20312615665603184,0.48869395804816884,1.1643758445001673,1.1627639963249108,0.0,99,2018-05=0.3656490544;2018-06=0.3935854811;2018-07=0.4390322713;2018-08=0.4200943447;2018-09=0.3326905181;2018-10=0.2831580638;2018-11=0.2523063166;2018-12=0.245641461;2019-01=0.2955353946;2019-02=0.3823646372;2019-03=0.4668578241;2019-04=0.4353127162;2019-05=0.4091230469;2019-06=0.4453801946;2019-07=0.3772340804;2019-08=0.3804847818;2019-09=0.3891360521;2019-10=0.399642534;2019-11=0.4212470831;2019-12=0.3822784958;2020-01=0.3504197893;2020-02=0.3295351998;2020-03=0.2339979679;2020-04=0.2259887456;2020-05=0.2031261567;2020-06=0.2203639975;2020-07=0.3381803482;2020-08=0.3626974326;2020-09=0.3456124051;2020-10=0.3379182044;2020-11=0.4065772623;2020-12=0.4071195892;2021-01=0.627044292;2021-02=0.6686262987;2021-03=0.6358756768;2021-04=0.6522846896;2021-05=0.6895078673;2021-06=0.6760840465;2021-07=0.5777999132;2021-08=0.6346266131;2021-09=0.6634727558;2021-10=0.6077657596;2021-11=0.5714464662;2021-12=0.6255421542;2022-01=0.5687721627;2022-02=0.5700564782;2022-03=0.588237165;2022-04=0.6039794635;2022-05=0.5873050805;2022-06=0.557765659;2022-07=0.5324640565;2022-08=0.4672485076;2022-09=0.4741648921;2022-10=0.4175924375;2022-11=0.4014044706;2022-12=0.3977836506;2023-01=0.3364697987;2023-02=0.3580663062;2023-03=0.3785611845;2023-04=0.4010321855;2023-05=0.4107448022;2023-06=0.4016426376;2023-07=0.4032735316;2023-08=0.3948321031;2023-09=0.4384664458;2023-10=0.5387652449;2023-11=0.5564239162;2023-12=0.5975943954;2024-01=0.57268593;2024-02=0.5330597453;2024-03=0.5330134937;2024-04=0.5500952132;2024-05=0.6038377203;2024-06=0.5803794712;2024-07=0.5557385936;2024-08=0.5332320879;2024-09=0.5839138018;2024-10=0.552770419;2024-11=0.5377914894;2024-12=0.4829396395;2025-01=0.4986935327;2025-02=0.494116842;2025-03=0.5798261045;2025-04=0.5314434259;2025-05=0.557247133;2025-06=0.5826201106;2025-07=0.4983135847;2025-08=0.5510503778;2025-09=0.6571144524;2025-10=0.646768908;2025-11=0.5699175457;2025-12=0.5890314059;2026-01=0.6647421401;2026-02=0.6798829474;2026-03=0.6646926111;2026-04=0.7228512133;2026-05=0.6540479951;2026-06=0.6344145625;2026-07=0.7201141764,2020-05-29,0.6489570447856211,2,0.45578418952313093,0.38801379857883034,0.5881015519383659,0.0,39,0.4839931773768146,0.5943099244230126,-0.2656390315033347,1.684248108586344,0.8333333333333334,12,210.23083507503637,0.4945144735182545,0.4961196000566894,0.4098861026981732,0.5881015519383659,2015-06-15~2016-05-10,2015-06-15,2016-05-10,0.8408657856595497,1.1158354021726162,1.0,0,1.8774774313798641,2020-03-23,0.3075815568954367,2020-03-23,0.30758155689543676,2020-03-23,0.0,2013-05-16,0,1.5906116593028916,235,7,5,0.6096357615272386,0.7041040262812309,0.9148295714053712,1.37730350799881,1.573294160994074,1.813776856660167,0.5813020672631903,0.0,0.3659574468085106,10.495493263307953,145.85531914893616,2005,567,7.7030248500126755,600309/688516/600585/601225/002466,3.367231757470787,0.46065988820600445,2954881.1219155975,0.9849603739718659,5.03%（同期超额 +44.43%）
