策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年窗口年化,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,最低现金,最低现金日,负现金日数,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_ex5_lot100_lrc2_EBDS03M1620160501ex5,518593587.4447111,m3,2016-05-03,2026-08-28,1.35910553683893,0.8529680634266857,2.725219105228001,1.1935417323870534,0.41811297125165514,0.5184041130488348,0.43857350828982056,0.0,87,0.5530112808330363,0.4878405717318144,0.406741427900434,0.34110196515441404,0.41811297125165514,1.2841133196747785,1.2037316970507805,0.0,63,2021-05=0.6711371751;2021-06=0.6576736036;2021-07=0.5650520658;2021-08=0.6154350258;2021-09=0.6374545969;2021-10=0.5748191113;2021-11=0.5328736355;2021-12=0.5887758004;2022-01=0.5393972374;2022-02=0.545828551;2022-03=0.5641012199;2022-04=0.5844836094;2022-05=0.5707144188;2022-06=0.5409530448;2022-07=0.518165333;2022-08=0.4732603745;2022-09=0.4711704151;2022-10=0.4186271654;2022-11=0.3986313483;2022-12=0.399391722;2023-01=0.3411019652;2023-02=0.3625716542;2023-03=0.3838800012;2023-04=0.4073088473;2023-05=0.417466458;2023-06=0.4067414279;2023-07=0.407118662;2023-08=0.3987577842;2023-09=0.4398719533;2023-10=0.5430989159;2023-11=0.5616115285;2023-12=0.6009968681;2024-01=0.5756203614;2024-02=0.5343518527;2024-03=0.5323756888;2024-04=0.5499426992;2024-05=0.5988966966;2024-06=0.5722868776;2024-07=0.5533852469;2024-08=0.5382178753;2024-09=0.5851877353;2024-10=0.5562930767;2024-11=0.5369044355;2024-12=0.4796873016;2025-01=0.4971326736;2025-02=0.4878405717;2025-03=0.5755479347;2025-04=0.5234656979;2025-05=0.5530112808;2025-06=0.5814232652;2025-07=0.4962764404;2025-08=0.5494361081;2025-09=0.6598101584;2025-10=0.6381568992;2025-11=0.5565705401;2025-12=0.569840938;2026-01=0.6403940702;2026-02=0.6585161499;2026-03=0.6452285667;2026-04=0.7052881174;2026-05=0.6397890319;2026-06=0.6257419642;2026-07=0.7146721917,2023-01-31,0.6398621287624979,2,0.6416301472192008,0.6381548326778594,0.4911062715538823,0.0,3,0.4584370272876339,0.6975209376522165,-0.25610481135864693,1.647777957828508,0.8888888888888888,9,171.86452914823704,0.6476077548252697,0.6501748914088923,0.39244075666010464,0.4911062715538823,2018-07-30~2019-01-03,2018-07-30,2019-01-03,1.3186713188903283,1.402705072699255,1.0,0,1.8725354367326652,2020-03-23,0.3057541264648461,2020-03-23,0.3057541264648461,2020-03-23,0.0,2016-05-25,0,1.6253752356255955,158,7,6,0.6084984755552715,0.7252604302053441,0.9151793864806057,1.3216620672688106,1.5671108739732857,1.8731795726068432,0.5631725787166202,0.0,0.35443037974683544,13.079766744412014,161.3860759493671,1425,379,5.814564354091127,600309/600585/688516/601225/002466,3.798492732687799,0.5942240734705538,1781160.8358248014,0.5937202786082671,3.76%（同期超额 +61.00%）
