security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,incremental_roe_basis,cash_roe0,owner_earnings0,v_zero_growth,incremental_roe_used,ame_path,nopat_ps,roic0,incremental_roic,reinvestment_rate,wacc,cost_of_debt,tax_rate,net_debt_ps,fin_net_debt_ps,minority_book_ps,ev_ps,owner_earnings_true_ps,roic_path,minority_share,minority_share_basis,roic_nopat_mode,roic_g_source,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout,v_bear,v_bull,valuation_quality_score,valuation_quality_notes,bps_operating,external_equity_ps,external_equity_cum_ps,shares_est,bps_basis_date,equity_anchor_mode,peak_weight,growth_trust,trough_weight,ttm_factor,growth_damp,maintenance_ratio,maintenance_raw_ratio,maintenance_status,maintenance_intervals,maintenance_positive_intervals,maintenance_net_reinvestment,maintenance_growth_allowance,maintenance_nopat_total,cash_blocked,wc_aggregation,wc_first_period,wc_last_period,wc_start,wc_end,wc_change,wc_financing_start,wc_financing_end,wc_conflict_years,minority_claim_status,minority_claim_event,minority_fixed_claim_ps,minority_dividend_floor_ps,model_evaluated_at,model_evaluated_report_date,forecast_overlay,forecast_notice_date,forecast_report_date,forecast_profit_yi,forecast_source,pre_overlay_iv,pre_overlay_report_date,pre_overlay_notice_date,bps_scale,overlay_note,exright_factor,exright_cash,exright_note
300811,铂科新材,L2,2026-06-30,2026-08-26,2026-08-26,ok,,1.3375,0.1498,weightavg_ttm,7.9767,1.1942,0.1514,0.1514,,0.151400,normalized,,5,0.4345,0.1484,raw,,,13.1229,,,1.1951,0.1519,0.1456,0.8651,0.0904,0.0433,0.1122,0.0927,0.1153,0.0691,15.6687,0.5356,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.2214,,0.1259,,tier,,,,0.1000,0.0300,0.1104,15.5760,14.0184,17.1336,0.20,12.4608,13.03,11.65,0.8045,0.0614,9.8871,26.3993,69,hist12/cv20/term5/path20/legs12,6.6693,0.0917,1.2156,405763655,2026-08-26,shares_ref,0.000,0.50,0.000,1.0821,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,404797546.4900,1019096337.1900,614298790.7000,78705215.8500,226573303.7400,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
300832,新产业,L2,2026-06-30,2026-08-14,2026-08-14,ok,,2.1864,0.1892,weightavg_ttm,11.4151,2.5268,0.2189,0.2189,,0.218900,normalized,,5,0.6161,0.1820,n/a,,,27.6589,,,2.1766,0.4683,0.2647,0.2838,0.1000,0.1193,0.1267,-5.8928,-6.0209,0.0000,18.6189,1.6235,growth,0.0000,book_fallback,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0441,,0.0751,,tier,,,,0.1000,0.0300,0.1200,24.5118,22.0606,26.9629,0.20,19.6094,11.26,11.21,0.6595,0.0000,17.3290,35.8164,76,hist12/cv20/term12/path20/legs12,10.0463,-0.1280,1.4969,785718785,2026-08-14,shares_ref,0.000,0.50,0.000,1.0596,0.9068,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,536006710.6700,1520148767.9500,984142057.2800,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-14,2026-06-30,,,,,,,,,,,,,
300866,安克创新,L2,2026-06-30,2026-08-31,2026-08-31,ok,,5.7500,0.2862,weightavg_ttm,21.6068,6.5761,0.3114,0.2610,,0.261000,lift2(孰高),,9,0.2943,0.3559,raw,,,71.2350,,,5.2464,0.4438,0.4957,0.2684,0.0824,0.0211,0.1045,-7.7880,-10.1012,0.3775,57.5539,0.5777,growth,0.0417,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.3046,,0.1074,,tier,,,,0.1000,0.0300,0.1024,65.3419,58.8077,71.8761,0.20,52.2736,12.45,11.36,0.7702,0.0000,38.1970,122.4585,61,hist12/cv12/term5/path20/legs12,16.2007,0.5068,4.8993,536387890,2026-08-31,shares_ref,0.000,0.50,0.000,1.2103,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1903852112.9000,2290897070.2300,387044957.3300,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
300896,爱美客,L2,2026-06-30,2026-08-21,2026-08-21,ok,,3.6300,0.1453,weightavg_ttm,26.1454,7.3471,0.2801,0.2801,,0.280100,normalized,,9,0.1853,0.1319,raw,,,86.1678,,,7.0964,0.8124,0.1242,0.0693,0.0981,0.0414,0.1393,-12.8068,-15.9434,2.0616,49.3627,4.4337,growth,0.0000,earnings,"blend(λ=0.0,w=0.00,v=0.66)",capital,,-0.1263,,0.0086,,tier,,,,0.1000,0.0300,0.1181,62.1695,55.8529,68.4861,0.20,50.5325,8.90,17.40,0.5046,0.0000,46.7228,83.7833,76,hist12/cv12/term20/path20/legs12,16.7828,-0.0788,9.4415,302592061,2026-08-21,shares_ref,0.000,0.00,0.657,0.8481,0.5349,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-24947993.8200,-26384964.4200,-1436970.6000,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,1.000000,0.9961,除权归一化至 2026-09-23 现价口径：2026-09-03 现金0.996147/送转0
300910,瑞丰新材,L2,2026-06-30,2026-08-26,2026-08-26,ok,,2.5700,0.2088,weightavg_ttm,9.9084,2.3787,0.2412,0.1764,,0.176400,lift2(孰高),,9,0.2159,0.3361,raw,,,25.6733,,,1.9959,0.3557,0.2833,0.6217,0.0873,0.0200,0.1291,-2.7936,-2.8315,0.0715,25.2461,1.6147,growth,0.0032,earnings,"blend(λ=0.5,w=0.13,v=0.00)",capital,,0.0412,,0.1761,,tier,,,,0.1000,0.0300,0.1073,28.0397,25.2358,30.8437,0.20,22.4318,14.05,10.91,0.8707,0.0000,15.2913,59.4970,61,hist12/cv12/term5/path20/legs12,6.2745,0.0514,3.5825,384715861,2026-08-26,shares_ref,0.126,0.50,0.000,1.0606,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,287772081.6800,735442869.3400,447670787.6600,62198115.0700,154271237.9000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
301589,诺瓦星云,L2,2026-06-30,2026-08-22,2026-08-22,ok,,6.9800,0.1606,weightavg_ttm,44.1998,9.4663,0.2172,0.2172,,0.217250,normalized,,9,0.3160,0.1427,raw,,,96.5651,,,7.5743,0.2623,0.1843,0.8785,0.0897,0.0255,0.1275,-11.4779,-11.5138,0.0714,95.5672,6.7602,growth,0.0000,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.1348,,0.1619,,tier,,,,0.1000,0.0300,0.1097,107.0451,96.2752,117.8150,0.20,86.1591,14.22,15.43,0.9040,0.0000,63.2140,210.1498,69,hist12/cv20/term5/path20/legs12,41.1499,0.6893,2.3607,92448000,2026-08-22,shares_ref,0.000,0.50,0.000,1.0641,0.9784,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,439849939.8600,1901350902.5700,1461500962.7100,40281132.0900,285351222.5700,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,1.000000,0.6538,除权归一化至 2026-09-23 现价口径：2026-09-16 现金0.653829/送转0
600007,中国国贸,L2,2026-06-30,2026-08-31,2026-08-31,ok,,1.1900,0.1258,weightavg_ttm,9.2358,1.1727,0.1270,0.1270,,0.127000,normalized,,5,0.2451,0.1538,n/a,,,15.4013,,,1.2192,0.1703,,-0.3744,0.0983,0.0388,0.2505,-2.9973,-3.0086,0.0052,11.3448,1.0815,growth,0.0008,earnings,median3,none,,0.0013,,0.0000,,tier,,,,0.1000,0.0300,0.1183,14.3421,12.9079,15.7763,0.20,11.4737,11.76,12.05,0.5579,0.3903,11.7837,17.5109,77,hist12/cv20/term20/path20/legs5,9.7358,0.0000,-0.5000,1007282534,2026-08-31,shares_ref,0.000,0.00,0.000,1.0009,0.9409,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,105785561.0000,-143784543.0000,-249570104.0000,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
600031,三一重工,L2,2026-06-30,2026-08-31,2026-08-31,ok,,0.9879,0.1035,weightavg_ttm,10.0146,1.1283,0.1118,0.1118,,0.111800,normalized,,9,0.0516,-0.2114,n/a,,,14.6909,,,0.9660,0.0836,-0.2306,0.1250,0.0851,0.0369,0.1433,-3.3397,-3.7079,0.1267,11.3012,1.8908,growth,0.0225,earnings,ttm_growth,none,,0.2060,,0.0000,,tier,,,,0.1000,0.0300,0.0836,14.6409,13.1768,16.1050,0.20,11.7127,15.16,14.82,0.5330,0.6410,11.6529,17.0474,62,hist12/cv5/term20/path20/legs5,7.9091,-0.0307,2.1362,9195004000,2026-08-31,shares_ref,0.000,1.00,0.000,1.0566,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,6491997000.0000,6049022000.0000,-442975000.0000,737778000.0000,461187000.0000,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
600036,招商银行,L2,2026-06-30,2026-08-29,2026-08-29,ok,,5.7900,0.1322,weightavg_ttm,45.4022,6.5681,0.1449,0.1622,,0.162200,"guarded(λ=0.0,w=0.00,v=0.00)",,5,0.4874,0.0756,n/a,,,,,,,,,,,,,,,,,,bank_divspread,,,,,0.2932,0.0167,0.1024,0.1024,,tier,,,,0.1000,0.0300,0.1200,53.2766,47.9489,58.6043,0.20,60.6543,11.53,13.09,0.6757,0.2466,53.6803,113.7898,69,hist20/cv20/term12/path5/legs12,45.3284,0.0738,,26347543860,2026-08-29,shares_ref,0.000,0.00,0.000,1.0101,1.0000,0.000000,,off,0,0,,,,,operating,,,,,,,,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
600066,宇通客车,L2,2026-06-30,2026-08-11,2026-08-11,ok,,2.4800,0.3609,weightavg_ttm,5.8612,3.4881,0.5921,0.1297,,0.129700,lift2(孰高),,9,0.2943,6.9260,n/a,,,12.0031,,,0.7499,0.3966,,-0.0218,0.1000,0.1200,0.1371,-4.5306,-4.6846,0.0925,5.5362,0.9449,growth,0.0122,earnings,cyclical_median,none,,0.6182,,0.0000,,tier,,,,0.1000,0.0300,0.1200,10.0668,9.0601,11.0734,0.20,8.0534,13.42,4.06,0.5919,0.0000,8.4272,12.0906,52,hist12/cv5/term20/path10/legs5,6.3101,-0.0295,-0.4194,2213939223,2026-08-11,shares_ref,1.000,1.00,0.000,0.9877,0.9877,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1768830731.7300,1601236794.2400,-167593937.4900,302338792.7500,212216562.5900,0,,,0.0000,0.0000,2026-08-11,2026-06-30,,,,,,,,,,,,,
600085,同仁堂,L2,2026-06-30,2026-08-31,2026-08-31,ok,,0.7070,0.0709,weightavg_ttm,9.9333,1.1994,0.1201,0.1201,,0.120100,normalized,,5,0.3545,-0.0127,n/a,,,16.2850,,,1.7915,0.1857,-0.0806,0.1436,0.0896,0.0344,0.1942,2.8577,-5.1665,5.6470,17.5504,1.1483,growth,0.3509,earnings,trough_median,none,,-0.1657,,0.0000,,tier,,,,0.1000,0.0300,0.1096,14.6926,13.2234,16.1619,0.20,11.7541,8.20,20.78,0.6401,0.1328,9.9292,20.9219,69,hist12/cv20/term12/path20/legs5,9.9872,-0.0538,0.0000,1371470262,2026-08-31,shares_ref,0.000,0.00,1.000,0.8156,0.5775,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,3668031141.8200,7418506922.8500,3750475781.0300,188189546.3300,94805198.5200,0,,,0.0000,0.0000,2026-08-31,2026-06-30,,,,,,,,,,,,,
600132,重庆啤酒,L2,2026-06-30,2026-08-20,2026-08-20,ok,,2.3900,0.7331,weightavg_ttm,3.2729,2.5436,0.7737,0.6925,,0.692500,lift2(孰高),,5,0.4032,,n/a,,,27.0324,,,5.1772,3.2914,0.0597,0.1460,0.0975,0.0459,0.2356,16.5334,-1.7623,3.2478,34.2850,4.3863,growth,0.5071,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,-0.0605,,0.0087,,tier,,,,0.1000,0.0300,0.1175,17.7517,15.9765,19.5268,0.20,14.2013,3.43,7.43,0.3073,0.0000,6.4351,30.6836,76,hist12/cv12/term20/path20/legs12,7.9076,-0.0169,-4.6179,483971198,2026-08-20,shares_ref,0.000,0.50,0.000,0.9439,0.9439,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-2813004943.1400,-2480804734.6600,332200208.4800,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,,,
600160,巨化股份,L2,2026-06-30,2026-08-26,2026-08-26,ok,,1.6220,0.2086,weightavg_ttm,8.1707,2.7064,0.3313,0.0859,,0.085900,lift2(孰高),,9,0.1657,0.3765,n/a,,,10.8050,,,1.0073,0.1183,0.2840,0.6962,0.0831,0.0206,0.1478,1.3178,0.0895,1.2290,15.8426,1.8897,growth,0.0260,earnings,cyclical_median,capital,,0.3173,,0.1978,,tier,,,,0.1000,0.0300,0.1031,14.5248,13.0723,15.9772,0.20,11.6198,14.42,8.95,0.8625,0.0000,8.8722,26.8424,51,hist12/cv12/term5/path10/legs12,8.1701,0.0006,0.0000,2699746081,2026-08-26,shares_ref,1.000,1.00,0.000,1.1584,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,755450682.4600,-1767113044.0100,-2522563726.4700,517570087.2900,1409665870.9000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
600176,中国巨石,L2,2026-06-30,2026-08-21,2026-08-21,ok,,1.1390,0.1419,weightavg_ttm,8.2823,1.2200,0.1468,0.1468,,0.146800,normalized,,9,0.1768,-0.3214,n/a,,,14.3649,,,1.3726,0.0904,-0.3195,0.0955,0.0796,0.0292,0.1770,2.9035,2.3437,0.3891,18.2433,0.4555,growth,0.0334,earnings,ttm_growth,none,,0.0048,,0.0000,,tier,,,,0.1000,0.0300,0.0904,15.3398,13.8058,16.8737,0.20,12.2718,11.18,13.47,0.5707,0.6681,10.6694,20.1724,69,hist12/cv12/term20/path20/legs5,8.3103,-0.0280,0.0000,4003136728,2026-08-21,shares_ref,0.000,1.00,0.000,1.3793,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,4282791158.5100,4762632764.3000,479841605.7900,5017060615.7200,2284605771.8300,0,,,0.0000,0.0000,2026-08-21,2026-06-30,,,,,,,,,,,,,
600183,生益科技,L2,2026-06-30,2026-08-15,2026-08-15,ok,,2.1600,0.3007,weightavg_ttm,7.6166,3.1207,0.4186,0.1828,,0.182800,lift2(孰高),,9,0.0263,0.1312,n/a,,,9.7234,,,1.0048,0.1093,0.2426,0.4387,0.0889,0.0359,0.1188,1.5820,0.7812,0.9797,14.4156,1.9504,growth,0.0619,earnings,cyclical_median,capital,,0.6528,,0.1064,,tier,,,,0.1000,0.0300,0.1089,12.8336,11.5503,14.1170,0.20,10.2669,12.77,5.94,0.7022,0.1620,8.4556,19.0935,58,hist12/cv12/term12/path10/legs12,6.8141,0.1789,0.6237,2429119230,2026-08-15,shares_ref,1.000,1.00,0.000,1.5580,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,6747945964.2600,8039199896.1400,1291253931.8800,1124733103.6400,1303159704.4000,0,,,0.0000,0.0000,2026-08-15,2026-06-30,,,,,,,,,,,,,
600276,恒瑞医药,L2,2026-06-30,2026-08-20,2026-08-20,ok,,1.1700,0.1288,weightavg_ttm,9.7129,1.3570,0.1396,0.1396,,0.139600,normalized,,5,0.4961,0.1277,n/a,,,18.1253,,,1.1506,0.2317,1.0205,0.1239,0.0999,0.0228,0.1138,-6.6084,-6.6837,0.0838,10.6112,1.6444,growth,0.0000,earnings,ttm_growth,capital,,0.2357,,0.0496,,tier,,,,0.1000,0.0300,0.1199,17.2196,15.4976,18.9416,0.20,13.7757,14.97,14.72,0.6763,0.0387,13.9640,21.8129,68,hist12/cv12/term12/path20/legs12,8.3023,0.0085,1.4021,6637199874,2026-08-20,shares_ref,0.000,1.00,0.000,1.0020,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,7573578533.6700,4849142691.9100,-2724435841.7600,1170380436.1700,630721780.5400,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,,,
600285,羚锐制药,L2,2026-06-30,2026-08-12,2026-08-12,ok,,1.3780,0.2321,weightavg_ttm,5.6984,1.3474,0.2335,0.2128,up,0.230680,lift2(孰高),,5,0.8840,0.3481,n/a,,,16.2302,,,1.1669,0.8740,0.9264,0.0453,0.0914,0.0200,0.1331,-3.4644,-3.5954,0.0601,8.6903,0.7701,growth,0.0000,earnings,"blend(λ=0.5,w=0.42,v=0.00)",capital,,0.1509,,0.0181,,tier,,,,0.1000,0.0300,0.1114,12.1547,10.9392,13.3701,0.20,9.7237,10.42,8.82,0.5235,0.0000,9.0094,16.4551,69,hist12/cv5/term20/path20/legs12,6.2538,-0.0709,-0.4845,567115486,2026-08-12,shares_ref,0.415,0.50,0.000,1.0273,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,523265868.8400,748003191.4900,224737322.6500,29896708.3600,115708095.3100,0,,,0.0000,0.0000,2026-08-12,2026-06-30,,,,,,,,,,,,,
600298,安琪酵母,L2,2026-06-30,2026-08-15,2026-08-15,ok,,1.8700,0.1346,weightavg_ttm,14.3448,1.9433,0.1357,0.1351,down,0.133468,lift2(孰高),,5,0.4486,0.0338,n/a,,,23.7712,,,2.1321,0.0970,0.0369,1.1929,0.0678,0.0200,0.1508,7.6557,6.6420,1.0415,37.2260,1.8394,growth,0.0210,earnings,"blend(λ=1.0,w=0.00,v=0.03)",capital,,0.0711,,0.0369,,tier,,,,0.1000,0.0300,0.0878,29.5703,26.6132,32.5273,0.20,23.6562,13.87,15.81,0.7375,0.5266,16.5891,56.7025,76,hist12/cv20/term12/path20/legs12,14.3171,0.0278,0.0000,867978471,2026-08-15,shares_ref,0.000,1.00,0.033,1.0528,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,1930350978.7100,4328240140.1100,2397889161.4000,253601744.8200,157558580.3700,0,,,0.0000,0.0000,2026-08-15,2026-06-30,,,,,,,,,,,,,
600309,万华化学,L2,2026-06-30,2026-08-25,2026-08-25,ok,,5.2500,0.1516,weightavg_ttm,36.2873,5.8761,0.1608,0.2042,down,0.160760,normalized,,5,0.6436,-0.3020,n/a,,,68.8050,,,6.6682,0.1287,-0.1173,0.6999,0.0643,0.0290,0.1370,35.6565,28.5035,3.9834,103.3343,5.5482,growth,0.0811,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.0453,,0.0000,,tier,,,,0.1000,0.0300,0.0843,67.6778,60.8291,74.5266,0.20,54.7903,10.27,13.05,0.7877,0.0508,29.0196,148.9324,54,hist12/cv12/term5/path20/legs5,37.8924,-0.2744,-1.3307,3130471626,2026-08-25,shares_ref,0.000,0.50,0.000,1.3145,0.9394,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,5114464132.6500,-37744900243.3900,-42859364376.0400,6630020551.2700,2777227576.5500,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,1.000000,0.8100,除权归一化至 2026-09-23 现价口径：2026-09-11 现金0.81/送转0
600406,国电南瑞,L2,2026-06-30,2026-08-27,2026-08-27,ok,,1.0500,0.1612,weightavg_ttm,6.4835,1.0475,0.1620,0.1604,,0.160400,lift2(孰高),,5,0.0265,0.1058,pre_adjusted,,,13.2238,,,1.0449,0.2355,,0.3036,0.0993,0.0353,0.0979,-2.8180,-3.6109,0.4680,8.7492,1.4175,growth,0.0659,earnings,ttm_growth,none,,0.0711,,0.0000,,tier,,,,0.1000,0.0300,0.1193,11.5671,10.4104,12.7238,0.20,9.2537,11.07,11.02,0.6070,0.0046,9.2923,14.2781,69,hist12/cv20/term12/path20/legs5,6.4589,0.0212,0.0035,8031756156,2026-08-27,shares_ref,0.000,1.00,0.000,1.0146,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,6972853009.5500,12750195297.5200,5777342287.9700,4114721487.9400,3264728509.1800,0,,,0.0000,0.0000,2026-08-27,2026-06-30,,,,,,,,,,,,,
600415,小商品城,L2,2026-06-30,2026-08-26,2026-08-26,ok,,0.8200,0.1778,weightavg_ttm,4.0306,1.0329,0.2552,0.1004,,0.100400,lift2(孰高),,9,0.1682,0.3412,n/a,,,8.3284,,,0.6343,0.1562,1.1520,0.3217,0.0903,0.0344,0.2204,-1.3066,-1.3361,0.0142,8.3085,1.6797,growth,0.0015,earnings,"blend(λ=1.0,w=0.85,v=0.00)",capital,,0.3367,,0.1287,,tier,,,,0.1000,0.0300,0.1103,9.6152,8.6536,10.5767,0.20,7.6921,15.16,11.73,0.8162,0.0532,6.5391,15.4854,51,hist12/cv12/term5/path10/legs12,4.0458,-0.0152,0.0000,5483559226,2026-08-26,shares_ref,0.848,1.00,0.000,1.0686,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-3120999459.3500,-6403078665.3000,-3282079205.9500,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
600426,华鲁恒升,L2,2026-06-30,2026-08-20,2026-08-20,ok,,1.9320,0.1223,weightavg_ttm,16.5140,2.3048,0.1402,0.1402,,0.140200,normalized,,9,0.0431,-0.3721,n/a,,,21.8313,,,2.2440,0.1120,-0.1565,0.7683,0.0816,0.0263,0.1423,4.3597,4.7144,1.0288,22.1086,0.4758,growth,0.0128,earnings,"blend(λ=0.5,w=0.00,v=0.00)",none,,0.0552,,0.0000,,tier,,,,0.1000,0.0300,0.1016,17.7489,15.9741,19.5238,0.20,18.4589,10.28,11.94,0.5901,0.6051,16.0462,33.4383,62,hist12/cv5/term20/path20/legs5,16.4384,0.0756,0.0000,2123219998,2026-06-30,shares_ref,0.000,0.50,0.000,1.2365,0.8883,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2071885478.2400,1597157194.9900,-474728283.2500,3785521043.4500,1932886906.3800,0,,,0.0000,0.0000,2026-08-20,2026-06-30,,,,,,,,,,,1.300000,0.0000,除权归一化至 2026-09-23 现价口径：2026-07-10 现金0/送转0.3
600436,片仔癀,L2,2026-06-30,2026-08-29,2026-08-29,ok,,3.0000,0.1248,weightavg_ttm,24.2184,5.6157,0.2307,0.2307,,0.230700,normalized,,9,0.2726,-0.0562,n/a,,,58.8144,,,4.9166,0.6234,-0.0480,0.5656,0.0953,0.0337,0.1555,-7.2197,-8.2609,0.9187,35.1435,-0.0872,growth,0.0133,earnings,"blend(λ=0.0,w=0.00,v=0.73)",none,,-0.1248,,0.0000,,tier,,,,0.1000,0.0300,0.1153,42.3632,38.1269,46.5996,0.20,33.8906,8.62,14.12,0.5516,0.0000,30.9135,56.8096,69,hist12/cv12/term20/path20/legs5,23.5805,-0.1225,0.7604,603317210,2026-08-29,shares_ref,0.000,0.00,0.730,0.8382,0.6030,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,2344721600.3800,6747138441.2900,4402416840.9100,8996378.1000,24084691.5700,0,,,0.0000,0.0000,2026-08-29,2026-06-30,,,,,,,,,,,,,
600486,扬农化工,L2,2026-06-30,2026-08-25,2026-08-25,ok,,3.1470,0.1100,weightavg_ttm,29.5962,5.6343,0.1908,0.1908,,0.190800,normalized,,9,0.1791,0.0140,raw,,,45.4897,,,3.8526,0.2066,0.0006,0.4722,0.0962,0.0567,0.1487,-5.4457,-5.3985,0.0184,34.3609,3.5996,growth,0.0007,earnings,"blend(λ=0.0,w=0.00,v=0.48)",capital,,-0.0328,,0.0003,,tier,,,,0.1000,0.0300,0.1162,39.8066,35.8259,43.7872,0.20,31.8453,10.33,12.65,0.6089,0.1204,30.9825,50.6832,76,hist12/cv20/term12/path20/legs12,31.8062,0.0764,-2.2864,405398884,2026-08-25,shares_ref,0.000,0.00,0.477,0.9875,0.9875,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,844021028.9500,966716798.5800,122695769.6300,48949179.9800,954855011.6300,0,,,0.0000,0.0000,2026-08-25,2026-06-30,,,,,,,,,,,,,
600519,贵州茅台,L2,2026-06-30,2026-08-15,2026-08-15,ok,,65.0500,0.3139,weightavg_ttm,200.9898,65.9834,0.3253,0.3253,,0.325300,normalized,,5,0.0268,0.5374,n/a,,,827.5398,,,67.5180,1.6306,0.6189,0.1480,0.0943,0.0200,0.2566,-118.1191,-144.2685,7.6804,530.4054,48.8299,growth,0.0360,earnings,"blend(λ=0.5,w=0.00,v=0.00)",capital,,0.0573,,0.0592,,tier,,,,0.1000,0.0300,0.1143,648.5245,583.6721,713.3770,0.20,518.8196,9.61,9.97,0.4302,0.0000,436.0061,957.6317,84,hist12/cv20/term20/path20/legs12,244.0469,-1.8904,-41.1667,1252270215,2026-08-15,shares_ref,0.000,0.50,0.000,0.9892,0.9494,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,3397529279.9900,40659066491.1400,37261537211.1500,0.0000,4457064160.1600,0,,,0.0000,0.0000,2026-08-15,2026-06-30,,,,,,,,,,,,,
600563,法拉电子,L2,2026-06-30,2026-08-22,2026-08-22,ok,,5.3600,0.2044,weightavg_ttm,27.0854,6.0364,0.2228,0.2369,down,0.222836,normalized,,5,0.1149,0.1395,n/a,,,64.5233,,,5.1767,0.3879,0.2569,0.3267,0.1000,0.1200,0.1329,-12.7808,-13.0023,0.0000,46.4043,4.5665,growth,0.0037,earnings,median3,capital,,0.0417,,0.0840,,tier,,,,0.1000,0.0300,0.1200,59.1850,53.2665,65.1036,0.20,47.3480,11.43,11.04,0.7011,0.0000,41.3166,88.2068,76,hist12/cv20/term12/path20/legs12,27.0884,-0.0030,0.0000,225000000,2026-08-22,shares_ref,0.000,0.00,0.000,1.0107,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,745188020.5000,894072787.2300,148884766.7300,266449626.4200,628947499.6100,0,,,0.0000,0.0000,2026-08-22,2026-06-30,,,,,,,,,,,,,
600570,恒生电子,L2,2026-06-30,2026-08-26,2026-08-26,ok,,0.6500,0.1300,weightavg_ttm,5.1289,0.9899,0.1927,0.1927,,0.192700,normalized,,9,0.0860,-0.0545,pre_adjusted,,,9.0682,,,0.5755,0.7688,0.0280,0.4661,0.0980,0.0496,0.0132,-3.1931,-3.6675,0.4665,4.0726,0.4612,growth,0.0178,earnings,"blend(λ=0.5,w=0.00,v=0.22)",capital,,-0.0899,,0.0130,,tier,,,,0.1000,0.0300,0.1180,7.2657,6.5392,7.9923,0.20,5.8126,12.63,11.18,0.5186,0.0000,5.8898,9.0239,69,hist12/cv5/term20/path20/legs12,5.6311,-0.0079,-0.4942,1894130907,2026-08-26,shares_ref,0.000,0.50,0.225,1.0001,1.0000,0.000000,,off,0,0,,,,,operating,2021-12-31,2025-12-31,-3404448577.5300,-2541277472.1200,863171105.4100,0.0000,0.0000,0,,,0.0000,0.0000,2026-08-26,2026-06-30,,,,,,,,,,,,,
