security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe0_normalized,roe0_mode,growth_confirmed,roe_window,roe_efficiency,incremental_roe,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout
000001,平安银行,L3,2002-03-31,2003-04-24,2003-04-24,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,,,,1.9590,,,0.2074,,,,,5,1.0000,,,,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2002-06-30,2003-08-20,2003-08-20,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,,0.1393,weightavg_ttm,2.0300,,,0.2074,,,,,5,1.0000,,,-0.0508,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2002-09-30,2003-10-29,2003-10-29,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,,,,2.0900,,,0.2074,,,,,5,1.0000,,,,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2002-12-31,2004-04-15,2004-04-15,unavailable,g0（sustainable）不可算：近三年无正 EPS 财年可算派息率,,0.1124,weightavg_ttm,1.9400,0.2181,0.1124,0.1124,,0.112400,normalized,,5,0.9585,,,0.1184,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2003-03-31,2004-04-15,2004-04-15,unavailable,g0（sustainable）不可算：近三年无正 EPS 财年可算派息率,,,,2.0200,0.2270,0.1124,0.1124,,0.112400,normalized,,5,0.9585,,,,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2003-06-30,2004-08-31,2004-08-31,unavailable,g0（sustainable）不可算：近三年无正 EPS 财年可算派息率,,0.0997,weightavg_ttm,2.2300,0.2507,0.1124,0.1124,,0.112400,normalized,,5,0.9585,,,0.2999,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2003-09-30,2004-10-23,2004-10-23,unavailable,g0（sustainable）不可算：近三年无正 EPS 财年可算派息率,,,,2.0464,0.2300,0.1124,0.1124,,0.112400,normalized,,5,0.9585,,,,,,,tier,,,,0.1300,0.0300,0.1000,,,,0.30,,,,,
000001,平安银行,L3,2003-12-31,2005-04-26,2005-04-26,ok,,0.2200,0.0786,weightavg_ttm,1.9700,0.1677,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,-0.0281,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,0.9510,0.8559,1.0461,0.30,0.6657,5.67,4.32,0.5899,0.0648
000001,平安银行,L3,2004-03-31,2005-04-26,2005-04-26,ok,,,,,2.1500,0.1830,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,1.0379,0.9341,1.1417,0.30,0.7266,5.67,,0.5899,0.0648
000001,平安银行,L3,2004-06-30,2005-08-19,2005-08-19,ok,,,0.0838,weightavg_ttm,2.1800,0.1855,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,-0.1204,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,1.0524,0.9472,1.1577,0.30,0.7367,5.67,,0.5899,0.0648
000001,平安银行,L3,2004-09-30,2005-10-29,2005-10-29,ok,,,,,2.2500,0.1915,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,1.0862,0.9776,1.1948,0.30,0.7603,5.67,,0.5899,0.0648
000001,平安银行,L3,2004-12-31,2005-04-26,2005-04-26,ok,,0.1500,0.0638,weightavg_ttm,2.4100,0.2051,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,-0.0987,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,1.1634,1.0471,1.2798,0.30,0.8144,5.67,7.76,0.5899,0.0648
000001,平安银行,L3,2005-03-31,2006-04-26,2006-04-26,ok,,,,,2.4900,0.1806,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,-0.1377,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,0.8827,0.7944,0.9709,0.30,0.6179,4.89,,0.5877,0.0586
000001,平安银行,L3,2005-06-30,2005-08-19,2005-08-19,ok,,,0.0375,weightavg_ttm,2.5100,0.2136,0.0851,0.1082,down,0.085112,normalized,,5,0.9665,,0.0000,-0.2076,0.0851,0.0851,,tier,,,,0.1300,0.0300,0.0851,1.2117,1.0906,1.3329,0.30,0.8482,5.67,,0.5899,0.0648
000001,平安银行,L3,2005-09-30,2006-10-26,2006-10-26,ok,,,,,2.5800,0.1871,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,-0.1407,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,0.9146,0.8231,1.0060,0.30,0.6402,4.89,,0.5877,0.0586
000001,平安银行,L3,2005-12-31,2006-04-01,2006-04-01,ok,,0.1600,0.0716,weightavg_ttm,2.6000,0.1886,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,-0.0019,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,0.9217,0.8295,1.0138,0.30,0.6452,4.89,5.76,0.5877,0.0586
000001,平安银行,L3,2006-03-31,2007-04-26,2007-04-26,ok,,,,,2.7100,0.1966,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,0.1181,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,0.9606,0.8646,1.0567,0.30,0.6725,4.89,,0.5877,0.0586
000001,平安银行,L3,2006-06-30,2007-08-16,2007-08-16,ok,,,0.1160,weightavg_ttm,2.8700,0.2082,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,0.3495,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,1.0174,0.9156,1.1191,0.30,0.7122,4.89,,0.5877,0.0586
000001,平安银行,L3,2006-09-30,2007-10-23,2007-10-23,ok,,,0.1343,weightavg_ttm,3.1100,0.2256,0.0725,0.0786,down,0.072528,normalized,,5,0.9073,,0.0000,0.5556,0.0725,0.0725,,tier,,,,0.1300,0.0300,0.0725,1.1024,0.9922,1.2127,0.30,0.7717,4.89,,0.5877,0.0586
000001,平安银行,L3,2006-12-31,2008-03-20,2008-03-20,ok,,0.6800,0.2283,weightavg_ttm,3.3300,0.3603,0.1082,0.1082,,0.108200,normalized,,9,0.1882,,0.0000,0.4921,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,2.1813,1.9632,2.3994,0.30,1.5269,6.05,3.21,0.6579,0.0000
000001,平安银行,L3,2007-03-31,2008-04-24,2008-04-24,ok,,0.8200,0.2247,eps_over_bps,3.6500,0.3949,0.1082,0.1082,,0.108200,normalized,,9,0.1882,,0.0000,0.5864,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,2.3909,2.1518,2.6300,0.30,1.6736,6.05,2.92,0.6579,0.0000
000001,平安银行,L3,2007-06-30,2008-08-21,2008-08-21,ok,,0.9700,0.3006,weightavg_ttm,3.6900,0.3993,0.1082,0.1082,,0.108200,normalized,,9,0.1882,,0.0000,0.7575,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,2.4171,2.1754,2.6588,0.30,1.6920,6.05,2.49,0.6579,0.0000
000001,平安银行,L3,2007-09-30,2008-10-24,2008-10-24,ok,,1.1100,0.2583,weightavg_ttm,4.0100,0.4339,0.1082,0.1082,,0.108200,normalized,,9,0.1882,,0.0000,0.7278,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,2.6267,2.3641,2.8894,0.30,1.8387,6.05,2.37,0.6579,0.0000
000001,平安银行,L3,2007-12-31,2009-03-20,2009-03-20,ok,,0.9700,0.3341,weightavg_ttm,5.6700,0.6254,0.1103,0.1103,,0.110300,normalized,,9,0.0529,0.1927,0.0000,1.0798,0.1103,0.1103,,tier,,,,0.1300,0.0300,0.1000,3.7260,3.3534,4.0986,0.30,2.6082,5.96,3.84,0.6734,0.0000
000001,平安银行,L3,2008-03-31,2009-04-24,2009-04-24,ok,,1.0500,0.1716,eps_over_bps,6.1200,0.6750,0.1103,0.1103,,0.110300,normalized,,9,0.0529,0.1927,0.0000,1.2153,0.1103,0.1103,,tier,,,,0.1300,0.0300,0.1000,4.0217,3.6195,4.4238,0.30,2.8152,5.96,3.83,0.6734,0.0000
000001,平安银行,L3,2008-06-30,2009-08-21,2009-08-21,ok,,1.1400,0.3264,weightavg_ttm,7.0900,0.7820,0.1103,0.1103,,0.110300,normalized,,9,0.0529,0.1927,0.0000,1.4636,0.1103,0.1103,,tier,,,,0.1300,0.0300,0.1000,4.6591,4.1932,5.1250,0.30,3.2614,5.96,4.09,0.6734,0.0000
000001,平安银行,L3,2008-09-30,2009-10-29,2009-10-29,ok,,1.1600,0.3944,weightavg_ttm,7.6900,0.8482,0.1103,0.1103,,0.110300,normalized,,9,0.0529,0.1927,0.0000,1.5189,0.1103,0.1103,,tier,,,,0.1300,0.0300,0.1000,5.0534,4.5480,5.5587,0.30,3.5374,5.96,4.36,0.6734,0.0000
000001,平安银行,L3,2008-12-31,2010-03-12,2010-03-12,ok,,0.2000,0.0432,weightavg_ttm,5.2800,0.5713,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.2545,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,3.4586,3.1128,3.8045,0.30,2.4210,6.05,17.29,0.6579,0.0000
000001,平安银行,L3,2009-03-31,2010-04-29,2010-04-29,ok,,0.2200,-0.1581,weightavg_ttm,5.4975,0.5948,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.2290,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,3.6011,3.2410,3.9612,0.30,2.5208,6.05,16.37,0.6579,0.0000
000001,平安银行,L3,2009-06-30,2010-08-25,2010-08-25,ok,,0.2300,0.0226,weightavg_ttm,5.7900,0.6265,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.0575,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,3.7927,3.4134,4.1720,0.30,2.6549,6.05,16.49,0.6579,0.0000
000001,平安银行,L3,2009-09-30,2010-10-28,2010-10-28,ok,,0.2800,0.0455,eps_over_bps,6.1500,0.6654,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,-0.0169,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,4.0285,3.6257,4.4314,0.30,2.8200,6.05,14.39,0.6579,0.0000
000001,平安银行,L3,2009-12-31,2011-02-25,2011-02-25,ok,,1.6200,0.2659,weightavg_ttm,6.5900,0.7407,0.1124,0.1124,,0.112400,normalized,,9,0.1396,0.1977,0.0000,0.5273,0.1124,0.1124,,tier,,,,0.1300,0.0300,0.1000,4.3446,3.9102,4.7791,0.30,3.0412,5.87,2.68,0.6889,0.0000
000001,平安银行,L3,2010-03-31,2010-04-29,2010-04-29,ok,,1.7700,0.2739,weightavg_ttm,7.1197,0.7704,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.4738,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,4.6637,4.1974,5.1301,0.30,3.2646,6.05,2.63,0.6579,0.0000
000001,平安银行,L3,2010-06-30,2010-08-25,2010-08-25,ok,,1.8600,0.2722,weightavg_ttm,8.7291,0.9445,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.4179,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,5.7180,5.1462,6.2898,0.30,4.0026,6.05,3.07,0.6579,0.0000
000001,平安银行,L3,2010-09-30,2010-10-28,2010-10-28,ok,,1.9100,0.2072,eps_over_bps,9.2200,0.9976,0.1082,0.1082,,0.108200,normalized,,9,0.3241,0.0247,0.0000,0.3824,0.1082,0.1082,,tier,,,,0.1300,0.0300,0.1000,6.0395,5.4356,6.6435,0.30,4.2277,6.05,3.16,0.6579,0.0000
000001,平安银行,L3,2010-12-31,2011-02-25,2011-02-25,ok,,1.9000,0.2332,weightavg_ttm,9.5258,1.0707,0.1124,0.1124,,0.112400,normalized,,9,0.1396,0.1977,0.0000,0.3309,0.1124,0.1124,,tier,,,,0.1300,0.0300,0.1000,6.2801,5.6521,6.9082,0.30,4.3961,5.87,3.31,0.6889,0.0000
