security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe_window,roe_efficiency,incremental_roe,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout
000063,中兴通讯,L2,2005-12-31,2007-04-19,2007-04-19,ok,,1.2400,0.1240,weightavg_ttm,10.5500,1.6933,0.1605,0.1605,,5,0.6975,0.0894,0.2176,0.2819,0.1256,0.1256,,market,0.0343,0.0514,1.00,0.0858,0.0300,0.1158,24.4692,22.0223,26.9161,0.20,19.5754,14.45,19.73,0.8386,0.0778
000063,中兴通讯,L2,2006-03-31,2007-04-26,2007-04-26,ok,,,,,10.5800,1.6981,0.1605,0.1605,,5,0.6975,0.0894,0.2176,0.1935,0.1256,0.1256,,market,0.0343,0.0514,1.00,0.0858,0.0300,0.1158,24.5388,22.0849,26.9927,0.20,19.6310,14.45,,0.8386,0.0778
000063,中兴通讯,L2,2006-06-30,2007-08-17,2007-08-17,ok,,0.8800,0.0880,weightavg_ttm,10.6800,1.7141,0.1605,0.1605,,5,0.6975,0.0894,0.2176,0.1079,0.1256,0.1256,,market,0.0434,0.0514,1.00,0.0948,0.0300,0.1248,21.9180,19.7262,24.1098,0.20,17.5344,12.79,24.91,0.7693,0.1191
000063,中兴通讯,L2,2006-09-30,2007-10-26,2007-10-26,ok,,,,,10.7500,1.7254,0.1605,0.1605,,5,0.6975,0.0894,0.2176,0.0344,0.1256,0.1256,,market,0.0439,0.0514,1.00,0.0953,0.0300,0.1253,21.9334,19.7400,24.1267,0.20,17.5467,12.71,,0.7657,0.1212
000063,中兴通讯,L2,2006-12-31,2008-03-20,2008-03-20,ok,,0.8000,0.0776,weightavg_ttm,11.1300,1.5382,0.1382,0.1382,,5,0.7312,-0.0106,0.1914,0.0289,0.1117,0.1117,,market,0.0413,0.0514,1.00,0.0927,0.0300,0.1227,20.5428,18.4885,22.5971,0.20,16.4342,13.36,25.68,0.7290,0.1601
000063,中兴通讯,L2,2007-03-31,2008-04-25,2008-04-25,ok,,0.7970,0.0710,eps_over_bps,11.2300,1.5520,0.1382,0.1382,,5,0.7312,-0.0106,0.1914,-0.0036,0.1117,0.1117,,market,0.0405,0.0514,1.00,0.0919,0.0300,0.1219,20.9367,18.8431,23.0304,0.20,16.7494,13.49,26.27,0.7352,0.1552
000063,中兴通讯,L2,2007-06-30,2008-08-21,2008-08-21,ok,,0.7800,0.0829,weightavg_ttm,11.6900,1.6156,0.1382,0.1382,,5,0.7312,-0.0106,0.1914,-0.0489,0.1117,0.1117,,market,0.0444,0.0514,1.00,0.0958,0.0300,0.1258,20.8006,18.7205,22.8806,0.20,16.6405,12.88,26.67,0.7058,0.1785
000063,中兴通讯,L2,2007-09-30,2008-10-24,2008-10-24,ok,,0.8200,0.0689,eps_over_bps,11.9000,1.6446,0.1382,0.1382,,5,0.7312,-0.0106,0.1914,-0.0554,0.1117,0.1117,,market,0.0372,0.0514,1.00,0.0886,0.0300,0.1186,23.1404,20.8264,25.4545,0.20,18.5124,14.07,28.22,0.7606,0.1356
000063,中兴通讯,L2,2007-12-31,2009-03-20,2009-03-20,ok,,0.9300,0.1094,weightavg_ttm,6.9500,0.8618,0.1240,0.1240,,5,0.3587,0.0802,0.2193,0.0747,0.0968,0.0968,,market,0.0315,0.0514,1.00,0.0829,0.0300,0.1129,13.2101,11.8891,14.5311,0.20,10.5681,15.33,14.20,0.7517,0.1940
000063,中兴通讯,L2,2008-03-31,2009-04-24,2009-04-24,ok,,0.9480,0.0710,eps_over_bps,13.3500,1.6554,0.1240,0.1240,,5,0.3587,0.0802,0.2193,0.0582,0.0968,0.0968,,market,0.0316,0.0514,1.00,0.0830,0.0300,0.1130,25.3374,22.8036,27.8711,0.20,20.2699,15.31,26.73,0.7509,0.1948
000063,中兴通讯,L2,2008-06-30,2009-08-20,2009-08-20,ok,,0.9100,0.1116,weightavg_ttm,13.6000,1.6864,0.1240,0.1240,,5,0.3587,0.0802,0.2193,0.0448,0.0968,0.0968,,market,0.0350,0.0514,1.00,0.0865,0.0300,0.1165,24.6385,22.1746,27.1023,0.20,19.7108,14.61,27.08,0.7237,0.2194
000063,中兴通讯,L2,2008-09-30,2009-10-28,2009-10-28,ok,,0.9500,0.0959,eps_over_bps,9.9100,1.2288,0.1240,0.1240,,5,0.3587,0.0802,0.2193,0.0920,0.0968,0.0968,,market,0.0351,0.0514,1.00,0.0866,0.0300,0.1166,17.9296,16.1366,19.7225,0.20,14.3437,14.59,18.87,0.7229,0.2201
000063,中兴通讯,L2,2008-12-31,2010-04-09,2010-04-09,ok,,0.9500,0.1236,weightavg_ttm,5.4400,0.7518,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.1160,0.1026,0.1026,,market,0.0348,0.0514,1.00,0.0862,0.0300,0.1162,10.7594,9.6835,11.8353,0.20,8.6075,14.31,11.33,0.7609,0.1820
000063,中兴通讯,L2,2009-03-31,2010-04-28,2010-04-28,ok,,0.9500,0.0887,eps_over_bps,10.7056,1.4795,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.1894,0.1026,0.1026,,market,0.0348,0.0514,1.00,0.0862,0.0300,0.1162,21.1739,19.0565,23.2913,0.20,16.9391,14.31,22.29,0.7609,0.1820
000063,中兴通讯,L2,2009-06-30,2010-08-20,2010-08-20,ok,,0.9300,0.1339,weightavg_ttm,8.4500,1.1678,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.3024,0.1026,0.1026,,market,0.0330,0.0514,1.00,0.0844,0.0300,0.1144,17.1428,15.4285,18.8570,0.20,13.7142,14.68,18.43,0.7753,0.1712
000063,中兴通讯,L2,2009-09-30,2010-10-28,2010-10-28,ok,,0.9300,0.1067,eps_over_bps,8.7200,1.2051,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.3859,0.1026,0.1026,,market,0.0332,0.0514,1.00,0.0846,0.0300,0.1146,17.6436,15.8792,19.4079,0.20,14.1149,14.64,18.97,0.7738,0.1723
000063,中兴通讯,L2,2009-12-31,2011-03-18,2011-03-18,ok,,0.9300,0.1583,weightavg_ttm,6.3700,0.8803,0.1382,0.1382,,9,0.0581,0.2460,0.3148,0.4744,0.0947,0.0947,,market,0.0393,0.0514,1.00,0.0907,0.0300,0.1207,11.7422,10.5680,12.9164,0.20,9.3937,13.34,12.63,0.7107,0.2609
000063,中兴通讯,L2,2010-03-31,2010-04-28,2010-04-28,ok,,0.9200,0.1587,weightavg_ttm,10.5860,1.4630,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.4821,0.1026,0.1026,,market,0.0348,0.0514,1.00,0.0862,0.0300,0.1162,20.9373,18.8435,23.0310,0.20,16.7498,14.31,22.76,0.7609,0.1820
000063,中兴通讯,L2,2010-06-30,2010-08-20,2010-08-20,ok,,0.9500,0.1484,weightavg_ttm,7.2849,1.0068,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.4262,0.1026,0.1026,,market,0.0330,0.0514,1.00,0.0844,0.0300,0.1144,14.7790,13.3011,16.2569,0.20,11.8232,14.68,15.56,0.7753,0.1712
000063,中兴通讯,L2,2010-09-30,2010-10-28,2010-10-28,ok,,0.8900,0.1163,eps_over_bps,7.6500,1.0572,0.1382,0.1382,,9,0.2916,1.1121,0.2574,0.4004,0.1026,0.1026,,market,0.0332,0.0514,1.00,0.0846,0.0300,0.1146,15.4786,13.9307,17.0265,0.20,12.3829,14.64,17.39,0.7738,0.1723
000063,中兴通讯,L2,2010-12-31,2011-03-18,2011-03-18,ok,,0.9800,0.1532,weightavg_ttm,6.8700,0.9494,0.1382,0.1382,,9,0.0581,0.2460,0.3148,0.3743,0.0947,0.0947,,market,0.0393,0.0514,1.00,0.0907,0.0300,0.1207,12.6638,11.3975,13.9302,0.20,10.1311,13.34,12.92,0.7107,0.2609
000063,中兴通讯,L2,2011-03-31,2011-04-20,2011-04-20,ok,,0.9800,0.1528,weightavg_ttm,8.2800,1.1443,0.1382,0.1382,,9,0.0581,0.2460,0.3148,0.3660,0.0947,0.0947,,market,0.0391,0.0514,1.00,0.0905,0.0300,0.1205,15.2992,13.7693,16.8292,0.20,12.2394,13.37,15.61,0.7122,0.2598
000063,中兴通讯,L2,2011-06-30,2011-08-31,2011-08-31,ok,,0.8900,0.1420,weightavg_ttm,8.2200,1.1360,0.1382,0.1382,,9,0.0581,0.2460,0.3148,0.3253,0.0947,0.0947,,market,0.0411,0.0514,1.00,0.0925,0.0300,0.1225,14.8402,13.3562,16.3242,0.20,11.8721,13.06,16.67,0.6977,0.2710
000063,中兴通讯,L2,2011-09-30,2011-10-28,2011-10-28,ok,,0.8800,0.1329,weightavg_ttm,6.8000,0.9398,0.1382,0.1382,,9,0.0581,0.2460,0.3148,0.2638,0.0947,0.0947,,market,0.0386,0.0514,1.00,0.0900,0.0300,0.1200,12.6446,11.3801,13.9091,0.20,10.1157,13.46,14.37,0.7161,0.2568
000063,中兴通讯,L2,2011-12-31,2012-03-29,2012-03-29,ok,,0.6100,0.0876,weightavg_ttm,7.0500,0.8742,0.1240,0.1240,,9,0.2418,0.0521,0.3189,0.0746,0.0845,0.0845,,market,0.0353,0.0514,1.00,0.0868,0.0300,0.1168,12.4878,11.2390,13.7365,0.20,9.9902,14.28,20.47,0.6975,0.3117
000063,中兴通讯,L2,2012-03-31,2012-04-26,2012-04-26,ok,,0.6100,0.0883,weightavg_ttm,7.0753,0.8773,0.1240,0.1240,,9,0.2418,0.0521,0.3189,0.0749,0.0845,0.0845,,market,0.0350,0.0514,1.00,0.0864,0.0300,0.1164,12.5864,11.3277,13.8450,0.20,10.0691,14.35,20.63,0.7001,0.3094
000063,中兴通讯,L2,2012-06-30,2012-08-23,2012-08-23,ok,,0.4500,0.0647,weightavg_ttm,7.1230,0.8832,0.1240,0.1240,,9,0.2418,0.0521,0.3189,-0.0662,0.0845,0.0845,,market,0.0329,0.0514,1.00,0.0843,0.0300,0.1143,13.0224,11.7201,14.3246,0.20,10.4179,14.74,28.94,0.7166,0.2945
000063,中兴通讯,L2,2012-09-30,2012-10-26,2012-10-26,ok,,-0.2000,-0.0313,weightavg_ttm,6.5600,0.8134,0.1240,0.1240,,9,0.2418,0.0521,0.3189,,0.0845,0.0845,,market,0.0346,0.0514,1.00,0.0860,0.0300,0.1160,11.7342,10.5608,12.9077,0.20,9.3874,14.43,,0.7035,0.3063
000063,中兴通讯,L2,2012-12-31,2013-03-28,2013-03-28,rejected,ROE_T=2.56% 距 g_T=3.00% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.8300,-0.1246,weightavg_ttm,6.2400,0.1598,0.0256,0.1236,down,5,0.6638,-0.4220,,,,,,market,0.0360,0.0514,1.00,0.0874,0.0300,0.0256,,,,0.20,,,,,
000063,中兴通讯,L2,2013-03-31,2013-04-27,2013-04-27,rejected,ROE_T=2.56% 距 g_T=3.00% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.8100,-0.1213,weightavg_ttm,6.3526,0.1627,0.0256,0.1236,down,5,0.6638,-0.4220,,,,,,market,0.0354,0.0514,1.00,0.0868,0.0300,0.0256,,,,0.20,,,,,
000063,中兴通讯,L2,2013-06-30,2013-08-22,2013-08-22,rejected,ROE_T=2.56% 距 g_T=3.00% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.8100,-0.1202,weightavg_ttm,6.3116,0.1616,0.0256,0.1236,down,5,0.6638,-0.4220,,,,,,market,0.0372,0.0514,1.00,0.0886,0.0300,0.0256,,,,0.20,,,,,
000063,中兴通讯,L2,2013-09-30,2013-10-23,2013-10-23,rejected,ROE_T=2.56% 距 g_T=3.00% 不足 2.0%：可分配现金趋零、估值对分母任意敏感，须走 §6.5.5.2 逐票建档,-0.1700,-0.0262,weightavg_ttm,6.2896,0.1611,0.0256,0.1236,down,5,0.6638,-0.4220,,,,,,market,0.0400,0.0514,1.00,0.0914,0.0300,0.0256,,,,0.20,,,,,
000063,中兴通讯,L2,2013-12-31,2014-03-27,2014-03-27,ok,,0.3900,0.0617,weightavg_ttm,6.5500,0.7166,0.1094,0.1094,,9,0.1045,-0.3101,0.2024,-0.2525,0.0873,0.0873,,market,0.0443,0.0514,1.00,0.0957,0.0300,0.1094,8.5264,7.6738,9.3791,0.20,6.8211,11.90,21.86,0.6588,0.2547
000063,中兴通讯,L2,2014-03-31,2014-04-18,2014-04-18,ok,,0.5100,0.0793,weightavg_ttm,6.7868,0.7425,0.1094,0.1094,,9,0.1045,-0.3101,0.2024,-0.1841,0.0873,0.0873,,market,0.0450,0.0514,1.00,0.0964,0.0300,0.1094,8.7207,7.8487,9.5928,0.20,6.9766,11.75,17.10,0.6557,0.2547
000063,中兴通讯,L2,2014-06-30,2014-08-21,2014-08-21,ok,,0.6300,0.0959,weightavg_ttm,6.9088,0.7558,0.1094,0.1094,,9,0.1045,-0.3101,0.2024,-0.1153,0.0873,0.0873,,market,0.0427,0.0514,1.00,0.0941,0.0300,0.1094,9.2616,8.3355,10.1878,0.20,7.4093,12.25,14.70,0.6657,0.2547
000063,中兴通讯,L2,2014-09-30,2014-10-24,2014-10-24,ok,,0.6700,0.1143,weightavg_ttm,7.0463,0.7709,0.1094,0.1094,,9,0.1045,-0.3101,0.2024,-0.0374,0.0873,0.0873,,market,0.0398,0.0514,1.00,0.0913,0.0300,0.1094,9.9595,8.9635,10.9554,0.20,7.9676,12.92,14.86,0.6779,0.2547
000063,中兴通讯,L2,2014-12-31,2015-03-26,2015-03-26,ok,,0.6400,0.1110,weightavg_ttm,6.0300,0.6597,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,0.0853,0.0881,0.0881,,market,0.0336,0.0514,1.00,0.0850,0.0300,0.1094,9.6629,8.6966,10.6292,0.20,7.7303,14.65,15.10,0.7072,0.2478
000063,中兴通讯,L2,2015-03-31,2015-04-24,2015-04-24,ok,,0.6600,0.1159,weightavg_ttm,7.4556,0.8156,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,0.1074,0.0881,0.0881,,market,0.0365,0.0514,1.00,0.0879,0.0300,0.1094,11.2603,10.1343,12.3864,0.20,9.0083,13.81,17.06,0.6943,0.2478
000063,中兴通讯,L2,2015-06-30,2015-08-27,2015-08-27,ok,,0.7000,0.1250,weightavg_ttm,7.7757,0.8507,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,0.2666,0.0881,0.0881,,market,0.0348,0.0514,1.00,0.0862,0.0300,0.1094,12.1652,10.9487,13.3818,0.20,9.7322,14.30,17.38,0.7020,0.2478
000063,中兴通讯,L2,2015-09-30,2015-10-28,2015-10-28,ok,,0.8300,0.1333,weightavg_ttm,6.4604,0.7068,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,,0.0881,0.0881,,market,0.0324,0.0514,1.00,0.0838,0.0300,0.1094,10.6290,9.5661,11.6919,0.20,8.5032,15.04,12.81,0.7128,0.2478
000063,中兴通讯,L2,2015-12-31,2017-03-24,2017-03-24,ok,,0.7800,0.1228,weightavg_ttm,7.1500,0.7937,0.1110,0.1110,,9,0.2690,0.1096,0.3165,,0.0759,0.0759,,market,0.0329,0.0514,1.00,0.0844,0.0300,0.1110,11.6953,10.5258,12.8648,0.20,9.3562,14.74,14.99,0.6838,0.3578
000063,中兴通讯,L2,2016-03-31,2016-04-29,2016-04-29,ok,,0.8100,0.1226,weightavg_ttm,7.2257,0.7905,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,,0.0881,0.0881,,market,0.0289,0.0514,1.00,0.0803,0.0289,0.1094,12.7241,11.4517,13.9965,0.20,10.1793,16.10,15.71,0.7240,0.2488
000063,中兴通讯,L2,2016-06-30,2016-08-26,2016-08-26,ok,,0.8200,0.1185,weightavg_ttm,7.4554,0.8156,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,,0.0881,0.0881,,market,0.0278,0.0514,1.00,0.0792,0.0278,0.1092,13.3305,11.9975,14.6636,0.20,10.6644,16.34,16.26,0.7252,0.2480
000063,中兴通讯,L2,2016-09-30,2016-10-28,2016-10-28,ok,,0.8400,0.1148,weightavg_ttm,7.6168,0.8333,0.1094,0.1094,,9,0.0557,-0.5792,0.1947,,0.0881,0.0881,,market,0.0273,0.0514,1.00,0.0787,0.0273,0.1087,13.6647,12.2983,15.0312,0.20,10.9318,16.40,16.27,0.7273,0.2439
000063,中兴通讯,L2,2016-12-31,2017-03-24,2017-03-24,ok,,-0.5700,-0.0840,weightavg_ttm,6.3100,0.7004,0.1110,0.1110,,9,0.2690,0.1096,0.3165,,0.0759,0.0759,,market,0.0329,0.0514,1.00,0.0844,0.0300,0.1110,10.3213,9.2892,11.3534,0.20,8.2571,14.74,,0.6838,0.3578
000063,中兴通讯,L2,2017-03-31,2017-04-18,2017-04-18,ok,,-0.5100,-0.0708,weightavg_ttm,6.5900,0.7315,0.1110,0.1110,,9,0.2690,0.1096,0.3165,,0.0759,0.0759,,market,0.0328,0.0514,1.00,0.0843,0.0300,0.1110,10.8000,9.7200,11.8800,0.20,8.6400,14.76,,0.6842,0.3578
000063,中兴通讯,L2,2017-06-30,2017-08-25,2017-08-25,ok,,-0.4500,-0.0595,weightavg_ttm,6.9188,0.7680,0.1110,0.1110,,9,0.2690,0.1096,0.3165,,0.0759,0.0759,,market,0.0363,0.0514,1.00,0.0877,0.0300,0.1110,10.5848,9.5263,11.6433,0.20,8.4679,13.78,,0.6679,0.3578
000063,中兴通讯,L2,2017-09-30,2017-10-27,2017-10-27,ok,,-0.3300,-0.0401,weightavg_ttm,7.3618,0.8172,0.1110,0.1110,,9,0.2690,0.1096,0.3165,,0.0759,0.0759,,market,0.0361,0.0514,1.00,0.0876,0.0300,0.1110,11.2899,10.1609,12.4189,0.20,9.0319,13.82,,0.6685,0.3578
000063,中兴通讯,L2,2017-12-31,2018-03-16,2018-03-16,ok,,1.0900,0.1574,weightavg_ttm,7.5500,0.8380,0.1110,0.1110,,9,0.0009,0.3657,0.1603,0.2015,0.0932,0.0932,,market,0.0382,0.0514,1.00,0.0896,0.0300,0.1110,11.3440,10.2096,12.4784,0.20,9.0752,13.54,10.41,0.6955,0.2172
000063,中兴通讯,L2,2018-03-31,2018-04-28,2018-04-28,ok,,-0.4900,-0.0790,weightavg_ttm,5.9305,0.6583,0.1110,0.1110,,9,0.0009,0.3657,0.1603,,0.0932,0.0932,,market,0.0362,0.0514,1.00,0.0876,0.0300,0.1110,9.2731,8.3458,10.2004,0.20,7.4185,14.09,,0.7040,0.2172
000063,中兴通讯,L2,2018-06-30,2018-08-31,2018-08-31,ok,,-1.3300,-0.2225,weightavg_ttm,5.2579,0.5836,0.1110,0.1110,,9,0.0009,0.3657,0.1603,,0.0932,0.0932,,market,0.0358,0.0514,1.00,0.0872,0.0300,0.1110,8.3002,7.4702,9.1302,0.20,6.6401,14.22,,0.7060,0.2172
000063,中兴通讯,L2,2018-09-30,2018-10-26,2018-10-26,ok,,-1.5700,-0.2512,weightavg_ttm,5.4190,0.6015,0.1110,0.1110,,9,0.0009,0.3657,0.1603,,0.0932,0.0932,,market,0.0361,0.0514,1.00,0.0875,0.0300,0.1110,8.4931,7.6438,9.3424,0.20,6.7944,14.12,,0.7045,0.2172
000063,中兴通讯,L2,2018-12-31,2019-03-28,2019-03-28,ok,,-1.6700,-0.2610,weightavg_ttm,5.4600,0.4783,0.0876,0.0876,,9,0.2976,-5.0651,0.0000,,0.0876,0.0876,,market,0.0317,0.0514,1.00,0.0832,0.0300,0.0876,6.2291,5.6062,6.8520,0.20,4.9833,13.02,,0.7573,0.0658
000063,中兴通讯,L2,2019-03-31,2019-04-30,2019-04-30,ok,,-0.1700,-0.0326,weightavg_ttm,5.6578,0.4956,0.0876,0.0876,,9,0.2976,-5.0651,0.0000,,0.0876,0.0876,,market,0.0339,0.0514,1.00,0.0853,0.0300,0.0876,6.1532,5.5379,6.7685,0.20,4.9226,12.42,,0.7488,0.0658
000063,中兴通讯,L2,2019-06-30,2019-08-28,2019-08-28,ok,,0.5500,0.0981,weightavg_ttm,5.8484,0.5123,0.0876,0.0876,,9,0.2976,-5.0651,0.0000,-0.1171,0.0876,0.0876,,market,0.0316,0.0514,1.00,0.0830,0.0300,0.0876,6.6995,6.0295,7.3694,0.20,5.3596,13.08,12.18,0.7581,0.0658
000063,中兴通讯,L2,2019-09-30,2019-10-29,2019-10-29,ok,,1.0400,0.1742,weightavg_ttm,6.5704,0.5756,0.0876,0.0876,,9,0.2976,-5.0651,0.0000,0.0835,0.0876,0.0876,,market,0.0314,0.0514,1.00,0.0828,0.0300,0.0876,7.5508,6.7958,8.3059,0.20,6.0407,13.12,7.26,0.7586,0.0658
