security_code,security_name,quality_tier,report_date,notice_date,available_at,status,reason,eps_ttm,roe_ttm,roe_source,bps,eps0,roe0,roe_anchor,roe_trend,roe_window,roe_efficiency,incremental_roe,payout,g_trailing,g_sustainable,g0,g0_capped,r_mode,rf,erp,beta,r,g_terminal,roe_terminal,intrinsic_value,band_low,band_high,mos,max_buy_price,implied_pe,pe_on_ttm_eps,terminal_share,min_payout
000063,中兴通讯,L2,2000-06-30,2001-08-16,2001-08-16,unavailable,2001-08-16 当时无可观测的 R_f/ERP —— **不外推、不借用后来的利率**（§12.4）；须补 cost_of_equity_inputs.csv 的历史序列,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000063,中兴通讯,L2,2000-12-31,2002-03-12,2002-03-12,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,0.8600,0.2075,weightavg_ttm,4.5600,,,0.2946,,5,1.0000,,,0.4308,,,,market,0.0313,0.0514,1.00,0.0827,0.0300,0.1127,,,,0.20,,,,,
000063,中兴通讯,L2,2001-06-30,2002-08-20,2002-08-20,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,,,,7.7050,,,0.2946,,5,1.0000,,,0.2844,,,,market,0.0287,0.0514,1.00,0.0801,0.0287,0.1101,,,,0.20,,,,,
000063,中兴通讯,L2,2001-12-31,2003-03-12,2003-03-12,ok,,1.0490,0.1717,weightavg_ttm,6.9500,1.4421,0.2075,0.2075,,5,1.0000,0.1333,0.0477,0.1937,0.1976,0.1976,,market,0.0312,0.0514,1.00,0.0827,0.0300,0.1127,23.2133,20.8920,25.5347,0.20,18.5707,16.10,22.13,0.9944,0.0000
000063,中兴通讯,L2,2002-03-31,2002-04-27,2002-04-27,unavailable,已披露年报 ROE 仅 2 年 < 要求 3 年,,,,7.0718,,,0.2946,,5,1.0000,,,,,,,market,0.0286,0.0514,1.00,0.0800,0.0286,0.1100,,,,0.20,,,,,
000063,中兴通讯,L2,2002-06-30,2003-08-12,2003-08-12,ok,,,,,7.1080,1.4749,0.2075,0.2075,,5,1.0000,0.1333,0.0477,0.1683,0.1976,0.1976,,market,0.0293,0.0514,1.00,0.0807,0.0293,0.1107,24.2469,21.8222,26.6716,0.20,19.3975,16.44,,0.9994,0.0000
000063,中兴通讯,L2,2002-09-30,2003-10-17,2003-10-17,ok,,,,,7.1700,1.4878,0.2075,0.2075,,5,1.0000,0.1333,0.0477,,0.1976,0.1976,,market,0.0324,0.0514,1.00,0.0838,0.0300,0.1138,23.5608,21.2047,25.9169,0.20,18.8486,15.84,,0.9901,0.0000
000063,中兴通讯,L2,2002-12-31,2004-04-10,2004-04-10,ok,,1.0200,0.1382,weightavg_ttm,7.6900,1.2827,0.1668,0.1896,down,5,1.0000,0.0764,0.1130,0.3892,0.1479,0.1479,,market,0.0392,0.0514,1.00,0.0906,0.0300,0.1206,17.8254,16.0428,19.6079,0.20,14.2603,13.90,17.48,0.8520,0.0000
000063,中兴通讯,L2,2003-03-31,2004-04-23,2004-04-23,ok,,,,,7.8400,1.3077,0.1668,0.1896,down,5,1.0000,0.0764,0.1130,,0.1479,0.1479,,market,0.0392,0.0514,1.00,0.0906,0.0300,0.1206,18.1731,16.3558,19.9904,0.20,14.5384,13.90,,0.8520,0.0000
000063,中兴通讯,L2,2003-06-30,2004-08-31,2004-08-31,ok,,,,,6.7000,1.1176,0.1668,0.1896,down,5,1.0000,0.0764,0.1130,0.4008,0.1479,0.1479,,market,0.0517,0.0514,1.00,0.1031,0.0300,0.1331,13.2969,11.9672,14.6265,0.20,10.6375,11.90,,0.7600,0.0433
000063,中兴通讯,L2,2003-09-30,2004-10-30,2004-10-30,ok,,,,,6.8500,1.1426,0.1668,0.1896,down,5,1.0000,0.0764,0.1130,,0.1479,0.1479,,market,0.0482,0.0514,1.00,0.0997,0.0300,0.1297,14.1400,12.7260,15.5540,0.20,11.3120,12.38,,0.7848,0.0287
000063,中兴通讯,L2,2003-12-31,2005-04-11,2005-04-11,ok,,1.1280,0.1605,weightavg_ttm,7.5600,1.2557,0.1661,0.1661,,5,0.8323,0.1518,0.2017,0.2710,0.1326,0.1326,,market,0.0412,0.0514,1.00,0.0926,0.0300,0.1226,16.5746,14.9171,18.2320,0.20,13.2597,13.20,14.69,0.8055,0.0819
000063,中兴通讯,L2,2004-03-31,2005-04-26,2005-04-26,ok,,,,,7.7600,1.2889,0.1661,0.1661,,5,0.8323,0.1518,0.2017,,0.1326,0.1326,,market,0.0412,0.0514,1.00,0.0926,0.0300,0.1226,17.0131,15.3118,18.7144,0.20,13.6105,13.20,,0.8055,0.0819
000063,中兴通讯,L2,2004-06-30,2005-08-24,2005-08-24,ok,,,,,6.3700,1.0581,0.1661,0.1661,,5,0.8323,0.1518,0.2017,0.3617,0.1326,0.1326,,market,0.0339,0.0514,1.00,0.0853,0.0300,0.1153,15.4881,13.9393,17.0369,0.20,12.3905,14.64,,0.8618,0.0503
000063,中兴通讯,L2,2004-09-30,2005-10-26,2005-10-26,ok,,,,,6.6100,1.0979,0.1661,0.1661,,5,0.8323,0.1518,0.2017,,0.1326,0.1326,,market,0.0324,0.0514,1.00,0.0838,0.0300,0.1138,16.4421,14.7979,18.0863,0.20,13.1537,14.98,,0.8732,0.0439
000063,中兴通讯,L2,2004-12-31,2006-04-07,2006-04-07,ok,,1.3500,0.1941,weightavg_ttm,9.5600,1.6415,0.1717,0.1717,,5,0.6267,0.1177,0.2157,0.2426,0.1347,0.1347,,market,0.0294,0.0514,1.00,0.0808,0.0294,0.1108,25.6298,23.0668,28.1928,0.20,20.5039,15.61,18.99,0.9035,0.0364
000063,中兴通讯,L2,2005-03-31,2006-04-26,2006-04-26,ok,,,,,9.8000,1.6827,0.1717,0.1717,,5,0.6267,0.1177,0.2157,,0.1347,0.1347,,market,0.0294,0.0514,1.00,0.0808,0.0294,0.1108,26.2732,23.6459,28.9006,0.20,21.0186,15.61,,0.9035,0.0364
000063,中兴通讯,L2,2005-06-30,2006-08-25,2006-08-25,ok,,1.4290,0.1644,weightavg_ttm,10.0200,1.7204,0.1717,0.1717,,5,0.6267,0.1177,0.2157,0.3545,0.1347,0.1347,,market,0.0326,0.0514,1.00,0.0840,0.0300,0.1140,25.6339,23.0705,28.1972,0.20,20.5071,14.90,17.94,0.8808,0.0491
000063,中兴通讯,L2,2005-09-30,2006-10-26,2006-10-26,ok,,,,,10.1800,1.7479,0.1717,0.1717,,5,0.6267,0.1177,0.2157,,0.1347,0.1347,,market,0.0300,0.0514,1.00,0.0814,0.0300,0.1114,27.1728,24.4555,29.8901,0.20,21.7383,15.55,,0.9010,0.0385
