group,start,window_from,window_to,BASE_cagr,EBDS03_cagr,delta_pp,BASE_mdd,EBDS03_mdd,relative_growth,relative_log_growth_per_year,relative_wealth_start,relative_wealth_end
full,2009-11-01,2016-07-29,2021-07-30,0.43903075591465623,0.7181800389752606,27.91492830606044,0.42602599113156214,0.433343512878979,2.427454365150028,0.17729581295630809,1.2109769537584256,2.939591292496974
full,2011-11-01,2016-07-29,2021-07-30,0.43408637621286594,0.45392709565414346,1.9840719441277521,0.4519307367270885,0.4012131105921579,1.071146453290854,0.013740262492297659,1.2568310978615052,1.3462501728600016
full,2014-11-01,2016-07-29,2021-07-30,0.7055349537804483,0.6788234231710502,-2.6711530609398126,0.5574193811260058,0.530328171199859,0.9240764455552886,-0.015785612697721132,1.629991441543686,1.5062366975872303
