group,start,window_from,window_to,BASE_cagr,EBDS03_cagr,delta_pp,BASE_mdd,EBDS03_mdd,relative_growth,relative_log_growth_per_year
full,2009-11-01,2009-11-30,2014-11-28,0.08636031465445315,0.06772531142076721,-1.8635003233685943,0.538104088160342,0.5125060747698482,0.9172221196996373,-0.017302439521791165
full,2009-11-01,2009-12-31,2014-12-31,0.1554628044594193,0.1416963776766007,-1.3766426782818586,0.538104088160342,0.5125060747698482,0.9418393479378265,-0.011985753268281685
full,2009-11-01,2010-01-29,2015-01-30,0.13061986548989712,0.11014659888911149,-2.0473266600785633,0.538104088160342,0.5125060747698482,0.912645901340521,-0.01827395817974437
full,2009-11-01,2010-02-26,2015-02-27,0.14149799414375863,0.11533904202159984,-2.6158952122158796,0.538104088160342,0.5125060747698482,0.890508535439196,-0.023182997522211226
full,2009-11-01,2010-03-31,2015-03-31,0.16869151667094684,0.14260704499824817,-2.6084471672698673,0.538104088160342,0.5125060747698482,0.893288492216114,-0.022572228106752287
full,2009-11-01,2010-04-30,2015-04-30,0.24143875943309534,0.2094567356088295,-3.198202382426585,0.538104088160342,0.5125060747698482,0.8776734140746286,-0.02609971691449991
full,2009-11-01,2010-05-31,2015-05-29,0.24060152622209485,0.2156289254715389,-2.497260075055596,0.538104088160342,0.5125060747698482,0.9034372095164734,-0.020334786785988917
full,2009-11-01,2010-06-30,2015-06-30,0.25044491813719505,0.21892108610010141,-3.1523832037093635,0.538104088160342,0.5125060747698482,0.8801621942978449,-0.02553331067795756
full,2009-11-01,2010-07-30,2015-07-31,0.16589406825792752,0.17919480283339873,1.3300734575471207,0.538104088160342,0.5125060747698482,1.058381973621677,0.011343601826225
full,2009-11-01,2010-08-31,2015-08-31,0.10271672521174424,0.15258577353066927,4.986904831892502,0.6497988735234455,0.5125060747698482,1.2474792118586284,0.044231031831048616
full,2009-11-01,2010-09-30,2015-09-30,0.07873543679804906,0.14173310162655084,6.299766482850178,0.6497988735234455,0.5125060747698482,1.3281017908549875,0.05675790930573389
full,2009-11-01,2010-10-29,2015-10-30,0.035631559543486846,0.07376940064698556,3.8137841103498715,0.6497988735234455,0.5125060747698482,1.1982873803431247,0.03616381919903265
full,2009-11-01,2010-11-30,2015-11-30,0.0673500085492642,0.0865963064666142,1.9246297917349997,0.6497988735234455,0.5125060747698482,1.0934565247654922,0.017871206929092016
full,2009-11-01,2010-12-31,2015-12-31,0.0766899081179715,0.1021510664926184,2.546115837464691,0.6497988735234455,0.5125060747698482,1.1239460529573242,0.02337235044642433
full,2009-11-01,2011-01-31,2016-01-29,0.019926311989731493,0.03411146948041588,1.4185157490684386,0.6589259595013341,0.5125060747698482,1.071410365351778,0.013812192876260112
