BASE|2009-11-01|0.371189|0.630794|0.703049|0.588447|0.952190|4.016032|0.444545|0.483248|0.974281|0.859770|0.090909|0.494269|0.297412|-0.049574|0.483248|1.016830|0.958317|0.014184|141.000000|0.520662|81.000000|0.398653|0.812500|-0.287465|16.000000
BASE|2010-05-01|0.394882|0.639928|0.738981|0.617072|0.963650|4.127361|0.458103|0.483245|1.008592|0.897951|0.081761|0.555326|0.375226|-0.045584|0.483245|1.164753|1.013637|0.014815|135.000000|0.531506|75.000000|0.406121|0.800000|-0.287412|15.000000
BASE|2010-11-01|0.373708|0.639325|0.700419|0.584535|0.969663|5.099919|0.488740|0.472679|0.993796|0.959745|0.091503|0.596057|0.373432|-0.080201|0.472679|1.293787|1.100758|0.046512|129.000000|0.533118|69.000000|0.400156|0.800000|-0.250477|15.000000
BASE|2011-05-01|0.401251|0.639798|0.767025|0.627153|0.934913|5.010148|0.503091|0.466382|1.037232|0.993981|0.040816|0.631314|0.400956|0.028039|0.474951|1.333751|1.113570|0.000000|123.000000|0.542058|63.000000|0.408494|0.785714|-0.250982|14.000000
BASE|2011-11-01|0.382348|0.640554|0.720379|0.596902|0.969041|4.067359|0.466314|0.451993|0.988618|0.956138|0.007092|0.543611|0.412711|0.134443|0.480866|1.134052|1.009696|0.000000|117.000000|0.503038|57.000000|0.371424|0.785714|-0.251126|14.000000
BASE|2012-05-01|0.395191|0.658515|0.722568|0.600125|0.974845|4.385420|0.485516|0.477087|1.063984|0.967150|0.007407|0.555792|0.423090|0.228143|0.477087|1.167105|1.017807|0.000000|111.000000|0.526676|51.000000|0.461484|0.846154|-0.327969|13.000000
BASE|2012-11-01|0.468493|0.656373|0.854829|0.713760|0.995527|4.393521|0.519012|0.477583|1.126667|1.036552|0.000000|0.594723|0.469263|0.243808|0.477583|1.249699|1.072781|0.000000|105.000000|0.552569|45.000000|0.480442|0.923077|-0.339678|13.000000
BASE|2013-05-01|0.495715|0.657014|0.895367|0.754498|0.994299|5.088457|0.545926|0.473562|1.080009|1.085067|0.000000|0.639572|0.494490|0.254932|0.496844|1.333322|1.132700|0.000000|99.000000|0.586321|39.000000|0.440759|0.916667|-0.377815|12.000000
BASE|2013-11-01|0.526874|0.667816|0.938810|0.788951|0.994146|4.974588|0.573571|0.467341|1.184957|1.114444|0.000000|0.668673|0.540593|0.251235|0.473141|1.413266|1.214560|0.000000|93.000000|0.602935|33.000000|0.482950|0.833333|-0.240137|12.000000
BASE|2014-05-01|0.537878|0.678159|0.960216|0.793145|0.994999|4.088881|0.568526|0.455762|1.214232|1.135446|0.000000|0.653762|0.554303|0.258364|0.471899|1.392715|1.172755|0.000000|87.000000|0.588401|27.000000|0.464459|0.818182|-0.238153|11.000000
BASE|2014-11-01|0.499218|0.681277|0.922029|0.732769|0.981842|5.099474|0.508860|0.470087|1.084278|1.084310|0.000000|0.672531|0.602902|0.161283|0.475803|1.422734|1.268018|0.000000|81.000000|0.543873|21.000000|0.424446|0.818182|-0.289555|11.000000
BASE|2015-05-01|0.415104|0.592145|0.820981|0.701018|0.933089|3.981365|0.513790|0.436044|1.302252|1.116559|0.000000|0.651787|0.585865|0.154705|0.481216|1.378122|1.193567|0.000000|75.000000|0.527409|15.000000|0.521487|0.800000|-0.314105|10.000000
BASE|2015-11-01|0.481170|0.485500|0.957796|0.991082|0.981766|4.061644|0.551313|0.428921|1.334804|1.170537|0.000000|0.671081|0.602730|0.364413|0.485500|1.388917|1.214408|0.000000|69.000000|0.597681|9.000000|0.529624|0.800000|-0.301421|10.000000
BASE|2016-05-01|0.568510|0.477614|1.134605|1.190312|0.996384|4.384872|0.596167|0.425047|1.431422|1.203711|0.000000|0.682280|0.594907|0.373125|0.477614|1.428518|1.209196|0.000000|63.000000|0.557029|3.000000|0.563024|0.888889|-0.176868|9.000000
BASE|2016-11-01|0.555509|0.479351|1.097634|1.158878|0.995251|4.471787|0.614477|0.434234|1.415326|1.243539|0.000000|0.686620|0.603002|0.371469|0.479351|1.432395|1.220372|0.000000|57.000000|nan|0.000000|0.537092|0.888889|-0.223855|9.000000
BASE|2017-05-01|0.561060|0.476571|1.099226|1.177284|0.997261|3.817093|0.655233|0.460038|1.459279|1.221697|0.000000|0.670841|0.605330|0.378758|0.476571|1.407641|1.206816|0.000000|51.000000|nan|0.000000|0.521550|0.875000|-0.303376|8.000000
BASE|2017-11-01|0.530291|0.472217|1.001965|1.122981|0.990492|5.205437|0.667325|0.467430|1.477366|1.337535|0.000000|0.663203|0.638154|0.427463|0.472217|1.404446|1.243140|0.000000|45.000000|nan|0.000000|0.454888|0.875000|-0.230598|8.000000
BASE|2018-05-01|0.483295|0.476619|0.917905|1.014007|0.923634|5.260682|0.713135|0.476619|1.496239|1.411282|0.000000|0.687543|0.616591|0.433187|0.476619|1.442544|1.306566|0.000000|39.000000|nan|0.000000|0.480428|1.000000|0.369486|7.000000
BASE|2018-11-01|0.568416|0.485630|1.080954|1.170470|0.977831|4.134128|0.698068|0.485630|1.440459|1.287924|0.000000|0.651415|0.588058|0.364856|0.485630|1.341381|1.230444|0.000000|33.000000|nan|0.000000|0.526107|1.000000|0.221184|7.000000
BASE|2019-05-01|0.280800|0.476055|0.525086|0.589849|0.951016|5.688943|0.312006|0.476055|0.692763|0.592766|0.000000|0.324199|0.258509|0.175789|0.476055|0.681012|0.608492|0.000000|27.000000|nan|0.000000|0.326213|0.833333|-0.202453|6.000000
BASE|2019-11-01|0.399076|0.481268|0.747646|0.829217|0.987109|4.351822|0.450119|0.390280|1.000144|0.867339|0.000000|0.451368|0.396253|0.355377|0.481268|0.937873|0.851140|0.000000|21.000000|nan|0.000000|0.448177|1.000000|0.047153|6.000000
BASE|2020-05-01|0.633009|0.493712|1.175982|1.282141|0.992891|5.253588|0.550429|0.474246|1.160641|1.158001|0.000000|0.644222|0.580139|0.440832|0.493712|1.304853|1.180583|0.000000|15.000000|nan|0.000000|0.458564|1.000000|0.373299|5.000000
BASE|2020-11-01|0.418165|0.440409|0.866479|0.949492|0.992528|5.302822|0.444314|0.403382|1.043544|1.076925|0.000000|0.504300|0.455818|0.339748|0.440409|1.145071|1.067829|0.000000|9.000000|nan|0.000000|0.502249|1.000000|0.369220|5.000000
C060|2009-11-01|0.347456|0.635412|0.652194|0.546821|0.948931|4.579893|0.405717|0.474064|0.826453|0.765858|0.072727|0.440379|0.252516|-0.050558|0.490976|0.877716|0.806270|0.014184|141.000000|0.477041|81.000000|0.336807|0.812500|-0.294720|16.000000
C060|2010-05-01|0.370143|0.621446|0.694859|0.595615|0.959118|4.415724|0.409700|0.474272|0.872684|0.800910|0.069182|0.511360|0.303108|-0.048776|0.497166|1.028548|0.977268|0.014815|135.000000|0.487708|75.000000|0.375481|0.800000|-0.303848|15.000000
C060|2010-11-01|0.365579|0.655662|0.672714|0.557572|0.958053|4.366667|0.485001|0.474068|1.058165|0.930668|0.078431|0.569658|0.414473|-0.046929|0.474068|1.201637|1.000941|0.023256|129.000000|0.535651|69.000000|0.423602|0.800000|-0.348372|15.000000
C060|2011-05-01|0.361351|0.643540|0.675634|0.561505|0.925570|4.650361|0.444835|0.467958|0.933736|0.905407|0.040816|0.539785|0.395658|0.055641|0.473446|1.140121|0.990209|0.000000|123.000000|0.507008|63.000000|0.404073|0.857143|-0.350440|14.000000
C060|2011-11-01|0.398681|0.643548|0.741086|0.619505|0.959996|4.635803|0.463287|0.447470|0.972678|0.944445|0.000000|0.560681|0.420053|0.184329|0.472667|1.199950|1.038850|0.000000|117.000000|0.529862|57.000000|0.402263|0.857143|-0.319044|14.000000
C060|2012-05-01|0.417550|0.672675|0.755667|0.620731|0.972165|4.169323|0.501776|0.472585|0.994431|0.950097|0.007407|0.561659|0.453790|0.240633|0.494740|1.157163|1.028986|0.000000|111.000000|0.526249|51.000000|0.409020|0.923077|-0.382647|13.000000
C060|2012-11-01|0.473974|0.656940|0.855723|0.721488|0.993964|4.388798|0.534145|0.474057|1.121760|1.028751|0.015504|0.595061|0.489489|0.272143|0.474057|1.256802|1.108705|0.000000|105.000000|0.561336|45.000000|0.419935|0.923077|-0.347530|13.000000
