group,arm,metric,paired_delta_median
A,EBS02,滚动3年回撤中位,0.0
A,EBS02,滚动3年Calmar中位,0.0
A,EBS02,滚动3年Sharpe中位,0.0
A,EBS02,滚动3年为负的窗口占比,0.0
A,EBS02,滚动5年年化中位,0.0
A,EBS02,滚动5年年化P25,0.0
A,EBS02,滚动5年年化最差,0.0
A,EBS02,滚动5年回撤中位,0.0
A,EBS02,滚动5年Calmar中位,0.0
A,EBS02,滚动5年Sharpe中位,0.0
A,EBS02,滚动5年为负的窗口占比,0.0
A,EBS02,滚动5年窗口数,0.0
A,EBS02,互不重叠5年块中位,0.0
A,EBS02,滚动10年年化中位,0.0
A,EBS02,滚动10年窗口数,0.0
A,EBS02,逐年收益中位,0.0
A,EBS02,逐年为正比例,0.0
A,EBS02,逐年最差,0.0
A,EBS02,完整自然年数,0.0
A,EBS02,强平次数,0.0
A,EBS02,最低担保比例,0.0
A,EBS02,最低股票同跌缓冲,0.0
A,EBS02,最低总资产冲击缓冲,0.0
A,EBS02,rf覆盖率,0.0
A,EBS02,年化_交易日口径,0.0
A,EBS02,最低担保比例日,0.0
A,EBS02,最低股票同跌缓冲日,0.0
A,EBS02,滚动5年年化最差窗口末日,0.0
A,EBS02,最大回撤起日,0.0
A,EBS02,最大回撤止日,0.0
A,EBS02,末次净值日,0.0
full,EBS03,年化,0.023341485534645434
full,EBS03,最大回撤,-0.10621224390532569
full,EBS03,Sharpe,0.058433052706435784
full,EBS03,Calmar,0.13377477633422785
full,EBS03,平均仓位,-0.02487554328075292
full,EBS03,年均换手,-0.2070722386366879
full,EBS03,持仓数中位,0.0
full,EBS03,单票权重中位,-0.002849550761923836
full,EBS03,单票权重P90,-0.010364583217388423
full,EBS03,单票权重最大,-0.003034307952868298
full,EBS03,前三权重中位,-0.009707871845440308
full,EBS03,单票超60%天数占比,-0.03329905460944321
full,EBS03,滚动3年年化中位,0.003418719291043648
full,EBS03,滚动3年回撤中位,-0.0015796454151122963
full,EBS03,滚动3年Calmar中位,-0.0039038830581105133
full,EBS03,滚动3年Sharpe中位,0.008009344541575036
full,EBS03,滚动3年为负的窗口占比,-0.01168091168091168
full,EBS03,滚动5年年化中位,0.009702601843632142
full,EBS03,滚动5年年化P25,0.03808947059810097
full,EBS03,滚动5年年化最差,0.04659930338601459
full,EBS03,滚动5年回撤中位,-0.00012260944690362097
full,EBS03,滚动5年Calmar中位,-0.005540814189049836
full,EBS03,滚动5年Sharpe中位,0.021316896526841767
full,EBS03,滚动5年为负的窗口占比,0.0
full,EBS03,滚动5年窗口数,0.0
full,EBS03,互不重叠5年块中位,-0.003259316465730855
full,EBS03,滚动10年年化中位,0.024953798867606958
full,EBS03,滚动10年窗口数,0.0
full,EBS03,逐年收益中位,0.0002041870768098586
full,EBS03,逐年为正比例,0.0
full,EBS03,逐年最差,0.06738258442075229
full,EBS03,完整自然年数,0.0
full,EBS03,强平次数,0.0
full,EBS03,最低担保比例,0.012221402108254065
full,EBS03,最低股票同跌缓冲,0.0027331331010789217
full,EBS03,最低总资产冲击缓冲,0.0027331331010789217
full,EBS03,rf覆盖率,0.0
full,EBS03,年化_交易日口径,0.02344350310668253
full,EBS03,最低担保比例日,-705.0
full,EBS03,最低股票同跌缓冲日,-705.0
full,EBS03,滚动5年年化最差窗口末日,0.0
full,EBS03,最大回撤起日,0.0
full,EBS03,最大回撤止日,0.0
full,EBS03,末次净值日,0.0
A,EBS03,年化,0.011107846003026611
A,EBS03,最大回撤,-0.061306924291610054
A,EBS03,Sharpe,0.04035757636917381
A,EBS03,Calmar,0.0747129624471135
A,EBS03,平均仓位,-0.020320313879645058
A,EBS03,年均换手,0.0726912217293414
A,EBS03,持仓数中位,0.0
A,EBS03,单票权重中位,-0.00175415313653271
A,EBS03,单票权重P90,-0.00452429813579136
A,EBS03,单票权重最大,-0.013749234383134135
A,EBS03,前三权重中位,-0.007228623042860094
A,EBS03,单票超60%天数占比,-0.017293839666071786
A,EBS03,滚动3年年化中位,0.004899010609150434
A,EBS03,滚动3年回撤中位,5.908202823506903e-05
A,EBS03,滚动3年Calmar中位,0.006038233772269697
A,EBS03,滚动3年Sharpe中位,0.018194409575393533
A,EBS03,滚动3年为负的窗口占比,0.0
A,EBS03,滚动5年年化中位,0.005470973480375063
A,EBS03,滚动5年年化P25,0.010860895239863999
A,EBS03,滚动5年年化最差,0.02546736077309414
A,EBS03,滚动5年回撤中位,0.0009215883508358891
A,EBS03,滚动5年Calmar中位,0.002040757375372737
A,EBS03,滚动5年Sharpe中位,0.02811449389243409
A,EBS03,滚动5年为负的窗口占比,0.0
A,EBS03,滚动5年窗口数,0.0
A,EBS03,互不重叠5年块中位,-9.665171881229062e-05
A,EBS03,滚动10年年化中位,0.0075260985604411745
A,EBS03,滚动10年窗口数,0.0
A,EBS03,逐年收益中位,4.778939393157433e-05
A,EBS03,逐年为正比例,0.0
A,EBS03,逐年最差,0.0010653369161005566
A,EBS03,完整自然年数,0.0
A,EBS03,强平次数,0.0
A,EBS03,最低担保比例,0.0021938165092521
A,EBS03,最低股票同跌缓冲,0.0004734015945538905
A,EBS03,最低总资产冲击缓冲,0.0004733859108806415
A,EBS03,rf覆盖率,0.0
A,EBS03,年化_交易日口径,0.011154975097362962
A,EBS03,最低担保比例日,90300.0
A,EBS03,最低股票同跌缓冲日,90300.0
A,EBS03,滚动5年年化最差窗口末日,0.0
A,EBS03,最大回撤起日,0.0
A,EBS03,最大回撤止日,0.0
A,EBS03,末次净值日,0.0
full,EBS04,年化,-0.03652621997099281
full,EBS04,最大回撤,-0.0896260907542154
full,EBS04,Sharpe,-0.022432365232769425
full,EBS04,Calmar,0.023673040955244945
full,EBS04,平均仓位,-0.09034826372154525
full,EBS04,年均换手,-0.11874346349966114
full,EBS04,持仓数中位,0.0
full,EBS04,单票权重中位,-0.009091800115010096
full,EBS04,单票权重P90,-0.011258888973377068
full,EBS04,单票权重最大,-0.0038318123406280713
full,EBS04,前三权重中位,-0.028928004287680276
full,EBS04,单票超60%天数占比,-0.08703131847676096
full,EBS04,滚动3年年化中位,-0.06396157683674675
full,EBS04,滚动3年回撤中位,-0.0032326666243512325
full,EBS04,滚动3年Calmar中位,-0.17419591919071198
full,EBS04,滚动3年Sharpe中位,-0.07755059556914778
full,EBS04,滚动3年为负的窗口占比,-0.006174957118353336
full,EBS04,滚动5年年化中位,-0.06718804047541715
full,EBS04,滚动5年年化P25,-0.05633506798071619
full,EBS04,滚动5年年化最差,-0.008106281360591217
full,EBS04,滚动5年回撤中位,-0.0004658348015396663
full,EBS04,滚动5年Calmar中位,-0.14901382646089445
full,EBS04,滚动5年Sharpe中位,-0.07494686445397364
full,EBS04,滚动5年为负的窗口占比,0.0
full,EBS04,滚动5年窗口数,0.0
full,EBS04,互不重叠5年块中位,-0.07394519733001603
full,EBS04,滚动10年年化中位,-0.05366693071350115
full,EBS04,滚动10年窗口数,0.0
full,EBS04,逐年收益中位,-0.040279667620304827
full,EBS04,逐年为正比例,0.0
full,EBS04,逐年最差,-0.008132722782407342
full,EBS04,完整自然年数,0.0
full,EBS04,强平次数,0.0
full,EBS04,最低担保比例,0.009171703281160681
full,EBS04,最低股票同跌缓冲,0.0020479819041363534
full,EBS04,最低总资产冲击缓冲,0.0020479558375986473
full,EBS04,rf覆盖率,0.0
full,EBS04,年化_交易日口径,-0.0366290502104194
full,EBS04,最低担保比例日,-705.0
full,EBS04,最低股票同跌缓冲日,-705.0
full,EBS04,滚动5年年化最差窗口末日,0.0
full,EBS04,最大回撤起日,0.0
full,EBS04,最大回撤止日,0.0
full,EBS04,末次净值日,0.0
A,EBS04,年化,-0.04756157449754894
A,EBS04,最大回撤,-0.05072245413706705
A,EBS04,Sharpe,-0.042394186172110715
A,EBS04,Calmar,-0.03337448284861294
A,EBS04,平均仓位,-0.08032232597388955
A,EBS04,年均换手,-0.2072721313201744
A,EBS04,持仓数中位,0.0
A,EBS04,单票权重中位,-0.01609632203620165
A,EBS04,单票权重P90,-0.013120568616771022
A,EBS04,单票权重最大,-0.0034419131902921896
A,EBS04,前三权重中位,-0.052851598186816284
A,EBS04,单票超60%天数占比,-0.09082383105031461
A,EBS04,滚动3年年化中位,-0.06841028933409599
A,EBS04,滚动3年回撤中位,-0.034859055150320506
A,EBS04,滚动3年Calmar中位,-0.1986167740226366
A,EBS04,滚动3年Sharpe中位,-0.13512905732183433
A,EBS04,滚动3年为负的窗口占比,0.0
A,EBS04,滚动5年年化中位,-0.09232075531263906
A,EBS04,滚动5年年化P25,-0.06599714326619766
A,EBS04,滚动5年年化最差,-0.017028417718413902
A,EBS04,滚动5年回撤中位,-0.008355301703777629
A,EBS04,滚动5年Calmar中位,-0.1689232004406449
A,EBS04,滚动5年Sharpe中位,-0.12564747573059776
A,EBS04,滚动5年为负的窗口占比,0.0
A,EBS04,滚动5年窗口数,0.0
A,EBS04,互不重叠5年块中位,-0.08708662767835779
A,EBS04,滚动10年年化中位,-0.07431317054140552
A,EBS04,滚动10年窗口数,0.0
A,EBS04,逐年收益中位,-0.14562728786141182
A,EBS04,逐年为正比例,0.0
A,EBS04,逐年最差,0.0009916164713686948
A,EBS04,完整自然年数,0.0
A,EBS04,强平次数,0.0
A,EBS04,最低担保比例,0.003900682042471182
A,EBS04,最低股票同跌缓冲,0.0008411231283895759
A,EBS04,最低总资产冲击缓冲,0.0008414061356832869
A,EBS04,rf覆盖率,0.0
A,EBS04,年化_交易日口径,-0.047777237171925835
A,EBS04,最低担保比例日,70252.0
A,EBS04,最低股票同跌缓冲日,70252.0
A,EBS04,滚动5年年化最差窗口末日,0.0
A,EBS04,最大回撤起日,0.0
A,EBS04,最大回撤止日,0.0
A,EBS04,末次净值日,0.0
full,EBCR30,年化,-0.017792424985466404
full,EBCR30,最大回撤,-0.10212876095316764
full,EBCR30,Sharpe,-0.005847439407426602
full,EBCR30,Calmar,0.04951049454645845
full,EBCR30,平均仓位,-0.0930485761432912
full,EBCR30,年均换手,-2.1577674634380135
full,EBCR30,持仓数中位,0.0
full,EBCR30,单票权重中位,0.027490994445476202
full,EBCR30,单票权重P90,0.10479902269295227
full,EBCR30,单票权重最大,0.1655211846221445
full,EBCR30,前三权重中位,-0.0060947465993238525
full,EBCR30,单票超60%天数占比,0.14897720311542834
full,EBCR30,滚动3年年化中位,-0.051587072407727974
full,EBCR30,滚动3年回撤中位,0.029616951353228838
full,EBCR30,滚动3年Calmar中位,-0.19771958434653591
full,EBCR30,滚动3年Sharpe中位,-0.08121136299942544
full,EBCR30,滚动3年为负的窗口占比,-0.011076225361939649
full,EBCR30,滚动5年年化中位,-0.08620242947859758
full,EBCR30,滚动5年年化P25,-0.04862028941831431
full,EBCR30,滚动5年年化最差,-0.0014414369886981415
full,EBCR30,滚动5年回撤中位,0.06205577334492224
full,EBCR30,滚动5年Calmar中位,-0.24125662841545115
full,EBCR30,滚动5年Sharpe中位,-0.1225086491734026
full,EBCR30,滚动5年为负的窗口占比,0.0
full,EBCR30,滚动5年窗口数,0.0
full,EBCR30,互不重叠5年块中位,-0.06817265391926924
full,EBCR30,滚动10年年化中位,-0.03388238891081907
full,EBCR30,滚动10年窗口数,0.0
full,EBCR30,逐年收益中位,0.022136910288684586
full,EBCR30,逐年为正比例,0.0
full,EBCR30,逐年最差,-0.11850772472845095
full,EBCR30,完整自然年数,0.0
full,EBCR30,强平次数,0.0
full,EBCR30,最低担保比例,-0.3947657652609604
full,EBCR30,最低股票同跌缓冲,-0.10573118639953277
full,EBCR30,最低总资产冲击缓冲,-0.10573118639953283
full,EBCR30,rf覆盖率,0.0
full,EBCR30,年化_交易日口径,-0.017864440175974994
full,EBCR30,最低担保比例日,-20207.0
full,EBCR30,最低股票同跌缓冲日,-20207.0
full,EBCR30,滚动5年年化最差窗口末日,5650.0
full,EBCR30,最大回撤起日,0.0
full,EBCR30,最大回撤止日,0.0
full,EBCR30,末次净值日,0.0
A,EBCR30,年化,-0.03215705692907467
A,EBCR30,最大回撤,-0.07536670787677946
A,EBCR30,Sharpe,-0.02930831746647422
A,EBCR30,Calmar,0.06090877690168223
A,EBCR30,平均仓位,-0.09404769715965289
A,EBCR30,年均换手,-2.584315261607968
A,EBCR30,持仓数中位,0.5
A,EBCR30,单票权重中位,-0.008853458040205486
A,EBCR30,单票权重P90,0.025556199211706265
A,EBCR30,单票权重最大,0.060066521285682184
A,EBCR30,前三权重中位,-0.029106014689043058
A,EBCR30,单票超60%天数占比,-0.038610043508831265
A,EBCR30,滚动3年年化中位,-0.057404739678362904
A,EBCR30,滚动3年回撤中位,-0.053568581836978046
A,EBCR30,滚动3年Calmar中位,-0.0778107994552657
A,EBCR30,滚动3年Sharpe中位,-0.08338712211865834
A,EBCR30,滚动3年为负的窗口占比,0.007422068283028204
A,EBCR30,滚动5年年化中位,-0.056665626003634006
A,EBCR30,滚动5年年化P25,-0.03974547304733522
A,EBCR30,滚动5年年化最差,0.004983411855880138
A,EBCR30,滚动5年回撤中位,-0.03643187477296622
A,EBCR30,滚动5年Calmar中位,-0.060625912010071004
A,EBCR30,滚动5年Sharpe中位,-0.07522973448298798
A,EBCR30,滚动5年为负的窗口占比,0.0
A,EBCR30,滚动5年窗口数,0.0
A,EBCR30,互不重叠5年块中位,-0.08047589441506409
A,EBCR30,滚动10年年化中位,-0.04195028769024467
A,EBCR30,滚动10年窗口数,0.0
A,EBCR30,逐年收益中位,-0.04421700891807556
A,EBCR30,逐年为正比例,0.0
A,EBCR30,逐年最差,-0.005571252047773756
A,EBCR30,完整自然年数,0.0
A,EBCR30,强平次数,0.0
A,EBCR30,最低担保比例,-0.44583838073014515
A,EBCR30,最低股票同跌缓冲,-0.11771574128091805
A,EBCR30,最低总资产冲击缓冲,-0.11771511264553364
A,EBCR30,rf覆盖率,0.0
A,EBCR30,年化_交易日口径,-0.032296191123015294
A,EBCR30,最低担保比例日,40216.0
A,EBCR30,最低股票同跌缓冲日,40216.0
A,EBCR30,滚动5年年化最差窗口末日,0.0
A,EBCR30,最大回撤起日,0.0
A,EBCR30,最大回撤止日,-3.0
A,EBCR30,末次净值日,0.0
full,EBR10,年化,-0.18110781832369827
full,EBR10,最大回撤,-0.21635109173907524
full,EBR10,Sharpe,-0.23815857106539567
full,EBR10,Calmar,-0.13927569754460545
full,EBR10,平均仓位,-0.7210166800402894
full,EBR10,年均换手,-1.9012159212789204
full,EBR10,持仓数中位,-1.0
full,EBR10,单票权重中位,-0.13621513229675092
full,EBR10,单票权重P90,-0.03856548317952835
full,EBR10,单票权重最大,-0.05296432763234499
full,EBR10,前三权重中位,-0.37384168795334305
full,EBR10,单票超60%天数占比,-0.34075028465837875
full,EBR10,滚动3年年化中位,-0.24067935042510036
full,EBR10,滚动3年回撤中位,-0.011460924664536187
full,EBR10,滚动3年Calmar中位,-0.5049209420458461
full,EBR10,滚动3年Sharpe中位,-0.379170393853113
full,EBR10,滚动3年为负的窗口占比,0.05386805885144756
full,EBR10,滚动5年年化中位,-0.2677141138876169
full,EBR10,滚动5年年化P25,-0.22760712010151718
full,EBR10,滚动5年年化最差,-0.13010340408488041
full,EBR10,滚动5年回撤中位,-0.0529273599716899
full,EBR10,滚动5年Calmar中位,-0.56837051871885
full,EBR10,滚动5年Sharpe中位,-0.44269310955525265
full,EBR10,滚动5年为负的窗口占比,0.0045045045045045045
full,EBR10,滚动5年窗口数,0.0
full,EBR10,互不重叠5年块中位,-0.36670835414277847
full,EBR10,滚动10年年化中位,-0.1876762879910291
full,EBR10,滚动10年窗口数,0.0
full,EBR10,逐年收益中位,-0.30737822510938684
full,EBR10,逐年为正比例,0.0
full,EBR10,逐年最差,0.0056402459021647755
full,EBR10,完整自然年数,0.0
full,EBR10,强平次数,0.0
full,EBR10,最低担保比例,0.1422729196294621
full,EBR10,最低股票同跌缓冲,0.030224072949527836
full,EBR10,最低总资产冲击缓冲,0.03022193103181514
full,EBR10,rf覆盖率,0.0
full,EBR10,年化_交易日口径,-0.18180484209908054
full,EBR10,最低担保比例日,-15405.5
full,EBR10,最低股票同跌缓冲日,-15405.5
full,EBR10,滚动5年年化最差窗口末日,19103.0
full,EBR10,最大回撤起日,89917.0
full,EBR10,最大回撤止日,80298.0
full,EBR10,末次净值日,0.0
A,EBR10,年化,-0.22761503426561358
A,EBR10,最大回撤,-0.2540813997380081
A,EBR10,Sharpe,-0.30091702038548596
A,EBR10,Calmar,-0.18612081101554798
A,EBR10,平均仓位,-0.6818100248308359
A,EBR10,年均换手,-1.8428642035420308
A,EBR10,持仓数中位,0.0
A,EBR10,单票权重中位,-0.17539513742346752
A,EBR10,单票权重P90,-0.03842313343382414
A,EBR10,单票权重最大,-0.08197365138499363
A,EBR10,前三权重中位,-0.40174538732921633
A,EBR10,单票超60%天数占比,-0.32763654664515823
A,EBR10,滚动3年年化中位,-0.26498478532029834
A,EBR10,滚动3年回撤中位,-0.22191312885478498
A,EBR10,滚动3年Calmar中位,-0.5693112546768252
A,EBR10,滚动3年Sharpe中位,-0.5030543670415419
A,EBR10,滚动3年为负的窗口占比,0.1597321855571497
A,EBR10,滚动5年年化中位,-0.3096869834387852
A,EBR10,滚动5年年化P25,-0.27281647219724225
A,EBR10,滚动5年年化最差,-0.13378896432886472
A,EBR10,滚动5年回撤中位,-0.0715968489812902
A,EBR10,滚动5年Calmar中位,-0.542734858831764
A,EBR10,滚动5年Sharpe中位,-0.5083014906813754
A,EBR10,滚动5年为负的窗口占比,0.03042735042735043
A,EBR10,滚动5年窗口数,0.0
A,EBR10,互不重叠5年块中位,-0.3556732853382648
A,EBR10,滚动10年年化中位,-0.2292876937437005
A,EBR10,滚动10年窗口数,0.0
A,EBR10,逐年收益中位,-0.2841439283544767
A,EBR10,逐年为正比例,-0.13809523809523805
A,EBR10,逐年最差,0.08492964958699661
A,EBR10,完整自然年数,0.0
A,EBR10,强平次数,0.0
A,EBR10,最低担保比例,0.10020532045818364
A,EBR10,最低股票同跌缓冲,0.02082293261782381
A,EBR10,最低总资产冲击缓冲,0.020819629702215736
A,EBR10,rf覆盖率,0.0
A,EBR10,年化_交易日口径,-0.2285607305718883
A,EBR10,最低担保比例日,-19847.5
A,EBR10,最低股票同跌缓冲日,-19847.5
A,EBR10,滚动5年年化最差窗口末日,-198.0
A,EBR10,最大回撤起日,49646.0
A,EBR10,最大回撤止日,39801.5
A,EBR10,末次净值日,0.0
full,EBR20,年化,-0.1872606293011544
full,EBR20,最大回撤,-0.20074030284151811
full,EBR20,Sharpe,-0.2535417921636046
full,EBR20,Calmar,-0.16393800369573616
full,EBR20,平均仓位,-0.7220422351736372
full,EBR20,年均换手,-1.8888576038502776
full,EBR20,持仓数中位,-1.0
full,EBR20,单票权重中位,-0.08295077893402963
full,EBR20,单票权重P90,-0.03075762260198167
full,EBR20,单票权重最大,-0.04241361978264163
full,EBR20,前三权重中位,-0.22831934051175296
full,EBR20,单票超60%天数占比,-0.2738948113702877
full,EBR20,滚动3年年化中位,-0.23079363803594244
full,EBR20,滚动3年回撤中位,0.00017376301033283914
full,EBR20,滚动3年Calmar中位,-0.5092326024962848
full,EBR20,滚动3年Sharpe中位,-0.3617246384466979
full,EBR20,滚动3年为负的窗口占比,0.0454780361757106
full,EBR20,滚动5年年化中位,-0.25869039803636973
full,EBR20,滚动5年年化P25,-0.2172345681765102
full,EBR20,滚动5年年化最差,-0.12082012019996113
full,EBR20,滚动5年回撤中位,-0.040577824694858156
full,EBR20,滚动5年Calmar中位,-0.5531514527458032
full,EBR20,滚动5年Sharpe中位,-0.42399110053163047
full,EBR20,滚动5年为负的窗口占比,0.0
full,EBR20,滚动5年窗口数,0.0
full,EBR20,互不重叠5年块中位,-0.37090667722838094
full,EBR20,滚动10年年化中位,-0.1857276201826369
full,EBR20,滚动10年窗口数,0.0
full,EBR20,逐年收益中位,-0.3398582890368366
full,EBR20,逐年为正比例,-0.19374999999999998
full,EBR20,逐年最差,0.01360826252401598
full,EBR20,完整自然年数,0.0
full,EBR20,强平次数,0.0
full,EBR20,最低担保比例,0.019493232604691935
full,EBR20,最低股票同跌缓冲,0.0043529813674880735
full,EBR20,最低总资产冲击缓冲,0.004352898653278536
full,EBR20,rf覆盖率,0.0
full,EBR20,年化_交易日口径,-0.18797973681695834
full,EBR20,最低担保比例日,99583.0
full,EBR20,最低股票同跌缓冲日,99583.0
full,EBR20,滚动5年年化最差窗口末日,19103.0
full,EBR20,最大回撤起日,89917.0
full,EBR20,最大回撤止日,80298.0
full,EBR20,末次净值日,0.0
A,EBR20,年化,-0.23306670338720092
A,EBR20,最大回撤,-0.24088350626054034
A,EBR20,Sharpe,-0.3289914934699883
A,EBR20,Calmar,-0.21336970119586565
A,EBR20,平均仓位,-0.6860128969879212
A,EBR20,年均换手,-1.8801246112840042
A,EBR20,持仓数中位,0.0
A,EBR20,单票权重中位,-0.11754563916235317
A,EBR20,单票权重P90,-0.03427061026805339
A,EBR20,单票权重最大,-0.08141029838744446
A,EBR20,前三权重中位,-0.2849537036266666
A,EBR20,单票超60%天数占比,-0.30176173912120474
A,EBR20,滚动3年年化中位,-0.2669652195091222
A,EBR20,滚动3年回撤中位,-0.20593371145112815
A,EBR20,滚动3年Calmar中位,-0.586975991592497
A,EBR20,滚动3年Sharpe中位,-0.4967338310486622
A,EBR20,滚动3年为负的窗口占比,0.09424743892828999
A,EBR20,滚动5年年化中位,-0.3042499525314576
A,EBR20,滚动5年年化P25,-0.26000136796464124
A,EBR20,滚动5年年化最差,-0.11924089972896751
A,EBR20,滚动5年回撤中位,-0.05279541182563641
A,EBR20,滚动5年Calmar中位,-0.5267653895052363
A,EBR20,滚动5年Sharpe中位,-0.4987426876151062
A,EBR20,滚动5年为负的窗口占比,0.004273504273504274
A,EBR20,滚动5年窗口数,0.0
A,EBR20,互不重叠5年块中位,-0.3701382373786865
A,EBR20,滚动10年年化中位,-0.22771892819992012
A,EBR20,滚动10年窗口数,0.0
A,EBR20,逐年收益中位,-0.293223322126658
A,EBR20,逐年为正比例,-0.20714285714285713
A,EBR20,逐年最差,0.09926709387380239
A,EBR20,完整自然年数,0.0
A,EBR20,强平次数,0.0
A,EBR20,最低担保比例,0.011702517511205102
A,EBR20,最低股票同跌缓冲,0.0025184457309222197
A,EBR20,最低总资产冲击缓冲,0.0025186408162262697
A,EBR20,rf覆盖率,0.0
A,EBR20,年化_交易日口径,-0.23403398898640304
A,EBR20,最低担保比例日,90300.0
A,EBR20,最低股票同跌缓冲日,90300.0
A,EBR20,滚动5年年化最差窗口末日,-99.0
A,EBR20,最大回撤起日,49602.0
A,EBR20,最大回撤止日,39810.0
A,EBR20,末次净值日,0.0
full,EBR30,年化,-0.17630775171365065
full,EBR30,最大回撤,-0.20147403896989652
full,EBR30,Sharpe,-0.25173336986407974
full,EBR30,Calmar,-0.15084349889558846
full,EBR30,平均仓位,-0.7311616322487803
full,EBR30,年均换手,-1.8276215813346037
full,EBR30,持仓数中位,0.0
full,EBR30,单票权重中位,-0.04685519824269557
full,EBR30,单票权重P90,-0.027958690458644908
full,EBR30,单票权重最大,-0.03879489040501405
full,EBR30,前三权重中位,-0.13326331837424643
full,EBR30,单票超60%天数占比,-0.21729974819777406
full,EBR30,滚动3年年化中位,-0.17759831797093373
full,EBR30,滚动3年回撤中位,0.01071191242583025
full,EBR30,滚动3年Calmar中位,-0.44344622437057746
full,EBR30,滚动3年Sharpe中位,-0.20582767969005583
full,EBR30,滚动3年为负的窗口占比,0.0
full,EBR30,滚动5年年化中位,-0.2315547263701434
full,EBR30,滚动5年年化P25,-0.1835790347341767
full,EBR30,滚动5年年化最差,-0.09363544942935165
full,EBR30,滚动5年回撤中位,-0.02714941143297167
full,EBR30,滚动5年Calmar中位,-0.4905085608854447
full,EBR30,滚动5年Sharpe中位,-0.33848154314500534
full,EBR30,滚动5年为负的窗口占比,0.0
full,EBR30,滚动5年窗口数,0.0
full,EBR30,互不重叠5年块中位,-0.3592798930984584
full,EBR30,滚动10年年化中位,-0.168903319463793
full,EBR30,滚动10年窗口数,0.0
full,EBR30,逐年收益中位,-0.30759143783324594
full,EBR30,逐年为正比例,0.0
full,EBR30,逐年最差,0.03463036191102936
full,EBR30,完整自然年数,0.0
full,EBR30,强平次数,0.0
full,EBR30,最低担保比例,0.020687506005879763
full,EBR30,最低股票同跌缓冲,0.004608016036354107
full,EBR30,最低总资产冲击缓冲,0.004607872886196296
full,EBR30,rf覆盖率,0.0
full,EBR30,年化_交易日口径,-0.17698376838928398
full,EBR30,最低担保比例日,99583.0
full,EBR30,最低股票同跌缓冲日,99583.0
full,EBR30,滚动5年年化最差窗口末日,0.0
full,EBR30,最大回撤起日,89917.0
full,EBR30,最大回撤止日,80298.0
full,EBR30,末次净值日,0.0
A,EBR30,年化,-0.2314067374814609
A,EBR30,最大回撤,-0.243238602596121
A,EBR30,Sharpe,-0.32853736578978116
A,EBR30,Calmar,-0.20776503656097944
A,EBR30,平均仓位,-0.69517588368069
A,EBR30,年均换手,-1.7605885917826214
A,EBR30,持仓数中位,0.0
A,EBR30,单票权重中位,-0.0666776001434386
A,EBR30,单票权重P90,-0.031444885994280636
A,EBR30,单票权重最大,-0.07925148251301622
A,EBR30,前三权重中位,-0.1553454852556133
A,EBR30,单票超60%天数占比,-0.2758977181729433
A,EBR30,滚动3年年化中位,-0.24566109576891682
A,EBR30,滚动3年回撤中位,-0.18597191788354528
A,EBR30,滚动3年Calmar中位,-0.508845040868855
A,EBR30,滚动3年Sharpe中位,-0.4255101635555998
A,EBR30,滚动3年为负的窗口占比,0.04278197208876687
A,EBR30,滚动5年年化中位,-0.28154591249581584
A,EBR30,滚动5年年化P25,-0.2396734186847248
A,EBR30,滚动5年年化最差,-0.09391471768363524
A,EBR30,滚动5年回撤中位,-0.05463074618785024
A,EBR30,滚动5年Calmar中位,-0.4360815783240112
A,EBR30,滚动5年Sharpe中位,-0.4404606032706635
A,EBR30,滚动5年为负的窗口占比,0.0
A,EBR30,滚动5年窗口数,0.0
A,EBR30,互不重叠5年块中位,-0.38141508977764554
A,EBR30,滚动10年年化中位,-0.20971491866639913
A,EBR30,滚动10年窗口数,0.0
A,EBR30,逐年收益中位,-0.3097542956696477
A,EBR30,逐年为正比例,-0.13809523809523805
A,EBR30,逐年最差,0.12656696186858113
A,EBR30,完整自然年数,0.0
A,EBR30,强平次数,0.0
A,EBR30,最低担保比例,0.0028998984870343136
A,EBR30,最低股票同跌缓冲,0.0006252467841702525
A,EBR30,最低总资产冲击缓冲,0.0006253907442841933
A,EBR30,rf覆盖率,0.0
A,EBR30,年化_交易日口径,-0.23237035367165715
A,EBR30,最低担保比例日,90300.0
A,EBR30,最低股票同跌缓冲日,90300.0
A,EBR30,滚动5年年化最差窗口末日,-198.0
A,EBR30,最大回撤起日,49610.0
A,EBR30,最大回撤止日,39810.0
A,EBR30,末次净值日,0.0
