group,tag,year,return,partial_first_year,period_start,period_end,partial_last_year,exposure_mean,cap_mean
U1,_EBFIX16020091101ex5,2009,0.011084441649999999,True,2009-11-03,2009-12-31,False,0.49739309704290396,1.6
U1,_EBFIX16020091101ex5,2010,-0.03492124860407553,False,2010-01-04,2010-12-31,False,0.7947186958923672,1.6
U1,_EBFIX16020091101ex5,2011,-0.2646089298763684,False,2011-01-04,2011-12-30,False,1.2246470185399254,1.6
U1,_EBFIX16020091101ex5,2012,-0.17352836809082628,False,2012-01-04,2012-12-31,False,0.6501776412695277,1.6
U1,_EBFIX16020091101ex5,2013,0.28144273839620637,False,2013-01-04,2013-12-31,False,1.5933808234647413,1.6
U1,_EBFIX16020091101ex5,2014,0.9564811708327323,False,2014-01-02,2014-12-31,False,1.5986297203597468,1.6
U1,_EBFIX16020091101ex5,2015,0.12093156370022973,False,2015-01-05,2015-12-31,False,1.5656603732774184,1.6
U1,_EBFIX16020091101ex5,2016,-0.21997441595391753,False,2016-01-04,2016-12-30,False,1.4733300136548348,1.6
U1,_EBFIX16020091101ex5,2017,1.8291584419262863,False,2017-01-03,2017-12-29,False,1.5211113906464424,1.6
U1,_EBFIX16020091101ex5,2018,-0.23976199962195233,False,2018-01-02,2018-12-28,False,0.944474560301023,1.6
U1,_EBFIX16020091101ex5,2019,0.8001245950523059,False,2019-01-02,2019-12-31,False,1.561125765822803,1.6
U1,_EBFIX16020091101ex5,2020,0.2215781769216354,False,2020-01-02,2020-12-31,False,1.5290648039538532,1.6
U1,_EBFIX16020091101ex5,2021,0.7764051151668989,False,2021-01-04,2021-12-31,False,1.4745390526347684,1.6
U1,_EBFIX16020091101ex5,2022,0.3660937897546652,False,2022-01-04,2022-12-30,False,1.5538272350555244,1.6
U1,_EBFIX16020091101ex5,2023,0.43135280191257785,False,2023-01-03,2023-12-29,False,1.5999972358460108,1.6
U1,_EBFIX16020091101ex5,2024,0.5556506774695251,False,2024-01-02,2024-12-31,False,1.5999983234826027,1.6
U1,_EBFIX16020091101ex5,2025,0.8634123217993028,False,2025-01-02,2025-12-31,False,1.5999981238084977,1.6
U1,_EBFIX16020091101ex5,2026,0.7444928044497077,False,2026-01-05,2026-08-28,True,1.5989126173187742,1.6
U1,_EBFIX16020100501ex5,2010,0.04010435539520696,True,2010-05-05,2010-12-31,False,0.8701596429542818,1.6
U1,_EBFIX16020100501ex5,2011,-0.26474495346111837,False,2011-01-04,2011-12-30,False,1.2245894243092392,1.6
U1,_EBFIX16020100501ex5,2012,-0.1735179868373279,False,2012-01-04,2012-12-31,False,0.6500871144003795,1.6
