group,arm,start,end,cagr,cagr_delta_pp,mdd,mdd_delta_pp
full,BASE,2009-11-01,2026-08-28,0.3171902906642554,0.0,0.6752545571565589,0.0
full,BASE,2011-11-01,2026-08-28,0.3323652934000796,0.0,0.71431234384065,0.0
full,EBFIX160,2009-11-01,2026-08-28,0.2556696428029872,-6.152064786126821,0.6825050715128745,0.7250514356315629
full,EBFIX160,2011-11-01,2026-08-28,0.2945323980222716,-3.7832895377807985,0.6812485685388124,-3.3063775301837572
full,EBFIX100,2009-11-01,2026-08-28,0.2235351542844488,-9.36551363798066,0.464066256716984,-21.118830043957495
full,EBFIX100,2011-11-01,2026-08-28,0.21066601650450556,-12.169927689557403,0.4963626010344121,-21.79497428062379
full,EBQ20,2009-11-01,2026-08-28,0.2270531411885135,-9.013714947574192,0.585422490714262,-8.983206644229691
full,EBQ20,2011-11-01,2026-08-28,0.26218532806900163,-7.017996533107795,0.5875930744807305,-12.671926935991952
full,EBQ30,2009-11-01,2026-08-28,0.21496104146647865,-10.222924919777675,0.5589769079421394,-11.627764921441951
full,EBQ30,2011-11-01,2026-08-28,0.24460671516259236,-8.775857823748723,0.5601680560878199,-15.414428775283007
full,EBQ40,2009-11-01,2026-08-28,0.2036511152361935,-11.35391754280619,0.5523693100985695,-12.288524705798942
full,EBQ40,2011-11-01,2026-08-28,0.2234779114309653,-10.88873819691143,0.5336068105452435,-18.07055332954065
full,EBS02,2009-11-01,2026-08-28,0.2556696428029872,-6.152064786126821,0.6825050715128745,0.7250514356315629
full,EBS02,2011-11-01,2026-08-28,0.2945323980222716,-3.7832895377807985,0.6812485685388124,-3.3063775301837572
full,EBS03,2009-11-01,2026-08-28,0.2929867760009861,-2.420351466326931,0.5767295048020142,-9.852505235454467
full,EBS03,2011-11-01,2026-08-28,0.3287463294390771,-0.3618963961002475,0.5653786904335217,-14.893365340712828
full,EBS04,2009-11-01,2026-08-28,0.23818787058808844,-7.900242007616698,0.5940391010108711,-8.121545614568781
full,EBS04,2011-11-01,2026-08-28,0.27122277068290757,-6.114252271717202,0.5875930744807305,-12.671926935991952
full,EBCR30,2009-11-01,2026-08-28,0.259055678534138,-5.813461213011739,0.5521433808305896,-12.311117632596936
full,EBCR30,2011-11-01,2026-08-28,0.26381820702106884,-6.854708637901075,0.5907050896391172,-12.360725420153285
full,EBR10,2009-11-01,2026-08-28,0.12218066142002382,-19.50096292442316,0.5149596350567802,-16.029492209977867
full,EBR10,2011-11-01,2026-08-28,0.13759186090100517,-19.47734324990744,0.4544830655707731,-25.98292782698769
full,EBR20,2009-11-01,2026-08-28,0.11702796705892626,-20.016232360532914,0.5395295451364955,-13.572501202006338
full,EBR20,2011-11-01,2026-08-28,0.13540622718883566,-19.695906621124394,0.47276401389804845,-24.154832994260154
full,EBR30,2009-11-01,2026-08-28,0.12337821716611641,-19.3812073498139,0.5555266587538227,-11.972789840273624
full,EBR30,2011-11-01,2026-08-28,0.13352305049351054,-19.884224290656903,0.47153388760516435,-24.277845623548565
A,BASE,2009-11-01,2026-08-28,0.32484186578832164,0.0,0.7283832305792164,0.0
A,BASE,2011-11-01,2026-08-28,0.4343883464327476,0.0,0.6522482767560946,0.0
A,EBFIX160,2009-11-01,2026-08-28,0.2916450840149283,-3.319678177339336,0.6697390768592305,-5.864415371998588
A,EBFIX160,2011-11-01,2026-08-28,0.35200694182933057,-8.238140460341704,0.6732954688614228,2.1047192105328127
A,EBFIX100,2009-11-01,2026-08-28,0.20007302087361012,-12.476884491471152,0.5197173005993297,-20.866592997988665
A,EBFIX100,2011-11-01,2026-08-28,0.27160582902866603,-16.278251740408155,0.5094401417493941,-14.280813500670053
A,EBQ20,2009-11-01,2026-08-28,0.2430645630603674,-8.177730272795426,0.6697390768592305,-5.864415371998588
A,EBQ20,2011-11-01,2026-08-28,0.27671355006390574,-15.767479636884186,0.6221795463212425,-3.0068730434852142
A,EBQ30,2009-11-01,2026-08-28,0.22980907041025378,-9.503279537806787,0.6697390768592305,-5.864415371998588
A,EBQ30,2011-11-01,2026-08-28,0.2910608668207926,-14.332747961195501,0.5853610990924829,-6.688717766361174
A,EBQ40,2009-11-01,2026-08-28,0.23634984173232576,-8.849202405599588,0.6697390768592305,-5.864415371998588
A,EBQ40,2011-11-01,2026-08-28,0.3011807307984493,-13.320761563429828,0.5261334579753667,-12.611481878072794
A,EBS02,2009-11-01,2026-08-28,0.2916450840149283,-3.319678177339336,0.6697390768592305,-5.864415371998588
A,EBS02,2011-11-01,2026-08-28,0.35200694182933057,-8.238140460341704,0.6732954688614228,2.1047192105328127
A,EBS03,2009-11-01,2026-08-28,0.30437084661458735,-2.0471019173734284,0.6098900764718145,-11.849315410740191
A,EBS03,2011-11-01,2026-08-28,0.36243790423995126,-7.195044219279634,0.6171362304139131,-3.511204634218157
A,EBS04,2009-11-01,2026-08-28,0.2512538475793016,-7.358801820902006,0.5948298520443531,-13.355337853486326
A,EBS04,2011-11-01,2026-08-28,0.3019812523823735,-13.24070940503741,0.6221795463212425,-3.0068730434852142
A,EBCR30,2009-11-01,2026-08-28,0.23823751220452527,-8.660435358379637,0.7159457527651432,-1.2437477814073228
A,EBCR30,2011-11-01,2026-08-28,0.3991883335996529,-3.5200012833094707,0.5724992843785757,-7.974899237751898
A,EBR10,2009-11-01,2026-08-28,0.1188915307657552,-20.595033502256644,0.6059564253886474,-12.242680519056904
A,EBR10,2011-11-01,2026-08-28,0.1533391004656217,-28.10492459671259,0.3896455060023981,-26.260277075369654
A,EBR20,2009-11-01,2026-08-28,0.11248203504959697,-21.235983073872468,0.6375870474827551,-9.079618309646131
A,EBR20,2011-11-01,2026-08-28,0.1533602500919402,-28.10280963408074,0.40921042606073954,-24.30378506953551
A,EBR30,2009-11-01,2026-08-28,0.10937901198125055,-21.546285380707108,0.6681741625867288,-6.02090679924876
A,EBR30,2011-11-01,2026-08-28,0.15165710309135227,-28.27312433413953,0.4068840889938272,-24.536418776226743
U1,BASE,2009-11-01,2026-08-28,0.33481608440884103,0.0,0.7282473905946059,0.0
U1,BASE,2011-11-01,2026-08-28,0.4646927860591885,0.0,0.6228121829957309,0.0
U1,EBFIX160,2009-11-01,2026-08-28,0.3210056434928521,-1.381044091598893,0.669590424789638,-5.865696580496782
U1,EBFIX160,2011-11-01,2026-08-28,0.39559639623009746,-6.909638982909105,0.6349482923566343,1.2136109360903369
U1,EBQ30,2009-11-01,2026-08-28,0.24403148626430649,-9.078459814453455,0.669590424789638,-5.865696580496782
U1,EBQ30,2011-11-01,2026-08-28,0.32488256364556567,-13.981022241362284,0.46197255977117024,-16.08396232245607
U1,EBS02,2009-11-01,2026-08-28,0.3210056434928521,-1.381044091598893,0.669590424789638,-5.865696580496782
U1,EBS02,2011-11-01,2026-08-28,0.39559639623009746,-6.909638982909105,0.6349482923566343,1.2136109360903369
U1,EBS03,2009-11-01,2026-08-28,0.3341129588765819,-0.07031255322591523,0.5918931834422851,-13.635420715232073
U1,EBS03,2011-11-01,2026-08-28,0.3946673797839222,-7.002540627526632,0.5488635240002588,-7.394865899547209
U2,BASE,2009-11-01,2026-08-28,0.33250492543901333,0.0,0.6708569872768253,0.0
U2,BASE,2011-11-01,2026-08-28,0.40585591516228736,0.0,0.6726265837279957,0.0
U2,EBFIX100,2009-11-01,2026-08-28,0.14497091865730116,-18.753400678171218,0.5242892548150172,-14.65677324618081
U2,EBFIX100,2011-11-01,2026-08-28,0.18159847199589296,-22.425744316639438,0.5078085921748043,-16.48179915531913
U3,BASE,2009-11-01,2026-08-28,0.32484186578832164,0.0,0.7283832305792164,0.0
U3,BASE,2011-11-01,2026-08-28,0.4343883464327476,0.0,0.6522482767560946,0.0
U3,EBQ20,2009-11-01,2026-08-28,0.2430645630603674,-8.177730272795426,0.6697390768592305,-5.864415371998588
U3,EBQ20,2011-11-01,2026-08-28,0.27671355006390574,-15.767479636884186,0.6221795463212425,-3.0068730434852142
U3,EBQ40,2009-11-01,2026-08-28,0.23634984173232576,-8.849202405599588,0.6697390768592305,-5.864415371998588
U3,EBQ40,2011-11-01,2026-08-28,0.3011807307984493,-13.320761563429828,0.5261334579753667,-12.611481878072794
U3,EBS04,2009-11-01,2026-08-28,0.2512538475793016,-7.358801820902006,0.5948298520443531,-13.355337853486326
U3,EBS04,2011-11-01,2026-08-28,0.3019812523823735,-13.24070940503741,0.6221795463212425,-3.0068730434852142
U4,BASE,2009-11-01,2026-08-28,0.31148222010106896,0.0,0.7283832305792164,0.0
U4,BASE,2011-11-01,2026-08-28,0.4418410508143582,0.0,0.6522482767560946,0.0
U4,EBCR30,2009-11-01,2026-08-28,0.2302453880681945,-8.123683203287445,0.7159457527651432,-1.2437477814073228
U4,EBCR30,2011-11-01,2026-08-28,0.3808559484219771,-6.0985102392381085,0.5724992843785757,-7.974899237751898
U4,EBR10,2009-11-01,2026-08-28,0.10983917605927473,-20.164304404179422,0.6059564253886474,-12.242680519056904
U4,EBR10,2011-11-01,2026-08-28,0.14455037720825525,-29.729067360610294,0.3896455060023981,-26.260277075369654
U5,BASE,2009-11-01,2026-08-28,0.33396818140724704,0.0,0.6708569872768253,0.0
U5,BASE,2011-11-01,2026-08-28,0.39040281707365576,0.0,0.6726265837279957,0.0
U5,EBR20,2009-11-01,2026-08-28,0.10220164181415314,-23.17665395930939,0.5476191785655955,-12.323780871122981
U5,EBR20,2011-11-01,2026-08-28,0.12971740621005745,-26.06854108635983,0.3966352486301121,-27.599133509788352
U5,EBR30,2009-11-01,2026-08-28,0.10138233209361203,-23.2585849313635,0.547543816189893,-12.331317108693229
U5,EBR30,2011-11-01,2026-08-28,0.1280677890762374,-26.233502799741835,0.4081508003657377,-26.447578336225796
