group,tag,days,covered_days,active_constraint_days,active_sale_days,active_sale_count,below100_days,at100_days,unresolved_days,min_cash,new_active_cash_deficit_days,inherited_active_cash_deficit_days
full_A,_EBR3020111101ex5,3602,3602,3602,877,6277,1503,0,0,0.0,0,0
full_A,_EBR3020120501,3483,3483,3483,961,6121,1503,0,0,0.0,0,0
full_A,_EBR3020120501ex5,3483,3483,3483,868,6031,1503,0,0,0.0,0,0
full_A,_EBR3020121101,3358,3358,3358,938,6167,1503,0,0,0.0,0,0
full_A,_EBR3020121101ex5,3358,3358,3358,865,6027,1503,0,0,0.0,0,0
full_A,_EBR3020130501,3241,3241,3241,865,5772,1503,0,0,0.0,0,0
full_A,_EBR3020130501ex5,3241,3241,3241,797,5698,1503,0,0,0.0,0,0
full_A,_EBR3020131101,3120,3120,3120,817,5418,1503,0,0,0.0,0,0
full_A,_EBR3020131101ex5,3120,3120,3120,750,5160,1503,0,0,0.0,0,0
full_A,_EBR3020140501,2998,2998,2998,784,5346,1503,0,0,0.0,0,0
full_A,_EBR3020140501ex5,2998,2998,2998,709,5259,1503,0,0,0.0,0,0
full_A,_EBR3020141101,2875,2875,2875,726,4853,1503,0,0,0.0,0,0
full_A,_EBR3020141101ex5,2875,2875,2875,663,4833,1503,0,0,0.0,0,0
full_A,_EBR3020150501,2754,2754,2754,692,4531,1424,0,0,0.0,0,0
full_A,_EBR3020150501ex5,2754,2754,2754,623,4398,1424,0,0,0.0,0,0
full_A,_EBR3020151101,2632,2632,2632,688,4486,1302,0,0,0.0,0,0
full_A,_EBR3020151101ex5,2632,2632,2632,615,4563,1302,0,0,0.0,0,0
full_A,_EBR3020160501,2509,2509,2509,662,4420,1218,0,0,0.0,0,0
full_A,_EBR3020160501ex5,2509,2509,2509,585,4343,1218,0,0,0.0,0,0
full_A,_EBS0220091101,4088,4088,4088,1449,9583,0,122,0,0.0,0,0
full_A,_EBS0220091101ex5,4088,4088,4088,1175,7883,0,122,0,-5.820766091346741e-11,0,0
full_A,_EBS0220100501,3965,3965,3965,1434,9480,0,0,0,0.0,0,0
full_A,_EBS0220100501ex5,3965,3965,3965,1178,7998,0,0,0,0.0,0,0
full_A,_EBS0220101101,3847,3847,3847,1365,9053,0,0,0,-7.275957614183426e-12,0,0
full_A,_EBS0220101101ex5,3847,3847,3847,1120,8142,0,0,0,0.0,0,0
full_A,_EBS0220110501,3725,3725,3725,1316,8735,0,0,0,0.0,0,0
full_A,_EBS0220110501ex5,3725,3725,3725,1127,8196,0,0,0,0.0,0,0
full_A,_EBS0220111101,3602,3602,3602,1328,8909,0,0,0,0.0,0,0
full_A,_EBS0220111101ex5,3602,3602,3602,1155,7904,0,0,0,0.0,0,0
full_A,_EBS0220120501,3483,3483,3483,1310,8911,0,0,0,0.0,0,0
full_A,_EBS0220120501ex5,3483,3483,3483,1117,8034,0,0,0,0.0,0,0
full_A,_EBS0220121101,3358,3358,3358,1314,9172,0,0,0,0.0,0,0
full_A,_EBS0220121101ex5,3358,3358,3358,1138,8254,0,0,0,0.0,0,0
full_A,_EBS0220130501,3241,3241,3241,1212,8433,0,0,0,0.0,0,0
full_A,_EBS0220130501ex5,3241,3241,3241,1049,7654,0,0,0,0.0,0,0
full_A,_EBS0220131101,3120,3120,3120,1175,8140,0,0,0,0.0,0,0
full_A,_EBS0220131101ex5,3120,3120,3120,1021,7590,0,0,0,0.0,0,0
full_A,_EBS0220140501,2998,2998,2998,1144,8109,0,0,0,0.0,0,0
full_A,_EBS0220140501ex5,2998,2998,2998,969,7610,0,0,0,0.0,0,0
full_A,_EBS0220141101,2875,2875,2875,1070,7504,0,0,0,0.0,0,0
full_A,_EBS0220141101ex5,2875,2875,2875,949,7111,0,0,0,0.0,0,0
full_A,_EBS0220150501,2754,2754,2754,993,6685,0,0,0,0.0,0,0
full_A,_EBS0220150501ex5,2754,2754,2754,869,6204,0,0,0,0.0,0,0
full_A,_EBS0220151101,2632,2632,2632,995,6856,0,0,0,0.0,0,0
full_A,_EBS0220151101ex5,2632,2632,2632,874,6048,0,0,0,0.0,0,0
full_A,_EBS0220160501,2509,2509,2509,977,7342,0,0,0,0.0,0,0
full_A,_EBS0220160501ex5,2509,2509,2509,827,6409,0,0,0,0.0,0,0
full_A,_EBS0320091101,4088,4088,4088,1325,9013,0,365,0,0.0,0,0
full_A,_EBS0320091101ex5,4088,4088,4088,1115,8060,0,365,0,0.0,0,0
full_A,_EBS0320100501,3965,3965,3965,1335,9329,0,242,0,0.0,0,0
full_A,_EBS0320100501ex5,3965,3965,3965,1094,7784,0,242,0,0.0,0,0
full_A,_EBS0320101101,3847,3847,3847,1340,9224,0,200,0,0.0,0,0
full_A,_EBS0320101101ex5,3847,3847,3847,1141,8004,0,200,0,0.0,0,0
full_A,_EBS0320110501,3725,3725,3725,1308,8857,0,79,0,0.0,0,0
full_A,_EBS0320110501ex5,3725,3725,3725,1118,8230,0,79,0,0.0,0,0
full_A,_EBS0320111101,3602,3602,3602,1303,8875,0,79,0,0.0,0,0
full_A,_EBS0320111101ex5,3602,3602,3602,1100,7839,0,79,0,0.0,0,0
full_A,_EBS0320120501,3483,3483,3483,1300,8742,0,79,0,0.0,0,0
full_A,_EBS0320120501ex5,3483,3483,3483,1108,8097,0,79,0,-2.9103830456733704e-11,0,0
full_A,_EBS0320121101,3358,3358,3358,1284,9119,0,79,0,0.0,0,0
full_A,_EBS0320121101ex5,3358,3358,3358,1096,8336,0,79,0,0.0,0,0
full_A,_EBS0320130501,3241,3241,3241,1205,8564,0,79,0,0.0,0,0
full_A,_EBS0320130501ex5,3241,3241,3241,1079,7945,0,79,0,0.0,0,0
full_A,_EBS0320131101,3120,3120,3120,1160,8296,0,79,0,0.0,0,0
full_A,_EBS0320131101ex5,3120,3120,3120,1034,7334,0,79,0,0.0,0,0
full_A,_EBS0320140501,2998,2998,2998,1119,8203,0,79,0,0.0,0,0
full_A,_EBS0320140501ex5,2998,2998,2998,952,7287,0,79,0,0.0,0,0
full_A,_EBS0320141101,2875,2875,2875,1035,7348,0,79,0,0.0,0,0
full_A,_EBS0320141101ex5,2875,2875,2875,917,7142,0,79,0,0.0,0,0
full_A,_EBS0320150501,2754,2754,2754,986,6686,0,78,0,0.0,0,0
full_A,_EBS0320150501ex5,2754,2754,2754,852,6211,0,78,0,0.0,0,0
full_A,_EBS0320151101,2632,2632,2632,992,6965,0,15,0,0.0,0,0
full_A,_EBS0320151101ex5,2632,2632,2632,874,6048,0,15,0,0.0,0,0
full_A,_EBS0320160501,2509,2509,2509,974,7245,0,15,0,0.0,0,0
full_A,_EBS0320160501ex5,2509,2509,2509,844,6288,0,15,0,0.0,0,0
full_A,_EBS0420091101,4088,4088,4088,1206,8124,0,902,0,0.0,0,0
full_A,_EBS0420091101ex5,4088,4088,4088,1043,7381,0,902,0,0.0,0,0
full_A,_EBS0420100501,3965,3965,3965,1187,7928,0,779,0,0.0,0,0
full_A,_EBS0420100501ex5,3965,3965,3965,1056,7418,0,779,0,-3.637978807091713e-12,0,0
full_A,_EBS0420101101,3847,3847,3847,1203,8036,0,661,0,0.0,0,0
full_A,_EBS0420101101ex5,3847,3847,3847,1044,7247,0,661,0,0.0,0,0
full_A,_EBS0420110501,3725,3725,3725,1197,8095,0,539,0,0.0,0,0
full_A,_EBS0420110501ex5,3725,3725,3725,1067,7572,0,539,0,0.0,0,0
full_A,_EBS0420111101,3602,3602,3602,1194,7908,0,454,0,0.0,0,0
full_A,_EBS0420111101ex5,3602,3602,3602,1052,7199,0,454,0,0.0,0,0
full_A,_EBS0420120501,3483,3483,3483,1185,7880,0,454,0,0.0,0,0
full_A,_EBS0420120501ex5,3483,3483,3483,1049,7518,0,454,0,-2.9103830456733704e-11,0,0
full_A,_EBS0420121101,3358,3358,3358,1162,7922,0,454,0,0.0,0,0
full_A,_EBS0420121101ex5,3358,3358,3358,1043,7558,0,454,0,0.0,0,0
full_A,_EBS0420130501,3241,3241,3241,1093,7546,0,454,0,0.0,0,0
full_A,_EBS0420130501ex5,3241,3241,3241,991,7065,0,454,0,0.0,0,0
full_A,_EBS0420131101,3120,3120,3120,1044,7281,0,454,0,0.0,0,0
full_A,_EBS0420131101ex5,3120,3120,3120,943,6520,0,454,0,0.0,0,0
full_A,_EBS0420140501,2998,2998,2998,1010,7123,0,454,0,0.0,0,0
full_A,_EBS0420140501ex5,2998,2998,2998,879,6924,0,454,0,0.0,0,0
full_A,_EBS0420141101,2875,2875,2875,931,6719,0,454,0,0.0,0,0
full_A,_EBS0420141101ex5,2875,2875,2875,853,6344,0,454,0,0.0,0,0
full_A,_EBS0420150501,2754,2754,2754,888,6107,0,432,0,0.0,0,0
full_A,_EBS0420150501ex5,2754,2754,2754,801,5687,0,432,0,0.0,0,0
full_A,_EBS0420151101,2632,2632,2632,866,5918,0,348,0,0.0,0,0
full_A,_EBS0420151101ex5,2632,2632,2632,797,5684,0,348,0,0.0,0,0
full_A,_EBS0420160501,2509,2509,2509,891,6391,0,348,0,0.0,0,0
full_A,_EBS0420160501ex5,2509,2509,2509,773,5702,0,348,0,0.0,0,0
