group,arm,start,策略,期末资产,计量版本,首个净值日,末次净值日,滚动3年Calmar中位,滚动3年Calmar_P10,滚动3年Calmar_P90,滚动3年Sharpe中位,滚动3年回撤中位,滚动3年年化中位,滚动3年年化P25,滚动3年为负的窗口占比,滚动窗口数,滚动5年年化中位,滚动5年年化P25,滚动5年年化P10,滚动5年年化最差,滚动5年回撤中位,滚动5年Calmar中位,滚动5年Sharpe中位,滚动5年为负的窗口占比,滚动5年窗口数,滚动5年年化最差窗口末日,互不重叠5年块中位,互不重叠5年块数,滚动10年年化中位,滚动10年年化P10,滚动10年回撤中位,滚动10年为负的窗口占比,滚动10年窗口数,逐年收益中位,逐年收益均值,逐年最差,逐年最好,逐年为正比例,完整自然年数,总收益,年化,年化_交易日口径,年化波动,最大回撤,回撤区间,最大回撤起日,最大回撤止日,Calmar,Sharpe,rf覆盖率,强平次数,最低担保比例,最低担保比例日,最低股票同跌缓冲,最低股票同跌缓冲日,最低总资产冲击缓冲,最低总资产冲击缓冲日,平均仓位,周期数,持仓数中位,持仓数P25,单票权重中位,单票权重P90,单票权重最大,前三权重中位,前三权重P90,前三权重最大,单票超60%天数占比,单票超100%天数占比,胜率,盈亏比,平均持有天数,买入笔数,卖出笔数,年均换手,前五赢家,前五赢家贡献,前五赢家占正贡献,累计手续费,手续费占初始本金,基准年化
full,BASE,2009-11-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20091101,308634126.93630266,m2,2009-11-02,2026-08-28,0.842964638194336,0.061578350540405,1.4027503981288156,0.8369721954287334,0.4282931651282402,0.339321394418133,0.17810666784475715,0.07878787878787878,165,0.36073123221410053,0.2273046616723462,0.10271672521174424,-0.028114119354730627,0.4762924060769427,0.7225146670866909,0.8199752299683013,0.028368794326241134,141,2016-02-29,0.43903075591465623,3,0.3304824503724204,0.20584233625914128,0.6752545571565589,0.0,81,0.29530869649259883,0.4048604870780764,-0.27897692271610874,1.9388991681524828,0.75,16,101.87804231210089,0.3171902906642554,0.3184993081972738,0.45807028242610837,0.6752545571565589,2015-06-12~2016-06-13,2015-06-12,2016-06-13,0.46973439468504663,0.7667856812544028,0.9845890410958904,0,1.8066572304941029,2015-08-24,0.2804390461800754,2015-08-24,0.2804390461800754,2015-08-24,1.6253453441726435,254,6,5,0.6534750853229798,0.9825177743851595,1.3483526028676984,1.4504040354474665,1.621824002454764,2.097749333872732,0.7808389178456192,0.08860759493670886,0.3543307086614173,9.908778015449343,151.46850393700788,1951,581,5.90547956369238,002128/000651/601088/000933/000338,4.307720579870257,0.5834127322104995,1460447.8083419998,0.4868159361139999,1.96%（同期超额 +29.76%）
full,BASE,2010-05-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20100501,932424220.4654763,m2,2010-05-04,2026-08-28,0.9968300621640648,0.08265752204596116,1.98378519404795,0.9653265816890629,0.4653606786002831,0.4556823025440868,0.25290711563521473,0.07547169811320754,159,0.49136714094226663,0.32904218947777286,0.10257192243416968,-0.022959951326944283,0.4653606786002831,1.0143608186963344,0.9810371682006389,0.022222222222222223,135,2016-02-29,0.6818644879917632,3,0.4581619521750946,0.3145485875224088,0.6442094082409834,0.0,75,0.3852419375207048,0.5384524071287324,-0.27875936765926945,2.1136026575030553,0.8,15,309.8080734884921,0.42150631552147355,0.42346065059957927,0.48082404603227547,0.6442094082409834,2015-06-12~2016-01-28,2015-06-12,2016-01-28,0.6543001547779291,0.9114264060853421,1.0,0,1.7911437842468685,2015-08-25,0.2742067881799798,2015-08-25,0.2742067881799798,2015-08-25,1.6555312858102489,254,7.0,5.0,0.6706583581074399,0.9728754302565952,1.3486481514880821,1.4689935162723085,1.6657891385004124,2.1841747561678586,0.7876151484135108,0.086489252814739,0.38976377952755903,7.907294034425084,156.3228346456693,1965,602,6.920246682741897,000651/002128/601088/000933/688516,4.282749308937362,0.504574455223918,4432518.134764001,1.4775060449213335,2.75%（同期超额 +39.40%）
full,BASE,2010-11-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20101101,336635442.07222795,m2,2010-11-01,2026-08-28,0.9640431441414017,0.06782159210892791,1.6162667038748149,0.9171873697333582,0.43971848010982684,0.4156895020207201,0.22421258604963024,0.0784313725490196,153,0.45853666606529053,0.2609378480932334,0.06406977181233087,-0.05122065202256021,0.43971848010982684,1.0427959860835587,0.9352441110858875,0.06976744186046512,129,2016-06-30,0.5496622769790913,3,0.3875083627946607,0.2328108373943092,0.6503252141799137,0.0,69,0.31528052355101743,0.43201123861083046,-0.3002073815887645,1.6869901436215988,0.6666666666666666,15,111.21181402407599,0.34762338931737813,0.34893819408306803,0.4687613101975199,0.6503252141799137,2015-06-12~2016-06-13,2015-06-12,2016-06-13,0.5345377693155342,0.8080840299614258,1.0,0,1.7485485086990133,2015-08-25,0.25652620242875074,2015-08-25,0.2565262024287507,2015-08-25,1.6100962759142545,267,6,5,0.6691136407522232,0.8532884017860091,1.0359602260681164,1.4539101197798714,1.6532106794334525,2.335918765956815,0.8201627723812024,0.012076660540824364,0.3857677902621723,8.156513557848697,133.12359550561797,2058,566,6.6808963952094755,002128/601088/000933/000338/688516,3.877877212895122,0.5259275728428513,1577714.4099179988,0.5259048033059996,1.93%（同期超额 +32.83%）
full,BASE,2011-05-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20110501,195134910.73620552,m2,2011-05-03,2026-08-28,0.8883198204718654,0.06255256688327648,1.4929170538977412,0.8788142867370223,0.4607817091930404,0.36922575925908374,0.20340810658243913,0.06802721088435375,147,0.3887489228219414,0.24092850056032455,0.10738913728765098,-0.04927734855866295,0.4607817091930404,0.8648441896189882,0.8687307947757065,0.024390243902439025,123,2016-05-31,0.44023653328218826,3,0.33316482419683213,0.25349256585974955,0.7164817616605357,0.0,63,0.30027324991759363,0.43125329736823514,-0.27295657870381174,1.9155036275114976,0.7142857142857143,14,64.04497024540184,0.31325227361749697,0.3144367919839015,0.46268645170748907,0.7164817616605357,2015-06-09~2016-02-03,2015-06-09,2016-02-03,0.43720899872105023,0.7572846284781233,1.0,0,1.8532989301389355,2015-08-24,0.2985481301159854,2015-08-24,0.29854813011598547,2015-08-24,1.6015637129428757,257,6,5,0.6536679536533039,0.9765589322913116,1.1769864963934236,1.4565329847755129,1.6289876573185913,1.9845943395137413,0.7998886724185917,0.07319788477595324,0.36186770428015563,9.925093691570655,139.92996108949416,1859,510,5.945008905919013,002128/601088/000933/000651/000338,3.7225254822177876,0.5624382313362711,910595.5718399996,0.3035318572799999,2.52%（同期超额 +28.81%）
full,BASE,2011-11-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20111101,211046532.97595394,m2,2011-11-01,2026-08-28,0.8606052939373129,0.14871012294597222,1.3580519632962227,0.8914064559739153,0.4519307367270885,0.37507808648812846,0.23918650329734148,0.02127659574468085,141,0.3956040082304788,0.27000191304728816,0.1661304794770071,0.032933730411252915,0.4741916781444697,0.859470962422634,0.8820137536662724,0.0,117,2016-12-30,0.5384282605668599,2,0.3397323673381689,0.2744623340991956,0.71431234384065,0.0,57,0.31257976655741326,0.43497279658310145,-0.2729581569834503,2.0169757132894097,0.7142857142857143,14,69.34884432531798,0.3323652934000796,0.3338246010939918,0.4726345197098476,0.71431234384065,2015-06-09~2016-02-03,2015-06-09,2016-02-03,0.46529406395673906,0.7829236965823234,1.0,0,1.8520536925173137,2015-08-24,0.2980765054208345,2015-08-24,0.2980765054208345,2015-08-24,1.6484516511777747,251,6,5,0.6495852422570648,0.9652981045317055,1.1534639616915525,1.4522924017825776,1.6279268209483915,1.9882782777273946,0.8103011539544047,0.0638896707008162,0.35856573705179284,9.775495216607423,141.5418326693227,1834,516,5.913399472824013,002128/601088/000933/000651/000338,3.8594211879322753,0.5793676187340939,1016089.4367499992,0.3386964789166664,3.82%（同期超额 +29.41%）
full,BASE,2012-05-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20120501,365731753.99769837,m2,2012-05-02,2026-08-28,1.0033312121594127,0.17574370237549342,1.7210970387979523,0.9460371941622119,0.44742061409683864,0.43175437318601806,0.303387772733529,0.022222222222222223,135,0.5013701848779584,0.35922111424156955,0.2374812886470603,0.10259153524112641,0.44742061409683864,1.1205790906394022,0.9948432986675304,0.0,111,2017-05-31,0.6286983094837142,2,0.42186173962885265,0.3400786572530172,0.7043032910902614,0.0,51,0.41830657111042613,0.5175675347353248,-0.23838885936818632,1.99542702914811,0.7692307692307693,13,120.91058466589945,0.39847921911522177,0.3998927000965484,0.49024990002420865,0.7043032910902614,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.5657778746119104,0.8712710170663757,1.0,0,1.7480377435332108,2015-08-26,0.25630896426047256,2015-08-26,0.25630896426047256,2015-08-26,1.6706219358060035,263,6.0,5.0,0.6715266669321907,0.9084417134610585,1.1059737133141183,1.4834322706301593,1.6509607827101163,2.1579324741145474,0.8199079401611047,0.03711162255466053,0.3726235741444867,8.517028692341192,128.70722433460077,1851,530,6.54101698557143,601088/000933/000651/002128/688516,3.7583715516477567,0.5145129690762256,1710333.5600260014,0.5701111866753338,4.00%（同期超额 +35.85%）
full,BASE,2012-11-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20121101,816629382.0077424,m2,2012-11-01,2026-08-28,1.256106769595074,0.25380176935000026,2.135343219274333,1.0505606627597313,0.44050794129880566,0.5283597611160662,0.39141400411795013,0.015503875968992248,129,0.5456418216939838,0.46391115568190977,0.3412444407176558,0.259088252227319,0.44050794129880566,1.2386651193737814,1.0574415647449322,0.0,105,2020-06-30,0.7043784958818411,2,0.4997664932942325,0.410537764023041,0.6825104791586842,0.0,45,0.3772027608268702,0.5931637228990225,-0.175583094951263,1.9563621634378867,0.7692307692307693,13,271.2097940025808,0.5003010251284332,0.5027025795640165,0.49452600049110973,0.6825104791586842,2015-06-09~2016-02-01,2015-06-09,2016-02-01,0.7330305400514046,1.0116595733239662,1.0,0,1.7089962838966533,2015-08-25,0.2393195864441014,2015-08-25,0.23931958644410145,2015-08-25,1.6888045796476276,236,7.0,5.0,0.6487090112386809,0.8950958544602633,1.0317808675261337,1.4355134314017706,1.648891405698048,2.005756877266444,0.7775461584276355,0.026503871351995237,0.3898305084745763,8.254292696602548,144.63135593220338,1745,503,6.619761291879015,000651/601088/002128/000933/000338,3.9613198332957884,0.5007476081619805,3678975.359462002,1.2263251198206673,5.33%（同期超额 +44.70%）
full,BASE,2013-05-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20130501,625849977.3605804,m2,2013-05-02,2026-08-28,1.2173491489357688,0.4101672122458607,1.9377681692679691,1.1037177555467954,0.48867591036248204,0.5313439208749948,0.3776085051314333,0.008130081300813009,123,0.5872234633195077,0.4338515208606297,0.2958192561490065,0.16931970127260554,0.5508270208895516,1.0662974889850028,1.0972257487797903,0.0,99,2020-04-30,0.6995873657820397,2,0.49616565965371806,0.42211439720325483,0.6454281671661868,0.0,39,0.4030147394871473,0.6016897318800302,-0.1428352767650065,1.6479511029743152,0.8333333333333334,12,207.61665912019348,0.4931181239971951,0.4947180181539803,0.4919588380210611,0.6454281671661868,2015-06-12~2015-08-25,2015-06-12,2015-08-25,0.764017049584738,1.0039700870614712,1.0,0,1.6768905462316908,2015-08-25,0.2247556032077581,2015-08-25,0.22475560320775811,2015-08-25,1.6789698951845722,249,7,5,0.6371123475529294,0.8063339190743679,0.9646323005247639,1.462379533663228,1.6475205366344305,2.0239010796703423,0.7510027769207035,0.0,0.36947791164658633,9.03171051945626,134.06024096385542,1902,549,6.989106888932559,002128/601088/000338/000651/600309,3.5861557383125775,0.46567540718767164,2854923.042268002,0.951641014089334,5.03%（同期超额 +44.29%）
full,BASE,2013-11-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20131101,261686716.92513368,m2,2013-11-01,2026-08-28,1.1435007097809915,0.35898283668194614,1.6285001788600488,1.0126168814248429,0.4284186250808175,0.4695290373634622,0.3198013483764952,0.008547008547008548,117,0.48695444398255705,0.38603553646605215,0.30521415716625144,0.11603735694298378,0.4284186250808175,1.13663625396268,1.0163209671007554,0.0,93,2018-12-28,0.5793157299194786,2,0.4225840012476971,0.3303568806008015,0.6626799496313532,0.0,33,0.37669544000654864,0.4989970755199553,-0.19298328562931544,1.872111293921939,0.75,12,86.22890564171122,0.41697297508389597,0.4181460796831389,0.472870894462409,0.6626799496313532,2015-06-12~2016-06-13,2015-06-12,2016-06-13,0.6292222592759246,0.9136875330755648,1.0,0,2.048288075408049,2020-03-23,0.3653236497307533,2020-03-23,0.3653236497307534,2020-03-23,1.6737627247745899,224,7.0,5.0,0.6384917911530235,0.8156341440684356,1.010996871184509,1.4547631220509003,1.6277119056532048,1.8743698103684847,0.8025641025641026,0.00608974358974359,0.3705357142857143,9.110442844592136,146.79464285714286,1635,464,5.658715807003579,002128/601088/000338/000933/002304,4.031428919684771,0.5926753767766502,1173655.985758,0.39121866191933335,5.45%（同期超额 +36.25%）
full,BASE,2014-05-01,trend_x5_w-0.0454_x1c_dtax_sma20_swap_corr1_tranche_slmin_gs1.1u_ma60stop_addma_swk20_cap0.6_sp_gso_lot100_lrc2_BASE20140501,417370911.5141776,m2,2014-05-05,2026-08-28,1.221504881539156,0.33750341891101715,1.7180714398144612,1.052024824297784,0.4348452872774168,0.5289521682532743,0.35002304779179627,0.009009009009009009,111,0.5385375391343579,0.4578078189738992,0.2775919465910066,0.11422903382430638,0.438977400533592,1.22680014615729,1.0701136839246432,0.0,87,2020-04-30,0.6404448002006996,2,0.44778330474905204,0.3397683766338373,0.6417326409269365,0.0,27,0.3844201439855961,0.547337977709896,-0.31705692558720155,1.8631434589913525,0.7272727272727273,11,138.12363717139255,0.4929665032489996,0.49412891715289775,0.4908905072837111,0.7276177920086198,2015-06-12~2016-06-13,2015-06-12,2016-06-13,0.6775074890460617,1.0063809574140887,1.0,0,1.8825884902383458,2015-08-24,0.30946141084958356,2015-08-24,0.30946141084958345,2015-08-24,1.6733977684699715,238,7.0,5.0,0.6436013366330335,0.9911104588161703,1.2346128496613258,1.4486680972335124,1.6293522207652353,2.0345846898096447,0.813542361574383,0.09539693128752502,0.39915966386554624,7.9241004019323285,125.42857142857143,1735,512,6.7649288628735516,601088/002128/000933/000338/688516,4.29552758032524,0.5924144114036525,1897320.1250879988,0.6324400416959997,6.55%（同期超额 +42.74%）
