security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000003,2015-12-31,2.4476,2.4476,0.0013,-5.348,-5.348,,0,57.9192,7925560.48,0.0067,19.4993,,sina vFD_FinancialGuideLine,2026-08-11T16:53:47+00:00
000005,2015-12-31,-0.051,-0.0596,-0.064,1.1461,1.0852,-4.81,-8.07,,2194008790.39,0.0149,59.3989,-225.1779,sina vFD_FinancialGuideLine,2026-08-11T16:54:14+00:00
000018,2015-12-31,0.7744,1.5,1.5,2.8653,2.8692,27.03,34.52,21.0787,4017462824.63,-0.6535,36306.8296,7972.9489,sina vFD_FinancialGuideLine,2026-08-11T16:55:01+00:00
000033,2015-12-31,0.2116,0.21,0.05,0.0292,0.0292,724.97,-46.67,58.8115,424383658.15,0.1333,81.9991,,sina vFD_FinancialGuideLine,2026-08-11T16:55:45+00:00
000040,2015-12-31,0.1321,0.13,0.14,2.8228,2.8233,4.68,4.79,,6768909271.05,0.4068,60.7018,16.6828,sina vFD_FinancialGuideLine,2026-08-11T16:56:12+00:00
000048,2015-12-31,0.5368,0.52,0.49,2.0532,1.8349,28.45,33.05,31.4215,1940801275.08,0.7934,7.3496,74.5682,sina vFD_FinancialGuideLine,2026-08-11T16:56:51+00:00
000050,2015-12-31,0.4909,0.4901,0.0255,11.7062,9.4557,4.19,6.61,16.3369,21628692218,3.94,12.9542,-19.1224,sina vFD_FinancialGuideLine,2026-08-11T16:57:07+00:00
000066,2015-12-31,-0.1472,-0.027,-0.283,6.5754,1.9571,-1.38,-1.393,,39456067228.4,1.2749,-3.7808,,sina vFD_FinancialGuideLine,2026-08-11T16:57:37+00:00
000155,2015-12-31,-1.5119,-1.2,-1.23,-3.4641,-3.028,,0,,719809721.68,-0.3318,-62.0459,,sina vFD_FinancialGuideLine,2026-08-11T16:57:40+00:00
000408,2015-12-31,-0.2401,-0.2359,-0.2284,0.3053,0.3017,-78.2,-56.22,1.9353,463902808.27,0.0502,111.6737,,sina vFD_FinancialGuideLine,2026-08-11T16:58:21+00:00
000504,2015-12-31,-0.0691,-0.07,-0.08,-0.0466,-0.053,,,,122757385.82,-0.0551,-27.2065,,sina vFD_FinancialGuideLine,2026-08-11T16:59:22+00:00
000564,2015-12-31,0.0593,0.075,0.0397,3.1482,3.0849,1.83,2.08,23.5941,9142360099.03,0.4477,45.9505,-26.7645,sina vFD_FinancialGuideLine,2026-08-11T17:01:33+00:00
000588,2015-12-31,0.1311,0.04,0.01,2.2879,0.7655,5.74,6.21,92.7528,330602735.16,-0.2109,14.8065,-99.5868,sina vFD_FinancialGuideLine,2026-08-11T17:02:15+00:00
000591,2015-12-31,1.7958,0.65,0.59,22.6434,6.0156,7.85,8.18,,22737213741.96,2.7565,-23.5534,,sina vFD_FinancialGuideLine,2026-08-11T17:02:21+00:00
000595,2015-12-31,-0.3685,-0.39,-0.36,2.0039,2.0039,-18.39,-26.42,-0.9615,1209142837.47,-0.1668,-41.2193,-766.6504,sina vFD_FinancialGuideLine,2026-08-11T17:02:38+00:00
000606,2015-12-31,-0.3152,-0.337,-0.3671,1.4885,1.3533,-24.91,-22.01,-14.0695,1013412084.02,0.0436,-25.049,,sina vFD_FinancialGuideLine,2026-08-11T17:03:31+00:00
000617,2015-12-31,-0.2649,-0.26,-0.34,1.8331,1.8331,-14.45,-13.53,12.7385,2215063997.9,-0.0868,-2.9834,,sina vFD_FinancialGuideLine,2026-08-11T17:04:16+00:00
000638,2015-12-31,-0.1236,-0.1144,-0.133,1.0042,0.6674,-17.14,-16.12,,2537778140.66,-2.3258,23.9884,-1178.9376,sina vFD_FinancialGuideLine,2026-08-11T17:04:56+00:00
000657,2015-12-31,-0.8401,-0.8207,-0.8756,5.5037,4.7019,-17.45,-16.03,,6830015363.02,0.9133,-30.1009,-1229.8806,sina vFD_FinancialGuideLine,2026-08-11T17:05:19+00:00
