security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000005,2006-03-31,0.0835,,,1.0005,1,8.34,,47.5885,1592376806.18,0.011,1557.5277,,sina vFD_FinancialGuideLine,2026-08-11T16:53:59+00:00
000010,2006-03-31,-0.0029,,,0.3961,0.4,-0.68,,33.509,353419916.78,-0.0352,-77.2362,,sina vFD_FinancialGuideLine,2026-08-11T16:54:36+00:00
000030,2006-03-31,-0.0246,,0,-5.7425,-5.7425,,0,,39003343.08,-0.0003,-98.1897,,sina vFD_FinancialGuideLine,2026-08-11T16:55:29+00:00
000035,2006-03-31,-0.1076,,0,-12.5889,-12.59,,0,-107.2271,424908763.59,-0.0003,-95.6072,,sina vFD_FinancialGuideLine,2026-08-11T16:55:48+00:00
000040,2006-03-31,-0.0388,,0,2.0056,1.81,-1.77,0,35.8073,2121937600.95,0.0684,-16.9696,,sina vFD_FinancialGuideLine,2026-08-11T16:55:59+00:00
000048,2006-03-31,-0.0215,,0,0.3382,0.177,2.3,0,15.9077,1086797765.19,-0.0181,-11.987,-666.1611,sina vFD_FinancialGuideLine,2026-08-11T16:56:36+00:00
000338,2006-03-31,0.3366,,,,,4.35,,,,-0.0515,,,sina vFD_FinancialGuideLine,2026-08-11T16:57:56+00:00
000503,2006-03-31,0.1382,,0,2.0518,2.0336,6.99,0,46.0781,1751123039.52,0.1113,-17.9252,977.523,sina vFD_FinancialGuideLine,2026-08-11T16:59:15+00:00
000507,2006-03-31,0.0151,,0,3.0568,3.02,0.52,0,24.5016,1212889841.05,-0.0957,-17.2173,-24.7229,sina vFD_FinancialGuideLine,2026-08-11T16:59:35+00:00
000555,2006-03-31,0.0093,,0,-0.6075,-0.61,,0,94.8,111582399.1,-0.002,-97.341,,sina vFD_FinancialGuideLine,2026-08-11T17:01:06+00:00
000558,2006-03-31,-0.0279,,0,1.5308,1.23,-3.06,0,31.981,757271340.6,0.095,-43.6276,-377.5081,sina vFD_FinancialGuideLine,2026-08-11T17:01:19+00:00
000584,2006-03-31,0.0121,,0,1.546,1.1344,0.58,0,15.2816,1127446481.3,-0.0328,33.8179,-20.7786,sina vFD_FinancialGuideLine,2026-08-11T17:01:52+00:00
000603,2006-03-31,0.0044,,0,0.6216,0.64,0.68,0,4.4334,161015943.79,-0.0032,14.761,,sina vFD_FinancialGuideLine,2026-08-11T17:03:01+00:00
000609,2006-03-31,0.0285,,0,3.7411,3.74,0.66,0,11.6851,740643733.55,-0.3517,-7.2314,-43.2184,sina vFD_FinancialGuideLine,2026-08-11T17:03:44+00:00
000626,2006-03-31,0.105,,0,2.2815,1.4736,4.46,0,6.0643,1724147461.78,-0.1996,-18.2205,-2.678,sina vFD_FinancialGuideLine,2026-08-11T17:04:39+00:00
000632,2006-03-31,0.039,,0,1.7561,1.391,1.32,0,11.96,3198155295.03,-0.3181,-22.561,91.4196,sina vFD_FinancialGuideLine,2026-08-11T17:04:45+00:00
000633,2006-03-31,-0.046,,0,-0.4828,-0.4813,,0,-8.6953,670797360.34,-0.0038,-68.8554,,sina vFD_FinancialGuideLine,2026-08-11T17:04:49+00:00
000662,2006-03-31,0.0725,,0,2.4297,2.1643,3.38,0,40.6519,792610921.18,0.0025,-15.6619,-27.992,sina vFD_FinancialGuideLine,2026-08-11T17:06:06+00:00
