security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000005,2004-09-30,0.0018,,0,1.2675,1.27,0.14,0,51.5175,1743912490.4,0.0449,-4.3114,,sina vFD_FinancialGuideLine,2026-08-11T16:53:54+00:00
000009,2004-09-30,0.0346,,0,1.681,1.2485,0.58,0,34.1066,4853904026.32,0.0423,71.7778,43.5894,sina vFD_FinancialGuideLine,2026-08-11T16:54:29+00:00
000010,2004-09-30,0.1256,,0,2.4183,1.1566,0.1,0,35.985,866724326.22,0.3533,4.6171,-20.3591,sina vFD_FinancialGuideLine,2026-08-11T16:54:32+00:00
000013,2004-09-30,-0.0636,,,-1.8256,-3.527,,,,38961157.97,0.0001,-100,,sina vFD_FinancialGuideLine,2026-08-11T16:54:40+00:00
000030,2004-09-30,-0.0713,,0,-5.4305,-5.4305,,0,11.1457,366443421.15,0.0216,188.5331,,sina vFD_FinancialGuideLine,2026-08-11T16:55:26+00:00
000056,2004-09-30,-0.0101,,0,1.6882,1.51,0.7,0,21.5243,1028595970.44,0.0113,4.7455,,sina vFD_FinancialGuideLine,2026-08-11T16:57:22+00:00
000156,2004-09-30,-1.6192,,0,4.3525,3.7971,-41,0,2.5104,1615876484.63,-0.3759,49.2324,-838.7475,sina vFD_FinancialGuideLine,2026-08-11T16:57:47+00:00
000517,2004-09-30,0.0522,,0,3.5907,3.53,1.52,0,16.21,1604596855.46,0.2474,18.4707,-51.0646,sina vFD_FinancialGuideLine,2026-08-11T16:59:59+00:00
000529,2004-09-30,0.0036,,0,1.0191,1.019,0.35,0,19.6393,1335660271.15,0.3206,-4.134,,sina vFD_FinancialGuideLine,2026-08-11T17:00:20+00:00
000552,2004-09-30,-0.1191,,0,0.5033,0.503,-23.66,0,-19.8528,344864801.4,-0.1477,-3.8725,,sina vFD_FinancialGuideLine,2026-08-11T17:00:52+00:00
000555,2004-09-30,-0.0657,,0,-0.5592,-0.5592,,0,15.3055,111766682.36,0.1633,16.3497,,sina vFD_FinancialGuideLine,2026-08-11T17:01:03+00:00
000558,2004-09-30,0.0573,,0,1.2855,1.2186,5.36,0,31.6945,756620577.93,0.0445,127.6291,,sina vFD_FinancialGuideLine,2026-08-11T17:01:16+00:00
000562,2004-09-30,0.0057,,,2.0908,2.091,0.27,,-21.6307,4473674693.63,-0.4952,16.9713,6.5422,sina vFD_FinancialGuideLine,2026-08-11T17:01:24+00:00
000566,2004-09-30,0.0942,,0,1.3935,0.96,9.83,0,53.5537,531264062.56,0.1234,-12.1953,8.7242,sina vFD_FinancialGuideLine,2026-08-11T17:01:40+00:00
000571,2004-09-30,0.0099,,0,1.1857,1.182,0.74,0,18.4467,1790912333.06,-0.0927,395.7959,,sina vFD_FinancialGuideLine,2026-08-11T17:01:45+00:00
000603,2004-09-30,0.0028,,0,1.0378,1.038,0.29,0,70.9616,189603427.04,0.1881,-25.5376,,sina vFD_FinancialGuideLine,2026-08-11T17:02:58+00:00
000626,2004-09-30,0.3024,,0,2.1688,1.409,10.75,0,6.164,1906349788.76,1.1786,29.0418,46.6446,sina vFD_FinancialGuideLine,2026-08-11T17:04:37+00:00
000632,2004-09-30,0.0798,,0,2.9408,2.233,3.92,0,8.734,3034839488.59,0.1844,56.2105,-64.1967,sina vFD_FinancialGuideLine,2026-08-11T17:04:42+00:00
000662,2004-09-30,0.4235,,0,2.4494,2.0377,17.19,0,67.3623,766962602.37,-0.0989,30.6173,6.9548,sina vFD_FinancialGuideLine,2026-08-11T17:06:04+00:00
000670,2004-09-30,0.0007,,0,3.4612,3.25,0.15,0,14.2747,1949062478.61,-0.1378,27.2491,,sina vFD_FinancialGuideLine,2026-08-11T17:06:54+00:00
