security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000003,2017-06-30,0.001,0.001,0.001,0.2212,0.2212,0.43,0.43,31.4891,86126511.17,-0.0124,553.0924,-99.9804,sina vFD_FinancialGuideLine,2026-08-11T16:53:50+00:00
000005,2017-06-30,-0.0142,-0.0168,-0.0214,1.2662,1.1948,-1.4,-1.39,30.462,2771696977.37,-0.3493,7.184,-111.4628,sina vFD_FinancialGuideLine,2026-08-11T16:54:17+00:00
000018,2017-06-30,0.1646,0.16,0.16,1.1912,1.1521,13.73,14.39,23.3211,9516720434.55,-0.3156,54.8486,38.6421,sina vFD_FinancialGuideLine,2026-08-11T16:55:06+00:00
000019,2017-06-30,-0.0414,-0.0357,-0.039,2.0262,1.9957,-1.79,-1.74,24.4339,1121549159.24,-0.1015,-7.3729,,sina vFD_FinancialGuideLine,2026-08-11T16:55:16+00:00
000040,2017-06-30,0.1133,0.113,0.114,8.3066,8.2968,1.37,1.37,13.9057,21124093290.27,-1.0029,149.1375,88.1859,sina vFD_FinancialGuideLine,2026-08-11T16:56:17+00:00
000048,2017-06-30,-0.1026,-0.0818,-0.0647,1.9776,1.7894,-4.57,-4.47,13.2472,2321383410.57,-0.7506,-10.1018,-326.862,sina vFD_FinancialGuideLine,2026-08-11T16:56:55+00:00
000050,2017-06-30,0.3196,0.3196,0.1717,10.1462,10.1462,3.15,3.2,22.1271,24685721082.71,-0.0955,24.825,69.1511,sina vFD_FinancialGuideLine,2026-08-11T16:57:09+00:00
000155,2017-06-30,0.0647,0.06,0.07,2.3119,2.3119,2.8,2.84,8.3998,3193785926.02,-0.204,947.9711,-72.8914,sina vFD_FinancialGuideLine,2026-08-11T16:57:43+00:00
000504,2017-06-30,-0.042,-0.0386,-0.0399,0.207,-0.0217,,0,27.9529,329922127.85,0.0114,166.646,,sina vFD_FinancialGuideLine,2026-08-11T16:59:26+00:00
000523,2017-06-30,0.0221,0.033,0.02,3.4156,3.4242,0.95,0.96,2.7283,4279075527.62,-0.1793,19.1851,-1.545,sina vFD_FinancialGuideLine,2026-08-11T17:00:05+00:00
000595,2017-06-30,0.0166,0.017,-0.005,0.906,0.906,1.83,1.91,14.6499,1362154410.52,-0.0213,101.9074,,sina vFD_FinancialGuideLine,2026-08-11T17:02:42+00:00
000606,2017-06-30,-0.0479,-0.0503,-0.0621,3.6983,3.5983,-1.4,-1.39,35.2977,3301350113.47,-0.104,44.0042,-426.7318,sina vFD_FinancialGuideLine,2026-08-11T17:03:35+00:00
