security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000018,2022-06-30,-0.0048,,-0.04,-2.8313,-2.8314,,0,,1169345267.56,-0.0011,-99.9142,,sina vFD_FinancialGuideLine,2026-08-11T16:55:13+00:00
000040,2022-06-30,-0.118,-0.1176,-0.1135,7.6719,7.6745,-1.53,-1.52,,26325868225.44,0.1491,0.6981,,sina vFD_FinancialGuideLine,2026-08-11T16:56:26+00:00
000511,2022-06-30,-0.1768,-0.18,-0.17,-0.1613,-0.14,,,,2221165014.97,-0.0018,-83.1338,,sina vFD_FinancialGuideLine,2026-08-11T16:59:47+00:00
000540,2022-06-30,-0.43,-0.3607,-0.33,1.1173,1.3399,-26.82,-23.66,,158224362162.98,0.5344,-50.2082,-750.2178,sina vFD_FinancialGuideLine,2026-08-11T17:00:31+00:00
000606,2022-06-30,-0.0667,-0.0664,-0.055,-0.3504,-0.3909,,0,,396246519.53,-0.0334,-81.2719,-329.0677,sina vFD_FinancialGuideLine,2026-08-11T17:03:41+00:00
000673,2022-06-30,-0.0727,-0.0598,-0.0673,0.006,-0.03,,0,,1295103722.12,-0.0281,-54.5806,,sina vFD_FinancialGuideLine,2026-08-11T17:07:41+00:00
000701,2022-06-30,0.1925,-0.0982,-0.4388,6.764,4.6533,0.45,-9.83,,22084847156.05,-5.6715,-4.0844,161.8377,sina vFD_FinancialGuideLine,2026-08-11T17:09:39+00:00
000711,2022-06-30,-0.2812,-0.2544,-0.2566,0.8552,0.6485,-39.23,-32.79,,8829743054.45,-0.0098,-71.3431,,sina vFD_FinancialGuideLine,2026-08-11T17:10:04+00:00
000712,2022-06-30,-0.3153,-0.248,-0.278,5.82,3.3771,-7.36,-7,,23963494086.77,0.1909,,-3056.5391,sina vFD_FinancialGuideLine,2026-08-11T17:10:12+00:00
000767,2022-06-30,0.001,-0.0009,-0.0128,3.7828,3.7525,0.17,-0.04,,65532774445.61,0.1909,58.0254,,sina vFD_FinancialGuideLine,2026-08-11T17:12:23+00:00
