security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000003,2009-06-30,-0.0964,,,-9.1326,-8.89,,,73.8046,377119431.3,0.0088,,,sina vFD_FinancialGuideLine,2026-08-11T16:53:39+00:00
000005,2009-06-30,-0.0024,-0.002,-0.01,0.82,0.82,-0.29,-0.29,49.9663,1316689188.16,-0.0309,-57.371,-139.4375,sina vFD_FinancialGuideLine,2026-08-11T16:54:04+00:00
000018,2009-06-30,-0.008,-0.01,-0.01,0.7685,0.76,-0.98,-1,6.9925,193057555,0.0141,-59.4046,,sina vFD_FinancialGuideLine,2026-08-11T16:54:52+00:00
000030,2009-06-30,-0.0467,-0.0467,-0.0467,-6.0225,-6.02,,,,16990312.1,-0.0001,20,,sina vFD_FinancialGuideLine,2026-08-11T16:55:34+00:00
000040,2009-06-30,-0.0718,-0.056,-0.103,1.93,1.67,-3.35,-3.26,32.7651,2635983126.18,-0.0073,1.1279,,sina vFD_FinancialGuideLine,2026-08-11T16:56:04+00:00
000048,2009-06-30,-0.0124,-0.017,-0.028,-0.2571,-0.42,,0,12.1344,1355006720.69,0.4847,-13.8014,-119.5557,sina vFD_FinancialGuideLine,2026-08-11T16:56:41+00:00
000062,2009-06-30,-0.1319,-0.13,-0.16,4.6043,4.477,-2.89,-2.95,8.9028,2105654881.18,0.1714,-38.6566,,sina vFD_FinancialGuideLine,2026-08-11T16:57:27+00:00
000403,2009-06-30,-0.043,0.009,0.006,0.7943,0.015,59.67,66.05,35.8694,1208615736.02,0.1697,-44.0079,-102.5907,sina vFD_FinancialGuideLine,2026-08-11T16:58:05+00:00
000409,2009-06-30,-0.0203,-0.02,-0.02,0.3016,0.3,-6.72,-6.63,2.2478,63977064.11,-0.0342,,,sina vFD_FinancialGuideLine,2026-08-11T16:58:26+00:00
000415,2009-06-30,-0.072,-0.0633,-0.0658,1.183,1.0606,-5.97,-5.79,3.4667,1146848066.35,0.0248,-41.5931,,sina vFD_FinancialGuideLine,2026-08-11T16:58:41+00:00
000420,2009-06-30,-0.2225,-0.21,-0.2091,2.3616,2.1397,-9.58,-9.23,6.716,2669199875.76,0.3436,-11.3263,,sina vFD_FinancialGuideLine,2026-08-11T16:58:53+00:00
000555,2009-06-30,-0.0563,-0.06,-0.056,-1.4419,-1.44,,0,15.1173,26876673.1,0.0333,-75.1127,-1143.9593,sina vFD_FinancialGuideLine,2026-08-11T17:01:10+00:00
000563,2009-06-30,0.0459,0.05,0.018,1.4986,1.5,3.06,3.16,10.5389,1519035250.41,-0.2029,,-58.6878,sina vFD_FinancialGuideLine,2026-08-11T17:01:29+00:00
000576,2009-06-30,-0.132,-0.13,-0.13,1.0635,1.06,-12.41,-11.68,6.1152,924536227.02,0.0102,-32.7409,,sina vFD_FinancialGuideLine,2026-08-11T17:01:48+00:00
000595,2009-06-30,-0.0779,-0.07,-0.07,2.1685,2.14,-3.42,-3.36,25.6635,928310482.01,0.173,-52.789,-142.8454,sina vFD_FinancialGuideLine,2026-08-11T17:02:26+00:00
000598,2009-06-30,-0.463,-0.4331,-0.3895,2.049,1.75,-24.71,-21.98,4.1029,2152701537.03,0.4249,-28.0801,-492.9021,sina vFD_FinancialGuideLine,2026-08-11T17:02:50+00:00
000602,2009-06-30,-0.2367,-0.05,-0.05,4.3103,2.63,-1.94,-1.93,77.6256,2283074695.09,0.4609,-91.4924,,sina vFD_FinancialGuideLine,2026-08-11T17:02:52+00:00
000603,2009-06-30,-0.0076,-0.008,-0.01,0.5376,0.54,-1.42,-1.42,62.119,157683084.4,0.0781,-58.8434,-122.9232,sina vFD_FinancialGuideLine,2026-08-11T17:03:06+00:00
000605,2009-06-30,0.0145,0.01,0.0058,0.6975,0.65,2.2,2.2,24.0295,126183243.35,0.0134,3.2567,-87.2337,sina vFD_FinancialGuideLine,2026-08-11T17:03:16+00:00
000609,2009-06-30,0.0265,0.0267,0.002,2.7656,2.73,0.98,0.99,12.5713,1058315897.08,0.0602,-99.0688,-97.5637,sina vFD_FinancialGuideLine,2026-08-11T17:03:50+00:00
000620,2009-06-30,0.0002,0.0002,-0.003,0.0095,0.0095,2.37,2.37,,4696549.15,0.0052,,,sina vFD_FinancialGuideLine,2026-08-11T17:04:20+00:00
000639,2009-06-30,-0.0279,-0.03,-0.03,1.898,1.73,-1.72,-1.72,28.4705,258524404.89,0.092,-39.7899,-198.3572,sina vFD_FinancialGuideLine,2026-08-11T17:05:00+00:00
000656,2009-06-30,0.0104,0.01,-0.0077,1.6993,1.7,0.61,0.62,51.0369,439323150.14,-0.0255,-7.929,-69.9554,sina vFD_FinancialGuideLine,2026-08-11T17:05:12+00:00
000658,2009-06-30,-0.0565,-0.056,-0.056,-4.0112,-4.011,,,85.7419,24228718.37,-0.0021,,,sina vFD_FinancialGuideLine,2026-08-11T17:05:42+00:00
000662,2009-06-30,0.0054,0.0052,0.0031,3.3125,3.1363,0.16,0.1646,29.3627,1543951131.18,-0.0995,-28.2775,-94.3635,sina vFD_FinancialGuideLine,2026-08-11T17:06:10+00:00
