security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000551,1998-12-31,-0.0007,,,2.0688,1.91,0.55,2.78,12.0055,1042481984.06,-0.0646,-21.8846,-101.741,sina vFD_FinancialGuideLine,2026-08-11T17:00:45+00:00
000586,1998-12-31,0.0668,,,2.3172,2.32,2.88,3.013,5.7282,660650340.78,0.1172,48.2944,-53.6733,sina vFD_FinancialGuideLine,2026-08-11T17:02:02+00:00
000622,1998-12-31,0.3854,,,3.5855,3.36,10.15,14.75,34.0764,435292430.82,0.2034,-5.845,26.6575,sina vFD_FinancialGuideLine,2026-08-11T17:04:33+00:00
000658,1998-12-31,0.1284,,,2.374,2.2,5.67,7.51,18.8779,857104973.93,-0.4373,-22.3962,-39.878,sina vFD_FinancialGuideLine,2026-08-11T17:05:22+00:00
000662,1998-12-31,0.0122,,,1.9642,1.58,1.27,1.27,18.9055,439577889.69,-0.6612,-25.7735,-93.7316,sina vFD_FinancialGuideLine,2026-08-11T17:05:54+00:00
000689,1998-12-31,0.0267,,,2.5421,2.32,1.04,1.05,16.8239,538125903.77,-0.2645,-43.7642,-90.2755,sina vFD_FinancialGuideLine,2026-08-11T17:08:59+00:00
000803,1998-12-31,0.0433,,,2.0381,2.04,2.12,2.12,12.9565,297397231.42,0.3005,-9.9605,-68.0133,sina vFD_FinancialGuideLine,2026-08-11T17:14:05+00:00
000809,1998-12-31,0.2078,,,2.005,2,10.36,10.92,14.0887,422742965.36,0.1832,12.2702,8.6899,sina vFD_FinancialGuideLine,2026-08-11T17:15:00+00:00
600137,1998-12-31,0.132,,,1.4827,1.48,8.9,8.84,27.1041,337337180.71,-0.3502,-14.3313,-19.1395,sina vFD_FinancialGuideLine,2026-08-11T18:03:34+00:00
600647,1998-12-31,0.5475,,,1.3764,1.1,42.11,53.34,49.1248,309715092.23,-0.2589,-41.501,,sina vFD_FinancialGuideLine,2026-08-11T18:14:35+00:00
600678,1998-12-31,0.0571,,,2.7455,2.73,2.09,2.098,37.0463,882760399.88,-0.0311,0.9347,-45.7451,sina vFD_FinancialGuideLine,2026-08-11T18:16:33+00:00
600703,1998-12-31,0.3927,,,3.5763,3.55,11.02,11.5,30.0882,518833087.87,0.0244,-38.9222,-17.9611,sina vFD_FinancialGuideLine,2026-08-11T18:17:51+00:00
600708,1998-12-31,0.0297,,,1.9141,1.87,1.15,1.15,18.2481,1724686942.41,-0.2524,-27.87,-86.1721,sina vFD_FinancialGuideLine,2026-08-11T18:18:11+00:00
600732,1998-12-31,0.0343,,,2.1989,2.18,1.58,1.6,9.2619,932645047.64,-0.1373,15.1637,-87.3951,sina vFD_FinancialGuideLine,2026-08-11T18:19:12+00:00
600745,1998-12-31,0.3025,,,3.9759,3.74,8.21,12.43,25.8862,861007826.11,-1.6304,9.9902,-41.5611,sina vFD_FinancialGuideLine,2026-08-11T18:19:53+00:00
600755,1998-12-31,0.0753,,0,3.9306,3.82,1.48,1.8,5.0416,1947780964.5,-0.6718,-21.905,-85.8695,sina vFD_FinancialGuideLine,2026-08-11T18:20:26+00:00
600781,1998-12-31,0.0879,,,2.9044,2.88,2.92,3.61,7.2691,667264675.29,-0.0741,33.5537,-61.8664,sina vFD_FinancialGuideLine,2026-08-11T18:21:57+00:00
600888,1998-12-31,0.1063,,,2.3863,2.38,4.45,4.55,16.5063,720427251.01,-0.2156,-20.275,-54.2449,sina vFD_FinancialGuideLine,2026-08-11T18:25:31+00:00
