security_code,report_date,eps_diluted,eps_weighted,eps_deducted,bps_before_adj,bps_after_adj,roe,roe_weighted,gross_margin,total_assets,op_cashflow_ps,revenue_yoy,netprofit_yoy,source,retrieved_at_utc
000018,2021-06-30,-0.159,-0.159,-0.159,-4.9673,-4.9654,,0,,2474362107.68,-0.0001,594.4064,,sina vFD_FinancialGuideLine,2026-08-11T16:55:12+00:00
000040,2021-06-30,-0.134,-0.132,-0.134,8.0599,8.0548,-1.64,-1.63,,26403450215.68,0.165,29.0722,,sina vFD_FinancialGuideLine,2026-08-11T16:56:23+00:00
000050,2021-06-30,0.4865,0.4865,0.2479,14.1291,14.1291,3.44,3.5,,78250679376.46,0.9359,13.7802,60.6354,sina vFD_FinancialGuideLine,2026-08-11T16:57:15+00:00
000511,2021-06-30,-0.0505,-0.05,-0.04,0.1931,0.22,-23.15,-20.75,,3026807111.49,-0.0093,6.6178,,sina vFD_FinancialGuideLine,2026-08-11T16:59:46+00:00
000523,2021-06-30,-0.1157,-0.1,-0.11,-5.9678,-4.2245,,0,,3161913440.68,0.0482,-67.4715,,sina vFD_FinancialGuideLine,2026-08-11T17:00:12+00:00
000540,2021-06-30,0.0661,0.0059,-0.0136,3.1668,2.6113,0.22,0.22,,155883625989.65,2.3219,2.2676,-7.9622,sina vFD_FinancialGuideLine,2026-08-11T17:00:29+00:00
000585,2021-06-30,-0.0136,-0.0135,-0.0146,-0.225,-0.2275,,0,,143979973.17,-0.0101,-24.8222,,sina vFD_FinancialGuideLine,2026-08-11T17:02:00+00:00
000587,2021-06-30,-0.1849,-0.18,-0.21,-0.0258,-0.0258,,0,,4450272317.03,0.0007,-96.2894,,sina vFD_FinancialGuideLine,2026-08-11T17:02:09+00:00
000606,2021-06-30,0.0291,0.029,-0.106,0.5939,0.5652,5.2,5.34,,1258681676.37,-0.1832,-95.2064,-57.3594,sina vFD_FinancialGuideLine,2026-08-11T17:03:40+00:00
000660,2021-06-30,0.2004,0.21,-0.0002,0.591,0.58,35.41,43.02,,190098384.57,0.0007,-97.8368,8045.2863,sina vFD_FinancialGuideLine,2026-08-11T17:05:50+00:00
000670,2021-06-30,0.04,0.0075,0.0074,0.2468,0.08,26.26,31.28,,1313001130.5,-0.0928,151223.6987,,sina vFD_FinancialGuideLine,2026-08-11T17:07:22+00:00
000673,2021-06-30,-0.0163,-0.0105,-0.0422,-0.1193,-0.2045,,0,,1488172879.52,0.0578,71.2028,,sina vFD_FinancialGuideLine,2026-08-11T17:07:40+00:00
000688,2021-06-30,0.1079,0.1106,0.1004,2.6067,2.2301,4.78,4.88,,5158435523.04,0.2183,9.9787,150.7557,sina vFD_FinancialGuideLine,2026-08-11T17:08:56+00:00
000701,2021-06-30,0.0735,-0.1169,0.0543,6.4954,4.7671,0.35,-25.08,,23688084443.88,-7.6541,53.3978,88.6587,sina vFD_FinancialGuideLine,2026-08-11T17:09:37+00:00
000712,2021-06-30,0.0107,0.0015,0.0435,6.0126,3.809,0.04,0.04,,23208766082.64,-2.3934,,-96.3302,sina vFD_FinancialGuideLine,2026-08-11T17:10:10+00:00
000767,2021-06-30,-0.0062,0.0043,-0.0055,2.893,2.7786,0.16,0.16,,59046255075.6,0.1354,9.9092,-115.6481,sina vFD_FinancialGuideLine,2026-08-11T17:12:22+00:00
000792,2021-06-30,0.4233,0.3868,0.3872,1.4531,1.1512,33.81,40.5,,22376360300.84,0.4984,-35.9995,60.35,sina vFD_FinancialGuideLine,2026-08-11T17:13:08+00:00
000796,2021-06-30,-0.2096,-0.2111,-0.2661,1.4013,0.9601,-21.96,-19.76,,4261633833.11,-0.0559,-35.3297,,sina vFD_FinancialGuideLine,2026-08-11T17:13:38+00:00
000803,2021-06-30,0.0931,0.07,0.07,3.4642,3.2746,2.24,2.16,,1963029616.13,-0.2455,718.7815,453.448,sina vFD_FinancialGuideLine,2026-08-11T17:14:47+00:00
000820,2021-06-30,3.0953,3.08,-0.03,0.0166,-0.3268,,0,,313358578.82,-0.1194,-60.4876,,sina vFD_FinancialGuideLine,2026-08-11T17:16:05+00:00
000835,2021-06-30,-0.2596,-0.26,-0.08,-2.0368,-2.0354,,0,,428018540.56,-0.0015,-82.3267,,sina vFD_FinancialGuideLine,2026-08-11T17:16:32+00:00
000892,2021-06-30,0.0116,0.0116,0.0098,1.9163,1.9177,0.6,0.61,,2870206393.31,-0.0569,143.2876,,sina vFD_FinancialGuideLine,2026-08-11T17:17:41+00:00
