snapshot,sample,arm,reference,metric,level,paired_delta,positive,n
原快照,剔除A,BUY1,SB1,年化,0.47801099999999996,0.02423700000000001,13,14
原快照,剔除A,BUY1,SB1,最大回撤,0.709557,-0.0068260000000000265,5,14
原快照,剔除A,BUY1,SB1,Sharpe,1.0514139999999998,0.07925150000000003,14,14
原快照,剔除A,BUY1,SB1,Calmar,0.7277145,0.05170350000000001,10,14
原快照,剔除A,BUY1,SB1,平均仓位,1.5292530000000002,-0.05401899999999993,0,14
原快照,剔除A,BUY1,SB1,年均换手,7.3625875,1.294216,14,14
原快照,剔除A,BUY1,SB1,持仓数中位,5.0,-2.0,0,14
原快照,剔除A,BUY1,SB1,单票权重中位,0.615348,0.0007359999999999589,8,14
原快照,剔除A,BUY1,SB1,单票权重P90,0.7009225,-0.011990999999999974,5,14
原快照,剔除A,BUY1,SB1,单票权重最大,0.8742055,-0.05279700000000004,6,14
原快照,剔除A,BUY1,SB1,前三权重中位,1.416183,0.06924949999999996,14,14
原快照,剔除A,BUY1,SB1,单票超60%天数占比,0.6303295,0.021239500000000022,9,14
原快照,剔除A,BUY1,SB1,滚动3年年化中位,0.46040000000000003,0.03947299999999998,12,14
原快照,剔除A,BUY1,SB1,滚动3年回撤中位,0.3862605,-0.06698200000000001,0,14
原快照,剔除A,BUY1,SB1,滚动3年Calmar中位,1.2361244999999998,0.22843250000000004,11,14
原快照,剔除A,BUY1,SB1,滚动3年Sharpe中位,1.0930680000000002,0.13968849999999994,11,14
原快照,剔除A,BUY1,SB1,滚动3年为负的窗口占比,0.0,0.0,6,14
原快照,剔除A,BUY1,SB1,滚动5年年化中位,0.479587,0.058402500000000024,13,14
原快照,剔除A,BUY1,SB1,滚动5年年化P25,0.4054495,0.062355999999999995,14,14
原快照,剔除A,BUY1,SB1,滚动5年年化最差,0.1741915,0.08122599999999999,9,14
原快照,剔除A,BUY1,SB1,滚动5年回撤中位,0.40839800000000004,-0.10915899999999998,1,14
原快照,剔除A,BUY1,SB1,滚动5年Calmar中位,1.0705805000000002,0.31676400000000005,13,14
原快照,剔除A,BUY1,SB1,滚动5年Sharpe中位,1.059755,0.16913350000000005,13,14
原快照,剔除A,BUY1,SB1,滚动5年为负的窗口占比,0.0,0.0,4,14
原快照,剔除A,BUY1,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,BUY1,SB1,互不重叠5年块中位,0.663063,0.07284799999999997,12,14
原快照,剔除A,BUY1,SB1,滚动10年年化中位,0.4605295,0.05260400000000001,12,14
原快照,剔除A,BUY1,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,BUY1,SB1,逐年收益中位,0.40962149999999997,0.029677499999999996,9,14
原快照,剔除A,BUY1,SB1,逐年为正比例,0.7727275,0.0,5,14
原快照,剔除A,BUY1,SB1,逐年最差,-0.1292085,0.081199,12,14
原快照,剔除A,BUY1,SB1,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY1,BASE,年化,0.48314650000000003,0.021193000000000017,14,14
原快照,剔除A,SB1_BUY1,BASE,最大回撤,0.709917,-0.008018999999999998,5,14
原快照,剔除A,SB1_BUY1,BASE,Sharpe,1.059182,0.048989500000000075,13,14
原快照,剔除A,SB1_BUY1,BASE,Calmar,0.7370939999999999,0.040390499999999996,10,14
原快照,剔除A,SB1_BUY1,BASE,平均仓位,1.5214975,-0.06192900000000001,0,14
原快照,剔除A,SB1_BUY1,BASE,年均换手,7.460554999999999,1.4549304999999997,14,14
原快照,剔除A,SB1_BUY1,BASE,持仓数中位,4.0,-3.0,0,14
原快照,剔除A,SB1_BUY1,BASE,单票权重中位,0.6181555000000001,0.007596999999999965,10,14
原快照,剔除A,SB1_BUY1,BASE,单票权重P90,0.697727,-0.02298899999999998,5,14
原快照,剔除A,SB1_BUY1,BASE,单票权重最大,0.8759675,-0.04120550000000006,3,14
原快照,剔除A,SB1_BUY1,BASE,前三权重中位,1.4312654999999999,0.093333,14,14
原快照,剔除A,SB1_BUY1,BASE,单票超60%天数占比,0.693552,0.0724285,14,14
原快照,剔除A,SB1_BUY1,BASE,滚动3年年化中位,0.4719275,0.05081949999999999,14,14
原快照,剔除A,SB1_BUY1,BASE,滚动3年回撤中位,0.385984,-0.06714650000000003,0,14
原快照,剔除A,SB1_BUY1,BASE,滚动3年Calmar中位,1.213708,0.2193045,10,14
原快照,剔除A,SB1_BUY1,BASE,滚动3年Sharpe中位,1.0879455,0.12100500000000003,11,14
原快照,剔除A,SB1_BUY1,BASE,滚动3年为负的窗口占比,0.0,0.0,6,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年年化中位,0.48029900000000003,0.05064650000000004,13,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年年化P25,0.4189715,0.06376100000000001,13,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年年化最差,0.17028100000000002,0.05963200000000002,9,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年回撤中位,0.410177,-0.07692199999999996,1,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年Calmar中位,1.0917455,0.32397899999999996,13,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年Sharpe中位,1.0948514999999999,0.1473195,13,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年为负的窗口占比,0.0,0.0,4,14
原快照,剔除A,SB1_BUY1,BASE,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY1,BASE,互不重叠5年块中位,0.6249515,0.060332499999999956,13,14
原快照,剔除A,SB1_BUY1,BASE,滚动10年年化中位,0.466945,0.050263999999999975,14,14
原快照,剔除A,SB1_BUY1,BASE,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY1,BASE,逐年收益中位,0.4504245,0.006998500000000019,8,14
原快照,剔除A,SB1_BUY1,BASE,逐年为正比例,0.7727275,0.0,6,14
原快照,剔除A,SB1_BUY1,BASE,逐年最差,-0.148351,0.077541,10,14
原快照,剔除A,SB1_BUY1,BASE,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY1,SB1,年化,0.48314650000000003,0.024181500000000022,14,14
原快照,剔除A,SB1_BUY1,SB1,最大回撤,0.709917,-0.006826499999999985,5,14
原快照,剔除A,SB1_BUY1,SB1,Sharpe,1.059182,0.06689900000000004,14,14
原快照,剔除A,SB1_BUY1,SB1,Calmar,0.7370939999999999,0.051321000000000006,10,14
原快照,剔除A,SB1_BUY1,SB1,平均仓位,1.5214975,-0.058290000000000064,0,14
原快照,剔除A,SB1_BUY1,SB1,年均换手,7.460554999999999,1.4314079999999998,14,14
原快照,剔除A,SB1_BUY1,SB1,持仓数中位,4.0,-3.0,0,14
原快照,剔除A,SB1_BUY1,SB1,单票权重中位,0.6181555000000001,0.004496499999999959,12,14
原快照,剔除A,SB1_BUY1,SB1,单票权重P90,0.697727,-0.015909499999999965,6,14
原快照,剔除A,SB1_BUY1,SB1,单票权重最大,0.8759675,-0.05279700000000004,3,14
原快照,剔除A,SB1_BUY1,SB1,前三权重中位,1.4312654999999999,0.07996599999999998,14,14
原快照,剔除A,SB1_BUY1,SB1,单票超60%天数占比,0.693552,0.07476149999999998,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动3年年化中位,0.4719275,0.054802500000000004,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动3年回撤中位,0.385984,-0.06732000000000002,0,14
原快照,剔除A,SB1_BUY1,SB1,滚动3年Calmar中位,1.213708,0.26907549999999997,11,14
原快照,剔除A,SB1_BUY1,SB1,滚动3年Sharpe中位,1.0879455,0.13892949999999998,12,14
原快照,剔除A,SB1_BUY1,SB1,滚动3年为负的窗口占比,0.0,0.0,6,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年年化中位,0.48029900000000003,0.05612250000000002,13,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年年化P25,0.4189715,0.06352650000000001,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年年化最差,0.17028100000000002,0.0812795,9,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年回撤中位,0.410177,-0.07710799999999998,1,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年Calmar中位,1.0917455,0.3589939999999999,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年Sharpe中位,1.0948514999999999,0.190224,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年为负的窗口占比,0.0,0.0,4,14
原快照,剔除A,SB1_BUY1,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY1,SB1,互不重叠5年块中位,0.6249515,0.06416549999999999,13,14
原快照,剔除A,SB1_BUY1,SB1,滚动10年年化中位,0.466945,0.06552400000000003,14,14
原快照,剔除A,SB1_BUY1,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY1,SB1,逐年收益中位,0.4504245,0.010454500000000005,10,14
原快照,剔除A,SB1_BUY1,SB1,逐年为正比例,0.7727275,0.0,5,14
原快照,剔除A,SB1_BUY1,SB1,逐年最差,-0.148351,0.072407,11,14
原快照,剔除A,SB1_BUY1,SB1,完整自然年数,12.5,0.0,0,14
原快照,剔除A,BUY2,BASE,年化,0.4623905,0.0022380000000000178,7,14
原快照,剔除A,BUY2,BASE,最大回撤,0.6625415,-0.0018305000000000127,7,14
原快照,剔除A,BUY2,BASE,Sharpe,1.0111745,0.003808499999999937,8,14
原快照,剔除A,BUY2,BASE,Calmar,0.6885895,-0.007578500000000016,6,14
原快照,剔除A,BUY2,BASE,平均仓位,1.5754325,-0.004141499999999909,4,14
原快照,剔除A,BUY2,BASE,年均换手,5.6370640000000005,-0.3341759999999998,2,14
原快照,剔除A,BUY2,BASE,持仓数中位,7.0,0.0,0,14
原快照,剔除A,BUY2,BASE,单票权重中位,0.6174395,0.0021759999999999557,9,14
原快照,剔除A,BUY2,BASE,单票权重P90,0.7086680000000001,-0.004284499999999969,5,14
原快照,剔除A,BUY2,BASE,单票权重最大,0.9261765,-0.013384500000000021,4,14
原快照,剔除A,BUY2,BASE,前三权重中位,1.3523155,0.005756499999999942,7,14
原快照,剔除A,BUY2,BASE,单票超60%天数占比,0.636915,0.01363399999999998,9,14
原快照,剔除A,BUY2,BASE,滚动3年年化中位,0.4337725,0.0033664999999999945,9,14
原快照,剔除A,BUY2,BASE,滚动3年回撤中位,0.48199000000000003,-0.001354999999999995,6,14
原快照,剔除A,BUY2,BASE,滚动3年Calmar中位,1.0815965,0.01432899999999998,8,14
原快照,剔除A,BUY2,BASE,滚动3年Sharpe中位,1.0326675,0.012989499999999987,9,14
原快照,剔除A,BUY2,BASE,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY2,BASE,滚动5年年化中位,0.436955,0.011320500000000011,11,14
原快照,剔除A,BUY2,BASE,滚动5年年化P25,0.3571035,0.004803000000000002,8,14
原快照,剔除A,BUY2,BASE,滚动5年年化最差,0.111573,0.0019015000000000074,8,14
原快照,剔除A,BUY2,BASE,滚动5年回撤中位,0.5420320000000001,-0.00026899999999999147,6,14
原快照,剔除A,BUY2,BASE,滚动5年Calmar中位,0.8372395,0.02551150000000002,11,14
原快照,剔除A,BUY2,BASE,滚动5年Sharpe中位,0.9949315,0.03194349999999996,10,14
原快照,剔除A,BUY2,BASE,滚动5年为负的窗口占比,0.0,0.0,2,14
原快照,剔除A,BUY2,BASE,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,BUY2,BASE,互不重叠5年块中位,0.6052685,0.014112499999999945,10,14
原快照,剔除A,BUY2,BASE,滚动10年年化中位,0.42113500000000004,0.004625000000000018,7,14
原快照,剔除A,BUY2,BASE,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,BUY2,BASE,逐年收益中位,0.4520355,0.011727499999999974,10,14
原快照,剔除A,BUY2,BASE,逐年为正比例,0.792857,0.0,6,14
原快照,剔除A,BUY2,BASE,逐年最差,-0.18702449999999998,-6.649999999999712e-05,5,14
原快照,剔除A,BUY2,BASE,完整自然年数,12.5,0.0,0,14
原快照,剔除A,BUY2,SB1,年化,0.4623905,0.001202500000000023,8,14
原快照,剔除A,BUY2,SB1,最大回撤,0.6625415,0.005167000000000033,8,14
原快照,剔除A,BUY2,SB1,Sharpe,1.0111745,0.0043279999999999985,7,14
原快照,剔除A,BUY2,SB1,Calmar,0.6885895,-0.008751000000000037,6,14
原快照,剔除A,BUY2,SB1,平均仓位,1.5754325,-0.005372999999999961,2,14
原快照,剔除A,BUY2,SB1,年均换手,5.6370640000000005,-0.4157894999999998,1,14
原快照,剔除A,BUY2,SB1,持仓数中位,7.0,0.0,0,14
原快照,剔除A,BUY2,SB1,单票权重中位,0.6174395,-0.0004910000000000192,6,14
原快照,剔除A,BUY2,SB1,单票权重P90,0.7086680000000001,-0.0017179999999999418,5,14
原快照,剔除A,BUY2,SB1,单票权重最大,0.9261765,-0.0052754999999999885,6,14
原快照,剔除A,BUY2,SB1,前三权重中位,1.3523155,-0.008602499999999957,5,14
原快照,剔除A,BUY2,SB1,单票超60%天数占比,0.636915,0.006518999999999997,8,14
原快照,剔除A,BUY2,SB1,滚动3年年化中位,0.4337725,0.014311999999999991,10,14
原快照,剔除A,BUY2,SB1,滚动3年回撤中位,0.48199000000000003,-0.0013104999999999922,5,14
原快照,剔除A,BUY2,SB1,滚动3年Calmar中位,1.0815965,0.04174499999999998,9,14
原快照,剔除A,BUY2,SB1,滚动3年Sharpe中位,1.0326675,0.03323999999999999,9,14
原快照,剔除A,BUY2,SB1,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY2,SB1,滚动5年年化中位,0.436955,0.015364000000000017,10,14
原快照,剔除A,BUY2,SB1,滚动5年年化P25,0.3571035,0.013943999999999984,9,14
原快照,剔除A,BUY2,SB1,滚动5年年化最差,0.111573,0.012172499999999996,9,14
原快照,剔除A,BUY2,SB1,滚动5年回撤中位,0.5420320000000001,-0.00024949999999998584,6,14
原快照,剔除A,BUY2,SB1,滚动5年Calmar中位,0.8372395,0.03250700000000001,11,14
原快照,剔除A,BUY2,SB1,滚动5年Sharpe中位,0.9949315,0.047199999999999964,9,14
原快照,剔除A,BUY2,SB1,滚动5年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY2,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,BUY2,SB1,互不重叠5年块中位,0.6052685,0.012138499999999997,10,14
原快照,剔除A,BUY2,SB1,滚动10年年化中位,0.42113500000000004,0.006326500000000013,10,14
原快照,剔除A,BUY2,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,BUY2,SB1,逐年收益中位,0.4520355,0.01663199999999998,10,14
原快照,剔除A,BUY2,SB1,逐年为正比例,0.792857,0.0,5,14
原快照,剔除A,BUY2,SB1,逐年最差,-0.18702449999999998,3.750000000000281e-05,7,14
原快照,剔除A,BUY2,SB1,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY2,BASE,年化,0.4497985,-0.003634499999999985,6,14
原快照,剔除A,SB1_BUY2,BASE,最大回撤,0.662352,-0.0017444999999999822,7,14
原快照,剔除A,SB1_BUY2,BASE,Sharpe,0.9866295,-0.008502999999999983,6,14
原快照,剔除A,SB1_BUY2,BASE,Calmar,0.6978934999999999,-0.014892000000000016,6,14
原快照,剔除A,SB1_BUY2,BASE,平均仓位,1.579183,-0.0012704999999999522,4,14
原快照,剔除A,SB1_BUY2,BASE,年均换手,5.567984,-0.36048800000000014,2,14
原快照,剔除A,SB1_BUY2,BASE,持仓数中位,6.5,0.0,1,14
原快照,剔除A,SB1_BUY2,BASE,单票权重中位,0.6149735000000001,6.599999999995498e-05,7,14
原快照,剔除A,SB1_BUY2,BASE,单票权重P90,0.7086025,-0.002949499999999994,6,14
原快照,剔除A,SB1_BUY2,BASE,单票权重最大,0.9480895,-0.006869500000000028,5,14
原快照,剔除A,SB1_BUY2,BASE,前三权重中位,1.3541474999999998,0.004158500000000065,8,14
原快照,剔除A,SB1_BUY2,BASE,单票超60%天数占比,0.6178135,-0.00036849999999999383,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动3年年化中位,0.428339,0.0013759999999999883,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动3年回撤中位,0.481605,4.550000000008714e-05,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动3年Calmar中位,0.968044,0.003092499999999998,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动3年Sharpe中位,1.0361509999999998,-0.004025500000000071,6,14
原快照,剔除A,SB1_BUY2,BASE,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年年化中位,0.430286,0.006567500000000004,10,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年年化P25,0.36264450000000004,0.004516500000000007,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年年化最差,0.107649,0.007746500000000003,8,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年回撤中位,0.5442899999999999,2.9500000000071136e-05,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年Calmar中位,0.7743610000000001,0.0077364999999999795,8,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年Sharpe中位,0.9501845,-0.0004704999999999848,7,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年为负的窗口占比,0.0,0.0,2,14
原快照,剔除A,SB1_BUY2,BASE,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY2,BASE,互不重叠5年块中位,0.594921,0.013921000000000017,10,14
原快照,剔除A,SB1_BUY2,BASE,滚动10年年化中位,0.4194825,0.006597500000000006,9,14
原快照,剔除A,SB1_BUY2,BASE,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY2,BASE,逐年收益中位,0.438116,0.007286500000000001,8,14
原快照,剔除A,SB1_BUY2,BASE,逐年为正比例,0.792857,0.0,6,14
原快照,剔除A,SB1_BUY2,BASE,逐年最差,-0.1902105,-8.84999999999983e-05,5,14
原快照,剔除A,SB1_BUY2,BASE,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY2,SB1,年化,0.4497985,0.0014274999999999982,8,14
原快照,剔除A,SB1_BUY2,SB1,最大回撤,0.662352,0.004832500000000017,8,14
原快照,剔除A,SB1_BUY2,SB1,Sharpe,0.9866295,0.0053235000000000365,8,14
原快照,剔除A,SB1_BUY2,SB1,Calmar,0.6978934999999999,-0.005539000000000016,7,14
原快照,剔除A,SB1_BUY2,SB1,平均仓位,1.579183,-0.0023889999999999745,6,14
原快照,剔除A,SB1_BUY2,SB1,年均换手,5.567984,-0.44172800000000034,4,14
原快照,剔除A,SB1_BUY2,SB1,持仓数中位,6.5,0.0,0,14
原快照,剔除A,SB1_BUY2,SB1,单票权重中位,0.6149735000000001,0.0010185000000000333,9,14
原快照,剔除A,SB1_BUY2,SB1,单票权重P90,0.7086025,-0.00043999999999999595,7,14
原快照,剔除A,SB1_BUY2,SB1,单票权重最大,0.9480895,-0.006403499999999951,6,14
原快照,剔除A,SB1_BUY2,SB1,前三权重中位,1.3541474999999998,0.00038799999999994395,7,14
原快照,剔除A,SB1_BUY2,SB1,单票超60%天数占比,0.6178135,0.008975500000000025,7,14
原快照,剔除A,SB1_BUY2,SB1,滚动3年年化中位,0.428339,0.00641449999999999,10,14
原快照,剔除A,SB1_BUY2,SB1,滚动3年回撤中位,0.481605,-6.0000000000060005e-06,6,14
原快照,剔除A,SB1_BUY2,SB1,滚动3年Calmar中位,0.968044,0.03150449999999999,8,14
原快照,剔除A,SB1_BUY2,SB1,滚动3年Sharpe中位,1.0361509999999998,0.020683999999999925,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年年化中位,0.430286,0.011801499999999993,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年年化P25,0.36264450000000004,0.007744000000000001,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年年化最差,0.107649,0.009477000000000006,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年回撤中位,0.5442899999999999,3.249999999999087e-05,7,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年Calmar中位,0.7743610000000001,0.014643500000000031,8,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年Sharpe中位,0.9501845,0.019057000000000046,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,SB1_BUY2,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,SB1_BUY2,SB1,互不重叠5年块中位,0.594921,0.0003604999999999303,7,14
原快照,剔除A,SB1_BUY2,SB1,滚动10年年化中位,0.4194825,0.008668500000000023,9,14
原快照,剔除A,SB1_BUY2,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,SB1_BUY2,SB1,逐年收益中位,0.438116,0.010120000000000018,9,14
原快照,剔除A,SB1_BUY2,SB1,逐年为正比例,0.792857,0.0,5,14
原快照,剔除A,SB1_BUY2,SB1,逐年最差,-0.1902105,0.0009069999999999911,8,14
原快照,剔除A,SB1_BUY2,SB1,完整自然年数,12.5,0.0,0,14
原快照,剔除A,BUY3,BASE,年化,0.448983,0.005417000000000005,9,14
原快照,剔除A,BUY3,BASE,最大回撤,0.6483595,-0.003697000000000006,4,14
原快照,剔除A,BUY3,BASE,Sharpe,0.9613240000000001,0.014193999999999984,8,14
原快照,剔除A,BUY3,BASE,Calmar,0.6877785000000001,0.003695000000000004,7,14
原快照,剔除A,BUY3,BASE,平均仓位,1.5789475,-0.0006264999999999743,6,14
原快照,剔除A,BUY3,BASE,年均换手,5.6067585,-0.39837599999999984,1,14
原快照,剔除A,BUY3,BASE,持仓数中位,7.0,0.0,0,14
原快照,剔除A,BUY3,BASE,单票权重中位,0.6146849999999999,2.5000000000052758e-05,8,14
原快照,剔除A,BUY3,BASE,单票权重P90,0.7078795,-0.004636499999999988,3,14
原快照,剔除A,BUY3,BASE,单票权重最大,0.950102,-0.0034905000000000075,3,14
原快照,剔除A,BUY3,BASE,前三权重中位,1.356916,0.01327199999999995,13,14
原快照,剔除A,BUY3,BASE,单票超60%天数占比,0.611544,0.0008985000000000243,8,14
原快照,剔除A,BUY3,BASE,滚动3年年化中位,0.4350555,0.002299499999999982,8,14
原快照,剔除A,BUY3,BASE,滚动3年回撤中位,0.461939,-0.00035800000000002496,4,14
原快照,剔除A,BUY3,BASE,滚动3年Calmar中位,1.0063965,0.01782499999999998,9,14
原快照,剔除A,BUY3,BASE,滚动3年Sharpe中位,1.0257805000000002,0.02293049999999991,9,14
原快照,剔除A,BUY3,BASE,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY3,BASE,滚动5年年化中位,0.44488950000000005,0.016822500000000018,11,14
原快照,剔除A,BUY3,BASE,滚动5年年化P25,0.36832299999999996,0.0011425000000000185,7,14
原快照,剔除A,BUY3,BASE,滚动5年年化最差,0.092307,0.004419999999999993,9,14
原快照,剔除A,BUY3,BASE,滚动5年回撤中位,0.54462,-0.00025549999999999184,4,14
原快照,剔除A,BUY3,BASE,滚动5年Calmar中位,0.8394410000000001,0.0216905,9,14
原快照,剔除A,BUY3,BASE,滚动5年Sharpe中位,1.0122675,0.03594300000000006,9,14
原快照,剔除A,BUY3,BASE,滚动5年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY3,BASE,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,BUY3,BASE,互不重叠5年块中位,0.5965095,0.017591000000000023,10,14
原快照,剔除A,BUY3,BASE,滚动10年年化中位,0.42629649999999997,0.009325500000000014,8,14
原快照,剔除A,BUY3,BASE,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,BUY3,BASE,逐年收益中位,0.448694,0.0035554999999999892,9,14
原快照,剔除A,BUY3,BASE,逐年为正比例,0.7846155,0.0,3,14
原快照,剔除A,BUY3,BASE,逐年最差,-0.21583049999999998,0.0008895000000000014,7,14
原快照,剔除A,BUY3,BASE,完整自然年数,12.5,0.0,0,14
原快照,剔除A,BUY3,SB1,年化,0.448983,0.0006049999999999944,7,14
原快照,剔除A,BUY3,SB1,最大回撤,0.6483595,-0.0033390000000000086,5,14
原快照,剔除A,BUY3,SB1,Sharpe,0.9613240000000001,-0.0022564999999999946,7,14
原快照,剔除A,BUY3,SB1,Calmar,0.6877785000000001,0.0007724999999999815,7,14
原快照,剔除A,BUY3,SB1,平均仓位,1.5789475,-0.0016445000000000487,6,14
原快照,剔除A,BUY3,SB1,年均换手,5.6067585,-0.35178149999999997,1,14
原快照,剔除A,BUY3,SB1,持仓数中位,7.0,0.0,0,14
原快照,剔除A,BUY3,SB1,单票权重中位,0.6146849999999999,0.000951499999999994,9,14
原快照,剔除A,BUY3,SB1,单票权重P90,0.7078795,-0.001701000000000008,5,14
原快照,剔除A,BUY3,SB1,单票权重最大,0.950102,-0.004717500000000041,3,14
原快照,剔除A,BUY3,SB1,前三权重中位,1.356916,0.008379999999999943,9,14
原快照,剔除A,BUY3,SB1,单票超60%天数占比,0.611544,-0.0004310000000000147,7,14
原快照,剔除A,BUY3,SB1,滚动3年年化中位,0.4350555,0.015503500000000003,10,14
原快照,剔除A,BUY3,SB1,滚动3年回撤中位,0.461939,-0.00038450000000000983,4,14
原快照,剔除A,BUY3,SB1,滚动3年Calmar中位,1.0063965,0.06966300000000003,10,14
原快照,剔除A,BUY3,SB1,滚动3年Sharpe中位,1.0257805000000002,0.05112799999999995,11,14
原快照,剔除A,BUY3,SB1,滚动3年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY3,SB1,滚动5年年化中位,0.44488950000000005,0.021785,11,14
原快照,剔除A,BUY3,SB1,滚动5年年化P25,0.36832299999999996,0.008881500000000014,11,14
原快照,剔除A,BUY3,SB1,滚动5年年化最差,0.092307,0.012097000000000004,8,14
原快照,剔除A,BUY3,SB1,滚动5年回撤中位,0.54462,-0.0003989999999999827,3,14
原快照,剔除A,BUY3,SB1,滚动5年Calmar中位,0.8394410000000001,0.026662499999999922,9,14
原快照,剔除A,BUY3,SB1,滚动5年Sharpe中位,1.0122675,0.041888499999999995,10,14
原快照,剔除A,BUY3,SB1,滚动5年为负的窗口占比,0.0,0.0,1,14
原快照,剔除A,BUY3,SB1,滚动5年窗口数,102.0,0.0,0,14
原快照,剔除A,BUY3,SB1,互不重叠5年块中位,0.5965095,0.017507999999999968,10,14
原快照,剔除A,BUY3,SB1,滚动10年年化中位,0.42629649999999997,0.007961000000000051,9,14
原快照,剔除A,BUY3,SB1,滚动10年窗口数,42.0,0.0,0,14
原快照,剔除A,BUY3,SB1,逐年收益中位,0.448694,0.00691449999999999,12,14
原快照,剔除A,BUY3,SB1,逐年为正比例,0.7846155,0.0,2,14
原快照,剔除A,BUY3,SB1,逐年最差,-0.21583049999999998,0.00010399999999999993,7,14
原快照,剔除A,BUY3,SB1,完整自然年数,12.5,0.0,0,14
原快照,剔除A,SB1_BUY3,BASE,年化,0.439172,0.005165999999999976,10,14
原快照,剔除A,SB1_BUY3,BASE,最大回撤,0.639469,-0.004025000000000056,5,14
原快照,剔除A,SB1_BUY3,BASE,Sharpe,0.9423444999999999,0.015417499999999917,11,14
原快照,剔除A,SB1_BUY3,BASE,Calmar,0.66735,0.013712000000000002,10,14
原快照,剔除A,SB1_BUY3,BASE,平均仓位,1.582398,-0.0005055000000000476,6,14
原快照,剔除A,SB1_BUY3,BASE,年均换手,5.616118,-0.41781650000000026,0,14
原快照,剔除A,SB1_BUY3,BASE,持仓数中位,7.0,0.0,0,14
原快照,剔除A,SB1_BUY3,BASE,单票权重中位,0.6159935,-0.0005474999999999786,6,14
