group,arm,metric,level_median,paired_delta_median,positive_starts,starts
full,MC150M14SEP09,Sharpe,0.8661972162769711,-0.04339270851903526,5,14
full,MC150M14SEP09,Calmar,0.5413311060556805,-0.045999933995477194,5,14
full,MC150M14SEP09,平均仓位,1.6625197508445884,0.00657591288901771,10,14
full,MC150M14SEP09,年均换手,6.5264133550379455,-0.4118224881094168,2,14
full,MC150M14SEP09,持仓数中位,7.0,0.0,5,14
full,MC150M14SEP09,单票权重中位,0.6502097138550907,-0.0017049369070071263,7,14
full,MC150M14SEP09,单票权重P90,0.9133249997689645,0.004392733113293579,7,14
full,MC150M14SEP09,单票权重最大,1.2065783754141668,0.04140705474837203,9,14
full,MC150M14SEP09,前三权重中位,1.4575108738105245,-0.0023124579787755506,7,14
full,MC150M14SEP09,单票超60%天数占比,0.7585303663981116,0.009180577051054073,8,14
full,MC150M14SEP09,滚动3年年化中位,0.4006077760594118,-0.04884001607983668,3,14
full,MC150M14SEP09,滚动3年回撤中位,0.439586801378161,0.004949299564495968,7,14
full,MC150M14SEP09,滚动3年Calmar中位,0.9330881643761235,-0.03568530095333372,6,14
full,MC150M14SEP09,滚动3年Sharpe中位,0.9052277122512091,-0.032476114188820515,2,14
full,MC150M14SEP09,滚动3年为负的窗口占比,0.04339194554736245,0.012403585574317283,8,14
full,MC150M14SEP09,滚动5年年化中位,0.4298740896303368,-0.036807716854088346,4,14
full,MC150M14SEP09,滚动5年年化P25,0.29582202371963784,-0.0430793516215392,3,14
full,MC150M14SEP09,滚动5年年化最差,0.07409686518259828,-0.029797574067129684,2,14
full,MC150M14SEP09,滚动5年回撤中位,0.4823911740017435,0.006696414039144449,8,14
full,MC150M14SEP09,滚动5年Calmar中位,0.9736997437007628,-0.0115459900432765,6,14
full,MC150M14SEP09,滚动5年Sharpe中位,0.9231080640691304,-0.03451843535372073,4,14
full,MC150M14SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
full,MC150M14SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC150M14SEP09,互不重叠5年块中位,0.5558809518174199,-0.04952574314683894,6,14
full,MC150M14SEP09,滚动10年年化中位,0.36554028805703886,-0.04184571267570447,5,14
full,MC150M14SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC150M14SEP09,逐年收益中位,0.37709060957968454,-0.023964846369573245,5,14
full,MC150M14SEP09,逐年为正比例,0.7596153846153846,0.0,1,14
full,MC150M14SEP09,逐年最差,-0.28821623397358515,-0.02602897313148561,2,14
full,MC150M14SEP09,完整自然年数,12.5,0.0,0,14
full,MC150M14SEP09,强平次数,0.0,0.0,0,14
full,MC150M14SEP09,最低担保比例,1.7419231904134582,-0.07964294283297857,2,14
full,MC150M14SEP09,最低股票同跌缓冲,0.25369764318029375,-0.03675643141507459,2,14
full,MC150M14SEP09,最低总资产冲击缓冲,0.25369764318029375,-0.03675643141507462,2,14
full,MC150M14SEP09,rf覆盖率,1.0,0.0,0,14
full,MC150M14SEP09,年化_交易日口径,0.38814178165567936,-0.03459235335488753,6,14
full,MC150M14SEP09,最低担保比例日,20150826.0,0.5,7,14
full,MC150M14SEP09,最低股票同跌缓冲日,20150826.0,0.5,7,14
full,MC150M14SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,0,14
full,MC150M14SEP09,最大回撤起日,20150609.0,0.0,0,14
full,MC150M14SEP09,最大回撤止日,20160613.0,0.0,5,14
full,MC150M14SEP09,末次净值日,20260828.0,0.0,0,14
full,MC150M15SEP09,年化,0.3929432829059134,-0.039120302198024204,4,14
full,MC150M15SEP09,最大回撤,0.7129105736494739,0.022351880983868033,10,14
full,MC150M15SEP09,Sharpe,0.8812251796761628,-0.0404142156497887,4,14
full,MC150M15SEP09,Calmar,0.545385848141281,-0.07147230239025476,4,14
full,MC150M15SEP09,平均仓位,1.6626416513443876,0.00878819306158296,10,14
full,MC150M15SEP09,年均换手,6.04248821765669,-1.0859495469968845,0,14
full,MC150M15SEP09,持仓数中位,6.0,0.0,3,14
full,MC150M15SEP09,单票权重中位,0.6466771718352227,-0.0026552658549038877,6,14
full,MC150M15SEP09,单票权重P90,0.922546446953564,0.030363117362897596,7,14
full,MC150M15SEP09,单票权重最大,1.1981167234567414,0.040593639887983535,10,14
full,MC150M15SEP09,前三权重中位,1.4524052986573088,-0.010437939366601867,6,14
full,MC150M15SEP09,单票超60%天数占比,0.7865202283121656,0.0061952722172515795,8,14
full,MC150M15SEP09,滚动3年年化中位,0.4019921363998977,-0.05427064811562954,2,14
full,MC150M15SEP09,滚动3年回撤中位,0.45419291319016886,0.017896841286131837,10,14
full,MC150M15SEP09,滚动3年Calmar中位,0.9074433302923381,-0.019762401480869274,5,14
full,MC150M15SEP09,滚动3年Sharpe中位,0.9344258561602612,-0.03823507969102741,3,14
full,MC150M15SEP09,滚动3年为负的窗口占比,0.034278180619644036,0.012634585805317513,9,14
full,MC150M15SEP09,滚动5年年化中位,0.4643579354023418,-0.04287603229921455,3,14
full,MC150M15SEP09,滚动5年年化P25,0.31739201983869947,-0.0505404583959459,2,14
full,MC150M15SEP09,滚动5年年化最差,0.0633414116858696,-0.03947357764439452,1,14
full,MC150M15SEP09,滚动5年回撤中位,0.48513778238858063,0.0043271434117043706,8,14
full,MC150M15SEP09,滚动5年Calmar中位,1.0069738382426947,-0.037295648895809275,5,14
full,MC150M15SEP09,滚动5年Sharpe中位,0.9620809848743195,-0.03512491753055158,3,14
full,MC150M15SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
full,MC150M15SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC150M15SEP09,互不重叠5年块中位,0.569739487005372,-0.0425241921923335,3,14
full,MC150M15SEP09,滚动10年年化中位,0.36780091003194826,-0.05797930272071172,3,14
full,MC150M15SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC150M15SEP09,逐年收益中位,0.384192382238003,-0.019162843736088786,5,14
full,MC150M15SEP09,逐年为正比例,0.75,-0.03333333333333338,2,14
full,MC150M15SEP09,逐年最差,-0.28821623397358515,-0.040810746877380566,2,14
full,MC150M15SEP09,完整自然年数,12.5,0.0,0,14
full,MC150M15SEP09,强平次数,0.0,0.0,0,14
full,MC150M15SEP09,最低担保比例,1.744383914549879,-0.06562492230753081,2,14
full,MC150M15SEP09,最低股票同跌缓冲,0.254751076169965,-0.02813892060677259,2,14
full,MC150M15SEP09,最低总资产冲击缓冲,0.25475107616996495,-0.02813892060677259,2,14
full,MC150M15SEP09,rf覆盖率,1.0,0.0,0,14
full,MC150M15SEP09,年化_交易日口径,0.393938837671997,-0.0392928497718531,4,14
full,MC150M15SEP09,最低担保比例日,20150826.0,0.0,6,14
full,MC150M15SEP09,最低股票同跌缓冲日,20150826.0,0.0,6,14
full,MC150M15SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,1,14
full,MC150M15SEP09,最大回撤起日,20150609.0,0.0,0,14
full,MC150M15SEP09,最大回撤止日,20160571.5,0.0,5,14
full,MC150M15SEP09,末次净值日,20260828.0,0.0,0,14
full,MC150M16SEP09,年化,0.4149962859881362,-0.024148852715076385,4,14
full,MC150M16SEP09,最大回撤,0.7311758206797726,0.015706349801665853,9,14
full,MC150M16SEP09,Sharpe,0.899170497415324,-0.03417630823014989,4,14
full,MC150M16SEP09,Calmar,0.5581125355084804,-0.04910069859395044,5,14
full,MC150M16SEP09,平均仓位,1.6590713842200198,0.01153257167681876,11,14
full,MC150M16SEP09,年均换手,5.613151752132207,-1.590126595129254,2,14
full,MC150M16SEP09,持仓数中位,6.5,0.0,6,14
full,MC150M16SEP09,单票权重中位,0.6496537529007208,-0.0021332439801298175,6,14
full,MC150M16SEP09,单票权重P90,0.9738818005106911,0.07911442884235775,9,14
full,MC150M16SEP09,单票权重最大,1.2131807359970512,0.059709794488081225,11,14
full,MC150M16SEP09,前三权重中位,1.4570335494223088,0.006382372608011444,7,14
full,MC150M16SEP09,单票超60%天数占比,0.7941433417316222,0.015087303400019847,9,14
full,MC150M16SEP09,滚动3年年化中位,0.4221614453872289,-0.053966327290830285,3,14
full,MC150M16SEP09,滚动3年回撤中位,0.44742449354466307,0.012786991730998065,11,14
full,MC150M16SEP09,滚动3年Calmar中位,0.9811499816697438,-0.04825915357018917,5,14
full,MC150M16SEP09,滚动3年Sharpe中位,0.9516354121747961,-0.05148939944935649,3,14
full,MC150M16SEP09,滚动3年为负的窗口占比,0.04394394394394394,0.008778008778008778,9,14
full,MC150M16SEP09,滚动5年年化中位,0.4655481114594645,-0.05722489591617552,2,14
full,MC150M16SEP09,滚动5年年化P25,0.3053348131926793,-0.06892424497396321,2,14
full,MC150M16SEP09,滚动5年年化最差,0.07278089089802753,-0.03332478894865626,2,14
full,MC150M16SEP09,滚动5年回撤中位,0.4778250771099616,-0.002029678800442969,7,14
full,MC150M16SEP09,滚动5年Calmar中位,1.0092875972315456,-0.016462182194952102,7,14
full,MC150M16SEP09,滚动5年Sharpe中位,0.9656474321201767,-0.052338058782568864,4,14
full,MC150M16SEP09,滚动5年为负的窗口占比,0.0,0.0,3,14
full,MC150M16SEP09,滚动5年窗口数,102.0,0.0,0,14
full,MC150M16SEP09,互不重叠5年块中位,0.5700940222617287,-0.05079998984951872,4,14
full,MC150M16SEP09,滚动10年年化中位,0.38304861990045436,-0.05555761198526454,3,14
full,MC150M16SEP09,滚动10年窗口数,42.0,0.0,0,14
full,MC150M16SEP09,逐年收益中位,0.40516717963121507,-0.00795983626822222,6,14
full,MC150M16SEP09,逐年为正比例,0.7596153846153846,0.0,1,14
full,MC150M16SEP09,逐年最差,-0.29116716390218444,-0.024677740908063184,6,14
full,MC150M16SEP09,完整自然年数,12.5,0.0,0,14
full,MC150M16SEP09,强平次数,0.0,0.0,0,14
full,MC150M16SEP09,最低担保比例,1.7466982716567014,-0.10137091298338963,1,14
full,MC150M16SEP09,最低股票同跌缓冲,0.25559275978204776,-0.04293737973872756,1,14
full,MC150M16SEP09,最低总资产冲击缓冲,0.25559275978204776,-0.04293737973872758,1,14
full,MC150M16SEP09,rf覆盖率,1.0,0.0,0,14
full,MC150M16SEP09,年化_交易日口径,0.41646265534473814,-0.024237539578381262,4,14
full,MC150M16SEP09,最低担保比例日,20150825.5,0.0,6,14
full,MC150M16SEP09,最低股票同跌缓冲日,20150825.5,0.0,6,14
full,MC150M16SEP09,滚动5年年化最差窗口末日,20181179.0,0.0,1,14
full,MC150M16SEP09,最大回撤起日,20150609.0,0.0,1,14
full,MC150M16SEP09,最大回撤止日,20160573.0,0.0,5,14
full,MC150M16SEP09,末次净值日,20260828.0,0.0,0,14
A,BASE,年化,0.45401450139999744,0.0,0,14
A,BASE,最大回撤,0.6582000242328675,0.0,0,14
A,BASE,Sharpe,1.0370962320141566,0.0,0,14
A,BASE,Calmar,0.6747463985677112,0.0,0,14
A,BASE,平均仓位,1.5835488218897908,0.0,0,14
A,BASE,年均换手,5.973390000278474,0.0,0,14
A,BASE,持仓数中位,7.0,0.0,0,14
A,BASE,单票权重中位,0.6137338061577555,0.0,0,14
A,BASE,单票权重P90,0.7128792284279055,0.0,0,14
A,BASE,单票权重最大,0.9504507999155941,0.0,0,14
A,BASE,前三权重中位,1.3427350921362589,0.0,0,14
A,BASE,单票超60%天数占比,0.6096718564003442,0.0,0,14
A,BASE,滚动3年年化中位,0.4324708021331657,0.0,0,14
A,BASE,滚动3年回撤中位,0.4686862163495237,0.0,0,14
A,BASE,滚动3年Calmar中位,0.9958619265537592,0.0,0,14
A,BASE,滚动3年Sharpe中位,1.0506377202057893,0.0,0,14
A,BASE,滚动3年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年年化中位,0.43955930349153793,0.0,0,14
A,BASE,滚动5年年化P25,0.35646122698970206,0.0,0,14
A,BASE,滚动5年年化最差,0.08026727371670117,0.0,0,14
A,BASE,滚动5年回撤中位,0.5449802849042681,0.0,0,14
A,BASE,滚动5年Calmar中位,0.8079992564951128,0.0,0,14
A,BASE,滚动5年Sharpe中位,1.01676057590887,0.0,0,14
A,BASE,滚动5年为负的窗口占比,0.0,0.0,0,14
A,BASE,滚动5年窗口数,102.0,0.0,0,14
A,BASE,互不重叠5年块中位,0.6011184228786703,0.0,0,14
A,BASE,滚动10年年化中位,0.4297800650769531,0.0,0,14
A,BASE,滚动10年窗口数,42.0,0.0,0,14
A,BASE,逐年收益中位,0.4359909396571388,0.0,0,14
A,BASE,逐年为正比例,0.7482517482517483,0.0,0,14
A,BASE,逐年最差,-0.22021853154333748,0.0,0,14
A,BASE,完整自然年数,12.5,0.0,0,14
A,BASE,强平次数,0.0,0.0,0,14
A,BASE,最低担保比例,1.6792197208693886,0.0,0,14
A,BASE,最低股票同跌缓冲,0.2258309083909398,0.0,0,14
A,BASE,最低总资产冲击缓冲,0.22583090839093978,0.0,0,14
A,BASE,rf覆盖率,1.0,0.0,0,14
A,BASE,年化_交易日口径,0.4554906946063302,0.0,0,14
A,BASE,最低担保比例日,20200323.0,0.0,0,14
A,BASE,最低股票同跌缓冲日,20200323.0,0.0,0,14
A,BASE,滚动5年年化最差窗口末日,20200529.0,0.0,0,14
A,BASE,最大回撤起日,20150615.0,0.0,0,14
A,BASE,最大回撤止日,20160229.0,0.0,0,14
A,BASE,末次净值日,20260828.0,0.0,0,14
A,WCREPSEP09,年化,0.48242654183411926,0.004493479450191851,9,14
A,WCREPSEP09,最大回撤,0.6567687711255389,-0.010726787812778082,5,14
A,WCREPSEP09,Sharpe,1.085616398850234,-0.0031755573019037753,7,14
A,WCREPSEP09,Calmar,0.7697936748936218,0.018381890059704586,8,14
A,WCREPSEP09,平均仓位,1.5991967963960174,0.005189718773238816,9,14
A,WCREPSEP09,年均换手,6.0351522952590475,-0.020998441709242588,6,14
A,WCREPSEP09,持仓数中位,7.0,0.0,2,14
A,WCREPSEP09,单票权重中位,0.6177750630131471,0.0025223349047671095,12,14
A,WCREPSEP09,单票权重P90,0.735611812498959,0.023423521468786457,12,14
A,WCREPSEP09,单票权重最大,0.955380757670492,0.012040001939527756,9,14
A,WCREPSEP09,前三权重中位,1.3551030725749347,0.002868133781586013,8,14
A,WCREPSEP09,单票超60%天数占比,0.6613782051282051,0.033134736393865105,12,14
A,WCREPSEP09,滚动3年年化中位,0.45732273923530076,0.01914039935884171,9,14
A,WCREPSEP09,滚动3年回撤中位,0.4888856089201125,0.0006163113055431824,7,14
A,WCREPSEP09,滚动3年Calmar中位,1.0593990473259185,0.01174910115395389,7,14
A,WCREPSEP09,滚动3年Sharpe中位,1.0914422839492266,0.023718482649648043,10,14
A,WCREPSEP09,滚动3年为负的窗口占比,0.0,0.0,1,14
A,WCREPSEP09,滚动5年年化中位,0.48688771469550485,0.02775423531732535,12,14
A,WCREPSEP09,滚动5年年化P25,0.3751631520211637,0.009253696579153314,9,14
A,WCREPSEP09,滚动5年年化最差,0.10098827487564632,-0.00035136832368298787,7,14
A,WCREPSEP09,滚动5年回撤中位,0.5018517878113845,-0.013038907835679625,5,14
A,WCREPSEP09,滚动5年Calmar中位,0.9898878829144865,0.10419797047579987,11,14
A,WCREPSEP09,滚动5年Sharpe中位,1.0670410125243157,0.027044076270003936,9,14
A,WCREPSEP09,滚动5年为负的窗口占比,0.0,0.0,2,14
A,WCREPSEP09,滚动5年窗口数,102.0,0.0,0,14
A,WCREPSEP09,互不重叠5年块中位,0.6194882393758605,0.020803926625567293,12,14
A,WCREPSEP09,滚动10年年化中位,0.4414261051545014,0.017094454189928165,8,14
A,WCREPSEP09,滚动10年窗口数,42.0,0.0,0,14
A,WCREPSEP09,逐年收益中位,0.4307505571039135,0.01601227244772674,9,14
A,WCREPSEP09,逐年为正比例,0.7482517482517483,0.0,1,14
A,WCREPSEP09,逐年最差,-0.2564310741402692,-0.02701259623208896,4,14
A,WCREPSEP09,完整自然年数,12.5,0.0,0,14
A,WCREPSEP09,强平次数,0.0,0.0,0,14
A,WCREPSEP09,最低担保比例,1.6958768066074672,0.004681649817318334,7,14
A,WCREPSEP09,最低股票同跌缓冲,0.23314265848938293,0.002381960573297051,7,14
A,WCREPSEP09,最低总资产冲击缓冲,0.23314265848938293,0.0023819605732970373,7,14
A,WCREPSEP09,rf覆盖率,1.0,0.0,0,14
A,WCREPSEP09,年化_交易日口径,0.48391636944239713,0.004516361782591849,9,14
A,WCREPSEP09,最低担保比例日,20150825.0,0.0,1,14
A,WCREPSEP09,最低股票同跌缓冲日,20150825.0,0.0,1,14
A,WCREPSEP09,滚动5年年化最差窗口末日,20200529.0,0.0,0,14
A,WCREPSEP09,最大回撤起日,20150615.0,0.0,1,14
A,WCREPSEP09,最大回撤止日,20160229.0,0.0,4,14
A,WCREPSEP09,末次净值日,20260828.0,0.0,0,14
A,MC050M14SEP09,年化,0.47650694666820703,0.00290683360238142,8,14
A,MC050M14SEP09,最大回撤,0.5970078225112925,-0.04944998375744569,4,14
A,MC050M14SEP09,Sharpe,1.0617065307573803,-0.0044190484396494645,7,14
A,MC050M14SEP09,Calmar,0.7861960966029452,0.05442718494563237,9,14
A,MC050M14SEP09,平均仓位,1.6030018545173266,0.022768015188051383,14,14
A,MC050M14SEP09,年均换手,6.249527583454563,0.08593544630062278,9,14
A,MC050M14SEP09,持仓数中位,7.0,0.0,2,14
A,MC050M14SEP09,单票权重中位,0.623186174791203,0.009238919871304874,13,14
A,MC050M14SEP09,单票权重P90,0.7540853226573596,0.04683055135789871,11,14
A,MC050M14SEP09,单票权重最大,0.9922800390233895,0.0652422284029226,10,14
A,MC050M14SEP09,前三权重中位,1.3974930667723264,0.052181048455874235,13,14
A,MC050M14SEP09,单票超60%天数占比,0.6736347706503416,0.05020083926560065,13,14
A,MC050M14SEP09,滚动3年年化中位,0.45261313569865635,0.016575496135561196,12,14
A,MC050M14SEP09,滚动3年回撤中位,0.5015158888203929,0.005832008902325769,10,14
A,MC050M14SEP09,滚动3年Calmar中位,1.0359759953451841,-0.025085795913358744,5,14
A,MC050M14SEP09,滚动3年Sharpe中位,1.0635786845674686,-0.0036527200280949135,6,14
A,MC050M14SEP09,滚动3年为负的窗口占比,0.0,0.0,2,14
A,MC050M14SEP09,滚动5年年化中位,0.47693261508519846,0.03549518568763799,13,14
A,MC050M14SEP09,滚动5年年化P25,0.38336416522184047,-0.004730413264328659,6,14
A,MC050M14SEP09,滚动5年年化最差,0.12651721039498243,0.008098351469865706,9,14
A,MC050M14SEP09,滚动5年回撤中位,0.5408482118434641,0.0010689348268548837,10,14
A,MC050M14SEP09,滚动5年Calmar中位,0.9144695809593153,0.0791412154362856,12,14
A,MC050M14SEP09,滚动5年Sharpe中位,1.0453733574482698,0.01605994123012322,10,14
A,MC050M14SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
A,MC050M14SEP09,滚动5年窗口数,102.0,0.0,0,14
A,MC050M14SEP09,互不重叠5年块中位,0.5895887236528317,0.011990994498090324,8,14
A,MC050M14SEP09,滚动10年年化中位,0.45673167505725176,0.021423598785832776,13,14
A,MC050M14SEP09,滚动10年窗口数,42.0,0.0,0,14
A,MC050M14SEP09,逐年收益中位,0.43210644159645734,-0.003151369176021157,7,14
A,MC050M14SEP09,逐年为正比例,0.8090909090909091,0.0714285714285714,11,14
A,MC050M14SEP09,逐年最差,-0.22788129036404958,-0.02397780912312747,6,14
A,MC050M14SEP09,完整自然年数,12.5,0.0,0,14
A,MC050M14SEP09,强平次数,0.0,0.0,0,14
A,MC050M14SEP09,最低担保比例,1.6919890541483509,0.032253798915339305,12,14
A,MC050M14SEP09,最低股票同跌缓冲,0.23167197598535388,0.014491943784897848,12,14
A,MC050M14SEP09,最低总资产冲击缓冲,0.23167197598535388,0.014491943784897932,12,14
A,MC050M14SEP09,rf覆盖率,1.0,0.0,0,14
A,MC050M14SEP09,年化_交易日口径,0.4779716625515592,0.0029224710170413504,8,14
A,MC050M14SEP09,最低担保比例日,20200323.0,0.0,5,14
A,MC050M14SEP09,最低股票同跌缓冲日,20200323.0,0.0,5,14
A,MC050M14SEP09,滚动5年年化最差窗口末日,20200529.0,0.0,2,14
A,MC050M14SEP09,最大回撤起日,20150615.0,0.0,3,14
A,MC050M14SEP09,最大回撤止日,20160229.0,0.0,3,14
A,MC050M14SEP09,末次净值日,20260828.0,0.0,0,14
A,MC050M15SEP09,年化,0.46813738261174664,0.0009063765040645544,8,14
A,MC050M15SEP09,最大回撤,0.5965749119986473,-0.021093464993697242,6,14
A,MC050M15SEP09,Sharpe,1.0639944063560467,-0.004291872897122628,6,14
A,MC050M15SEP09,Calmar,0.8292404379075203,0.05096809013959802,8,14
A,MC050M15SEP09,平均仓位,1.6093544821004255,0.02117171680925345,13,14
A,MC050M15SEP09,年均换手,6.118408198684948,0.08013241794023473,8,14
A,MC050M15SEP09,持仓数中位,7.0,0.0,1,14
A,MC050M15SEP09,单票权重中位,0.6223083604595385,0.01035212780446354,13,14
A,MC050M15SEP09,单票权重P90,0.7503084748483622,0.046959067428626655,12,14
A,MC050M15SEP09,单票权重最大,1.0104532598255003,0.05609941487566483,11,14
A,MC050M15SEP09,前三权重中位,1.3955744546591677,0.032271821340628115,13,14
A,MC050M15SEP09,单票超60%天数占比,0.6672511873673279,0.059896033265166515,13,14
A,MC050M15SEP09,滚动3年年化中位,0.45899767637278943,0.03001193183884643,13,14
A,MC050M15SEP09,滚动3年回撤中位,0.49517428508684014,0.005655722518436268,10,14
A,MC050M15SEP09,滚动3年Calmar中位,1.019209106412165,-0.01591758869182347,6,14
A,MC050M15SEP09,滚动3年Sharpe中位,1.0691732285501203,0.01863690892051184,9,14
A,MC050M15SEP09,滚动3年为负的窗口占比,0.0,0.0,3,14
A,MC050M15SEP09,滚动5年年化中位,0.48663717104957016,0.04162602881996724,13,14
A,MC050M15SEP09,滚动5年年化P25,0.39986458391301083,0.02351254235977418,9,14
A,MC050M15SEP09,滚动5年年化最差,0.1228615728062945,0.016236720723992737,10,14
A,MC050M15SEP09,滚动5年回撤中位,0.545809920301283,0.0008278788237626733,9,14
A,MC050M15SEP09,滚动5年Calmar中位,0.8967297014241501,0.08455258186556663,12,14
A,MC050M15SEP09,滚动5年Sharpe中位,1.0451817833883772,0.03276862439306588,12,14
A,MC050M15SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
A,MC050M15SEP09,滚动5年窗口数,102.0,0.0,0,14
A,MC050M15SEP09,互不重叠5年块中位,0.6033823509458421,0.006719518257113477,10,14
A,MC050M15SEP09,滚动10年年化中位,0.47324145173453924,0.037305976580657374,11,14
A,MC050M15SEP09,滚动10年窗口数,42.0,0.0,0,14
A,MC050M15SEP09,逐年收益中位,0.42945208146023217,0.0020618694615368582,7,14
A,MC050M15SEP09,逐年为正比例,0.8090909090909091,0.06904761904761902,10,14
A,MC050M15SEP09,逐年最差,-0.23856102035784166,-0.02417005066097211,5,14
A,MC050M15SEP09,完整自然年数,12.5,0.0,0,14
A,MC050M15SEP09,强平次数,0.0,0.0,0,14
A,MC050M15SEP09,最低担保比例,1.695300097426798,0.033780562126255353,12,14
A,MC050M15SEP09,最低股票同跌缓冲,0.2331732091729076,0.015244755970170484,12,14
A,MC050M15SEP09,最低总资产冲击缓冲,0.23317320917290757,0.015244755970170554,12,14
A,MC050M15SEP09,rf覆盖率,1.0,0.0,0,14
A,MC050M15SEP09,年化_交易日口径,0.4696488295268254,0.0009107629721606392,8,14
A,MC050M15SEP09,最低担保比例日,20200323.0,0.0,5,14
A,MC050M15SEP09,最低股票同跌缓冲日,20200323.0,0.0,5,14
A,MC050M15SEP09,滚动5年年化最差窗口末日,20200430.0,0.0,2,14
A,MC050M15SEP09,最大回撤起日,20150615.0,0.0,2,14
A,MC050M15SEP09,最大回撤止日,20160229.0,0.0,3,14
A,MC050M15SEP09,末次净值日,20260828.0,0.0,0,14
A,MC050M16SEP09,年化,0.464380508111479,-0.001671911235762158,6,14
A,MC050M16SEP09,最大回撤,0.6040551056186538,-0.048108651099664,6,14
A,MC050M16SEP09,Sharpe,1.0746320520297763,-0.021518613296290623,6,14
A,MC050M16SEP09,Calmar,0.8210841097478216,0.048828394084956095,8,14
A,MC050M16SEP09,平均仓位,1.6043924577491664,0.02062508862099921,13,14
A,MC050M16SEP09,年均换手,6.0227362757586285,0.06311855613450135,8,14
A,MC050M16SEP09,持仓数中位,7.0,0.0,1,14
A,MC050M16SEP09,单票权重中位,0.6232012854135479,0.00839781793698019,12,14
A,MC050M16SEP09,单票权重P90,0.7494884279709761,0.041655989669233784,13,14
A,MC050M16SEP09,单票权重最大,0.9783629247399293,0.05743910086124049,11,14
A,MC050M16SEP09,前三权重中位,1.3656017964627085,0.019828888622792418,12,14
A,MC050M16SEP09,单票超60%天数占比,0.664757205411411,0.04214524701742195,12,14
A,MC050M16SEP09,滚动3年年化中位,0.4625195018297338,0.021794795530818756,13,14
A,MC050M16SEP09,滚动3年回撤中位,0.5070155733835866,0.011132917885162463,11,14
A,MC050M16SEP09,滚动3年Calmar中位,1.0325090704825124,-0.004617206749773284,7,14
A,MC050M16SEP09,滚动3年Sharpe中位,1.0668499962976845,0.0032121678296375133,7,14
A,MC050M16SEP09,滚动3年为负的窗口占比,0.0,0.0,2,14
A,MC050M16SEP09,滚动5年年化中位,0.4910129010365223,0.0436788956693176,13,14
A,MC050M16SEP09,滚动5年年化P25,0.39698083818550245,0.016739103857705717,8,14
A,MC050M16SEP09,滚动5年年化最差,0.1271054838642578,0.019887443318699405,9,14
A,MC050M16SEP09,滚动5年回撤中位,0.5460801779336198,0.00109728575993423,10,14
A,MC050M16SEP09,滚动5年Calmar中位,0.9017590633867363,0.08429708472218839,13,14
A,MC050M16SEP09,滚动5年Sharpe中位,1.0692360258557003,0.044759566283456065,11,14
A,MC050M16SEP09,滚动5年为负的窗口占比,0.0,0.0,4,14
A,MC050M16SEP09,滚动5年窗口数,102.0,0.0,0,14
A,MC050M16SEP09,互不重叠5年块中位,0.5907783005718309,0.012069870557496143,10,14
A,MC050M16SEP09,滚动10年年化中位,0.46357061553295964,0.030359680523802335,10,14
A,MC050M16SEP09,滚动10年窗口数,42.0,0.0,0,14
A,MC050M16SEP09,逐年收益中位,0.4257231203044835,0.021310434591654714,8,14
A,MC050M16SEP09,逐年为正比例,0.8090909090909091,0.06904761904761902,10,14
A,MC050M16SEP09,逐年最差,-0.23961181404366305,-0.029022167834742096,5,14
A,MC050M16SEP09,完整自然年数,12.5,0.0,0,14
A,MC050M16SEP09,强平次数,0.0,0.0,0,14
A,MC050M16SEP09,最低担保比例,1.6899512267900214,0.041040667073710346,13,14
A,MC050M16SEP09,最低股票同跌缓冲,0.23074703010442674,0.01702762562132458,13,14
A,MC050M16SEP09,最低总资产冲击缓冲,0.2307470301044267,0.017027625621324594,13,14
A,MC050M16SEP09,rf覆盖率,1.0,0.0,0,14
A,MC050M16SEP09,年化_交易日口径,0.46580902597996043,-0.0016785958868549278,6,14
A,MC050M16SEP09,最低担保比例日,20200323.0,0.0,5,14
A,MC050M16SEP09,最低股票同跌缓冲日,20200323.0,0.0,5,14
A,MC050M16SEP09,滚动5年年化最差窗口末日,20200430.0,0.0,1,14
A,MC050M16SEP09,最大回撤起日,20150615.0,0.0,3,14
A,MC050M16SEP09,最大回撤止日,20160229.0,-5.0,4,14
A,MC050M16SEP09,末次净值日,20260828.0,0.0,0,14
A,MC100M14SEP09,年化,0.4820308200766318,0.021134819254740478,9,14
A,MC100M14SEP09,最大回撤,0.6203725483446085,-0.022793197772533857,6,14
A,MC100M14SEP09,Sharpe,1.051978930266749,0.008908139154418737,8,14
A,MC100M14SEP09,Calmar,0.7921067527799113,0.014761932865927196,9,14
A,MC100M14SEP09,平均仓位,1.627340954228874,0.0276249450251157,14,14
A,MC100M14SEP09,年均换手,6.324938017610265,0.24834724277115328,10,14
A,MC100M14SEP09,持仓数中位,7.0,0.0,2,14
