group,arm,metric,paired_delta_vs_wc,positive_starts,starts
A,MC050M14SEP09,滚动5年为负的窗口占比,0.0,2,14
A,MC050M14SEP09,滚动5年窗口数,0.0,0,14
A,MC050M14SEP09,互不重叠5年块中位,-0.022744925455555176,4,14
A,MC050M14SEP09,滚动10年年化中位,0.005760437250521222,9,14
A,MC050M14SEP09,滚动10年窗口数,0.0,0,14
A,MC050M14SEP09,逐年收益中位,-0.013357106750305547,5,14
A,MC050M14SEP09,逐年为正比例,0.06904761904761902,10,14
A,MC050M14SEP09,逐年最差,0.022224610692541558,11,14
A,MC050M14SEP09,完整自然年数,0.0,0,14
A,MC050M14SEP09,强平次数,0.0,0,14
A,MC050M14SEP09,最低担保比例,0.0529380581397475,9,14
A,MC050M14SEP09,最低股票同跌缓冲,0.023182413815785743,9,14
A,MC050M14SEP09,最低总资产冲击缓冲,0.023182413815785785,9,14
A,MC050M14SEP09,rf覆盖率,0.0,0,14
A,MC050M14SEP09,年化_交易日口径,-0.005928756557148751,5,14
A,MC050M14SEP09,最低担保比例日,24749.0,7,14
A,MC050M14SEP09,最低股票同跌缓冲日,24749.0,7,14
A,MC050M14SEP09,滚动5年年化最差窗口末日,0.0,3,14
A,MC050M14SEP09,最大回撤起日,0.0,2,14
A,MC050M14SEP09,最大回撤止日,-5.0,5,14
A,MC050M14SEP09,末次净值日,0.0,0,14
A,MC050M15SEP09,年化,-0.0030340561321462456,7,14
A,MC050M15SEP09,最大回撤,-0.04688995941496665,5,14
A,MC050M15SEP09,Sharpe,-0.003916704612204613,6,14
A,MC050M15SEP09,Calmar,0.05132288406559726,10,14
A,MC050M15SEP09,平均仓位,0.014963034641874207,12,14
A,MC050M15SEP09,年均换手,0.022467729160436267,7,14
A,MC050M15SEP09,持仓数中位,0.0,0,14
A,MC050M15SEP09,单票权重中位,0.006497451083282868,12,14
A,MC050M15SEP09,单票权重P90,0.02056223027540277,12,14
A,MC050M15SEP09,单票权重最大,0.04056352463758195,10,14
A,MC050M15SEP09,前三权重中位,0.02318433898926142,14,14
A,MC050M15SEP09,单票超60%天数占比,0.026011739841410586,10,14
A,MC050M15SEP09,滚动3年年化中位,0.002755149165241222,7,14
A,MC050M15SEP09,滚动3年回撤中位,0.008519275636245993,10,14
A,MC050M15SEP09,滚动3年Calmar中位,-0.04975557391348695,6,14
A,MC050M15SEP09,滚动3年Sharpe中位,-0.03761486655001661,5,14
A,MC050M15SEP09,滚动3年为负的窗口占比,0.0,4,14
A,MC050M15SEP09,滚动5年年化中位,0.003317223802781988,8,14
A,MC050M15SEP09,滚动5年年化P25,0.013054977200056661,8,14
A,MC050M15SEP09,滚动5年年化最差,-0.008546386798558125,6,14
A,MC050M15SEP09,滚动5年回撤中位,0.017670887282711156,11,14
A,MC050M15SEP09,滚动5年Calmar中位,-0.07167679259505183,5,14
A,MC050M15SEP09,滚动5年Sharpe中位,0.0057245481230619455,8,14
A,MC050M15SEP09,滚动5年为负的窗口占比,0.0,2,14
A,MC050M15SEP09,滚动5年窗口数,0.0,0,14
A,MC050M15SEP09,互不重叠5年块中位,-0.010931117459290762,5,14
A,MC050M15SEP09,滚动10年年化中位,0.011428170333695808,9,14
A,MC050M15SEP09,滚动10年窗口数,0.0,0,14
A,MC050M15SEP09,逐年收益中位,0.002407658629240972,8,14
A,MC050M15SEP09,逐年为正比例,0.06666666666666665,9,14
A,MC050M15SEP09,逐年最差,0.015353232398693628,10,14
A,MC050M15SEP09,完整自然年数,0.0,0,14
A,MC050M15SEP09,强平次数,0.0,0,14
A,MC050M15SEP09,最低担保比例,0.021801427936133155,8,14
A,MC050M15SEP09,最低股票同跌缓冲,0.009753275060931293,8,14
A,MC050M15SEP09,最低总资产冲击缓冲,0.009753275060931321,8,14
A,MC050M15SEP09,rf覆盖率,0.0,0,14
A,MC050M15SEP09,年化_交易日口径,-0.0030510528147190685,7,14
A,MC050M15SEP09,最低担保比例日,0.0,6,14
A,MC050M15SEP09,最低股票同跌缓冲日,0.0,6,14
A,MC050M15SEP09,滚动5年年化最差窗口末日,0.0,2,14
A,MC050M15SEP09,最大回撤起日,0.0,1,14
A,MC050M15SEP09,最大回撤止日,0.0,4,14
A,MC050M15SEP09,末次净值日,0.0,0,14
A,MC050M16SEP09,年化,-0.009483358777409023,5,14
A,MC050M16SEP09,最大回撤,-0.054641738773788084,5,14
A,MC050M16SEP09,Sharpe,-0.012775130590393036,5,14
A,MC050M16SEP09,Calmar,0.03861513283827245,9,14
A,MC050M16SEP09,平均仓位,0.016258285048474264,14,14
A,MC050M16SEP09,年均换手,0.04047813485963614,9,14
A,MC050M16SEP09,持仓数中位,0.0,0,14
A,MC050M16SEP09,单票权重中位,0.00626248909782362,12,14
A,MC050M16SEP09,单票权重P90,0.015851807816659957,9,14
A,MC050M16SEP09,单票权重最大,0.025438715839433357,8,14
A,MC050M16SEP09,前三权重中位,0.010105623371692962,12,14
A,MC050M16SEP09,单票超60%天数占比,0.016879378047373217,8,14
A,MC050M16SEP09,滚动3年年化中位,-0.0013590848518335585,6,14
A,MC050M16SEP09,滚动3年回撤中位,0.009387289206154892,11,14
A,MC050M16SEP09,滚动3年Calmar中位,-0.008737195687617272,5,14
A,MC050M16SEP09,滚动3年Sharpe中位,-0.02795202717543699,3,14
A,MC050M16SEP09,滚动3年为负的窗口占比,0.0,3,14
A,MC050M16SEP09,滚动5年年化中位,-0.013552518843211292,6,14
A,MC050M16SEP09,滚动5年年化P25,0.005164481662503606,8,14
A,MC050M16SEP09,滚动5年年化最差,-0.011549023619757737,5,14
A,MC050M16SEP09,滚动5年回撤中位,0.014473198685240884,10,14
A,MC050M16SEP09,滚动5年Calmar中位,-0.03960094470479031,5,14
A,MC050M16SEP09,滚动5年Sharpe中位,-0.0052081756845832605,6,14
A,MC050M16SEP09,滚动5年为负的窗口占比,0.0,3,14
A,MC050M16SEP09,滚动5年窗口数,0.0,0,14
A,MC050M16SEP09,互不重叠5年块中位,-0.03241476341935673,5,14
A,MC050M16SEP09,滚动10年年化中位,0.004132203343801377,7,14
A,MC050M16SEP09,滚动10年窗口数,0.0,0,14
A,MC050M16SEP09,逐年收益中位,-0.007934873830703792,7,14
A,MC050M16SEP09,逐年为正比例,0.06666666666666665,9,14
A,MC050M16SEP09,逐年最差,0.014311562423365287,10,14
A,MC050M16SEP09,完整自然年数,0.0,0,14
A,MC050M16SEP09,强平次数,0.0,0,14
A,MC050M16SEP09,最低担保比例,0.04528103588554555,8,14
A,MC050M16SEP09,最低股票同跌缓冲,0.02128852422969091,8,14
A,MC050M16SEP09,最低总资产冲击缓冲,0.02128852422969091,8,14
A,MC050M16SEP09,rf覆盖率,0.0,0,14
A,MC050M16SEP09,年化_交易日口径,-0.009519461429253084,5,14
A,MC050M16SEP09,最低担保比例日,24749.0,7,14
A,MC050M16SEP09,最低股票同跌缓冲日,24749.0,7,14
A,MC050M16SEP09,滚动5年年化最差窗口末日,0.0,2,14
A,MC050M16SEP09,最大回撤起日,0.0,2,14
A,MC050M16SEP09,最大回撤止日,0.0,5,14
A,MC050M16SEP09,末次净值日,0.0,0,14
A,MC100M14SEP09,年化,0.010243875628833221,10,14
A,MC100M14SEP09,最大回撤,-0.01681730104965734,4,14
A,MC100M14SEP09,Sharpe,0.011350920911158802,10,14
A,MC100M14SEP09,Calmar,0.0211275573337254,8,14
A,MC100M14SEP09,平均仓位,0.02363627410774083,13,14
A,MC100M14SEP09,年均换手,0.222397675522767,10,14
A,MC100M14SEP09,持仓数中位,0.0,0,14
A,MC100M14SEP09,单票权重中位,0.010294893173098396,12,14
A,MC100M14SEP09,单票权重P90,0.026632856049871922,10,14
A,MC100M14SEP09,单票权重最大,0.009402232135622801,7,14
A,MC100M14SEP09,前三权重中位,0.02358305094310753,10,14
A,MC100M14SEP09,单票超60%天数占比,0.0476823327988099,9,14
A,MC100M14SEP09,滚动3年年化中位,0.009800852001712435,9,14
A,MC100M14SEP09,滚动3年回撤中位,0.014792355643259092,12,14
A,MC100M14SEP09,滚动3年Calmar中位,-0.04363027948766951,6,14
A,MC100M14SEP09,滚动3年Sharpe中位,-0.00250867482457362,7,14
A,MC100M14SEP09,滚动3年为负的窗口占比,0.0,6,14
A,MC100M14SEP09,滚动5年年化中位,0.02993181858986671,8,14
A,MC100M14SEP09,滚动5年年化P25,-0.005899243503970308,5,14
A,MC100M14SEP09,滚动5年年化最差,-0.014494046942465588,6,14
A,MC100M14SEP09,滚动5年回撤中位,0.04221279916184589,11,14
A,MC100M14SEP09,滚动5年Calmar中位,-0.02140586902484215,6,14
A,MC100M14SEP09,滚动5年Sharpe中位,0.030381630355083122,8,14
A,MC100M14SEP09,滚动5年为负的窗口占比,0.0,3,14
A,MC100M14SEP09,滚动5年窗口数,0.0,0,14
A,MC100M14SEP09,互不重叠5年块中位,1.2169960033003857e-05,7,14
A,MC100M14SEP09,滚动10年年化中位,0.014200110659748133,8,14
A,MC100M14SEP09,滚动10年窗口数,0.0,0,14
A,MC100M14SEP09,逐年收益中位,-0.0005385502746717008,7,14
A,MC100M14SEP09,逐年为正比例,0.03125,7,14
A,MC100M14SEP09,逐年最差,0.021368708074069764,13,14
A,MC100M14SEP09,完整自然年数,0.0,0,14
A,MC100M14SEP09,强平次数,0.0,0,14
A,MC100M14SEP09,最低担保比例,-0.002941820078602553,7,14
A,MC100M14SEP09,最低股票同跌缓冲,-0.0006184921055159137,7,14
A,MC100M14SEP09,最低总资产冲击缓冲,-0.0006184921055159553,7,14
A,MC100M14SEP09,rf覆盖率,0.0,0,14
A,MC100M14SEP09,年化_交易日口径,0.010295798859228822,10,14
A,MC100M14SEP09,最低担保比例日,0.0,3,14
A,MC100M14SEP09,最低股票同跌缓冲日,0.0,3,14
A,MC100M14SEP09,滚动5年年化最差窗口末日,0.0,1,14
A,MC100M14SEP09,最大回撤起日,0.0,3,14
A,MC100M14SEP09,最大回撤止日,-5.0,5,14
A,MC100M14SEP09,末次净值日,0.0,0,14
A,MC100M15SEP09,年化,0.003740518152872574,9,14
A,MC100M15SEP09,最大回撤,-0.027030158203382004,4,14
A,MC100M15SEP09,Sharpe,0.0015770995898289342,7,14
A,MC100M15SEP09,Calmar,0.027967015973263787,9,14
A,MC100M15SEP09,平均仓位,0.027760112389847325,14,14
A,MC100M15SEP09,年均换手,-0.027222173923845627,7,14
A,MC100M15SEP09,持仓数中位,0.0,1,14
A,MC100M15SEP09,单票权重中位,0.010936562259989291,13,14
A,MC100M15SEP09,单票权重P90,0.016988375357098184,10,14
A,MC100M15SEP09,单票权重最大,0.022278922346037455,8,14
A,MC100M15SEP09,前三权重中位,0.036678491236777355,12,14
A,MC100M15SEP09,单票超60%天数占比,0.04962293579167765,11,14
A,MC100M15SEP09,滚动3年年化中位,0.01620746818112695,9,14
A,MC100M15SEP09,滚动3年回撤中位,0.01488586047107604,12,14
A,MC100M15SEP09,滚动3年Calmar中位,-0.009904843348759684,5,14
A,MC100M15SEP09,滚动3年Sharpe中位,-0.01760795670956239,6,14
A,MC100M15SEP09,滚动3年为负的窗口占比,0.0,6,14
A,MC100M15SEP09,滚动5年年化中位,0.016314745907485717,9,14
A,MC100M15SEP09,滚动5年年化P25,-0.001386835137992759,7,14
A,MC100M15SEP09,滚动5年年化最差,-0.020717539587155775,5,14
A,MC100M15SEP09,滚动5年回撤中位,0.04221279916184589,11,14
A,MC100M15SEP09,滚动5年Calmar中位,-0.01281517377568081,6,14
A,MC100M15SEP09,滚动5年Sharpe中位,0.024713240206208464,9,14
A,MC100M15SEP09,滚动5年为负的窗口占比,0.0,2,14
A,MC100M15SEP09,滚动5年窗口数,0.0,0,14
A,MC100M15SEP09,互不重叠5年块中位,-0.0016671749069713804,6,14
A,MC100M15SEP09,滚动10年年化中位,0.011423308714202385,9,14
A,MC100M15SEP09,滚动10年窗口数,0.0,0,14
A,MC100M15SEP09,逐年收益中位,-0.023821223560148486,5,14
A,MC100M15SEP09,逐年为正比例,0.06458333333333333,8,14
A,MC100M15SEP09,逐年最差,0.02402115478967598,13,14
A,MC100M15SEP09,完整自然年数,0.0,0,14
A,MC100M15SEP09,强平次数,0.0,0,14
A,MC100M15SEP09,最低担保比例,-0.01045286449165772,7,14
A,MC100M15SEP09,最低股票同跌缓冲,-0.004463184284209151,7,14
A,MC100M15SEP09,最低总资产冲击缓冲,-0.00446318428420911,7,14
A,MC100M15SEP09,rf覆盖率,0.0,0,14
A,MC100M15SEP09,年化_交易日口径,0.003759001754233826,9,14
A,MC100M15SEP09,最低担保比例日,0.0,1,14
A,MC100M15SEP09,最低股票同跌缓冲日,0.0,1,14
A,MC100M15SEP09,滚动5年年化最差窗口末日,0.0,2,14
A,MC100M15SEP09,最大回撤起日,0.0,2,14
A,MC100M15SEP09,最大回撤止日,0.0,4,14
A,MC100M15SEP09,末次净值日,0.0,0,14
A,MC100M16SEP09,年化,0.004159213798892503,9,14
A,MC100M16SEP09,最大回撤,-0.03222076910080807,4,14
A,MC100M16SEP09,Sharpe,0.010421748151164423,10,14
A,MC100M16SEP09,Calmar,0.043134102678184405,9,14
A,MC100M16SEP09,平均仓位,0.02544097073946472,14,14
A,MC100M16SEP09,年均换手,-0.2427224712388738,2,14
A,MC100M16SEP09,持仓数中位,0.0,2,14
A,MC100M16SEP09,单票权重中位,0.009131509257514436,11,14
A,MC100M16SEP09,单票权重P90,0.019519569372258683,11,14
A,MC100M16SEP09,单票权重最大,-0.01769127987493424,5,14
A,MC100M16SEP09,前三权重中位,0.02071346742057889,10,14
A,MC100M16SEP09,单票超60%天数占比,0.025202335552905075,10,14
A,MC100M16SEP09,滚动3年年化中位,0.009357427438281274,9,14
A,MC100M16SEP09,滚动3年回撤中位,0.015442823142526207,11,14
A,MC100M16SEP09,滚动3年Calmar中位,-0.00986500550994529,7,14
A,MC100M16SEP09,滚动3年Sharpe中位,0.002103264222617085,7,14
A,MC100M16SEP09,滚动3年为负的窗口占比,0.0,6,14
A,MC100M16SEP09,滚动5年年化中位,0.011888243254349229,9,14
A,MC100M16SEP09,滚动5年年化P25,0.0022235978795605016,7,14
A,MC100M16SEP09,滚动5年年化最差,-0.02266622529854051,4,14
A,MC100M16SEP09,滚动5年回撤中位,0.031333012697646545,11,14
A,MC100M16SEP09,滚动5年Calmar中位,-0.022068045851850626,4,14
A,MC100M16SEP09,滚动5年Sharpe中位,0.00454581148399219,8,14
A,MC100M16SEP09,滚动5年为负的窗口占比,0.0,1,14
A,MC100M16SEP09,滚动5年窗口数,0.0,0,14
A,MC100M16SEP09,互不重叠5年块中位,-0.008361582152521474,5,14
A,MC100M16SEP09,滚动10年年化中位,0.011598678350394853,10,14
A,MC100M16SEP09,滚动10年窗口数,0.0,0,14
A,MC100M16SEP09,逐年收益中位,-0.009182821784828654,6,14
A,MC100M16SEP09,逐年为正比例,0.06458333333333333,8,14
A,MC100M16SEP09,逐年最差,0.020254119184810127,12,14
A,MC100M16SEP09,完整自然年数,0.0,0,14
A,MC100M16SEP09,强平次数,0.0,0,14
A,MC100M16SEP09,最低担保比例,-0.0030643697585153173,7,14
A,MC100M16SEP09,最低股票同跌缓冲,-0.0009613251771283943,7,14
A,MC100M16SEP09,最低总资产冲击缓冲,-0.0009613251771283804,7,14
A,MC100M16SEP09,rf覆盖率,0.0,0,14
A,MC100M16SEP09,年化_交易日口径,0.004172199172566393,9,14
A,MC100M16SEP09,最低担保比例日,0.0,2,14
A,MC100M16SEP09,最低股票同跌缓冲日,0.0,2,14
A,MC100M16SEP09,滚动5年年化最差窗口末日,0.0,2,14
A,MC100M16SEP09,最大回撤起日,0.0,2,14
A,MC100M16SEP09,最大回撤止日,0.0,4,14
A,MC100M16SEP09,末次净值日,0.0,0,14
A,MC150M14SEP09,年化,-0.0020897552040559653,6,14
A,MC150M14SEP09,最大回撤,-0.017817283532196637,5,14
A,MC150M14SEP09,Sharpe,0.002332770863763489,8,14
A,MC150M14SEP09,Calmar,0.013404379204162098,7,14
A,MC150M14SEP09,平均仓位,0.02789940786421663,12,14
A,MC150M14SEP09,年均换手,0.1850962969640495,8,14
A,MC150M14SEP09,持仓数中位,0.0,1,14
A,MC150M14SEP09,单票权重中位,0.004753741056443439,12,14
A,MC150M14SEP09,单票权重P90,0.02950367444815527,11,14
A,MC150M14SEP09,单票权重最大,0.008265023147176753,7,14
A,MC150M14SEP09,前三权重中位,0.01920534910150129,11,14
A,MC150M14SEP09,单票超60%天数占比,0.037030506558338394,10,14
A,MC150M14SEP09,滚动3年年化中位,0.004829043789262966,8,14
A,MC150M14SEP09,滚动3年回撤中位,0.016119449684103948,10,14
A,MC150M14SEP09,滚动3年Calmar中位,-0.05757868929262816,3,14
A,MC150M14SEP09,滚动3年Sharpe中位,-0.009053173968261718,6,14
A,MC150M14SEP09,滚动3年为负的窗口占比,0.0,3,14
A,MC150M14SEP09,滚动5年年化中位,0.0023140602706482882,7,14
A,MC150M14SEP09,滚动5年年化P25,0.005759785927268557,8,14
A,MC150M14SEP09,滚动5年年化最差,-0.017332181568777694,5,14
A,MC150M14SEP09,滚动5年回撤中位,0.0392313642386089,12,14
A,MC150M14SEP09,滚动5年Calmar中位,-0.02862777268217903,4,14
A,MC150M14SEP09,滚动5年Sharpe中位,-0.005226136989109065,6,14
A,MC150M14SEP09,滚动5年为负的窗口占比,0.0,3,14
A,MC150M14SEP09,滚动5年窗口数,0.0,0,14
A,MC150M14SEP09,互不重叠5年块中位,-0.010336146008131153,5,14
A,MC150M14SEP09,滚动10年年化中位,-0.0004940788595161338,6,14
A,MC150M14SEP09,滚动10年窗口数,0.0,0,14
A,MC150M14SEP09,逐年收益中位,-0.04006469907305832,5,14
A,MC150M14SEP09,逐年为正比例,0.0,6,14
A,MC150M14SEP09,逐年最差,0.02753322283725529,13,14
A,MC150M14SEP09,完整自然年数,0.0,0,14
A,MC150M14SEP09,强平次数,0.0,0,14
A,MC150M14SEP09,最低担保比例,0.017662819814883712,7,14
A,MC150M14SEP09,最低股票同跌缓冲,0.008808686417083406,7,14
A,MC150M14SEP09,最低总资产冲击缓冲,0.008808686417083378,7,14
A,MC150M14SEP09,rf覆盖率,0.0,0,14
A,MC150M14SEP09,年化_交易日口径,-0.002098353903198902,6,14
A,MC150M14SEP09,最低担保比例日,0.0,5,14
A,MC150M14SEP09,最低股票同跌缓冲日,0.0,5,14
A,MC150M14SEP09,滚动5年年化最差窗口末日,0.0,3,14
A,MC150M14SEP09,最大回撤起日,0.0,2,14
A,MC150M14SEP09,最大回撤止日,-5.0,4,14
A,MC150M14SEP09,末次净值日,0.0,0,14
A,MC150M15SEP09,年化,0.0064734041138377885,9,14
A,MC150M15SEP09,最大回撤,-0.020020776842698373,5,14
A,MC150M15SEP09,Sharpe,0.006597209972873608,9,14
A,MC150M15SEP09,Calmar,0.046722874110405155,9,14
A,MC150M15SEP09,平均仓位,0.027419338221866263,13,14
A,MC150M15SEP09,年均换手,-0.05387102693216628,7,14
A,MC150M15SEP09,持仓数中位,0.0,1,14
A,MC150M15SEP09,单票权重中位,0.006634997001346232,12,14
A,MC150M15SEP09,单票权重P90,0.027819815733259978,11,14
A,MC150M15SEP09,单票权重最大,0.008543289880850624,7,14
A,MC150M15SEP09,前三权重中位,0.014149743562605344,9,14
A,MC150M15SEP09,单票超60%天数占比,0.028323926959541057,11,14
A,MC150M15SEP09,滚动3年年化中位,0.007610894594921258,7,14
A,MC150M15SEP09,滚动3年回撤中位,0.015424898722094682,11,14
A,MC150M15SEP09,滚动3年Calmar中位,-0.0021549351925739257,7,14
A,MC150M15SEP09,滚动3年Sharpe中位,0.006910479618602805,8,14
A,MC150M15SEP09,滚动3年为负的窗口占比,0.0,3,14
A,MC150M15SEP09,滚动5年年化中位,0.014092199540706507,9,14
A,MC150M15SEP09,滚动5年年化P25,0.001268553827815988,7,14
A,MC150M15SEP09,滚动5年年化最差,-0.01199531318357705,4,14
A,MC150M15SEP09,滚动5年回撤中位,0.03997951222916035,12,14
A,MC150M15SEP09,滚动5年Calmar中位,-0.04337077393838523,6,14
A,MC150M15SEP09,滚动5年Sharpe中位,-0.0012112764741406545,7,14
A,MC150M15SEP09,滚动5年为负的窗口占比,0.0,2,14
A,MC150M15SEP09,滚动5年窗口数,0.0,0,14
A,MC150M15SEP09,互不重叠5年块中位,-0.00539229365652627,6,14
A,MC150M15SEP09,滚动10年年化中位,0.006397587153267881,8,14
A,MC150M15SEP09,滚动10年窗口数,0.0,0,14
A,MC150M15SEP09,逐年收益中位,-0.012450733924498025,5,14
A,MC150M15SEP09,逐年为正比例,0.03125,7,14
A,MC150M15SEP09,逐年最差,0.0309555805615907,13,14
A,MC150M15SEP09,完整自然年数,0.0,0,14
A,MC150M15SEP09,强平次数,0.0,0,14
A,MC150M15SEP09,最低担保比例,0.002234272325876918,7,14
A,MC150M15SEP09,最低股票同跌缓冲,0.0013590683992678876,7,14
A,MC150M15SEP09,最低总资产冲击缓冲,0.0013590683992678598,7,14
A,MC150M15SEP09,rf覆盖率,0.0,0,14
A,MC150M15SEP09,年化_交易日口径,0.00649367200763229,9,14
A,MC150M15SEP09,最低担保比例日,0.0,3,14
A,MC150M15SEP09,最低股票同跌缓冲日,0.0,3,14
A,MC150M15SEP09,滚动5年年化最差窗口末日,0.0,3,14
A,MC150M15SEP09,最大回撤起日,0.0,2,14
A,MC150M15SEP09,最大回撤止日,-5.0,4,14
A,MC150M15SEP09,末次净值日,0.0,0,14
A,MC150M16SEP09,年化,-0.0008131561434037149,7,14
A,MC150M16SEP09,最大回撤,-0.02716575823240297,4,14
A,MC150M16SEP09,Sharpe,0.0019049134093008235,8,14
A,MC150M16SEP09,Calmar,0.03629032500752749,9,14
A,MC150M16SEP09,平均仓位,0.02863896041877878,13,14
A,MC150M16SEP09,年均换手,-0.052917910487447095,6,14
A,MC150M16SEP09,持仓数中位,0.0,1,14
A,MC150M16SEP09,单票权重中位,0.006301013524414534,13,14
A,MC150M16SEP09,单票权重P90,0.02669566227895348,11,14
A,MC150M16SEP09,单票权重最大,0.0008977902129203574,7,14
A,MC150M16SEP09,前三权重中位,0.015542004507187346,10,14
A,MC150M16SEP09,单票超60%天数占比,0.01605777222813748,9,14
A,MC150M16SEP09,滚动3年年化中位,0.008654208530627816,9,14
A,MC150M16SEP09,滚动3年回撤中位,0.016745091028514125,11,14
A,MC150M16SEP09,滚动3年Calmar中位,-0.039970042963619445,4,14
A,MC150M16SEP09,滚动3年Sharpe中位,-0.017222924070672607,5,14
A,MC150M16SEP09,滚动3年为负的窗口占比,0.0,3,14
A,MC150M16SEP09,滚动5年年化中位,0.005082377677293581,8,14
A,MC150M16SEP09,滚动5年年化P25,-0.001673530123399325,5,14
A,MC150M16SEP09,滚动5年年化最差,-0.011971796260044854,4,14
A,MC150M16SEP09,滚动5年回撤中位,0.039937367238941424,12,14
A,MC150M16SEP09,滚动5年Calmar中位,-0.04852155803024394,5,14
A,MC150M16SEP09,滚动5年Sharpe中位,-0.0026239014900196755,7,14
A,MC150M16SEP09,滚动5年为负的窗口占比,0.0,1,14
A,MC150M16SEP09,滚动5年窗口数,0.0,0,14
A,MC150M16SEP09,互不重叠5年块中位,-0.0032714819438927067,5,14
A,MC150M16SEP09,滚动10年年化中位,0.007195534314460517,9,14
A,MC150M16SEP09,滚动10年窗口数,0.0,0,14
A,MC150M16SEP09,逐年收益中位,-0.015678030268366006,6,14
A,MC150M16SEP09,逐年为正比例,0.06666666666666665,9,14
A,MC150M16SEP09,逐年最差,0.03132875856988926,12,14
A,MC150M16SEP09,完整自然年数,0.0,0,14
A,MC150M16SEP09,强平次数,0.0,0,14
A,MC150M16SEP09,最低担保比例,0.02089586685385425,7,14
A,MC150M16SEP09,最低股票同跌缓冲,0.010441857901751395,7,14
A,MC150M16SEP09,最低总资产冲击缓冲,0.01044185790175145,7,14
A,MC150M16SEP09,rf覆盖率,0.0,0,14
A,MC150M16SEP09,年化_交易日口径,-0.0008163567497349034,7,14
A,MC150M16SEP09,最低担保比例日,0.0,4,14
A,MC150M16SEP09,最低股票同跌缓冲日,0.0,4,14
A,MC150M16SEP09,滚动5年年化最差窗口末日,0.0,3,14
A,MC150M16SEP09,最大回撤起日,0.0,2,14
A,MC150M16SEP09,最大回撤止日,-5.0,4,14
A,MC150M16SEP09,末次净值日,0.0,0,14
