arm,security_code,security_name,report_date,available_at,base_status,arm_status,base_value,arm_value,change,wc_control_value,change_vs_wc,base_path,cash_ratio,cash_raw_ratio,proxy_status,intervals,positive_intervals,net_reinvestment,growth_allowance,nopat_total,rejection_reason,cash_blocked
WCREP,688300,联瑞新材,2026-06-30,2026-08-15,ok,ok,12.8704,12.9819,0.00866328940825456,12.9819,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688301,奕瑞科技,2026-06-30,2026-08-14,ok,ok,31.3924,31.3924,0.0,31.3924,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688516,奥特维,2026-06-30,2026-08-25,ok,ok,39.6583,39.4618,-0.004954826606284213,39.4618,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688617,惠泰医疗,2026-06-30,2026-08-20,ok,ok,81.3807,81.2327,-0.0018186130126677247,81.2327,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688692,达梦数据,2026-06-30,2026-08-26,ok,ok,64.8773,63.4445,-0.022084766166286296,63.4445,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688708,佳驰科技,2026-06-30,2026-08-27,ok,ok,22.6019,20.7644,-0.08129847490697695,20.7644,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688777,中控技术,2026-06-30,2026-08-29,ok,ok,18.9312,18.9312,0.0,18.9312,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,688981,中芯国际,2026-06-30,2026-08-28,rejected,rejected,,,,,,,0.000000,,off,0,0,,,,零增长股权价值 -0.42 ≤ 0：净负债超过零增长企业价值,
WCREP,920394,民士达,2026-06-30,2026-08-20,ok,ok,12.141,11.4095,-0.06025039123630682,11.4095,0.0,growth,0.000000,,off,0,0,,,,,
WCREP,920599,同力股份,2026-06-30,2026-08-25,ok,ok,23.5545,23.0372,-0.021961833195355496,23.0372,0.0,growth,0.000000,,off,0,0,,,,,
MC050,000333,美的集团,2026-06-30,2026-08-29,ok,ok,58.7034,58.7034,0.0,58.7034,0.0,growth,0.000000,0.000000,not_persistent,4,1,-23326648000.0000,50865312025.7510,154638174722.4915,,
MC050,000338,潍柴动力,2026-06-30,2026-08-28,ok,ok,20.437,20.437,0.0,20.437,0.0,growth,0.000000,0.000000,not_persistent,4,1,-43263657448.1200,19365623868.3792,55260151783.0737,,
MC050,000408,藏格矿业,2026-06-30,2026-08-11,ok,ok,22.2509,22.2509,0.0,22.2509,0.0,growth,0.000000,0.000000,not_persistent,4,1,-1051885600.8200,11738835484.0760,15496633994.3967,,
MC050,000423,东阿阿胶,2026-06-30,2026-08-21,ok,ok,33.5488,33.5488,0.0,33.5488,0.0,growth,0.000000,0.000000,not_persistent,4,0,-2144805342.2000,2412720726.8704,5247038703.9028,,
MC050,000426,兴业银锡,2026-06-30,2026-08-29,ok,ok,9.6112,9.6112,0.0,9.6112,0.0,growth,0.000000,0.000000,not_persistent,4,0,-18874561.6200,11587389274.6111,4869316649.6280,,
MC050,000538,云南白药,2026-06-30,2026-08-29,ok,ok,37.1475,35.6099,-0.04139174910828447,35.6099,0.0,growth,0.000000,0.000000,not_persistent,4,1,577835872.9900,3084045704.5646,17093126885.8006,,
MC050,000568,泸州老窖,2026-06-30,2026-08-26,ok,ok,98.7007,97.4353,-0.01282057776692569,97.4353,0.0,growth,0.000000,0.000000,not_persistent,4,2,13724689319.1900,9408831653.6764,48936905634.6126,,
MC050,000596,古井贡酒,2026-06-30,2026-08-29,ok,ok,92.2917,83.7552,-0.09249477471972023,95.8766,-0.12642709482814363,growth,0.195965,0.391931,persistent,4,4,9356396933.6800,2558790459.9238,17343907673.8734,,
MC050,000651,格力电器,2026-06-30,2026-08-27,ok,ok,69.1112,66.6102,-0.03618805634976663,66.6102,0.0,growth,0.000000,0.000000,not_persistent,4,1,-1046467263.9500,2474509891.5406,120588322151.7598,,
MC050,000725,京东方A,2026-06-30,2026-08-29,rejected,rejected,,,,,,,0.000000,0.000000,not_persistent,4,0,-22346075911.0000,44875118297.4963,20209023432.8517,零增长股权价值 -0.56 ≤ 0：净负债超过零增长企业价值,
MC050,000786,北新建材,2026-06-30,2026-08-21,ok,ok,24.7316,24.7316,0.0,24.7316,0.0,growth,0.000000,0.000000,not_persistent,4,1,354385268.0900,5446585781.3588,13747893911.6759,,
MC050,000792,盐湖股份,2026-06-30,2026-08-26,ok,ok,22.5105,22.5105,0.0,22.5105,0.0,growth,0.000000,0.000000,not_persistent,4,1,-821149309.2800,15318746232.1235,41740930363.6943,,
MC050,000858,五粮液,2026-06-30,2026-08-29,ok,ok,77.4985,77.4985,0.0,77.4985,0.0,growth,0.000000,0.000000,not_persistent,4,2,-14800744321.5800,7483018929.5994,102098277710.7799,,
MC050,000893,亚钾国际,2026-06-30,2026-08-28,ok,ok,26.0743,26.0792,0.00018792450804050453,26.0792,0.0,growth,0.000000,0.000000,not_persistent,4,2,6968939593.1100,21208464771.1890,5927617296.3068,,
MC050,000895,双汇发展,2026-06-30,2026-08-29,ok,ok,14.4838,14.4903,0.0004487772545878066,14.4903,0.0,growth,0.000000,0.000000,not_persistent,4,1,1649504342.6900,0.0000,21537538047.2126,,
MC050,000933,神火股份,2026-06-30,2026-07-28,ok,ok,27.4442,25.9794,-0.05337375474599371,25.9794,0.0,growth,0.000000,0.000000,not_persistent,4,1,-64957818.4700,10541531110.2573,26431109813.5024,,
MC050,000975,山金国际,2026-06-30,2026-08-20,ok,ok,8.8545,8.502,-0.03981026596645765,8.502,0.0,growth,0.000000,0.000000,not_persistent,4,1,190791541.2000,10516034688.6348,8673463003.6604,,
MC050,000999,华润三九,2026-06-30,2026-08-22,ok,ok,18.796,17.6925,-0.058709299851032126,17.6925,0.0,growth,0.000000,0.000000,not_persistent,4,0,5873549412.5800,12716096865.3072,13866925209.6802,,
MC050,001232,嘉立创,2026-06-30,2026-08-27,ok,ok,35.852,39.3993,0.09894287626910625,39.3993,0.0,growth,0.000000,0.000000,not_persistent,4,2,1733780422.8500,1423512146.9677,3728336240.3271,,
MC050,002001,新和成,2026-06-30,2026-08-20,ok,ok,32.3302,31.814,-0.015966495722265828,31.814,0.0,growth,0.000000,0.000000,not_persistent,4,2,6665960499.2200,13930283502.1915,20046305246.4368,,
MC050,002003,伟星股份,2026-06-30,2026-08-27,ok,ok,6.9486,5.7799,-0.16819215381515706,6.9666,-0.17034134297935866,growth,0.148920,0.297839,persistent,4,3,1940718464.2100,1195263843.8536,2502874262.6724,,
MC050,002027,分众传媒,2026-06-30,2026-08-19,ok,ok,2.3434,2.3434,0.0,2.3434,0.0,growth,0.000000,0.000000,not_persistent,4,0,-9535602544.7400,3736473799.0742,16028037880.1703,,
MC050,002032,苏泊尔,2026-06-30,2026-08-28,ok,ok,17.7099,17.7099,0.0,17.7099,0.0,growth,0.000000,0.000000,not_persistent,4,0,-1754027023.4000,515749107.0837,8625331557.9084,,
MC050,002050,三花智控,2026-06-30,2026-08-27,ok,ok,15.5793,15.5366,-0.002740816339630192,15.5366,0.0,growth,0.000000,0.000000,not_persistent,4,2,9843945716.9100,10087014993.4382,13394437772.6308,,
MC050,002128,电投能源,2026-06-30,2026-08-26,ok,ok,27.7337,27.7337,0.0,27.7337,0.0,growth,0.000000,,insufficient_years,0,0,0.0000,0.0000,0.0000,,
MC050,002138,顺络电子,2026-06-30,2026-07-31,ok,ok,17.3442,16.4286,-0.05278998166534066,16.4286,0.0,growth,0.000000,0.000000,not_persistent,4,1,2716384547.0300,4642405785.7858,3673179933.8069,,
MC050,002142,宁波银行,2026-06-30,2026-08-20,ok,ok,63.9508,63.9508,0.0,63.9508,0.0,equity_fallback,0.000000,,off,0,0,,,,,
MC050,002179,中航光电,2026-06-30,2026-08-27,ok,ok,19.2784,17.0348,-0.11637895261017517,19.1532,-0.11060292797026072,growth,0.136962,0.273924,persistent,4,3,9210638497.2100,5797982563.1930,12458411149.3025,,
MC050,002222,福晶科技,2026-06-30,2026-08-28,ok,ok,8.9871,8.5413,-0.049604433020662975,8.5413,0.0,growth,0.000000,0.000000,not_persistent,4,2,823779607.9600,700371868.1914,997057572.9779,,
MC050,002262,恩华药业,2026-06-30,2026-08-18,ok,ok,15.4531,15.0144,-0.02838912580647246,15.0144,0.0,growth,0.000000,0.000000,not_persistent,4,2,1415568466.4100,1235193091.9569,4123847537.1116,,
MC050,002270,华明装备,2026-06-30,2026-08-29,ok,ok,7.4073,7.4073,0.0,7.4073,0.0,growth,0.000000,0.000000,not_persistent,4,0,-405987526.4600,1510081637.6645,2313282065.7707,,
MC050,002287,奇正藏药,2026-06-30,2026-08-22,ok,ok,16.5609,16.5609,0.0,16.5609,0.0,growth,0.000000,0.000000,not_persistent,4,1,621707888.7500,1011045985.3000,2474003199.7353,,
MC050,002311,海大集团,2026-06-30,2026-08-25,ok,ok,24.9668,26.0921,0.04507185542400305,26.0921,0.0,growth,0.000000,0.000000,not_persistent,4,1,1053754788.9600,12450964235.3471,16418377144.9738,,
MC050,002352,顺丰控股,2026-06-30,2026-08-29,ok,ok,27.7614,27.7614,0.0,27.7614,0.0,growth,0.000000,0.000000,not_persistent,4,0,-28315465000.0000,56452327727.6051,42998143203.5935,,
MC050,002371,北方华创,2026-06-30,2026-08-26,ok,ok,111.8553,122.2807,0.09320434525677368,122.2807,0.0,growth,0.000000,0.000000,not_persistent,4,0,18423075377.0200,26093898077.9071,18289455110.8723,,
MC050,002372,伟星新材,2026-06-30,2026-08-07,ok,ok,5.603,5.603,0.0,5.603,0.0,growth,0.000000,0.000000,not_persistent,4,2,349286628.1500,221292463.3006,4469423032.0264,,
MC050,002379,宏桥控股,2026-06-30,2026-08-22,ok,ok,23.0183,23.0183,0.0,23.0183,0.0,growth,0.000000,,insufficient_years,0,0,0.0000,0.0000,0.0000,,
MC050,002409,雅克科技,2026-06-30,2026-08-26,ok,ok,20.3418,20.3418,0.0,20.3418,0.0,growth,0.000000,0.000000,not_persistent,4,2,6295469568.6900,7374556049.8909,3170390583.0706,,
MC050,002415,海康威视,2026-06-30,2026-07-25,ok,ok,17.8014,17.8014,0.0,17.8014,0.0,growth,0.000000,0.000000,not_persistent,4,2,8800648969.5100,5912797814.8498,58544239675.4739,,
MC050,002463,沪电股份,2026-06-30,2026-08-26,ok,ok,20.5161,20.6714,0.0075696647998400035,20.6714,0.0,growth,0.000000,0.000000,not_persistent,4,0,6013126596.0000,12015902678.0932,9556543215.8863,,
MC050,002466,天齐锂业,2026-06-30,2026-08-28,ok,ok,45.9244,45.9244,0.0,45.9244,0.0,growth,0.000000,0.000000,not_persistent,4,3,12138781833.8400,158270357757.4004,62613330161.2972,,
MC050,002475,立讯精密,2026-06-30,2026-08-25,ok,ok,32.5651,34.121,0.04777814285845894,34.121,0.0,growth,0.000000,0.000000,not_persistent,4,0,8196587777.5500,60799332194.8640,60731750722.6811,,
MC050,002532,天山铝业,2026-06-30,2026-08-19,ok,ok,16.3509,15.3815,-0.059287256358977136,15.3815,0.0,growth,0.000000,0.000000,not_persistent,4,1,3982160232.9100,5605246241.5580,16706922790.4987,,
MC050,002568,百润股份,2026-06-30,2026-08-05,ok,ok,8.5276,3.967,-0.5348046343637132,8.5276,-0.5348046343637132,growth,0.428954,0.857908,persistent,4,4,3131918604.0300,671234957.4757,2868238518.6361,,
MC050,002594,比亚迪,2026-06-30,2026-08-29,ok,ok,57.4053,72.8036,0.2682382985543148,72.8036,0.0,growth,0.000000,0.000000,not_persistent,4,1,169476973000.0000,174882399960.0827,130968800917.9527,,
MC050,002595,豪迈科技,2026-06-30,2026-08-29,ok,ok,27.5321,24.5639,-0.10780870329542602,24.5639,0.0,growth,0.000000,0.000000,not_persistent,4,1,2972401190.1200,5290786321.2184,7237203054.6646,,
MC050,002648,卫星化学,2026-06-30,2026-08-15,ok,ok,30.4947,30.4947,0.0,30.4947,0.0,growth,0.000000,0.000000,not_persistent,4,0,-7372333787.0500,20601187574.6541,22890892844.5842,,
MC050,002690,美亚光电,2026-06-30,2026-08-26,ok,ok,7.1385,7.1385,0.0,7.1385,0.0,growth,0.000000,0.000000,not_persistent,4,1,171356290.8100,383161757.5441,2843238285.2500,,
MC050,002714,牧原股份,2026-06-30,2026-08-21,ok,ok,39.2927,39.1125,-0.004586093600083663,39.1125,0.0,growth,0.000000,,nonpositive_base,0,0,0.0000,0.0000,0.0000,,
MC050,002916,深南电路,2026-06-30,2026-08-27,ok,ok,89.4372,89.4372,0.0,89.4372,0.0,growth,0.000000,0.000000,not_persistent,4,2,9676177800.1200,9472629459.7765,8494530622.9152,,
MC050,002920,德赛西威,2026-06-30,2026-08-14,ok,ok,62.8025,60.2493,-0.04065443254647516,60.2493,0.0,growth,0.000000,0.000000,not_persistent,4,1,5624623470.8100,9621152513.3567,7303804387.8693,,
MC050,002938,鹏鼎控股,2026-06-30,2026-08-12,ok,ok,20.0281,20.7147,0.03428183402319762,20.7147,0.0,growth,0.000000,0.000000,not_persistent,4,1,2092000367.6700,7237512092.9554,15997318161.7089,,
MC050,300015,爱尔眼科,2026-06-30,2026-08-28,ok,ok,4.4037,4.4037,0.0,4.4037,0.0,growth,0.000000,0.000000,not_persistent,4,0,-929816293.0200,6813536018.1776,14273606356.8487,,
MC050,300033,同花顺,2026-06-30,2026-08-22,ok,ok,44.6249,44.6249,0.0,44.6249,0.0,zero_growth,0.000000,,missing_inputs,0,0,0.0000,0.0000,0.0000,,
MC050,300054,鼎龙股份,2026-06-30,2026-08-26,ok,ok,9.3309,7.22,-0.2262268377112604,9.3309,-0.2262268377112604,growth,0.151207,0.302414,persistent,4,3,2630122374.0800,1941074083.4949,2278492998.3033,,
MC050,300059,东方财富,2026-06-30,2026-08-22,ok,ok,25.9638,25.9638,0.0,25.9638,0.0,zero_growth,0.000000,,missing_inputs,0,0,0.0000,0.0000,0.0000,,
MC050,300124,汇川技术,2026-06-30,2026-08-29,ok,ok,19.3314,20.0074,0.03496901414279363,20.0074,0.0,growth,0.000000,0.000000,not_persistent,4,0,3819208009.7700,18979288397.5871,19252055227.8829,,
MC050,300274,阳光电源,2026-06-30,2026-08-29,ok,ok,76.5943,82.7676,0.08059738126727445,82.7676,0.0,growth,0.000000,0.000000,not_persistent,4,1,8982781565.5000,23932278110.0469,39170386930.4022,,
MC050,300308,中际旭创,2026-06-30,2026-08-22,ok,ok,88.337,89.5163,0.013350011886299029,89.5163,0.0,growth,0.000000,0.000000,not_persistent,4,1,10858253493.6400,34985405977.9429,20588643578.3507,,
MC050,300316,晶盛机电,2026-06-30,2026-08-22,ok,ok,25.128,25.128,0.0,25.128,0.0,growth,0.000000,0.000000,not_persistent,4,1,9468028236.2600,10219935954.0588,12050847199.4677,,
MC050,300357,我武生物,2026-06-30,2026-08-28,ok,ok,8.7703,8.8229,0.005997514338164089,8.8229,0.0,growth,0.000000,0.000000,not_persistent,4,2,427465940.4700,325901224.9578,1306727927.0383,,
MC050,300394,天孚通信,2026-06-30,2026-08-19,ok,ok,17.8419,16.4807,-0.07629232312702128,16.4807,0.0,growth,0.000000,0.000000,not_persistent,4,0,1132077524.4200,3562461334.3546,4499360655.7468,,
MC050,300395,菲利华,2026-06-30,2026-08-21,ok,ok,9.8157,8.5914,-0.12472875087869428,9.8157,-0.12472875087869428,growth,0.148142,0.296284,persistent,4,4,2248010702.0500,1695244172.7625,1865665624.3875,,
MC050,300408,三环集团,2026-06-30,2026-08-28,ok,ok,20.0524,20.1532,0.005026829706169744,20.1532,0.0,growth,0.000000,0.000000,not_persistent,4,1,354291260.1600,6378529100.2847,7966309566.7409,,
MC050,300415,伊之密,2026-06-30,2026-08-25,ok,ok,19.1484,18.3685,-0.04072925153015383,18.3685,0.0,growth,0.000000,0.000000,not_persistent,4,1,1543997478.7700,1942713395.9205,2394856429.5891,,
MC050,300470,中密控股,2026-06-30,2026-08-25,ok,ok,18.7697,18.6978,-0.0038306419388695057,18.6978,0.0,growth,0.000000,0.000000,not_persistent,4,1,270944743.0500,756362132.9095,1436899774.9008,,
MC050,300487,蓝晓科技,2026-06-30,2026-08-20,ok,ok,22.3231,21.0897,-0.055252182716558185,21.0897,0.0,growth,0.000000,0.000000,not_persistent,4,1,447355613.0300,1636720430.6016,3058556869.4593,,
MC050,300502,新易盛,2026-06-30,2026-08-25,ok,ok,54.6119,56.5953,0.03631809184445145,56.5953,0.0,growth,0.000000,0.000000,not_persistent,4,1,6573166316.8400,20035824376.4829,13986735143.2858,,
MC050,300529,健帆生物,2026-06-30,2026-08-07,ok,ok,8.3875,8.3875,0.0,8.3875,0.0,growth,0.000000,0.000000,not_persistent,4,1,437399042.0900,714377533.8770,2822763606.4833,,
MC050,300604,长川科技,2026-06-30,2026-08-28,ok,ok,20.8697,20.8697,0.0,20.8697,0.0,growth,0.000000,0.000000,not_persistent,4,1,2829858417.8900,4940113855.1099,2435782046.2204,,
MC050,300627,华测导航,2026-06-30,2026-08-14,ok,ok,11.8458,10.4938,-0.11413327930574557,10.4938,0.0,growth,0.000000,0.000000,not_persistent,4,1,548870762.1000,1137551793.1273,2089606474.3246,,
MC050,300628,亿联网络,2026-06-30,2026-08-19,ok,ok,22.1532,21.3169,-0.03775075384143134,21.4915,-0.008124142102691634,growth,0.013546,0.027091,persistent,4,3,1663968411.6100,1408242676.9215,9439456454.2064,,
MC050,300661,圣邦股份,2026-06-30,2026-08-29,ok,ok,20.6138,20.6138,0.0,20.6138,0.0,growth,0.000000,0.000000,not_persistent,4,2,1371315360.7800,1036283038.7463,2150016998.7329,,
MC050,300685,艾德生物,2026-06-30,2026-08-25,ok,ok,11.9455,10.464,-0.1240215980913314,10.464,0.0,growth,0.000000,0.000000,not_persistent,4,2,219005965.8500,284858689.5714,1146748475.8338,,
MC050,300699,光威复材,2026-06-30,2026-08-25,ok,ok,9.4561,6.1449,-0.35016550163386595,9.4561,-0.35016550163386595,growth,0.342832,0.685664,persistent,4,3,2818897906.2800,693746352.5012,3099406482.9604,,
MC050,300750,宁德时代,2026-06-30,2026-07-25,ok,ok,210.9911,210.9911,0.0,210.9911,0.0,growth,0.000000,0.000000,not_persistent,4,1,-38872641600.0000,132801418413.5797,221606634232.0182,,
MC050,300759,康龙化成,2026-06-30,2026-08-21,ok,ok,14.9058,14.9058,0.0,14.9058,0.0,growth,0.000000,0.000000,not_persistent,4,1,7874453988.9000,9547948725.7133,6852361849.1313,,
MC050,300760,迈瑞医疗,2026-06-30,2026-08-29,ok,ok,92.4423,92.3336,-0.001175868622913967,92.3336,0.0,growth,0.000000,0.000000,not_persistent,4,2,4270438971.0000,5131089108.4235,41440004490.5102,,
MC050,300776,帝尔激光,2026-06-30,2026-08-20,ok,ok,32.6377,30.3573,-0.06987011952435385,30.3573,0.0,growth,0.000000,0.000000,not_persistent,4,1,1093960906.8700,1569562464.5867,2055749924.2788,,
MC050,300811,铂科新材,2026-06-30,2026-08-26,ok,ok,16.152,15.2653,-0.054897226349678085,15.2653,0.0,growth,0.000000,0.000000,not_persistent,4,1,972349424.2500,1568895547.0493,1305499819.5641,,
MC050,300832,新产业,2026-06-30,2026-08-14,ok,ok,23.708,22.95,-0.031972330015184736,22.95,0.0,growth,0.000000,0.000000,not_persistent,4,2,1695163207.1600,1963172397.5743,6431734655.1853,,
MC050,300866,安克创新,2026-06-30,2026-08-31,ok,ok,65.7544,70.6211,0.07401329796941347,70.6211,0.0,growth,0.000000,0.000000,not_persistent,4,0,1817550831.6900,6301008404.2752,7816800860.1541,,
MC050,300896,爱美客,2026-06-30,2026-08-21,ok,ok,64.226,64.1751,-0.000792513935166439,64.1751,0.0,growth,0.000000,0.000000,not_persistent,4,1,416160958.1500,1661908223.2421,6393372031.0146,,
MC050,300910,瑞丰新材,2026-06-30,2026-08-26,ok,ok,30.6948,29.4753,-0.03972985652292893,29.4753,0.0,growth,0.000000,0.000000,not_persistent,4,2,1441873369.6500,1907728725.7692,2678344062.6337,,
MC050,301589,诺瓦星云,2026-06-30,2026-08-22,ok,ok,106.0506,97.8946,-0.07690668416774638,97.8946,0.0,growth,0.000000,0.000000,not_persistent,4,2,1578599648.1600,1217693332.0004,2137973166.8811,,
MC050,600007,中国国贸,2026-06-30,2026-08-31,ok,ok,14.5559,14.5559,0.0,14.5559,0.0,growth,0.000000,0.000000,not_persistent,4,0,-1838280876.0000,1185997258.3968,5025523076.0794,,
MC050,600031,三一重工,2026-06-30,2026-08-31,ok,ok,16.6152,16.6152,0.0,16.6152,0.0,growth,0.000000,0.000000,not_persistent,4,2,2856458000.0000,12154752579.4869,26288662251.3156,,
MC050,600036,招商银行,2026-06-30,2026-08-29,ok,ok,83.7817,83.7817,0.0,83.7817,0.0,equity_fallback,0.000000,,off,0,0,,,,,
MC050,600066,宇通客车,2026-06-30,2026-08-11,ok,ok,9.649,9.649,0.0,9.649,0.0,growth,0.000000,0.000000,not_persistent,4,1,-154724505.6100,7208967283.4525,12366190886.9869,,
MC050,600085,同仁堂,2026-06-30,2026-08-31,ok,ok,15.007,15.007,0.0,15.007,0.0,growth,0.000000,0.000000,not_persistent,4,1,1314403184.0000,2708299453.9084,9085931369.1934,,
MC050,600132,重庆啤酒,2026-06-30,2026-08-20,ok,ok,17.7382,17.1709,-0.03198182453687515,17.7814,-0.0343336295229848,growth,0.067853,0.135706,persistent,4,3,1441345235.5800,78374289.3148,10043590011.8241,,
MC050,600160,巨化股份,2026-06-30,2026-08-26,ok,ok,12.5195,14.496,0.15787371700147768,14.496,0.0,growth,0.000000,0.000000,not_persistent,4,1,5959972662.2000,7105789903.0777,10072649122.5715,,
MC050,600176,中国巨石,2026-06-30,2026-08-21,ok,ok,12.5922,12.5922,0.0,12.5922,0.0,growth,0.000000,0.000000,not_persistent,4,2,4335092735.1500,9476672591.7524,17145844207.8599,,
MC050,600183,生益科技,2026-06-30,2026-08-15,ok,ok,13.0203,12.8204,-0.015352948856785287,12.8204,0.0,growth,0.000000,0.000000,not_persistent,4,2,3706960467.4800,11123463316.0888,9057369684.2868,,
MC050,600276,恒瑞医药,2026-06-30,2026-08-20,ok,ok,17.4406,17.6276,0.010722108184351598,17.6276,0.0,growth,0.000000,0.000000,not_persistent,4,1,2970915242.2600,9088105770.3842,22176241328.9525,,
MC050,600285,羚锐制药,2026-06-30,2026-08-12,ok,ok,11.0214,10.6678,-0.032083038452465185,10.6678,0.0,growth,0.000000,0.000000,not_persistent,4,0,19967968.0600,572121127.2293,2521705329.3421,,
MC050,600298,安琪酵母,2026-06-30,2026-08-15,ok,ok,28.271,28.271,0.0,28.271,0.0,growth,0.000000,0.000000,not_persistent,4,2,6998945084.5000,5922605842.7420,5971945017.0818,,
MC050,600309,万华化学,2026-06-30,2026-08-25,ok,ok,65.8233,62.3133,-0.05332458263259365,65.8233,-0.05332458263259365,growth,0.029590,0.059180,persistent,4,3,52887069313.5900,48534497558.0933,73548190132.6580,,
MC050,600406,国电南瑞,2026-06-30,2026-08-27,ok,ok,14.879,13.5938,-0.08637677263256938,13.5938,0.0,growth,0.000000,0.000000,not_persistent,4,1,9840962165.2600,15607472150.3864,31655993267.9957,,
MC050,600415,小商品城,2026-06-30,2026-08-26,ok,ok,8.9512,9.6125,0.07387836267762982,9.6125,0.0,growth,0.000000,0.000000,not_persistent,4,0,3565644936.3100,33190328041.6379,11681749130.3897,,
MC050,600426,华鲁恒升,2026-06-30,2026-08-20,ok,ok,23.0825,17.7107,-0.23272175890826385,23.0825,-0.23272175890826385,growth,0.169662,0.339323,persistent,4,3,15887973999.2500,9659175032.9426,18356539177.4578,,
MC050,600436,片仔癀,2026-06-30,2026-08-29,ok,ok,44.4188,44.4188,0.0,44.4188,0.0,growth,0.000000,0.000000,not_persistent,4,2,5654660468.2500,2411391909.5561,10635358954.6550,,
MC050,600486,扬农化工,2026-06-30,2026-08-25,ok,ok,37.9224,37.9814,0.0015558087040903334,37.9814,0.0,growth,0.000000,0.000000,not_persistent,4,2,1766800531.0200,2929755692.9834,6030242891.1970,,
MC050,600519,贵州茅台,2026-06-30,2026-08-15,ok,ok,585.5146,588.7351,0.005500289830518312,588.7351,0.0,growth,0.000000,0.000000,not_persistent,4,1,40566809042.8200,81107080597.1555,317593142788.9099,,
MC050,600563,法拉电子,2026-06-30,2026-08-22,ok,ok,50.0223,51.5519,0.030578362050525554,51.5519,0.0,growth,0.000000,0.000000,not_persistent,4,1,962015154.7500,1667955950.9944,4299277565.5559,,
MC050,600570,恒生电子,2026-06-30,2026-08-26,ok,ok,6.8697,6.8697,0.0,6.8697,0.0,growth,0.000000,0.000000,not_persistent,4,2,1983165938.3700,1016851060.6093,4977465708.0960,,
MC050,600600,青岛啤酒,2026-06-30,2026-08-27,ok,ok,42.0269,39.5428,-0.05910738122488213,41.9068,-0.05641089274294375,growth,0.091283,0.182566,persistent,4,3,4154108890.0000,976189358.8995,17406976882.7677,,
MC050,600660,福耀玻璃,2026-06-30,2026-08-19,ok,ok,51.9498,51.4177,-0.010242580337171625,51.4177,0.0,growth,0.000000,0.000000,not_persistent,4,0,10536657104.0000,19817071642.4401,28198932114.6889,,
MC050,600690,海尔智家,2026-06-30,2026-08-28,ok,ok,22.1223,22.5006,0.017100391912233226,22.5006,0.0,growth,0.000000,0.000000,not_persistent,4,1,11509706573.7500,22762336652.7963,78848957748.5956,,
MC050,600750,华润江中,2026-06-30,2026-08-22,ok,ok,12.0014,11.9595,-0.003491259353075482,11.9595,0.0,growth,0.000000,0.000000,not_persistent,4,2,745058957.0200,1034200990.3968,3294120007.0639,,
MC050,600803,新奥股份,2026-06-30,2026-08-29,ok,ok,16.9778,16.9778,0.0,16.9778,0.0,growth,0.000000,0.000000,not_persistent,4,3,20229090000.0000,24425867207.3538,47325174301.4651,,
MC050,600809,山西汾酒,2026-06-30,2026-08-31,ok,ok,80.056,81.5391,0.018525781952633213,81.5391,0.0,growth,0.000000,0.000000,not_persistent,4,2,5160405624.2900,6021997354.2799,43228598948.6996,,
MC050,600862,中航高科,2026-06-30,2026-08-28,ok,ok,11.9983,9.1346,-0.23867547902619535,10.7788,-0.15254017144765653,growth,0.160576,0.321153,persistent,4,3,2472122182.5600,1179782130.5199,4024066262.9640,,
MC050,600885,宏发股份,2026-06-30,2026-07-30,ok,ok,17.0947,16.9158,-0.010465231913984963,16.9158,0.0,growth,0.000000,0.000000,not_persistent,4,1,2719302626.0000,6426857436.7155,8613734090.9601,,
MC050,600887,伊利股份,2026-06-30,2026-08-27,ok,ok,18.3802,18.232,-0.008063024341410818,18.232,0.0,growth,0.000000,0.000000,not_persistent,4,2,3053216684.5700,6140320737.5572,45465101067.0256,,
MC050,600900,长江电力,2026-06-30,2026-08-31,ok,ok,19.8247,19.8247,0.0,19.8247,0.0,growth,0.000000,0.000000,not_persistent,4,0,-12741005076.5900,179770904479.8688,157765316506.4330,,
MC050,600938,中国海油,2026-06-30,2026-08-27,ok,ok,38.1757,38.3776,0.0052887045948077915,38.3776,0.0,growth,0.000000,0.000000,not_persistent,4,3,162010000000.0000,334713474799.3693,533869698529.0262,,
MC050,600970,中材国际,2026-06-30,2026-08-26,ok,ok,14.7905,12.845,-0.13153713532334943,14.9247,-0.13934618451292147,growth,0.135885,0.271769,persistent,4,3,7658267546.3800,4084342026.7743,13150580105.1701,,
MC050,600989,宝丰能源,2026-06-30,2026-08-13,ok,ok,25.5243,25.5279,0.00014104206579612644,25.5279,0.0,growth,0.000000,0.000000,not_persistent,4,3,31324383639.7500,43311521555.6740,31436518014.6288,,
MC050,600993,马应龙,2026-06-30,2026-08-26,ok,ok,16.8794,16.774,-0.006244297783096542,16.774,0.0,growth,0.000000,0.000000,not_persistent,4,2,360591703.3000,286242998.4358,2122189278.6130,,
MC050,601088,中国神华,2026-06-30,2026-08-29,ok,ok,28.7031,28.7031,0.0,28.7031,0.0,growth,0.000000,,insufficient_years,0,0,0.0000,0.0000,0.0000,,
