security_code,security_name,entry_date,exit_date,holding_days,buys,sells,invested,proceeds,dividends,return_pct,max_drawdown_in_cycle,max_money_drawdown,entry_stop,entry_stop_ma,entry_pv_ratio,entry_upside,entry_intrinsic_value,entry_band_low,entry_band_high,exit_reason
600897,,2011-11-07,2011-11-18,11,9,1,1344255.00,1297527.00,0.00,-0.034761,0.049860,0.049694,13.6617,60,1.0211,-0.0158,13.7892,14.3918,13.1866,跌破建仓日MA60止损
601088,中国神华,2011-11-10,2011-11-22,12,8,1,1180912.00,1128398.00,0.00,-0.044469,0.083685,0.083830,26.1442,60,0.8455,0.2108,32.6316,34.0576,31.2056,跌破建仓日MA60止损
601088,中国神华,2012-02-03,2012-03-23,49,10,1,1366904.00,1300682.00,0.00,-0.048447,0.078592,0.075899,26.0030,60,0.8348,0.1931,32.6316,34.0576,31.2056,跌破建仓日MA60止损
600660,福耀玻璃,2012-02-03,2012-03-28,54,16,1,1706907.00,1599393.00,0.00,-0.062988,0.111965,0.106685,8.1995,60,0.7237,0.3597,11.8842,12.4035,11.3649,跌破建仓日MA60止损
600309,万华化学,2012-02-09,2012-03-28,48,8,1,942430.00,850190.00,0.00,-0.097875,0.164736,0.153389,13.3803,60,0.9887,0.0046,14.9790,15.6336,14.3244,跌破建仓日MA60止损
000651,格力电器,2012-02-09,2015-01-29,1085,19,16,1533230.00,2501716.00,166200.00,0.631664,0.231263,0.221570,15.0045,60,0.4880,1.0493,38.6088,40.2960,36.9216,涨幅≥125%清空
600585,,2012-02-10,2012-03-15,34,4,1,575795.00,533466.00,0.00,-0.073514,0.133117,0.133117,16.5187,60,0.7636,0.3014,22.7879,23.7837,21.7921,跌破建仓日MA60止损
000338,潍柴动力,2012-02-14,2012-03-20,35,3,1,428024.00,419100.00,0.00,-0.020849,0.084097,0.084866,33.3847,60,0.6461,0.5669,52.0208,54.2941,49.7475,跌破建仓日MA60止损
600188,,2012-03-23,2012-03-28,5,2,1,273325.00,257631.00,0.00,-0.057419,0.056120,0.056120,24.2383,60,0.8293,0.2438,30.7852,32.1305,29.4399,跌破建仓日MA60止损
600897,,2012-03-23,2012-03-29,6,3,1,370119.00,357994.00,0.00,-0.032760,0.040663,0.029846,12.7550,60,0.9776,0.0352,13.7892,14.3918,13.1866,跌破建仓日MA60止损
002128,电投能源,2012-04-16,2012-06-14,59,13,1,1629720.00,1494776.00,0.00,-0.082802,0.145434,0.159725,15.2215,60,0.9658,0.0401,16.1425,16.8479,15.4371,跌破建仓日MA60止损
600897,,2012-04-19,2012-07-10,82,13,2,1511974.00,1441325.00,5600.00,-0.046726,0.085076,0.082187,12.8472,60,1.0396,-0.0410,12.6583,13.2115,12.1051,跌破建仓日MA60止损
600585,,2012-05-03,2012-05-07,4,2,1,280436.00,276122.00,0.00,-0.015383,0.012245,0.009068,17.0648,60,0.7258,0.4129,24.3875,25.4532,23.3218,跌破建仓日MA60止损
600309,万华化学,2012-05-10,2012-06-25,46,9,2,1008689.00,957351.00,0.00,-0.050896,0.085317,0.079670,13.8583,60,1.0171,-0.0141,14.5812,15.2184,13.9440,跌破建仓日MA60止损
600660,福耀玻璃,2012-05-21,2012-06-04,14,5,2,273586.00,262764.00,0.00,-0.039556,0.050733,0.050389,8.5700,60,0.6656,0.5007,13.1764,13.7522,12.6006,跌破建仓日MA60止损
002001,新和成,2012-06-04,2012-07-04,30,11,1,1060389.00,995164.00,3660.00,-0.061510,0.091364,0.096964,20.3067,60,0.8188,0.2370,26.7816,27.9520,25.6112,跌破建仓日MA60止损
