strict_segments,latched_segments,strict_average_days,latched_average_days,strict_median_days,latched_median_days,strict_one_day_segments,latched_one_day_segments,changed_membership_days,below_ma20_top3_rows,activations,stop_resets
1749,896,2.3293310463121784,4.546875,1,2.0,1070,312,2279,4028,379,289
