signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y,ma60_break_date
2013-05-10,601939,建设银行,0.9829,4.85,4.9343,4.710500000000003,4.700166666666661,2013-04-27,2012-10-18,2012-10-19,3.991833333333328,3.991833333333328,continued,3,3,2013-05-13,4.82,2026-08-07,2014-05-13,2014-05-13,complete,3.98,-0.1200349849483352,2016-05-13,2016-05-13,complete,4.69,0.16954982026479737,2013-06-13
2013-05-24,601398,工商银行,0.9454,4.16,4.4003,4.1114999999999995,4.110500000000001,2013-04-27,2013-05-24,,,,initial,3,5,2013-05-27,4.13,2026-08-07,2014-05-27,2014-05-27,complete,3.53,-0.09065854384897154,2016-05-27,2016-05-27,complete,4.29,0.2418513692079549,2013-06-20
2013-08-02,000651,格力电器,0.6377,25.72,40.3306,24.889000000000078,24.869833333333283,2013-04-27,2010-07-28,2010-07-29,11.644333333333353,11.644333333333353,continued,1,3,2013-08-05,26.19,2026-08-07,2014-08-05,2014-08-05,complete,30.53,0.2250862347829079,2016-08-05,2016-08-05,endpoint_quote_missing,,,2014-01-06
2013-08-21,000933,神火股份,0.4404,5.9,13.3968,5.274999999999999,5.2221666666666495,2013-08-06,2013-08-21,,,,initial,1,5,2013-08-22,5.77,2026-08-07,2014-08-22,2014-08-22,complete,4.38,-0.2392419808506403,2016-08-22,2016-08-22,complete,4.89,-0.15066056766201563,2013-09-26
2013-08-26,600309,万华化学,0.7355,17.31,23.536,16.67900000000004,16.587500000000013,2013-07-30,2012-12-20,2012-12-21,12.950500000000012,12.950500000000012,continued,3,6,2013-08-27,17.49,2026-08-07,2014-08-27,2014-08-27,complete,16.16,-0.03559507425130837,2016-08-27,2016-08-29,complete,19.95,0.2188512646820886,2013-09-06
2013-09-02,601088,中国神华,0.5402,16.72,30.9491,16.614999999999952,16.554333333333332,2013-08-24,2013-09-02,,,,initial,3,10,2013-09-03,16.97,2026-08-07,2014-09-03,2014-09-03,complete,15.44,-0.030335750610563594,2016-09-03,2016-09-05,complete,15.16,0.004222099079150832,2013-10-10
2013-09-03,600031,三一重工,0.4911,7.57,15.4133,7.180000000000019,7.135333333333334,2013-08-31,2013-09-03,,,,initial,2,12,2013-09-04,7.52,2026-08-07,2014-09-04,2014-09-04,complete,5.63,-0.23548491500619073,2016-09-04,2016-09-05,complete,5.31,-0.2749422350963012,2013-10-24
2013-10-25,600188,兖矿能源,0.5222,10.57,20.2398,10.651499999999965,10.48316666666664,2013-10-26,2013-09-03,2013-09-04,10.238833333333307,10.238833333333307,continued_below_ma20,3,9,2013-10-28,10.31,2026-08-07,2014-10-28,2014-10-28,complete,8.38,-0.18471505467899862,2016-10-28,2016-10-28,complete,12.81,0.24884412670708467,2013-10-28
2013-11-06,600660,福耀玻璃,0.6747,8.33,12.3462,8.437999999999967,7.966999999999988,2013-10-29,2012-11-30,2012-12-03,6.593999999999984,6.593999999999984,continued_below_ma20,3,5,2013-11-07,8.22,2026-08-07,2014-11-07,2014-11-07,complete,10.82,0.3983654003676944,2016-11-07,2016-11-07,complete,17.69,1.5213108856003097,2013-12-20
2014-02-13,002304,洋河股份,0.5232,45.95,87.8214,41.03300000000013,41.03233333333326,2013-10-29,2014-02-13,,,,initial,1,2,2014-02-14,49.92,2026-08-07,2015-02-14,2015-02-16,complete,81.6,0.6988303923709411,2017-02-14,2017-02-14,complete,81.15,1.4701926204476794,2014-05-22
2014-02-17,600519,贵州茅台,0.8974,149.98,167.1214,132.62849999999963,132.39400000000072,2013-10-16,2014-02-17,,,,initial,2,3,2014-02-18,147.01,2026-08-07,2015-02-18,2015-02-25,complete,183.96,0.41496036274847015,2017-02-18,2017-02-20,complete,361.29,2.177126864093932,2014-05-09
2014-03-05,000858,五 粮 液,0.7026,16.17,23.013,15.44499999999999,15.441166666666653,2013-10-28,2014-03-05,,,,initial,2,5,2014-03-06,16.11,2026-08-07,2015-03-06,2015-03-06,complete,20.92,0.3520115052634507,2017-03-06,2017-03-06,complete,40.55,1.738202531924812,2014-05-15
2014-03-14,000869,张  裕Ａ,0.9565,26.37,27.5686,26.13700000000003,25.873166666666613,2013-10-22,2014-03-13,2014-03-14,25.873166666666613,25.873166666666613,continued,3,4,2014-03-17,26.56,2026-08-07,2015-03-17,2015-03-17,complete,36.19,0.3913945757649897,2017-03-17,2017-03-17,complete,36.86,0.4479153775349627,2014-03-20
2014-03-24,601857,中国石油,0.837,7.7,9.2001,7.64350000000002,7.634833333333339,2014-03-21,2014-03-24,,,,initial,3,5,2014-03-25,7.68,2026-08-07,2015-03-25,2015-03-25,complete,11.33,0.5381466744281354,2017-03-25,2017-03-27,complete,7.92,0.09819746726842382,2014-03-26
2014-03-26,000568,泸州老窖,0.6808,18.06,26.5267,17.938500000000005,17.932833333333395,2013-10-24,2014-03-26,,,,initial,2,5,2014-03-27,17.98,2026-08-07,2015-03-27,2015-03-27,complete,24.29,0.44096051998074115,2017-03-27,2017-03-27,complete,40.89,1.5745635141745833,2014-03-28
2014-05-28,000333,美的集团,0.4614,17.33,37.5613,17.085099999999997,16.794033333333328,2014-04-29,2014-05-28,,,,initial,3,18,2014-05-29,17.32,2026-08-07,2015-05-29,2015-05-29,complete,37.0,1.1940422326073028,2017-05-29,2017-05-31,complete,36.12,2.4340861817561437,2014-09-22
2015-03-30,000338,潍柴动力,0.9977,32.2,32.2728,27.9865,27.410666666666643,2015-03-31,2014-05-12,2014-05-13,16.940166666666645,16.940166666666645,continued,3,5,2015-03-31,31.28,2026-08-07,2016-03-31,2016-03-31,complete,8.08,-0.4746359581742632,2018-03-31,2018-04-02,complete,8.42,0.16277001409849934,2015-05-15
2015-06-19,600585,海螺水泥,0.8686,22.57,25.9829,25.52349999999997,23.94183333333332,2015-04-29,2014-04-09,2014-04-10,14.799499999999993,14.799499999999993,continued_below_ma20,3,5,2015-06-23,23.19,2026-08-07,2016-06-23,2016-06-23,complete,14.21,-0.36875841802005205,2018-06-23,2018-06-25,complete,34.68,0.6323041591458272,2015-06-19
2015-11-05,000792,盐湖股份,0.5852,22.18,37.8992,19.39800000000004,19.329166666666648,2015-10-31,2014-07-22,2014-07-23,14.90903333333335,14.90903333333335,continued,1,4,2015-11-06,22.6,2026-08-07,2016-11-06,2016-11-07,complete,19.35,-0.14258554707834326,2018-11-06,2018-11-06,complete,8.03,-0.46554922294483936,2016-01-05
2015-12-24,601288,农业银行,0.9566,3.28,3.4288,3.248,3.1941666666666673,2015-10-24,2014-04-08,2014-04-09,2.0168333333333335,2.0168333333333335,continued,3,7,2015-12-25,3.27,2026-08-07,2016-12-25,2016-12-26,complete,3.13,0.008689355825194367,2018-12-25,2018-12-25,complete,3.56,0.2625818297587179,2016-01-04
2016-03-14,002128,电投能源,0.7599,8.15,10.7255,7.954999999999998,7.954833333333385,2015-10-29,2014-07-22,2014-07-23,6.632500000000048,6.632500000000048,continued,1,2,2016-03-15,7.81,2026-08-07,2017-03-15,2017-03-15,complete,8.94,0.16047507616230283,2019-03-15,2019-03-15,complete,8.97,0.2384362081796525,2016-03-15
2016-05-09,601225,陕西煤业,0.6171,4.5,7.2918,4.7550000000000034,4.519333333333333,2015-10-27,2016-05-03,2016-05-04,4.483333333333333,4.483333333333333,continued_below_ma20,2,12,2016-05-10,4.4,2026-08-07,2017-05-10,2017-05-10,complete,5.5,0.24999999999999978,2019-05-10,2019-05-10,complete,8.7,1.1128101357927767,2016-05-09
2016-05-18,601009,南京银行,0.9212,16.95,18.4,16.712499999999988,16.087666666666664,2016-04-28,2014-05-30,2014-06-03,6.825666666666662,6.825666666666662,continued,3,4,2016-05-19,17.04,2026-08-07,2017-05-19,2017-05-19,complete,10.52,0.13662164637379304,2019-05-19,2019-05-20,complete,7.98,0.29290219254694505,2016-09-13
2016-05-19,600690,海尔智家,0.9353,8.84,9.4516,8.505499999999989,8.460833333333333,2016-04-29,2016-05-18,2016-05-19,8.460833333333333,8.460833333333333,continued,3,3,2016-05-20,9.14,2026-08-07,2017-05-20,2017-05-22,complete,13.49,0.5061615873317877,2019-05-20,2019-05-20,complete,15.82,0.8282329949908513,2016-06-24
2016-06-07,601398,工商银行,0.9402,4.4,4.6799,4.282999999999999,4.281333333333335,2016-04-29,2014-04-14,2014-04-15,2.8747333333333347,2.8747333333333347,continued,2,4,2016-06-08,4.39,2026-08-07,2017-06-08,2017-06-08,complete,5.16,0.23931949599375568,2019-06-08,2019-06-10,complete,5.78,0.5177656632725032,2016-09-14
2016-06-08,601939,建设银行,0.8933,4.91,5.4964,4.789000000000003,4.784333333333327,2016-04-30,2012-10-18,2012-10-19,3.122833333333328,3.122833333333328,continued,1,5,2016-06-13,4.87,2026-08-07,2017-06-13,2017-06-13,complete,6.27,0.3617412731006149,2019-06-13,2019-06-13,complete,7.22,0.7138192282249469,2016-10-13
2016-07-06,601988,中国银行,0.9448,3.25,3.4399,3.1802500000000027,3.1564166666666678,2016-04-27,2014-04-04,2014-04-08,1.960000000000001,1.960000000000001,continued,3,11,2016-07-07,3.26,2026-08-07,2017-07-07,2017-07-07,complete,3.69,0.13190184049079656,2019-07-07,2019-07-08,complete,3.71,0.31092522710175463,2016-09-14
2016-09-28,601088,中国神华,0.5803,14.93,25.7292,15.042499999999952,14.955333333333336,2016-08-27,2014-05-12,2014-05-13,11.950333333333328,11.950333333333328,continued_below_ma20,1,10,2016-09-29,15.18,2026-08-07,2017-09-29,2017-09-29,complete,20.94,0.40930760288305,2019-09-29,2019-09-30,complete,18.78,0.38709080257944817,2016-09-28
2016-10-19,000651,格力电器,0.7606,21.78,28.6336,21.902000000000033,19.78866666666665,2016-08-19,2010-07-28,2010-07-29,2.0721666666666767,2.0721666666666767,continued_below_ma20,3,5,2016-10-20,21.82,2026-08-07,2017-10-20,2017-10-20,complete,40.5,0.9411939393911108,2019-10-20,2019-10-21,complete,58.44,1.9211150970667035,2017-01-16
2017-05-04,600066,宇通客车,1.0451,19.9,19.0414,20.86000000000005,20.68699999999997,2017-04-20,2012-12-24,2012-12-25,5.194135802469117,5.194135802469117,continued_below_ma20,3,3,2017-05-05,19.7,2026-08-07,2018-05-05,2018-05-07,complete,20.89,0.10887072077506366,2020-05-05,2020-05-06,complete,12.98,-0.2644459742218124,2017-05-04
2017-05-05,600309,万华化学,1.0049,26.7,26.5703,29.069000000000038,27.354833333333346,2017-04-15,2012-12-20,2012-12-21,11.750500000000013,11.750500000000013,continued_below_ma20,3,4,2017-05-08,26.95,2026-08-07,2018-05-08,2018-05-08,endpoint_quote_missing,,,2020-05-08,2020-05-08,complete,46.83,1.3154850677271446,2017-05-05
2017-07-19,002714,牧原股份,1.0254,28.3,27.5983,27.241849999999992,25.658616666666678,2017-07-20,2017-07-19,,,,initial,1,1,2017-07-20,28.41,2026-08-07,2018-07-20,2018-07-20,complete,26.35,0.6968667580301122,2020-07-20,2020-07-20,complete,96.98,9.673887807510027,2018-02-05
2018-05-03,000338,潍柴动力,0.548,8.12,14.8174,8.376500000000007,8.374333333333327,2018-04-28,2016-07-15,2016-07-18,3.568666666666659,3.568666666666659,continued_below_ma20,1,2,2018-05-04,8.1,2026-08-07,2019-05-04,2019-05-06,complete,11.35,0.47554368860556795,2021-05-04,2021-05-06,complete,17.67,1.4217514940798202,2018-05-03
2018-06-26,600585,海螺水泥,0.7892,33.23,42.1061,34.36399999999997,33.302166666666665,2018-04-25,2016-07-15,2016-07-18,12.988,12.988,continued_below_ma20,3,4,2018-06-27,32.49,2026-08-07,2019-06-27,2019-06-27,complete,41.26,0.32426288906810763,2021-06-27,2021-06-28,complete,42.13,0.46948982843608,2018-06-26
2018-09-13,002152,广电运通,0.9766,5.94,6.0823,5.6785000000000085,5.650999999999995,2018-08-22,2013-01-07,2013-01-08,3.2515432098765475,3.2515432098765475,continued,3,3,2018-09-14,5.93,2026-08-07,2019-09-14,2019-09-16,complete,7.55,0.2961274934293485,2021-09-14,2021-09-14,complete,10.51,0.8444951775696834,2018-10-16
2019-01-14,600660,福耀玻璃,0.9438,22.33,23.6587,22.331500000000005,22.312833333333327,2018-10-26,2012-11-30,2012-12-03,2.6939999999999844,2.6939999999999844,continued_below_ma20,3,3,2019-01-15,22.53,2026-08-07,2020-01-15,2020-01-15,complete,25.79,0.18402358213683212,2022-01-15,2022-01-17,complete,48.75,1.3382981626341572,2019-05-06
2019-04-02,002466,天齐锂业,0.4909,37.33,76.037,37.119000000000085,33.20766666666667,2019-03-29,2019-04-02,,,,initial,1,8,2019-04-03,37.25,2026-08-07,2020-04-03,2020-04-03,complete,20.08,-0.3472600878808825,2022-04-03,2022-04-06,complete,81.62,1.6532187065319897,2019-04-23
2019-05-06,002128,电投能源,0.6377,8.7,13.6429,9.616499999999998,8.895000000000058,2019-04-24,2014-07-22,2014-07-23,5.932500000000049,5.932500000000049,continued_below_ma20,2,8,2019-05-07,8.81,2026-08-07,2020-05-07,2020-05-07,complete,8.03,-0.04279099973367839,2022-05-07,2022-05-09,complete,14.09,0.8361888467638219,2019-05-06
2019-07-03,600016,民生银行,0.9784,6.46,6.6024,6.3289999999999935,6.315166666666659,2019-04-30,2019-07-03,,,,initial,2,2,2019-07-04,6.44,2026-08-07,2020-07-04,2020-07-06,complete,6.44,0.056650246305421925,2022-07-04,2022-07-04,complete,3.7,-0.2846149828078207,2019-08-05
2019-07-05,601225,陕西煤业,0.7554,9.28,12.2848,9.041500000000005,9.011333333333335,2019-04-27,2016-06-27,2016-06-28,4.078666666666668,4.078666666666668,continued,2,5,2019-07-08,9.14,2026-08-07,2020-07-08,2020-07-08,complete,8.37,-0.049904266958423316,2022-07-08,2022-07-08,complete,20.03,1.7335005361747577,2019-08-29
2020-02-14,600566,济川药业,0.8688,25.45,29.2942,25.422499999999964,23.783833333333277,2019-10-26,2020-01-14,2020-01-15,23.60049999999994,23.60049999999994,continued,3,6,2020-02-17,25.64,2026-08-07,2021-02-17,2021-02-18,complete,19.93,-0.1753916173470289,2023-02-17,2023-02-17,complete,29.0,0.2647539714031706,2020-02-28
2020-05-11,603156,养元饮品,0.9113,27.34,30.0007,26.037,26.03600000000004,2020-04-18,2020-05-11,,,,initial,2,2,2020-05-12,27.35,2026-08-07,2021-05-12,2021-05-12,complete,26.38,0.24654301649560129,2023-05-12,2023-05-12,complete,27.45,0.47554260421963157,2020-08-26
2020-05-13,000423,东阿阿胶,0.8874,31.74,35.7667,29.150500000000065,29.117999999999988,2019-10-31,2020-05-13,,,,initial,3,4,2020-05-14,32.12,2026-08-07,2021-05-14,2021-05-14,complete,34.06,0.06690763476868189,2023-05-14,2023-05-15,complete,49.35,0.5908450897690041,2020-07-16
2020-05-20,600309,万华化学,0.7031,47.4,67.4198,43.810000000000066,43.590166666666676,2020-04-25,2012-12-20,2012-12-21,4.575416666666679,4.575416666666679,continued,2,10,2020-05-21,46.11,2026-08-07,2021-05-21,2021-05-21,complete,103.5,1.2714647881004146,2023-05-21,2023-05-22,complete,88.9,1.0136996019040616,2020-12-14
2020-05-28,601088,中国神华,0.5861,16.44,28.051,16.005999999999958,15.973999999999997,2020-04-25,2014-05-12,2014-05-13,9.700333333333326,9.700333333333326,continued,2,14,2020-05-29,16.38,2026-08-07,2021-05-29,2021-05-31,complete,19.98,0.32497687117810337,2023-05-29,2023-05-29,complete,29.45,1.3422254744964688,2020-06-15
2020-09-11,600897,厦门空港,0.8139,17.71,21.7588,18.254999999999963,18.095883333333354,2020-08-28,2013-08-27,2013-08-28,7.134166666666663,7.134166666666663,continued_below_ma20,3,5,2020-09-14,17.78,2026-08-07,2021-09-14,2021-09-14,complete,16.11,-0.08449997192924674,2023-09-14,2023-09-14,complete,13.26,0.06941622327802932,2020-09-11
2020-10-12,601916,浙商银行,0.9679,4.28,4.4218,4.211,4.20366666666667,2020-08-29,2020-07-07,2020-07-08,3.80133333333334,3.80133333333334,continued,3,3,2020-10-13,4.24,2026-08-07,2021-10-13,2021-10-13,complete,3.56,-0.12303502553945578,2023-10-13,2023-10-13,complete,2.51,-0.29762194680898,2020-10-26
2021-01-06,601169,北京银行,0.8621,4.85,5.6255,4.823999999999991,4.816166666666669,2020-10-31,2020-06-19,2020-06-22,4.561500000000004,4.561500000000004,continued,3,5,2021-01-07,4.84,2026-08-07,2022-01-07,2022-01-07,complete,4.53,-0.00233857052038855,2024-01-07,2024-01-08,complete,4.65,0.17880461431971173,2021-01-11
2021-01-14,600000,浦发银行,0.8919,9.87,11.0666,9.692999999999984,9.69266666666665,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,3,3,2021-01-15,9.92,2026-08-07,2022-01-15,2022-01-17,complete,8.57,-0.09266699037324855,2024-01-15,2024-01-15,complete,6.51,-0.23950422470882982,2021-01-25
2021-03-02,601988,中国银行,0.9397,3.22,3.4266,3.2050000000000085,3.20366666666666,2020-10-31,2014-04-04,2014-04-08,1.2410000000000012,1.2410000000000012,continued,3,5,2021-03-03,3.27,2026-08-07,2022-03-03,2022-03-03,complete,3.15,0.023356752990361995,2024-03-03,2024-03-04,complete,4.51,0.6699299432300372,2021-04-26
2021-03-03,601328,交通银行,0.8175,4.62,5.6511,4.5405000000000015,4.531500000000003,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,2,7,2021-03-04,4.61,2026-08-07,2022-03-04,2022-03-04,complete,4.9,0.1382851208587499,2024-03-04,2024-03-04,complete,6.26,0.6730139612577002,2021-06-15
2021-08-02,000338,潍柴动力,0.9896,18.83,19.0286,17.444500000000023,17.417166666666642,2021-04-30,2016-07-15,2016-07-18,2.422666666666659,2.422666666666659,continued,1,1,2021-08-03,19.1,2026-08-07,2022-08-03,2022-08-03,complete,11.51,-0.38375730932278596,2024-08-03,2024-08-05,complete,12.87,-0.2582858008281017,2021-09-14
2021-08-31,600585,海螺水泥,0.5193,39.96,76.9461,40.656499999999916,40.57133333333337,2021-08-28,2016-07-15,2016-07-18,7.178,7.178,continued_below_ma20,1,5,2021-09-01,43.16,2026-08-07,2022-09-01,2022-09-01,complete,31.6,-0.2173614683352355,2024-09-01,2024-09-02,complete,20.86,-0.4291542466690098,2021-08-31
2022-04-08,601288,农业银行,0.7177,3.1,4.3193,3.0039999999999996,3.0005000000000055,2022-03-31,2014-04-08,2014-04-09,0.9608333333333337,0.9608333333333337,continued,3,6,2022-04-11,3.07,2026-08-07,2023-04-11,2023-04-11,complete,3.21,0.12394703299816179,2025-04-11,2025-04-11,complete,5.13,1.0626545055313237,2022-05-17
2022-05-26,601398,工商银行,0.7671,4.65,6.0617,4.692999999999998,4.687666666666671,2022-04-30,2014-04-14,2014-04-15,1.3869333333333347,1.3869333333333347,continued_below_ma20,3,7,2022-05-27,4.67,2026-08-07,2023-05-27,2023-05-29,complete,4.85,0.10608379190663664,2025-05-27,2025-05-27,complete,7.06,0.8450606099335667,2022-05-26
2022-06-02,000651,格力电器,0.8072,31.52,39.0487,32.65300000000005,32.023666666666706,2022-04-30,2010-07-28,2010-07-29,-8.027833333333323,-8.027833333333323,continued_below_ma20,3,7,2022-06-06,31.7,2026-08-07,2023-06-06,2023-06-06,complete,34.09,0.17791427183531128,2025-06-06,2025-06-06,complete,44.87,0.726599588567038,2022-06-02
2022-06-06,601825,沪农商行,0.5496,6.49,11.8079,6.369000000000001,6.367333333333329,2022-04-30,2022-06-06,,,,initial,1,8,2022-06-07,6.53,2026-08-07,2023-06-07,2023-06-07,complete,5.88,-0.05645639924675605,2025-06-07,2025-06-09,complete,10.22,0.9095170519601425,2022-08-02
2022-06-15,600176,中国巨石,0.8528,16.71,19.5945,16.167499999999983,15.474833333333333,2022-04-26,2020-05-20,2020-05-21,6.7627821522309794,6.7627821522309794,continued,3,9,2022-06-16,16.49,2026-08-07,2023-06-16,2023-06-16,complete,14.6,-0.08067189917317896,2025-06-16,2025-06-16,complete,11.13,-0.26845733381831416,2022-07-08
2022-06-17,600066,宇通客车,0.8703,8.16,9.3761,8.226500000000051,7.7136666666666525,2022-04-27,2012-12-24,2012-12-25,1.194135802469117,1.194135802469117,continued_below_ma20,3,8,2022-06-20,8.16,2026-08-07,2023-06-20,2023-06-20,complete,13.43,0.7787762520193859,2025-06-20,2025-06-20,complete,24.64,2.6662436116507853,2022-07-15
2022-06-22,601077,渝农商行,0.7344,3.91,5.3241,3.8974999999999995,3.8953333333333298,2022-04-29,2022-06-22,,,,initial,3,11,2022-06-23,3.96,2026-08-07,2023-06-23,2023-06-26,complete,3.79,0.022561317784892898,2025-06-23,2025-06-23,complete,7.5,1.378934685690945,2022-07-06
2022-06-28,600015,华夏银行,0.7615,5.17,6.7889,5.106500000000006,5.104666666666674,2022-04-30,2022-06-28,,,,initial,3,14,2022-06-29,5.19,2026-08-07,2023-06-29,2023-06-29,complete,5.4,0.11453252250897306,2025-06-29,2025-06-30,complete,7.91,0.8231548962687738,2022-07-14
2022-07-01,002128,电投能源,0.689,14.55,21.1187,14.693499999999979,14.668000000000067,2022-04-27,2014-07-22,2014-07-23,4.232500000000048,4.232500000000048,continued_below_ma20,2,17,2022-07-04,14.49,2026-08-07,2023-07-04,2023-07-04,complete,13.34,-0.04467649908493865,2025-07-04,2025-07-04,complete,20.06,0.48230188541255914,2022-07-01
2022-08-22,600919,江苏银行,0.8589,6.88,8.0104,6.992000000000003,6.895833333333332,2022-04-29,2022-07-01,2022-07-04,6.725166666666663,6.725166666666663,continued_below_ma20,3,4,2022-08-23,6.9,2026-08-07,2023-08-23,2023-08-23,complete,7.05,0.09346550973440348,2025-08-23,2025-08-25,complete,11.07,0.9178160965794513,2022-08-22
2022-08-24,002833,弘亚数控,0.9202,16.32,17.7349,16.393999999999995,15.970261904761877,2022-04-30,2022-07-28,2022-07-29,15.271952380952355,15.271952380952355,continued_below_ma20,3,3,2022-08-25,16.45,2026-08-07,2023-08-25,2023-08-25,complete,16.31,0.015110311355541972,2025-08-25,2025-08-25,complete,17.87,0.23757233606867567,2022-08-30
2022-08-31,601225,陕西煤业,1.0192,22.0,21.5854,21.135500000000015,20.110666666666674,2022-08-31,2016-06-27,2016-06-28,1.2386666666666675,1.2386666666666675,continued,3,3,2022-09-01,23.51,2026-08-07,2023-09-01,2023-09-01,complete,17.68,-0.15045403236968646,2025-09-01,2025-09-01,complete,20.33,0.09701478003332675,2022-10-13
2022-09-06,601998,中信银行,0.743,4.63,6.2313,4.400500000000007,4.395800000000001,2022-08-26,2022-09-06,,,,initial,3,6,2022-09-07,4.61,2026-08-07,2023-09-07,2023-09-07,complete,5.58,0.2817787418655082,2025-09-07,2025-09-08,complete,7.72,0.9495320617934881,2022-10-25
2022-09-08,600938,中国海油,0.5325,16.17,30.3638,16.00550000000001,15.997499999999999,2022-08-26,2022-09-08,,,,initial,1,8,2022-09-09,16.27,2026-08-07,2023-09-09,2023-09-11,complete,19.5,0.28841602338574246,2025-09-09,2025-09-09,complete,25.95,0.877123003971642,2022-09-26
