signal_date,security_code,security_name,pv,signal_close,intrinsic_value,ma20,ma60,band_available_at,activation_date,anchor_date,stop_anchor,stop_line,qualification,rank,eligible_count,execution_date,execution_close,price_history_end,target_1y,end_1y,status_1y,end_close_1y,return_1y,target_3y,end_3y,status_3y,end_close_3y,return_3y
2017-07-19,002714,牧原股份,1.0254,28.3,27.5983,27.241849999999992,25.658616666666678,2017-07-20,2017-07-19,,,,initial,1,1,2017-07-20,28.41,2026-08-07,2018-07-20,2018-07-20,complete,26.35,0.6968667580301122,2020-07-20,2020-07-20,complete,96.98,9.673887807510027
2018-09-13,002152,广电运通,0.9766,5.94,6.0823,5.6785000000000085,5.650999999999995,2018-08-22,2013-01-07,2013-01-08,3.2515432098765475,3.2515432098765475,continued,3,3,2018-09-14,5.93,2026-08-07,2019-09-14,2019-09-16,complete,7.55,0.2961274934293485,2021-09-14,2021-09-14,complete,10.51,0.8444951775696834
2019-04-02,002466,天齐锂业,0.4909,37.33,76.037,37.119000000000085,33.20766666666667,2019-03-29,2019-04-02,,,,initial,1,8,2019-04-03,37.25,2026-08-07,2020-04-03,2020-04-03,complete,20.08,-0.3472600878808825,2022-04-03,2022-04-06,complete,81.62,1.6532187065319897
2019-07-03,600016,民生银行,0.9784,6.46,6.6024,6.3289999999999935,6.315166666666659,2019-04-30,2019-07-03,,,,initial,2,2,2019-07-04,6.44,2026-08-07,2020-07-04,2020-07-06,complete,6.44,0.056650246305421925,2022-07-04,2022-07-04,complete,3.7,-0.2846149828078207
2019-09-25,002466,天齐锂业,0.4047,28.89,71.3897,24.745000000000076,24.58016666666667,2019-08-23,2019-09-25,,,,initial,1,9,2019-09-26,28.08,2026-08-07,2020-09-26,2020-09-28,complete,19.91,-0.1474319919719549,2022-09-26,2022-09-26,complete,109.9,3.706038376809752
2020-02-14,600566,济川药业,0.8688,25.45,29.2942,25.422499999999964,23.783833333333277,2019-10-26,2020-01-14,2020-01-15,23.60049999999994,23.60049999999994,continued,3,6,2020-02-17,25.64,2026-08-07,2021-02-17,2021-02-18,complete,19.93,-0.1753916173470289,2023-02-17,2023-02-17,complete,29.0,0.2647539714031706
2020-05-11,603156,养元饮品,0.9113,27.34,30.0007,26.037,26.03600000000004,2020-04-18,2020-05-11,,,,initial,2,2,2020-05-12,27.35,2026-08-07,2021-05-12,2021-05-12,complete,26.38,0.24654301649560129,2023-05-12,2023-05-12,complete,27.45,0.47554260421963157
2020-05-13,600016,民生银行,0.7101,5.79,8.1534,5.773999999999993,5.77233333333333,2020-04-30,2020-05-13,,,,initial,1,4,2020-05-14,5.77,2026-08-07,2021-05-14,2021-05-14,complete,4.68,-0.13760831889081404,2023-05-14,2023-05-15,complete,4.09,-0.1647043500149178
2020-05-13,000423,东阿阿胶,0.8874,31.74,35.7667,29.150500000000065,29.117999999999988,2019-10-31,2020-05-13,,,,initial,3,4,2020-05-14,32.12,2026-08-07,2021-05-14,2021-05-14,complete,34.06,0.06690763476868189,2023-05-14,2023-05-15,complete,49.35,0.5908450897690041
2020-05-18,600016,民生银行,0.7089,5.78,8.1534,5.777499999999992,5.764999999999997,2020-04-30,2020-05-18,,,,initial,2,6,2020-05-19,5.8,2026-08-07,2021-05-19,2021-05-19,complete,4.69,-0.14023577954612343,2023-05-19,2023-05-19,complete,4.03,-0.18121518933192338
2020-05-26,600566,济川药业,0.8029,21.78,27.1256,21.458999999999964,21.257833333333284,2020-04-25,2020-05-26,,,,initial,3,10,2020-05-27,22.61,2026-08-07,2021-05-27,2021-05-27,complete,18.51,-0.16184368484235634,2023-05-27,2023-05-29,complete,31.66,0.4759714448692669
2020-06-08,600016,民生银行,0.7312,5.75,7.8635,5.752499999999991,5.737499999999997,2020-04-30,2020-06-02,2020-06-03,5.742166666666664,5.737499999999997,continued_below_ma20,3,19,2020-06-09,5.78,2026-08-07,2021-06-09,2021-06-09,complete,4.67,-0.1409398751959292,2023-06-09,2023-06-09,complete,4.01,-0.18245953246335356
2020-06-12,002466,天齐锂业,0.4598,23.41,50.9187,20.16700000000008,19.84116666666667,2019-10-23,2020-06-12,,,,initial,2,20,2020-06-15,25.63,2026-08-07,2021-06-15,2021-06-15,complete,48.99,0.9114319157237616,2023-06-15,2023-06-15,complete,75.86,1.9598127194693733
2020-10-12,601916,浙商银行,0.9679,4.28,4.4218,4.211,4.20366666666667,2020-08-29,2020-07-07,2020-07-08,3.80133333333334,3.80133333333334,continued,3,3,2020-10-13,4.24,2026-08-07,2021-10-13,2021-10-13,complete,3.56,-0.12303502553945578,2023-10-13,2023-10-13,complete,2.51,-0.29762194680898
2020-11-13,002466,天齐锂业,0.4827,24.58,50.9187,22.05050000000007,22.000166666666665,2019-10-23,2020-11-13,,,,initial,1,8,2020-11-16,22.69,2026-08-07,2021-11-16,2021-11-16,complete,92.98,3.097840458351695,2023-11-16,2023-11-16,complete,54.15,1.488924720248836
2020-11-20,002466,天齐锂业,0.4572,23.28,50.9187,22.54650000000008,21.78966666666667,2019-10-23,2020-11-20,,,,initial,1,6,2020-11-23,24.86,2026-08-07,2021-11-23,2021-11-23,complete,113.03,3.5466613032984684,2023-11-23,2023-11-23,complete,52.37,1.1969958962293004
2021-01-06,601169,北京银行,0.8621,4.85,5.6255,4.823999999999991,4.816166666666669,2020-10-31,2020-06-19,2020-06-22,4.561500000000004,4.561500000000004,continued,3,5,2021-01-07,4.84,2026-08-07,2022-01-07,2022-01-07,complete,4.53,-0.00233857052038855,2024-01-07,2024-01-08,complete,4.65,0.17880461431971173
2021-01-14,600000,浦发银行,0.8919,9.87,11.0666,9.692999999999984,9.69266666666665,2020-10-31,2013-08-29,2013-08-30,3.285431235431232,3.285431235431232,continued,3,3,2021-01-15,9.92,2026-08-07,2022-01-15,2022-01-17,complete,8.57,-0.09266699037324855,2024-01-15,2024-01-15,complete,6.51,-0.23950422470882982
2021-03-03,601328,交通银行,0.8175,4.62,5.6511,4.5405000000000015,4.531500000000003,2020-10-31,2014-05-28,2014-05-29,1.7810666666666726,1.7810666666666726,continued,2,7,2021-03-04,4.61,2026-08-07,2022-03-04,2022-03-04,complete,4.9,0.1382851208587499,2024-03-04,2024-03-04,complete,6.26,0.6730139612577002
2021-03-11,600016,民生银行,0.7879,5.23,6.6378,5.19949999999999,5.182499999999996,2020-10-31,2021-03-11,,,,initial,2,8,2021-03-12,5.26,2026-08-07,2022-03-12,2022-03-14,complete,3.74,-0.2548633233994436,2024-03-12,2024-03-12,complete,4.02,-0.1035797220411313
2021-03-29,600016,民生银行,0.7894,5.24,6.6378,5.2159999999999895,5.190499999999996,2020-10-31,2021-03-29,,,,initial,3,13,2021-03-30,5.27,2026-08-07,2022-03-30,2022-03-30,complete,3.82,-0.2403687368582993,2024-03-30,2024-04-01,complete,4.02,-0.10528070928583533
2022-06-06,601825,沪农商行,0.5496,6.49,11.8079,6.369000000000001,6.367333333333329,2022-04-30,2022-06-06,,,,initial,1,8,2022-06-07,6.53,2026-08-07,2023-06-07,2023-06-07,complete,5.88,-0.05645639924675605,2025-06-07,2025-06-09,complete,10.22,0.9095170519601425
2022-06-15,600176,中国巨石,0.8528,16.71,19.5945,16.167499999999983,15.474833333333333,2022-04-26,2020-05-20,2020-05-21,6.7627821522309794,6.7627821522309794,continued,3,9,2022-06-16,16.49,2026-08-07,2023-06-16,2023-06-16,complete,14.6,-0.08067189917317896,2025-06-16,2025-06-16,complete,11.13,-0.26845733381831416
2022-06-22,601077,渝农商行,0.7344,3.91,5.3241,3.8974999999999995,3.8953333333333298,2022-04-29,2022-06-22,,,,initial,3,11,2022-06-23,3.96,2026-08-07,2023-06-23,2023-06-26,complete,3.79,0.022561317784892898,2025-06-23,2025-06-23,complete,7.5,1.378934685690945
2022-06-28,600015,华夏银行,0.7615,5.17,6.7889,5.106500000000006,5.104666666666674,2022-04-30,2022-06-28,,,,initial,3,14,2022-06-29,5.19,2026-08-07,2023-06-29,2023-06-29,complete,5.4,0.11453252250897306,2025-06-29,2025-06-30,complete,7.91,0.8231548962687738
2022-08-22,600919,江苏银行,0.8589,6.88,8.0104,6.992000000000003,6.895833333333332,2022-04-29,2022-07-01,2022-07-04,6.725166666666663,6.725166666666663,continued_below_ma20,3,4,2022-08-23,6.9,2026-08-07,2023-08-23,2023-08-23,complete,7.05,0.09346550973440348,2025-08-23,2025-08-25,complete,11.07,0.9178160965794513
2022-08-24,002833,弘亚数控,0.9202,16.32,17.7349,16.393999999999995,15.970261904761877,2022-04-30,2022-07-28,2022-07-29,15.271952380952355,15.271952380952355,continued_below_ma20,3,3,2022-08-25,16.45,2026-08-07,2023-08-25,2023-08-25,complete,16.31,0.015110311355541972,2025-08-25,2025-08-25,complete,17.87,0.23757233606867567
2022-09-06,601998,中信银行,0.743,4.63,6.2313,4.400500000000007,4.395800000000001,2022-08-26,2022-09-06,,,,initial,3,6,2022-09-07,4.61,2026-08-07,2023-09-07,2023-09-07,complete,5.58,0.2817787418655082,2025-09-07,2025-09-08,complete,7.72,0.9495320617934881
2022-09-08,600938,中国海油,0.5325,16.17,30.3638,16.00550000000001,15.997499999999999,2022-08-26,2022-09-08,,,,initial,1,8,2022-09-09,16.27,2026-08-07,2023-09-09,2023-09-11,complete,19.5,0.28841602338574246,2025-09-09,2025-09-09,complete,25.95,0.877123003971642
2022-10-10,600938,中国海油,0.5444,16.53,30.3638,16.27200000000001,15.723333333333333,2022-08-26,2022-10-10,,,,initial,1,11,2022-10-11,16.7,2026-08-07,2023-10-11,2023-10-11,complete,20.29,0.3060946025882434,2025-10-11,2025-10-13,complete,26.32,0.8548651283513022
2022-11-04,600938,中国海油,0.5636,15.74,27.9279,15.733734000000009,15.398284666666665,2022-10-28,2022-11-04,,,,initial,1,1,2022-11-07,16.41,2026-08-07,2023-11-07,2023-11-07,complete,19.03,0.23252577283871667,2025-11-07,2025-11-07,complete,28.45,1.0165459964509527
2022-11-09,002833,弘亚数控,0.8613,15.78,18.3203,15.014000000000001,14.97599999999997,2022-10-28,2022-11-09,,,,initial,3,3,2022-11-10,15.53,2026-08-07,2023-11-10,2023-11-10,complete,18.1,0.23212050854675237,2025-11-10,2025-11-10,complete,16.74,0.25098926583173964
2022-11-23,601825,沪农商行,0.4864,5.72,11.7604,5.497500000000001,5.494833333333331,2022-10-29,2022-11-23,,,,initial,1,5,2022-11-24,5.72,2026-08-07,2023-11-24,2023-11-24,complete,5.76,0.07006839314532032,2025-11-24,2025-11-24,complete,8.86,0.8929790639234838
2023-02-13,600938,中国海油,0.5715,15.96,27.9279,15.852500000000006,15.828666666666663,2022-10-28,2023-02-13,,,,initial,2,33,2023-02-14,16.09,2026-08-07,2024-02-14,2024-02-19,complete,24.61,0.6256287514806624,2026-02-14,2026-02-24,complete,37.22,1.6906348778925095
2023-03-31,601077,渝农商行,0.6562,3.67,5.5926,3.6434999999999995,3.6014999999999993,2023-03-31,2023-01-31,2023-02-01,3.5540000000000003,3.5540000000000003,continued,3,23,2023-04-03,3.66,2026-08-07,2024-04-03,2024-04-03,complete,4.68,0.37644516277995543,2026-04-03,2026-04-03,complete,7.04,1.3721756663931828
2023-05-09,601166,兴业银行,0.7064,17.56,24.8598,17.183000000000035,16.980833333333333,2023-04-29,2023-05-05,2023-05-08,16.973333333333333,16.973333333333333,continued,3,22,2023-05-10,17.31,2026-08-07,2024-05-10,2024-05-10,complete,17.07,0.060329519922993624,2026-05-10,2026-05-11,complete,17.73,0.261342509858403
2023-05-23,601916,浙商银行,0.7002,2.93,4.1844,2.973500000000006,2.790000000000003,2023-04-26,2023-04-25,2023-04-26,2.7118333333333364,2.7118333333333364,continued_below_ma20,3,21,2023-05-24,2.89,2026-08-07,2024-05-24,2024-05-24,complete,3.05,0.12018091164209999,2026-05-24,2026-05-25,complete,2.97,0.21024536046545705
2023-08-04,000792,盐湖股份,0.5379,19.85,36.9062,19.511500000000034,19.497333333333305,2023-04-28,2023-08-04,,,,initial,2,29,2023-08-07,19.65,2026-08-07,2024-08-07,2024-08-07,complete,14.54,-0.2600508905852409,2026-08-07,2026-08-07,complete,28.8,0.4656488549618343
2023-09-04,601166,兴业银行,0.6528,16.24,24.8789,16.049500000000048,15.91703333333333,2023-08-31,2023-09-04,,,,initial,3,24,2023-09-05,16.17,2026-08-07,2024-09-05,2024-09-05,complete,16.3,0.07184731913016318,2026-09-05,,forward_incomplete,,
2023-11-07,601229,上海银行,0.7461,6.06,8.1219,6.1,6.098333333333329,2023-10-27,2023-01-04,2023-01-05,5.468666666666664,5.468666666666664,continued_below_ma20,3,14,2023-11-08,6.03,2026-08-07,2024-11-08,2024-11-08,complete,8.14,0.43713082527437797,2026-11-08,,forward_incomplete,,
2024-02-06,601166,兴业银行,0.6216,15.92,25.611,15.283000000000047,14.841833333333321,2023-10-31,2024-01-18,2024-01-19,14.769333333333321,14.769333333333321,continued,3,26,2024-02-07,15.97,2026-08-07,2025-02-07,2025-02-07,complete,20.12,0.33961006467162513,2027-02-07,,forward_incomplete,,
2024-03-07,000792,盐湖股份,0.6129,16.6,27.0841,15.454500000000024,15.34149999999996,2023-10-31,2024-03-06,2024-03-07,15.34149999999996,15.34149999999996,continued,3,36,2024-03-08,16.6,2026-08-07,2025-03-08,2025-03-10,complete,16.52,-0.004819277108434328,2027-03-08,,forward_incomplete,,
2024-04-16,000001,平安银行,0.6134,10.28,16.7595,10.419999999999987,10.082500000000021,2024-03-15,2024-03-15,2024-03-18,9.692666666666685,9.692666666666685,continued_below_ma20,3,41,2024-04-17,10.62,2026-08-07,2025-04-17,2025-04-17,complete,11.06,0.1378815566152043,2027-04-17,,forward_incomplete,,
2024-07-15,000063,中兴通讯,0.7158,27.78,38.8075,27.187149999999974,27.122883333333196,2024-04-26,2024-07-11,2024-07-12,27.108333333333196,27.108333333333196,continued,3,17,2024-07-16,28.43,2026-08-07,2025-07-16,2025-07-16,complete,33.24,0.19219828101254355,2027-07-16,,forward_incomplete,,
2024-07-22,601838,成都银行,0.7172,14.65,20.4261,14.610279999999984,14.504893333333321,2024-04-25,2020-05-27,2020-05-28,4.566436666666668,4.566436666666668,continued,3,19,2024-07-23,14.81,2026-08-07,2025-07-23,2025-07-23,complete,19.77,0.3349088453747473,2027-07-23,,forward_incomplete,,
2024-07-29,600036,招商银行,0.7225,32.45,44.9156,33.09280000000004,32.79210000000001,2024-04-30,2014-05-23,2014-05-26,-2.284333333333329,-2.284333333333329,continued_below_ma20,3,18,2024-07-30,32.42,2026-08-07,2025-07-30,2025-07-30,complete,44.42,0.43018316238285736,2027-07-30,,forward_incomplete,,
2024-09-18,601818,光大银行,0.7672,3.05,3.9753,3.1230000000000038,3.1219500000000036,2024-08-31,2014-06-05,2014-06-06,0.48766666666666963,0.48766666666666963,continued_below_ma20,3,10,2024-09-19,3.07,2026-08-07,2025-09-19,2025-09-19,complete,3.46,0.18300520228359796,2027-09-19,,forward_incomplete,,
2024-09-23,300059,东方财富,0.6577,10.73,16.3147,10.494500000000002,10.487333333333327,2024-08-10,2024-09-23,,,,initial,1,7,2024-09-24,11.96,2026-08-07,2025-09-24,2025-09-24,complete,26.45,1.2180685947910348,2027-09-24,,forward_incomplete,,
2024-09-30,000792,盐湖股份,0.6084,18.56,30.5072,15.201000000000041,15.079166666666627,2024-08-30,2024-09-30,,,,initial,1,8,2024-10-08,19.0,2026-08-07,2025-10-08,2025-10-09,complete,22.41,0.17947368421052645,2027-10-08,,forward_incomplete,,
2024-10-08,002236,大华股份,0.7821,18.49,23.64,14.242599999999982,14.087033333333292,2024-08-24,2023-02-03,2023-02-06,10.974695333333317,10.974695333333317,continued,3,13,2024-10-09,16.75,2026-08-07,2025-10-09,2025-10-09,complete,21.2,0.302546807945008,2027-10-09,,forward_incomplete,,
2024-12-12,600970,中材国际,0.6234,10.38,16.6504,10.474,10.351333333333342,2024-10-26,2024-10-15,2024-10-16,9.814666666666676,9.814666666666676,continued_below_ma20,3,41,2024-12-13,10.23,2026-08-07,2025-12-13,2025-12-15,complete,9.46,-0.027656799783470132,2027-12-13,,forward_incomplete,,
2024-12-18,000661,长春高新,0.6541,102.55,156.7913,107.18149999999974,105.38266666666652,2024-10-26,2024-10-10,2024-10-11,88.98266666666656,88.98266666666656,continued_below_ma20,3,35,2024-12-19,101.98,2026-08-07,2025-12-19,2025-12-19,complete,95.98,-0.03580854053512206,2027-12-19,,forward_incomplete,,
2024-12-25,601187,厦门银行,0.7848,5.69,7.2503,5.593999999999996,5.310500000000002,2024-10-31,2024-10-23,2024-10-24,4.887666666666664,4.887666666666664,continued,2,27,2024-12-26,5.63,2026-08-07,2025-12-26,2025-12-26,complete,7.56,0.40022170871806484,2027-12-26,,forward_incomplete,,
2025-03-03,688516,奥特维,0.6224,43.17,69.361,43.26499999999993,43.18583333333333,2024-10-29,2024-10-08,2024-10-09,36.79216666666659,36.79216666666659,continued_below_ma20,2,23,2025-03-04,43.13,2026-08-07,2026-03-04,2026-03-04,complete,83.18,1.04528850569069,2028-03-04,,forward_incomplete,,
2025-03-10,600970,中材国际,0.5832,9.71,16.6504,9.588999999999995,9.574666666666676,2024-10-26,2025-03-10,,,,initial,3,28,2025-03-11,9.69,2026-08-07,2026-03-11,2026-03-11,complete,11.38,0.23487376403048188,2028-03-11,,forward_incomplete,,
2025-04-08,603993,洛阳钼业,0.5958,6.21,10.4222,7.628999999999996,7.250666666666676,2025-03-22,2023-01-09,2023-01-10,4.359503333333334,4.359503333333334,continued_below_ma20,3,38,2025-04-09,6.15,2026-08-07,2026-04-09,2026-04-09,complete,19.12,2.2044588108531693,2028-04-09,,forward_incomplete,,
2025-05-28,601658,邮储银行,0.7475,5.31,7.104,5.283110000000007,5.195103333333335,2025-04-30,2022-12-02,2022-12-05,3.515333333333333,3.515333333333333,continued,3,33,2025-05-29,5.28,2026-08-07,2026-05-29,2026-05-29,complete,4.98,-0.03509320735444321,2028-05-29,,forward_incomplete,,
2025-06-13,002532,天山铝业,0.5495,8.33,15.1591,7.81949999999998,7.801333333333336,2025-04-24,2024-03-11,2024-03-12,5.128333333333336,5.128333333333336,continued,2,37,2025-06-16,8.25,2026-08-07,2026-06-16,2026-06-16,complete,12.71,0.5975382934808555,2028-06-16,,forward_incomplete,,
2025-06-23,000792,盐湖股份,0.5961,16.4,27.5114,16.248500000000035,16.247666666666618,2025-04-24,2025-06-23,,,,initial,3,37,2025-06-24,16.64,2026-08-07,2026-06-24,2026-06-24,complete,31.34,0.8834134615384646,2028-06-24,,forward_incomplete,,
2025-07-08,688516,奥特维,0.4557,34.18,75.0099,32.572499999999906,32.516333333333286,2025-04-22,2025-07-08,,,,initial,2,41,2025-07-09,33.71,2026-08-07,2026-07-09,2026-07-09,complete,48.35,0.46925488917430713,2028-07-09,,forward_incomplete,,
2025-07-30,600970,中材国际,0.6242,9.32,14.9316,9.121499999999997,8.837833333333343,2025-04-24,2025-07-17,2025-07-18,8.750666666666678,8.750666666666678,continued,3,45,2025-07-31,9.08,2026-08-07,2026-07-31,2026-07-31,complete,7.97,-0.0716678741981378,2028-07-31,,forward_incomplete,,
2025-10-13,002648,卫星化学,0.7009,18.84,26.8796,19.42650000000001,19.147000000000048,2025-08-12,2024-02-28,2024-02-29,14.016000000000009,14.016000000000009,continued_below_ma20,3,12,2025-10-14,18.54,2026-08-07,2026-10-14,,forward_incomplete,,,2028-10-14,,forward_incomplete,,
2025-10-24,600970,中材国际,0.6096,9.53,15.6328,9.119,9.105000000000008,2025-10-24,2025-10-24,,,,initial,2,11,2025-10-27,9.79,2026-08-07,2026-10-27,,forward_incomplete,,,2028-10-27,,forward_incomplete,,
2025-11-24,600970,中材国际,0.6064,9.48,15.6328,9.448500000000001,9.208833333333336,2025-10-24,2025-11-24,,,,initial,2,34,2025-11-25,9.46,2026-08-07,2026-11-25,,forward_incomplete,,,2028-11-25,,forward_incomplete,,
2026-02-24,601665,齐鲁银行,0.8572,5.76,6.7194,5.639200000000001,5.624399999999997,2025-10-31,2024-01-23,2024-01-24,3.305000000000001,3.305000000000001,continued,3,12,2026-02-25,5.72,2026-08-07,2027-02-25,,forward_incomplete,,,2029-02-25,,forward_incomplete,,
2026-05-15,002839,张家港行,0.7426,4.36,5.8709,4.54949999999999,4.549333333333317,2026-04-30,2024-10-11,2024-10-14,3.629166666666654,3.629166666666654,continued_below_ma20,3,23,2026-05-18,4.39,2026-08-07,2027-05-18,,forward_incomplete,,,2029-05-18,,forward_incomplete,,
2026-05-27,601998,中信银行,0.7357,7.48,10.1673,8.073500000000015,7.991166666666665,2026-04-30,2022-11-25,2022-11-28,3.3846999999999996,3.3846999999999996,continued_below_ma20,3,14,2026-05-28,7.37,2026-08-07,2027-05-28,,forward_incomplete,,,2029-05-28,,forward_incomplete,,
2026-07-03,601963,重庆银行,0.8264,9.92,12.0038,11.094500000000005,10.952333333333323,2026-04-29,2023-02-02,2023-02-03,5.531099999999997,5.531099999999997,continued_below_ma20,3,6,2026-07-06,10.24,2026-08-07,2027-07-06,,forward_incomplete,,,2029-07-06,,forward_incomplete,,
