security_code,security_name,group,years,signals,complete,missing,signal_companies,complete_companies,median_return,mean_return,positive_fraction,max_company_fraction
601658,邮储银行,daily_top3,1,4,1,3,1,1,-0.03509320735444321,-0.03509320735444321,0,1.0
601665,齐鲁银行,daily_top3,1,2,0,2,1,0,,,,
601818,光大银行,daily_top3,1,2,1,1,1,1,0.18300520228359796,0.18300520228359796,1,1.0
601825,沪农商行,daily_top3,1,125,119,6,1,1,0.03711948428929923,0.04171081894920084,0.6638655462184874,1.0
601838,成都银行,daily_top3,1,99,42,57,1,1,0.21769316529075455,0.2029422577650702,0.9523809523809523,1.0
601857,中国石油,daily_top3,1,2,2,0,1,1,0.5882804425960425,0.5882804425960425,1,1.0
601916,浙商银行,daily_top3,1,15,14,1,1,1,-0.009227014786135024,-0.008601324286194645,0.5,1.0
601939,建设银行,daily_top3,1,40,40,0,1,1,0.325860823679619,0.25127248517543044,0.85,1.0
601963,重庆银行,daily_top3,1,2,0,2,1,0,,,,
601988,中国银行,daily_top3,1,96,96,0,1,1,0.3023465672893806,0.26606298810133167,1,1.0
601998,中信银行,daily_top3,1,4,2,2,1,1,0.27695335175479874,0.27695335175479874,1,1.0
603156,养元饮品,daily_top3,1,5,5,0,1,1,0.24654301649560129,0.2386038194990025,1,1.0
603993,洛阳钼业,daily_top3,1,14,14,0,1,1,1.790447872254899,1.7934363332258396,1,1.0
688516,奥特维,daily_top3,1,65,31,34,1,1,0.23145547404977962,0.4417761757265933,1,1.0
000001,平安银行,segment_starts,1,41,21,20,1,1,0.06422216034832817,0.10281207632295741,0.8571428571428571,1.0
000022,深赤湾A,segment_starts,1,11,11,0,1,1,0.04996876951905138,0.03604999023236028,0.6363636363636364,1.0
000063,中兴通讯,segment_starts,1,3,3,0,1,1,0.24213027104081464,0.22998050846909454,1,1.0
000333,美的集团,segment_starts,1,12,12,0,1,1,0.7669276446718665,0.7930478874198663,1,1.0
000338,潍柴动力,segment_starts,1,164,162,2,1,1,0.26851686487006565,0.24686288679586613,0.7345679012345679,1.0
000423,东阿阿胶,segment_starts,1,2,2,0,1,1,0.05944611096119645,0.05944611096119645,1,1.0
000568,泸州老窖,segment_starts,1,12,12,0,1,1,0.3124571751210966,0.3013769430273189,1,1.0
000651,格力电器,segment_starts,1,182,158,24,1,1,0.22790923979954647,0.2810339736843561,0.8164556962025317,1.0
000661,长春高新,segment_starts,1,7,7,0,1,1,-0.05158133292806255,-0.06053121531580768,0,1.0
000792,盐湖股份,segment_starts,1,71,68,3,1,1,-0.044546502145162814,0.051527433103766784,0.38235294117647056,1.0
000858,五 粮 液,segment_starts,1,11,11,0,1,1,0.4025040065537877,0.40915598307990464,1,1.0
000869,张  裕Ａ,segment_starts,1,2,2,0,1,1,0.4042192918440195,0.4042192918440195,1,1.0
000933,神火股份,segment_starts,1,148,102,46,1,1,0.27914599445494803,0.2613163128785567,0.7450980392156863,1.0
002001,新 和 成,segment_starts,1,6,6,0,1,1,-0.1603334167344257,-0.11233148403193795,0.3333333333333333,1.0
002024,ST易购,segment_starts,1,3,3,0,1,1,0.07267441860464974,0.3636970741461067,1,1.0
002128,电投能源,segment_starts,1,221,210,11,1,1,0.2629263996487077,0.24966620138659398,0.6952380952380952,1.0
002152,广电运通,segment_starts,1,7,7,0,1,1,0.39608944549319425,0.390417911591883,1,1.0
002236,大华股份,segment_starts,1,4,4,0,1,1,0.22324289208026127,0.21471514761488336,1,1.0
002304,洋河股份,segment_starts,1,33,33,0,1,1,0.6400455167153016,0.6271235068587439,1,1.0
002466,天齐锂业,segment_starts,1,54,52,2,1,1,0.5116777284139378,0.5982750980519681,0.8461538461538461,1.0
002532,天山铝业,segment_starts,1,10,6,4,1,1,0.48147602817032775,0.4626076576557186,1,1.0
002648,卫星化学,segment_starts,1,3,0,3,1,0,,,,
002714,牧原股份,segment_starts,1,2,2,0,1,1,0.7477304856173232,0.7477304856173232,1,1.0
002833,弘亚数控,segment_starts,1,4,4,0,1,1,0.23053782324354521,0.19794236072895222,1,1.0
002839,张家港行,segment_starts,1,1,0,1,1,0,,,,
300059,东方财富,segment_starts,1,8,2,6,1,1,1.0358764540940149,1.0358764540940149,1,1.0
600000,浦发银行,segment_starts,1,7,7,0,1,1,-0.12443929877767734,-0.1274818357743554,0,1.0
600015,华夏银行,segment_starts,1,1,1,0,1,1,0.11453252250897306,0.11453252250897306,1,1.0
600016,民生银行,segment_starts,1,8,8,0,1,1,-0.14058782737102632,-0.15904705038945624,0.125,1.0
600031,三一重工,segment_starts,1,11,10,1,1,1,0.15272092487292854,0.059566208768543495,0.6,1.0
600036,招商银行,segment_starts,1,10,3,7,1,1,0.4200937469206443,0.4099769018990001,1,1.0
600066,宇通客车,segment_starts,1,44,41,3,1,1,0.1719263814436629,0.20785139071819456,0.8048780487804879,1.0
600176,中国巨石,segment_starts,1,14,14,0,1,1,-0.1006683197186804,-0.0409365497244101,0.35714285714285715,1.0
600188,兖矿能源,segment_starts,1,9,9,0,1,1,0.2643125180409882,0.1906254077638054,0.6666666666666666,1.0
600309,万华化学,segment_starts,1,104,89,15,1,1,0.2657494944080325,0.39386884741734357,0.7078651685393258,1.0
600519,贵州茅台,segment_starts,1,7,7,0,1,1,0.43759845871355596,0.4432482685942755,1,1.0
600566,济川药业,segment_starts,1,3,3,0,1,1,-0.16184368484235634,-0.15530224593544362,0,1.0
600585,海螺水泥,segment_starts,1,149,148,1,1,1,0.17659534665842513,0.17948704067284657,0.668918918918919,1.0
600660,福耀玻璃,segment_starts,1,70,70,0,1,1,0.038371397158367015,0.0713972962797912,0.5857142857142857,1.0
600690,海尔智家,segment_starts,1,8,8,0,1,1,0.6502593393120993,0.6243642121482275,1,1.0
600897,厦门空港,segment_starts,1,29,29,0,1,1,0.04221387172115154,0.10744559433446292,0.5172413793103449,1.0
600919,江苏银行,segment_starts,1,33,16,17,1,1,0.18605005271037256,0.2565326072307673,1,1.0
600938,中国海油,segment_starts,1,60,56,4,1,1,0.4677666769994966,0.4850882122220624,1,1.0
600970,中材国际,segment_starts,1,44,4,40,1,1,0.020087489177637863,0.05084521704690495,0.5,1.0
601009,南京银行,segment_starts,1,12,11,1,1,1,0.11413180899039888,0.11160454073134493,1,1.0
601077,渝农商行,segment_starts,1,5,5,0,1,1,0.04444811572135299,0.1099329562085336,1,1.0
601088,中国神华,segment_starts,1,187,185,2,1,1,0.17871021280248556,0.21793209553549553,0.7243243243243244,1.0
601166,兴业银行,segment_starts,1,31,24,7,1,1,0.36834035913632435,0.2605455949832069,0.7916666666666666,1.0
601169,北京银行,segment_starts,1,38,38,0,1,1,0.03602012153802481,0.08713353525366374,0.6578947368421053,1.0
601187,厦门银行,segment_starts,1,17,17,0,1,1,0.3733881916520392,0.346145344195282,1,1.0
601225,陕西煤业,segment_starts,1,60,60,0,1,1,0.41688193617585123,0.4586838471674622,0.8833333333333333,1.0
601229,上海银行,segment_starts,1,25,18,7,1,1,0.5069562394075908,0.4907933521129526,1,1.0
601288,农业银行,segment_starts,1,37,37,0,1,1,0.31380981085013726,0.2965706641437569,1,1.0
601328,交通银行,segment_starts,1,82,78,4,1,1,0.14168720328651663,0.19627029339501798,0.9487179487179487,1.0
601398,工商银行,segment_starts,1,31,30,1,1,1,0.2302654508311155,0.1835068321172349,0.6666666666666666,1.0
601658,邮储银行,segment_starts,1,3,1,2,1,1,-0.03509320735444321,-0.03509320735444321,0,1.0
601665,齐鲁银行,segment_starts,1,1,0,1,1,0,,,,
601818,光大银行,segment_starts,1,2,1,1,1,1,0.18300520228359796,0.18300520228359796,1,1.0
601825,沪农商行,segment_starts,1,41,38,3,1,1,-0.03650201828106736,0.02573361252939646,0.47368421052631576,1.0
601838,成都银行,segment_starts,1,28,15,13,1,1,0.04946947890818709,0.13777226812891077,0.8666666666666667,1.0
601857,中国石油,segment_starts,1,1,1,0,1,1,0.5381466744281354,0.5381466744281354,1,1.0
601916,浙商银行,segment_starts,1,5,5,0,1,1,0.09852981664005256,0.02101828205124212,0.6,1.0
601939,建设银行,segment_starts,1,19,19,0,1,1,0.32698851598046397,0.24708247310292628,0.8421052631578947,1.0
601963,重庆银行,segment_starts,1,1,0,1,1,0,,,,
601988,中国银行,segment_starts,1,33,33,0,1,1,0.3096738906088743,0.27342294891191155,1,1.0
601998,中信银行,segment_starts,1,2,1,1,1,1,0.2817787418655082,0.2817787418655082,1,1.0
603156,养元饮品,segment_starts,1,2,2,0,1,1,0.24824302795616182,0.24824302795616182,1,1.0
603993,洛阳钼业,segment_starts,1,8,8,0,1,1,1.9207622275929865,1.849790552078007,1,1.0
688516,奥特维,segment_starts,1,21,10,11,1,1,0.32286763439728094,0.5069114895663118,1,1.0
000001,平安银行,quarterly_top3,1,3,3,0,1,1,0.06343321205064045,0.11226110679275185,1,1.0
000022,深赤湾A,quarterly_top3,1,1,1,0,1,1,-0.06344015696533545,-0.06344015696533545,0,1.0
000333,美的集团,quarterly_top3,1,1,1,0,1,1,0.91520684044338,0.91520684044338,1,1.0
000338,潍柴动力,quarterly_top3,1,14,14,0,1,1,0.41410410933763564,0.41450958907296653,0.9285714285714286,1.0
000651,格力电器,quarterly_top3,1,11,9,2,1,1,0.26833546630444727,0.261620171814958,0.7777777777777778,1.0
000792,盐湖股份,quarterly_top3,1,5,5,0,1,1,0.0054545454545449346,0.2507391071107397,0.6,1.0
000858,五 粮 液,quarterly_top3,1,1,1,0,1,1,0.4074836153025423,0.4074836153025423,1,1.0
000933,神火股份,quarterly_top3,1,10,8,2,1,1,-0.061829745706314054,0.0635421755330613,0.375,1.0
002001,新 和 成,quarterly_top3,1,1,1,0,1,1,-0.2763321582627225,-0.2763321582627225,0,1.0
002128,电投能源,quarterly_top3,1,17,17,0,1,1,0.36258072274204833,0.28315557447403844,0.7647058823529411,1.0
002152,广电运通,quarterly_top3,1,1,1,0,1,1,0.44821272885789054,0.44821272885789054,1,1.0
002236,大华股份,quarterly_top3,1,1,1,0,1,1,0.302546807945008,0.302546807945008,1,1.0
002304,洋河股份,quarterly_top3,1,1,1,0,1,1,0.585414500832073,0.585414500832073,1,1.0
002466,天齐锂业,quarterly_top3,1,6,6,0,1,1,0.603167044614432,0.6744171279897577,0.6666666666666666,1.0
002532,天山铝业,quarterly_top3,1,1,1,0,1,1,0.27347326062732624,0.27347326062732624,1,1.0
600031,三一重工,quarterly_top3,1,4,4,0,1,1,-0.034553060529703084,-0.05339985731429922,0.5,1.0
600036,招商银行,quarterly_top3,1,1,0,1,1,0,,,,
600066,宇通客车,quarterly_top3,1,3,3,0,1,1,0.24668747789066026,0.12332559999080772,0.6666666666666666,1.0
600176,中国巨石,quarterly_top3,1,1,1,0,1,1,-0.28333799857073994,-0.28333799857073994,0,1.0
600309,万华化学,quarterly_top3,1,5,4,1,1,1,0.3053344688946825,0.34154260079141013,1,1.0
600585,海螺水泥,quarterly_top3,1,16,16,0,1,1,0.3833654452286769,0.20092133220106567,0.5625,1.0
600660,福耀玻璃,quarterly_top3,1,3,3,0,1,1,0.719859752859447,0.5156992454170155,0.6666666666666666,1.0
600690,海尔智家,quarterly_top3,1,1,1,0,1,1,0.4529750818948095,0.4529750818948095,1,1.0
600897,厦门空港,quarterly_top3,1,1,1,0,1,1,0.05803340387965372,0.05803340387965372,1,1.0
600919,江苏银行,quarterly_top3,1,1,0,1,1,0,,,,
600938,中国海油,quarterly_top3,1,5,4,1,1,1,0.4945070213120044,0.5114756377611046,1,1.0
600970,中材国际,quarterly_top3,1,1,0,1,1,0,,,,
601077,渝农商行,quarterly_top3,1,1,1,0,1,1,0.07060042865890792,0.07060042865890792,1,1.0
601088,中国神华,quarterly_top3,1,13,13,0,1,1,0.3523346203346198,0.2547057776170981,0.7692307692307693,1.0
601166,兴业银行,quarterly_top3,1,3,2,1,1,1,0.32326673023608266,0.32326673023608266,1,1.0
601169,北京银行,quarterly_top3,1,2,2,0,1,1,0.007816030389593942,0.007816030389593942,0.5,1.0
601187,厦门银行,quarterly_top3,1,1,1,0,1,1,0.42335455285601586,0.42335455285601586,1,1.0
601225,陕西煤业,quarterly_top3,1,4,4,0,1,1,0.5406322992876299,0.5644798972014518,1,1.0
601229,上海银行,quarterly_top3,1,2,1,1,1,1,0.5530147969493509,0.5530147969493509,1,1.0
601288,农业银行,quarterly_top3,1,1,1,0,1,1,0.35489137118262115,0.35489137118262115,1,1.0
601328,交通银行,quarterly_top3,1,6,6,0,1,1,0.23727174384557959,0.23773295146108744,1,1.0
601398,工商银行,quarterly_top3,1,3,3,0,1,1,0.21927466806321383,0.14926038923756432,0.6666666666666666,1.0
601825,沪农商行,quarterly_top3,1,2,2,0,1,1,-0.016116126691245847,-0.016116126691245847,0.5,1.0
601838,成都银行,quarterly_top3,1,2,0,2,1,0,,,,
601939,建设银行,quarterly_top3,1,1,1,0,1,1,0.33045663956639526,0.33045663956639526,1,1.0
601988,中国银行,quarterly_top3,1,1,1,0,1,1,0.11921616161616089,0.11921616161616089,1,1.0
000001,平安银行,annual_top3,1,1,1,0,1,1,0.06343321205064045,0.06343321205064045,1,1.0
000022,深赤湾A,annual_top3,1,1,1,0,1,1,-0.06344015696533545,-0.06344015696533545,0,1.0
000338,潍柴动力,annual_top3,1,4,4,0,1,1,0.5681012069605952,0.5319380328482166,0.75,1.0
000651,格力电器,annual_top3,1,5,4,1,1,1,0.3441812689692675,0.4519485717178628,1,1.0
000792,盐湖股份,annual_top3,1,1,1,0,1,1,-0.10798609497410627,-0.10798609497410627,0,1.0
000933,神火股份,annual_top3,1,2,1,1,1,1,-0.23417721518987178,-0.23417721518987178,0,1.0
002128,电投能源,annual_top3,1,4,4,0,1,1,0.35260623351031894,0.2470919907990971,0.75,1.0
002466,天齐锂业,annual_top3,1,3,3,0,1,1,0.35702746365104976,0.41580905460391976,0.6666666666666666,1.0
600066,宇通客车,annual_top3,1,2,2,0,1,1,0.2644395432203436,0.2644395432203436,1,1.0
600176,中国巨石,annual_top3,1,1,1,0,1,1,-0.28333799857073994,-0.28333799857073994,0,1.0
600309,万华化学,annual_top3,1,1,1,0,1,1,0.4089665589970437,0.4089665589970437,1,1.0
600585,海螺水泥,annual_top3,1,4,4,0,1,1,0.12582129058354563,0.21682883509222511,0.5,1.0
600660,福耀玻璃,annual_top3,1,1,1,0,1,1,0.719859752859447,0.719859752859447,1,1.0
600690,海尔智家,annual_top3,1,1,1,0,1,1,0.4529750818948095,0.4529750818948095,1,1.0
600938,中国海油,annual_top3,1,1,1,0,1,1,0.43762789780760625,0.43762789780760625,1,1.0
600970,中材国际,annual_top3,1,1,0,1,1,0,,,,
601088,中国神华,annual_top3,1,2,2,0,1,1,0.05514189803565539,0.05514189803565539,0.5,1.0
601166,兴业银行,annual_top3,1,1,1,0,1,1,0.16350043999459696,0.16350043999459696,1,1.0
601169,北京银行,annual_top3,1,1,1,0,1,1,0.028237737107690064,0.028237737107690064,1,1.0
601187,厦门银行,annual_top3,1,1,1,0,1,1,0.42335455285601586,0.42335455285601586,1,1.0
601225,陕西煤业,annual_top3,1,1,1,0,1,1,0.11429761400536864,0.11429761400536864,1,1.0
601825,沪农商行,annual_top3,1,1,1,0,1,1,0.046590825282104564,0.046590825282104564,1,1.0
000001,平安银行,ma60_episodes,1,45,32,13,1,1,0.17957155200618447,0.14944601382684386,0.96875,1.0
000022,深赤湾A,ma60_episodes,1,31,31,0,1,1,0.06653746770025881,0.07056018928847355,0.9354838709677419,1.0
000063,中兴通讯,ma60_episodes,1,1,1,0,1,1,0.19219828101254355,0.19219828101254355,1,1.0
000333,美的集团,ma60_episodes,1,10,10,0,1,1,0.6506551547456192,0.6839139113343112,1,1.0
000338,潍柴动力,ma60_episodes,1,186,185,1,1,1,0.3365528870982575,0.28266681544827754,0.8216216216216217,1.0
000423,东阿阿胶,ma60_episodes,1,1,1,0,1,1,0.06690763476868189,0.06690763476868189,1,1.0
000568,泸州老窖,ma60_episodes,1,11,11,0,1,1,0.4977597811997039,0.4432523137346099,1,1.0
000651,格力电器,ma60_episodes,1,168,120,48,1,1,0.26459194610583203,0.29930840128396125,0.8416666666666667,1.0
000661,长春高新,ma60_episodes,1,8,8,0,1,1,-0.04332747913884144,-0.05256002591238215,0,1.0
000792,盐湖股份,ma60_episodes,1,64,63,1,1,1,-0.02529411764705969,0.15753202000570585,0.3492063492063492,1.0
000858,五 粮 液,ma60_episodes,1,3,3,0,1,1,0.40799396681749545,0.4362468122752882,1,1.0
000869,张  裕Ａ,ma60_episodes,1,2,2,0,1,1,0.4042192918440195,0.4042192918440195,1,1.0
000933,神火股份,ma60_episodes,1,74,73,1,1,1,0.2184881203489062,0.2757482222921039,0.7123287671232876,1.0
002001,新 和 成,ma60_episodes,1,2,2,0,1,1,-0.01355111394077918,-0.01355111394077918,0.5,1.0
002024,ST易购,ma60_episodes,1,2,2,0,1,1,0.5092084019168351,0.5092084019168351,1,1.0
002128,电投能源,ma60_episodes,1,239,231,8,1,1,0.33886373128929215,0.2989923886471511,0.8051948051948052,1.0
002152,广电运通,ma60_episodes,1,19,19,0,1,1,0.4567889866015944,0.46557281384696836,1,1.0
002236,大华股份,ma60_episodes,1,2,2,0,1,1,0.2250810983839443,0.2250810983839443,1,1.0
002304,洋河股份,ma60_episodes,1,27,27,0,1,1,0.8737026421059593,0.6397482735099931,1,1.0
002466,天齐锂业,ma60_episodes,1,59,51,8,1,1,0.6213256484149876,0.7576573690549663,0.6666666666666666,1.0
002532,天山铝业,ma60_episodes,1,1,1,0,1,1,0.5975382934808555,0.5975382934808555,1,1.0
002648,卫星化学,ma60_episodes,1,4,0,4,1,0,,,,
002714,牧原股份,ma60_episodes,1,1,1,0,1,1,0.6968667580301122,0.6968667580301122,1,1.0
002833,弘亚数控,ma60_episodes,1,3,3,0,1,1,0.23212050854675237,0.21474562583832757,1,1.0
002839,张家港行,ma60_episodes,1,1,0,1,1,0,,,,
300059,东方财富,ma60_episodes,1,7,1,6,1,1,1.2180685947910348,1.2180685947910348,1,1.0
600000,浦发银行,ma60_episodes,1,6,6,0,1,1,-0.09028457217096092,-0.09680917374963467,0,1.0
600015,华夏银行,ma60_episodes,1,1,1,0,1,1,0.11453252250897306,0.11453252250897306,1,1.0
600016,民生银行,ma60_episodes,1,6,6,0,1,1,-0.14058782737102632,-0.1428942979308646,0.16666666666666666,1.0
600031,三一重工,ma60_episodes,1,11,10,1,1,1,0.00899496114050724,0.005417468237729828,0.5,1.0
600036,招商银行,ma60_episodes,1,15,4,11,1,1,0.3998737716570715,0.3999914307518425,1,1.0
600066,宇通客车,ma60_episodes,1,43,41,2,1,1,0.2568117209709162,0.3053273506880431,1,1.0
600176,中国巨石,ma60_episodes,1,24,24,0,1,1,-0.21070841498329285,-0.19662798865860573,0.041666666666666664,1.0
600188,兖矿能源,ma60_episodes,1,16,16,0,1,1,0.19815538864519644,0.23846449277049175,0.8125,1.0
600309,万华化学,ma60_episodes,1,102,86,16,1,1,0.22809720326179572,0.41731878492517654,0.7441860465116279,1.0
600519,贵州茅台,ma60_episodes,1,2,2,0,1,1,0.46978224212123587,0.46978224212123587,1,1.0
600566,济川药业,ma60_episodes,1,2,2,0,1,1,-0.16861765109469262,-0.16861765109469262,0,1.0
600585,海螺水泥,ma60_episodes,1,163,163,0,1,1,0.1884506551209708,0.21661419520941705,0.6441717791411042,1.0
600660,福耀玻璃,ma60_episodes,1,79,79,0,1,1,0.006289233438401931,0.03650578325566115,0.5189873417721519,1.0
600690,海尔智家,ma60_episodes,1,13,13,0,1,1,0.46765947086512205,0.500270754897581,1,1.0
600897,厦门空港,ma60_episodes,1,49,49,0,1,1,0.09888855181109446,0.21417509704388193,0.7142857142857143,1.0
600919,江苏银行,ma60_episodes,1,32,22,10,1,1,0.15074816111887146,0.21202560216119642,1,1.0
600938,中国海油,ma60_episodes,1,42,41,1,1,1,0.4522776583631116,0.4982608900108338,1,1.0
600970,中材国际,ma60_episodes,1,29,4,25,1,1,0.020087489177637863,0.05084521704690495,0.5,1.0
601009,南京银行,ma60_episodes,1,4,3,1,1,1,0.13662164637379304,0.12543898895487926,1,1.0
601077,渝农商行,ma60_episodes,1,2,2,0,1,1,0.19950324028242417,0.19950324028242417,1,1.0
601088,中国神华,ma60_episodes,1,215,213,2,1,1,0.14260190507908543,0.17155085392489222,0.6197183098591549,1.0
601166,兴业银行,ma60_episodes,1,48,29,19,1,1,0.3991303160933448,0.34048015167798945,0.896551724137931,1.0
601169,北京银行,ma60_episodes,1,72,72,0,1,1,0.054295845641502694,0.10880005987110879,0.8055555555555556,1.0
601187,厦门银行,ma60_episodes,1,14,14,0,1,1,0.39587219746947244,0.39507679619325575,1,1.0
601225,陕西煤业,ma60_episodes,1,62,62,0,1,1,0.47235305528871574,0.5124525576579866,0.9193548387096774,1.0
601229,上海银行,ma60_episodes,1,30,19,11,1,1,0.4290601446341251,0.451479129611594,1,1.0
601288,农业银行,ma60_episodes,1,34,34,0,1,1,0.2949532915329335,0.26389722967404344,1,1.0
601328,交通银行,ma60_episodes,1,80,79,1,1,1,0.2887156588543489,0.2560623603588434,0.9873417721518988,1.0
601398,工商银行,ma60_episodes,1,37,36,1,1,1,0.2817405358781644,0.22407541820584967,0.6944444444444444,1.0
601658,邮储银行,ma60_episodes,1,2,1,1,1,1,-0.03509320735444321,-0.03509320735444321,0,1.0
601665,齐鲁银行,ma60_episodes,1,1,0,1,1,0,,,,
601818,光大银行,ma60_episodes,1,2,1,1,1,1,0.18300520228359796,0.18300520228359796,1,1.0
601825,沪农商行,ma60_episodes,1,20,14,6,1,1,0.17289748307084618,0.1668177139197702,0.9285714285714286,1.0
601838,成都银行,ma60_episodes,1,31,21,10,1,1,0.34501863284002865,0.2675637504809362,1,1.0
601857,中国石油,ma60_episodes,1,1,1,0,1,1,0.5381466744281354,0.5381466744281354,1,1.0
