group,arm,start,key,m1,m2,diff
全样本,BASE,2013-05-01,年均换手,6.7691858962127,6.7691858962127,0.0
全样本,BASE,2013-05-01,平均仓位,1.6852889684321897,1.6852889684321897,0.0
全样本,BASE,2013-11-01,年化,0.45436542557746806,0.45436542557746806,0.0
全样本,BASE,2013-11-01,最大回撤,0.6694721813774317,0.6694721813774317,0.0
全样本,BASE,2013-11-01,滚动5年年化中位,0.5071997026525257,0.5071997026525257,0.0
全样本,BASE,2013-11-01,滚动5年年化P25,0.36936835032137405,0.36936835032137405,0.0
全样本,BASE,2013-11-01,滚动5年回撤中位,0.4496130998372412,0.4496130998372412,0.0
全样本,BASE,2013-11-01,滚动5年Calmar中位,1.1303565693943194,1.1303565693943194,0.0
全样本,BASE,2013-11-01,互不重叠5年块中位,0.6337725553591905,0.6337725553591905,0.0
全样本,BASE,2013-11-01,年均换手,7.180484237542802,7.180484237542802,0.0
全样本,BASE,2013-11-01,平均仓位,1.670012558263318,1.670012558263318,0.0
全样本,BASE,2014-05-01,年化,0.46122481394793113,0.46122481394793113,0.0
全样本,BASE,2014-05-01,最大回撤,0.7474924123572563,0.7474924123572563,0.0
全样本,BASE,2014-05-01,滚动5年年化中位,0.5168762095794048,0.5168762095794048,0.0
全样本,BASE,2014-05-01,滚动5年年化P25,0.42251962048503855,0.42251962048503855,0.0
全样本,BASE,2014-05-01,滚动5年回撤中位,0.43960066416236443,0.43960066416236443,0.0
全样本,BASE,2014-05-01,滚动5年Calmar中位,1.1757857794966822,1.1757857794966822,0.0
全样本,BASE,2014-05-01,互不重叠5年块中位,0.595751623102857,0.595751623102857,0.0
全样本,BASE,2014-05-01,年均换手,7.409001556042056,7.409001556042056,0.0
全样本,BASE,2014-05-01,平均仓位,1.6702355998171134,1.6702355998171134,0.0
全样本,BASE,2014-11-01,年化,0.48063496816724793,0.48063496816724793,0.0
全样本,BASE,2014-11-01,最大回撤,0.8199961206266505,0.8199961206266505,0.0
全样本,BASE,2014-11-01,滚动5年年化中位,0.6244746201222773,0.6244746201222773,0.0
全样本,BASE,2014-11-01,滚动5年年化P25,0.527735294082583,0.527735294082583,0.0
全样本,BASE,2014-11-01,滚动5年回撤中位,0.5596444676741852,0.5596444676741852,0.0
全样本,BASE,2014-11-01,滚动5年Calmar中位,1.1229029875949874,1.1229029875949874,0.0
全样本,BASE,2014-11-01,互不重叠5年块中位,0.6586050320011663,0.6586050320011663,0.0
全样本,BASE,2014-11-01,年均换手,7.531097083370669,7.531097083370669,0.0
全样本,BASE,2014-11-01,平均仓位,1.627233329786295,1.627233329786295,0.0
全样本,BASE,2015-05-01,年化,0.4821820160272918,0.4821820160272918,0.0
全样本,BASE,2015-05-01,最大回撤,0.6220133031476989,0.6220133031476989,0.0
全样本,BASE,2015-05-01,滚动5年年化中位,0.6312265110072364,0.6312265110072364,0.0
全样本,BASE,2015-05-01,滚动5年年化P25,0.5642234863166595,0.5642234863166595,0.0
全样本,BASE,2015-05-01,滚动5年回撤中位,0.577285509898491,0.577285509898491,0.0
全样本,BASE,2015-05-01,滚动5年Calmar中位,1.127102156235648,1.127102156235648,0.0
全样本,BASE,2015-05-01,互不重叠5年块中位,0.6641946194217695,0.6641946194217695,0.0
全样本,BASE,2015-05-01,年均换手,7.010411321579185,7.010411321579185,0.0
全样本,BASE,2015-05-01,平均仓位,1.5919681367233418,1.5919681367233418,0.0
全样本,BASE,2015-11-01,年化,0.6188488558249421,0.6188488558249421,0.0
全样本,BASE,2015-11-01,最大回撤,0.5747130080125273,0.5747130080125273,0.0
全样本,BASE,2015-11-01,滚动5年年化中位,0.6608624679166513,0.6608624679166513,0.0
全样本,BASE,2015-11-01,滚动5年年化P25,0.5780781937520023,0.5780781937520023,0.0
全样本,BASE,2015-11-01,滚动5年回撤中位,0.5747130080125273,0.5747130080125273,0.0
全样本,BASE,2015-11-01,滚动5年Calmar中位,1.1704882021805774,1.1704882021805774,0.0
全样本,BASE,2015-11-01,互不重叠5年块中位,0.7347088690649787,0.7347088690649787,0.0
全样本,BASE,2015-11-01,年均换手,7.073629678536109,7.073629678536109,0.0
全样本,BASE,2015-11-01,平均仓位,1.6484100270919515,1.6484100270919515,0.0
全样本,BASE,2016-05-01,年化,0.6527203323199764,0.6527203323199764,0.0
全样本,BASE,2016-05-01,最大回撤,0.5498852820339435,0.5498852820339435,0.0
全样本,BASE,2016-05-01,滚动5年年化中位,0.639114588903108,0.639114588903108,0.0
全样本,BASE,2016-05-01,滚动5年年化P25,0.5830572446839601,0.5830572446839601,0.0
全样本,BASE,2016-05-01,滚动5年回撤中位,0.5498852820339435,0.5498852820339435,0.0
全样本,BASE,2016-05-01,滚动5年Calmar中位,1.1972864518406479,1.1972864518406479,0.0
全样本,BASE,2016-05-01,互不重叠5年块中位,0.6466596991523549,0.6466596991523549,0.0
全样本,BASE,2016-05-01,年均换手,6.026930590884266,6.026930590884266,0.0
全样本,BASE,2016-05-01,平均仓位,1.670079027839093,1.670079027839093,0.0
全样本,BUY2,2009-11-01,年化,0.33174918077534743,0.33174918077534743,0.0
全样本,BUY2,2009-11-01,最大回撤,0.6881085193943499,0.6881085193943499,0.0
全样本,BUY2,2009-11-01,滚动5年年化中位,0.3657181499469988,0.3657181499469988,0.0
全样本,BUY2,2009-11-01,滚动5年年化P25,0.2269259487761328,0.2269259487761328,0.0
全样本,BUY2,2009-11-01,滚动5年回撤中位,0.45032373638442913,0.45032373638442913,0.0
全样本,BUY2,2009-11-01,滚动5年Calmar中位,0.8402926387447154,0.8402926387447154,0.0
全样本,BUY2,2009-11-01,互不重叠5年块中位,0.49046902984916363,0.49046902984916363,0.0
全样本,BUY2,2009-11-01,年均换手,7.306888300147705,7.306888300147705,0.0
全样本,BUY2,2009-11-01,平均仓位,1.616905257992463,1.616905257992463,0.0
全样本,BUY2,2010-05-01,年化,0.3567304135057032,0.3567304135057032,0.0
全样本,BUY2,2010-05-01,最大回撤,0.6884569860926628,0.6884569860926628,0.0
全样本,BUY2,2010-05-01,滚动5年年化中位,0.3996056430201913,0.3996056430201913,0.0
全样本,BUY2,2010-05-01,滚动5年年化P25,0.23697178668824304,0.23697178668824304,0.0
全样本,BUY2,2010-05-01,滚动5年回撤中位,0.46688855423561315,0.46688855423561315,0.0
全样本,BUY2,2010-05-01,滚动5年Calmar中位,0.8905722853177463,0.8905722853177463,0.0
全样本,BUY2,2010-05-01,互不重叠5年块中位,0.4934424178028307,0.4934424178028307,0.0
全样本,BUY2,2010-05-01,年均换手,7.180493306718275,7.180493306718275,0.0
全样本,BUY2,2010-05-01,平均仓位,1.6484940778313049,1.6484940778313049,0.0
全样本,BUY2,2010-11-01,年化,0.3563456936074172,0.3563456936074172,0.0
全样本,BUY2,2010-11-01,最大回撤,0.6922195471059167,0.6922195471059167,0.0
全样本,BUY2,2010-11-01,滚动5年年化中位,0.46104594503295115,0.46104594503295115,0.0
全样本,BUY2,2010-11-01,滚动5年年化P25,0.23285197402417812,0.23285197402417812,0.0
全样本,BUY2,2010-11-01,滚动5年回撤中位,0.44402033533544083,0.44402033533544083,0.0
全样本,BUY2,2010-11-01,滚动5年Calmar中位,1.0435030023819096,1.0435030023819096,0.0
全样本,BUY2,2010-11-01,互不重叠5年块中位,0.5519356199408982,0.5519356199408982,0.0
全样本,BUY2,2010-11-01,年均换手,8.072099138585234,8.072099138585234,0.0
全样本,BUY2,2010-11-01,平均仓位,1.6047022188227753,1.6047022188227753,0.0
全样本,BUY2,2011-05-01,年化,0.3862058773355326,0.3862058773355326,0.0
全样本,BUY2,2011-05-01,最大回撤,0.6988515683697564,0.6988515683697564,0.0
全样本,BUY2,2011-05-01,滚动5年年化中位,0.464546032627029,0.464546032627029,0.0
全样本,BUY2,2011-05-01,滚动5年年化P25,0.2650025701861858,0.2650025701861858,0.0
全样本,BUY2,2011-05-01,滚动5年回撤中位,0.4428266233713355,0.4428266233713355,0.0
全样本,BUY2,2011-05-01,滚动5年Calmar中位,1.0490472074382946,1.0490472074382946,0.0
全样本,BUY2,2011-05-01,互不重叠5年块中位,0.5460071587250914,0.5460071587250914,0.0
全样本,BUY2,2011-05-01,年均换手,8.366569509007562,8.366569509007562,0.0
全样本,BUY2,2011-05-01,平均仓位,1.5846861136042059,1.5846861136042059,0.0
全样本,BUY2,2011-11-01,年化,0.4186159960056972,0.4186159960056972,0.0
全样本,BUY2,2011-11-01,最大回撤,0.692780466341109,0.692780466341109,0.0
全样本,BUY2,2011-11-01,滚动5年年化中位,0.4853323785149788,0.4853323785149788,0.0
全样本,BUY2,2011-11-01,滚动5年年化P25,0.2871535374205174,0.2871535374205174,0.0
全样本,BUY2,2011-11-01,滚动5年回撤中位,0.44281753991115436,0.44281753991115436,0.0
全样本,BUY2,2011-11-01,滚动5年Calmar中位,1.096009834236364,1.096009834236364,0.0
全样本,BUY2,2011-11-01,互不重叠5年块中位,0.6520937083941802,0.6520937083941802,0.0
全样本,BUY2,2011-11-01,年均换手,7.9903986975737284,7.9903986975737284,0.0
全样本,BUY2,2011-11-01,平均仓位,1.632612985742698,1.632612985742698,0.0
全样本,BUY2,2012-05-01,年化,0.37784062846299715,0.37784062846299715,0.0
全样本,BUY2,2012-05-01,最大回撤,0.7140420297405758,0.7140420297405758,0.0
全样本,BUY2,2012-05-01,滚动5年年化中位,0.5108407947681677,0.5108407947681677,0.0
全样本,BUY2,2012-05-01,滚动5年年化P25,0.2732479566367294,0.2732479566367294,0.0
全样本,BUY2,2012-05-01,滚动5年回撤中位,0.4484884630385799,0.4484884630385799,0.0
全样本,BUY2,2012-05-01,滚动5年Calmar中位,1.1399528005002135,1.1399528005002135,0.0
全样本,BUY2,2012-05-01,互不重叠5年块中位,0.6043879177061385,0.6043879177061385,0.0
全样本,BUY2,2012-05-01,年均换手,7.077987067247614,7.077987067247614,0.0
全样本,BUY2,2012-05-01,平均仓位,1.644129388701055,1.644129388701055,0.0
全样本,BUY2,2012-11-01,年化,0.42666726759400886,0.42666726759400886,0.0
全样本,BUY2,2012-11-01,最大回撤,0.7142901284564271,0.7142901284564271,0.0
全样本,BUY2,2012-11-01,滚动5年年化中位,0.5237570089924553,0.5237570089924553,0.0
全样本,BUY2,2012-11-01,滚动5年年化P25,0.28444066549162716,0.28444066549162716,0.0
全样本,BUY2,2012-11-01,滚动5年回撤中位,0.4481928222193009,0.4481928222193009,0.0
全样本,BUY2,2012-11-01,滚动5年Calmar中位,1.1685974942637094,1.1685974942637094,0.0
全样本,BUY2,2012-11-01,互不重叠5年块中位,0.60463762803809,0.60463762803809,0.0
全样本,BUY2,2012-11-01,年均换手,6.939821780362659,6.939821780362659,0.0
全样本,BUY2,2012-11-01,平均仓位,1.663175840478,1.663175840478,0.0
全样本,BUY2,2013-05-01,年化,0.4960815454924765,0.4960815454924765,0.0
全样本,BUY2,2013-05-01,最大回撤,0.6316063962156088,0.6316063962156088,0.0
全样本,BUY2,2013-05-01,滚动5年年化中位,0.603983385343664,0.603983385343664,0.0
全样本,BUY2,2013-05-01,滚动5年年化P25,0.5027194691383339,0.5027194691383339,0.0
全样本,BUY2,2013-05-01,滚动5年回撤中位,0.444425780458364,0.444425780458364,0.0
全样本,BUY2,2013-05-01,滚动5年Calmar中位,1.3590196876534442,1.3590196876534442,0.0
全样本,BUY2,2013-05-01,互不重叠5年块中位,0.7186467301535246,0.7186467301535246,0.0
全样本,BUY2,2013-05-01,年均换手,6.822107998496668,6.822107998496668,0.0
全样本,BUY2,2013-05-01,平均仓位,1.6606281278364838,1.6606281278364838,0.0
全样本,BUY2,2013-11-01,年化,0.5490648308159181,0.5490648308159181,0.0
全样本,BUY2,2013-11-01,最大回撤,0.646746160301215,0.646746160301215,0.0
全样本,BUY2,2013-11-01,滚动5年年化中位,0.5685979313980074,0.5685979313980074,0.0
全样本,BUY2,2013-11-01,滚动5年年化P25,0.5072342355289006,0.5072342355289006,0.0
全样本,BUY2,2013-11-01,滚动5年回撤中位,0.4579401437038867,0.4579401437038867,0.0
全样本,BUY2,2013-11-01,滚动5年Calmar中位,1.2416424705619917,1.2416424705619917,0.0
全样本,BUY2,2013-11-01,互不重叠5年块中位,0.740470918200824,0.740470918200824,0.0
全样本,BUY2,2013-11-01,年均换手,8.183460594067444,8.183460594067444,0.0
全样本,BUY2,2013-11-01,平均仓位,1.6609575174236784,1.6609575174236784,0.0
全样本,BUY2,2014-05-01,年化,0.45047018701463926,0.45047018701463926,0.0
全样本,BUY2,2014-05-01,最大回撤,0.772632355643506,0.772632355643506,0.0
全样本,BUY2,2014-05-01,滚动5年年化中位,0.5216200592024032,0.5216200592024032,0.0
全样本,BUY2,2014-05-01,滚动5年年化P25,0.41899949133395453,0.41899949133395453,0.0
全样本,BUY2,2014-05-01,滚动5年回撤中位,0.4654088577877872,0.4654088577877872,0.0
全样本,BUY2,2014-05-01,滚动5年Calmar中位,1.143867275751062,1.143867275751062,0.0
全样本,BUY2,2014-05-01,互不重叠5年块中位,0.607707839946707,0.607707839946707,0.0
全样本,BUY2,2014-05-01,年均换手,6.329917798159848,6.329917798159848,0.0
全样本,BUY2,2014-05-01,平均仓位,1.670402179178433,1.670402179178433,0.0
全样本,BUY2,2014-11-01,年化,0.5270442031447509,0.5270442031447509,0.0
全样本,BUY2,2014-11-01,最大回撤,0.7992922285189644,0.7992922285189644,0.0
全样本,BUY2,2014-11-01,滚动5年年化中位,0.6539142831724023,0.6539142831724023,0.0
全样本,BUY2,2014-11-01,滚动5年年化P25,0.557318944962486,0.557318944962486,0.0
全样本,BUY2,2014-11-01,滚动5年回撤中位,0.5801488102682777,0.5801488102682777,0.0
全样本,BUY2,2014-11-01,滚动5年Calmar中位,1.1393533072894273,1.1393533072894273,0.0
全样本,BUY2,2014-11-01,互不重叠5年块中位,0.7115474378134765,0.7115474378134765,0.0
全样本,BUY2,2014-11-01,年均换手,8.13140198396276,8.13140198396276,0.0
全样本,BUY2,2014-11-01,平均仓位,1.6219287398122881,1.6219287398122881,0.0
全样本,BUY2,2015-05-01,年化,0.5388761164048921,0.5388761164048921,0.0
全样本,BUY2,2015-05-01,最大回撤,0.5981571237142624,0.5981571237142624,0.0
全样本,BUY2,2015-05-01,滚动5年年化中位,0.64499866847436,0.64499866847436,0.0
全样本,BUY2,2015-05-01,滚动5年年化P25,0.5500599529722876,0.5500599529722876,0.0
全样本,BUY2,2015-05-01,滚动5年回撤中位,0.5773858952924128,0.5773858952924128,0.0
全样本,BUY2,2015-05-01,滚动5年Calmar中位,1.13476740023166,1.13476740023166,0.0
全样本,BUY2,2015-05-01,互不重叠5年块中位,0.7287537494840445,0.7287537494840445,0.0
全样本,BUY2,2015-05-01,年均换手,8.314940705969232,8.314940705969232,0.0
全样本,BUY2,2015-05-01,平均仓位,1.5859254168050276,1.5859254168050276,0.0
全样本,BUY2,2015-11-01,年化,0.5584557287115077,0.5584557287115077,0.0
全样本,BUY2,2015-11-01,最大回撤,0.5499746029731529,0.5499746029731529,0.0
全样本,BUY2,2015-11-01,滚动5年年化中位,0.6435479102466652,0.6435479102466652,0.0
全样本,BUY2,2015-11-01,滚动5年年化P25,0.584752129809885,0.584752129809885,0.0
全样本,BUY2,2015-11-01,滚动5年回撤中位,0.5499746029731529,0.5499746029731529,0.0
全样本,BUY2,2015-11-01,滚动5年Calmar中位,1.22911223649117,1.22911223649117,0.0
全样本,BUY2,2015-11-01,互不重叠5年块中位,0.6724917245910755,0.6724917245910755,0.0
全样本,BUY2,2015-11-01,年均换手,7.695700521556452,7.695700521556452,0.0
全样本,BUY2,2015-11-01,平均仓位,1.6446877703959564,1.6446877703959564,0.0
全样本,BUY2,2016-05-01,年化,0.611809066109706,0.611809066109706,0.0
全样本,BUY2,2016-05-01,最大回撤,0.5675271748693915,0.5675271748693915,0.0
全样本,BUY2,2016-05-01,滚动5年年化中位,0.6082741790084101,0.6082741790084101,0.0
全样本,BUY2,2016-05-01,滚动5年年化P25,0.5616059000552713,0.5616059000552713,0.0
全样本,BUY2,2016-05-01,滚动5年回撤中位,0.5675271748693915,0.5675271748693915,0.0
全样本,BUY2,2016-05-01,滚动5年Calmar中位,1.154831813893516,1.154831813893516,0.0
全样本,BUY2,2016-05-01,互不重叠5年块中位,0.605615867983934,0.605615867983934,0.0
全样本,BUY2,2016-05-01,年均换手,5.025291121522362,5.025291121522362,0.0
全样本,BUY2,2016-05-01,平均仓位,1.667459601083176,1.667459601083176,0.0
全样本,SB1_BUY2,2009-11-01,年化,0.3283335869188755,0.3283335869188755,0.0
全样本,SB1_BUY2,2009-11-01,最大回撤,0.6880744497813089,0.6880744497813089,0.0
全样本,SB1_BUY2,2009-11-01,滚动5年年化中位,0.3657598728139466,0.3657598728139466,0.0
全样本,SB1_BUY2,2009-11-01,滚动5年年化P25,0.22689479920680355,0.22689479920680355,0.0
全样本,SB1_BUY2,2009-11-01,滚动5年回撤中位,0.4430823367748059,0.4430823367748059,0.0
全样本,SB1_BUY2,2009-11-01,滚动5年Calmar中位,0.8474283953682735,0.8474283953682735,0.0
全样本,SB1_BUY2,2009-11-01,互不重叠5年块中位,0.5022648459017023,0.5022648459017023,0.0
全样本,SB1_BUY2,2009-11-01,年均换手,5.355737924197532,5.355737924197532,0.0
全样本,SB1_BUY2,2009-11-01,平均仓位,1.6160096851361745,1.6160096851361745,0.0
全样本,SB1_BUY2,2010-05-01,年化,0.45597845352067967,0.45597845352067967,0.0
全样本,SB1_BUY2,2010-05-01,最大回撤,0.6713870672113171,0.6713870672113171,0.0
全样本,SB1_BUY2,2010-05-01,滚动5年年化中位,0.5355297457499664,0.5355297457499664,0.0
全样本,SB1_BUY2,2010-05-01,滚动5年年化P25,0.3399923442874968,0.3399923442874968,0.0
全样本,SB1_BUY2,2010-05-01,滚动5年回撤中位,0.4513321789493313,0.4513321789493313,0.0
全样本,SB1_BUY2,2010-05-01,滚动5年Calmar中位,1.1865534316578998,1.1865534316578998,0.0
全样本,SB1_BUY2,2010-05-01,互不重叠5年块中位,0.7604605174380012,0.7604605174380012,0.0
全样本,SB1_BUY2,2010-05-01,年均换手,8.760369745367584,8.760369745367584,0.0
全样本,SB1_BUY2,2010-05-01,平均仓位,1.6366717832830986,1.6366717832830986,0.0
全样本,SB1_BUY2,2010-11-01,年化,0.3228289639772435,0.3228289639772435,0.0
全样本,SB1_BUY2,2010-11-01,最大回撤,0.693726824137436,0.693726824137436,0.0
全样本,SB1_BUY2,2010-11-01,滚动5年年化中位,0.4563271636585631,0.4563271636585631,0.0
全样本,SB1_BUY2,2010-11-01,滚动5年年化P25,0.22991634294807506,0.22991634294807506,0.0
全样本,SB1_BUY2,2010-11-01,滚动5年回撤中位,0.4429124957677727,0.4429124957677727,0.0
全样本,SB1_BUY2,2010-11-01,滚动5年Calmar中位,1.0302873999243045,1.0302873999243045,0.0
全样本,SB1_BUY2,2010-11-01,互不重叠5年块中位,0.5462121616270235,0.5462121616270235,0.0
全样本,SB1_BUY2,2010-11-01,年均换手,5.903267005079528,5.903267005079528,0.0
全样本,SB1_BUY2,2010-11-01,平均仓位,1.605834100375246,1.605834100375246,0.0
全样本,SB1_BUY2,2011-05-01,年化,0.3613706203981317,0.3613706203981317,0.0
全样本,SB1_BUY2,2011-05-01,最大回撤,0.6860728726362496,0.6860728726362496,0.0
全样本,SB1_BUY2,2011-05-01,滚动5年年化中位,0.4721422226213785,0.4721422226213785,0.0
全样本,SB1_BUY2,2011-05-01,滚动5年年化P25,0.26731214063018705,0.26731214063018705,0.0
全样本,SB1_BUY2,2011-05-01,滚动5年回撤中位,0.4429014185809015,0.4429014185809015,0.0
全样本,SB1_BUY2,2011-05-01,滚动5年Calmar中位,1.0660210214141272,1.0660210214141272,0.0
全样本,SB1_BUY2,2011-05-01,互不重叠5年块中位,0.5439264289051866,0.5439264289051866,0.0
全样本,SB1_BUY2,2011-05-01,年均换手,6.999492672413644,6.999492672413644,0.0
全样本,SB1_BUY2,2011-05-01,平均仓位,1.5850140619053283,1.5850140619053283,0.0
全样本,SB1_BUY2,2011-11-01,年化,0.4040938470418456,0.4040938470418456,0.0
全样本,SB1_BUY2,2011-11-01,最大回撤,0.6916685260119451,0.6916685260119451,0.0
全样本,SB1_BUY2,2011-11-01,滚动5年年化中位,0.4902935251762077,0.4902935251762077,0.0
全样本,SB1_BUY2,2011-11-01,滚动5年年化P25,0.2876646263236582,0.2876646263236582,0.0
全样本,SB1_BUY2,2011-11-01,滚动5年回撤中位,0.4590027477763383,0.4590027477763383,0.0
全样本,SB1_BUY2,2011-11-01,滚动5年Calmar中位,1.0900998644127469,1.0900998644127469,0.0
全样本,SB1_BUY2,2011-11-01,互不重叠5年块中位,0.6273874374709605,0.6273874374709605,0.0
全样本,SB1_BUY2,2011-11-01,年均换手,8.058770079735483,8.058770079735483,0.0
全样本,SB1_BUY2,2011-11-01,平均仓位,1.6380484323522062,1.6380484323522062,0.0
全样本,SB1_BUY2,2012-05-01,年化,0.40304009490320136,0.40304009490320136,0.0
全样本,SB1_BUY2,2012-05-01,最大回撤,0.7422442985443506,0.7422442985443506,0.0
全样本,SB1_BUY2,2012-05-01,滚动5年年化中位,0.5527432191896295,0.5527432191896295,0.0
全样本,SB1_BUY2,2012-05-01,滚动5年年化P25,0.2434978415050213,0.2434978415050213,0.0
全样本,SB1_BUY2,2012-05-01,滚动5年回撤中位,0.44506628859125696,0.44506628859125696,0.0
全样本,SB1_BUY2,2012-05-01,滚动5年Calmar中位,1.2419345912250426,1.2419345912250426,0.0
