effective_from,effective_to,screen_year,security_code,security_name,mcap_rank,mcap_yi,close,shares_yi
2008-07-01,2008-12-31,2008,000978,桂林旅游,803,18.22,10.72,1.700
2008-07-01,2008-12-31,2008,600567,山鹰国际,806,18.02,4.00,4.504
2008-07-01,2008-12-31,2008,600831,广电网络,807,18.01,8.72,2.066
2008-07-01,2008-12-31,2008,600260,-,814,17.78,6.90,2.576
2008-07-01,2008-12-31,2008,000632,ST三木,823,17.62,3.78,4.662
2008-07-01,2008-12-31,2008,000504,*ST生物,826,17.51,5.59,3.133
2008-07-01,2008-12-31,2008,000570,苏常柴Ａ,827,17.49,4.80,3.644
2008-07-01,2008-12-31,2008,600803,新奥股份,828,17.44,7.74,2.253
2008-07-01,2008-12-31,2008,600865,百大集团,830,17.36,6.44,2.696
2008-07-01,2008-12-31,2008,000576,甘化科工,831,17.33,5.23,3.313
2008-07-01,2008-12-31,2008,001914,招商积余,833,17.29,9.20,1.879
2008-07-01,2008-12-31,2008,000419,通程控股,834,17.26,9.83,1.756
2008-07-01,2008-12-31,2008,000409,云鼎科技,850,16.79,9.15,1.834
2008-07-01,2008-12-31,2008,600215,派斯林,853,16.71,4.66,3.585
2008-07-01,2008-12-31,2008,600238,*ST椰岛,864,16.54,9.96,1.661
2008-07-01,2008-12-31,2008,600732,爱旭股份,867,16.48,6.68,2.468
2008-07-01,2008-12-31,2008,000888,峨眉山Ａ,869,16.46,7.01,2.348
2008-07-01,2008-12-31,2008,002079,苏州固锝,873,16.29,5.09,3.201
2008-07-01,2008-12-31,2008,600512,腾达建设,874,16.29,5.04,3.231
2008-07-01,2008-12-31,2008,600485,-,876,16.27,10.93,1.489
2008-07-01,2008-12-31,2008,601008,XD连云港,878,16.03,6.08,2.637
2008-07-01,2008-12-31,2008,600477,杭萧钢构,879,16.01,6.45,2.483
2008-07-01,2008-12-31,2008,600291,-,881,15.98,10.54,1.516
2008-07-01,2008-12-31,2008,000797,中国武夷,886,15.85,4.49,3.529
2008-07-01,2008-12-31,2008,600156,华升股份,890,15.75,3.93,4.008
2008-07-01,2008-12-31,2008,600536,中国软件,892,15.73,10.64,1.478
2008-07-01,2008-12-31,2008,600710,苏美达,897,15.64,4.74,3.299
2008-07-01,2008-12-31,2008,000679,大连友谊,902,15.53,6.45,2.408
2008-07-01,2008-12-31,2008,600371,万向德农,905,15.50,10.72,1.446
2008-07-01,2008-12-31,2008,000551,创元科技,907,15.49,6.24,2.483
2008-07-01,2008-12-31,2008,000010,*ST美丽,908,15.42,9.94,1.552
2008-07-01,2008-12-31,2008,600580,卧龙电驱,909,15.36,6.45,2.382
2008-07-01,2008-12-31,2008,000929,*ST兰黄,914,15.21,10.17,1.496
2008-07-01,2008-12-31,2008,000566,海南海药,923,14.96,8.12,1.843
2008-07-01,2008-12-31,2008,600145,-,925,14.93,3.85,3.877
2008-07-01,2008-12-31,2008,600293,三峡新材,929,14.82,4.30,3.447
2008-07-01,2008-12-31,2008,000151,中成股份,932,14.79,4.99,2.964
2008-07-01,2008-12-31,2008,600105,永鼎股份,935,14.77,5.33,2.770
2008-07-01,2008-12-31,2008,600707,彩虹股份,942,14.60,3.42,4.268
